,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,93654431000.00,67457282000.00,43701904000.00,23380037000.00,88365069000.00,64314049000.00,41536846000.00,22471788000.00,79006836000.00,58093184000.00,36648213000.00,19109043000.00,63346051000.00,45880503000.00,29556750000.00,16854380000.00,71014693000.00,51446864000.00,30580631000.00,16016964000.00,68397717000.00,50731250000.00,33784430000.00,17051550000.00,66624666000.00,49302480000.00,31599702000.00,16528316000.00,59489973000.00,43253063000.00,29557919000.00,15825342000.00,54490807000.00,39735038000.00,26496506000.00,13736926000.00,45448778000.00,33222176000.00,21868629000.00,10609211000.00,36661820000.00,26834715000.00,17288305000.00,8473619000.00,31960778000.00,23825151000.00,13754817000.00,6477379000.00,20492457000.00,13667161000.00,8575132000.00,4188357000.00,15154570000.00,11045824000.00,7127048000.00,3442437000.00,13325945000.00,9927838000.00,6407184000.00,3289237000.00,10191024000.00,4771644000.00,8072022000.00,7932471000.00,7146865000.00,0.0
2,营业收入,93654431000.00,67457282000.00,43701904000.00,23380037000.00,88365069000.00,64314049000.00,41536846000.00,22471788000.00,79006836000.00,58093184000.00,36648213000.00,19109043000.00,63346051000.00,45880503000.00,29556750000.00,16854380000.00,71014693000.00,51446864000.00,30580631000.00,16016964000.00,68397717000.00,50731250000.00,33784430000.00,17051550000.00,66624666000.00,49302480000.00,31599702000.00,16528316000.00,59489973000.00,43253063000.00,29557919000.00,15825342000.00,54490807000.00,39735038000.00,26496506000.00,13736926000.00,45448778000.00,33222176000.00,21868629000.00,10609211000.00,36661820000.00,26834715000.00,17288305000.00,8473619000.00,31960778000.00,23825151000.00,13754817000.00,6477379000.00,20492457000.00,13667161000.00,8575132000.00,4188357000.00,15130927000.00,11034486000.00,7116054000.00,3438537000.00,13300397000.00,9911857000.00,6399448000.00,3293483000.00,10175438000.00,4767278000.00,8065832000.00,7808238000.00,7142341000.00,0.0
3,二、营业总成本,88510062000.00,64121359000.00,41545051000.00,22203014000.00,86137759000.00,62688545000.00,40429730000.00,21711947000.00,79070485000.00,58265244000.00,37047542000.00,19114306000.00,57742479000.00,39607310000.00,25255084000.00,13747653000.00,57557557000.00,41575551000.00,25247919000.00,13346128000.00,59490015000.00,44380278000.00,29777116000.00,15182483000.00,59802405000.00,44283716000.00,28897698000.00,15268026000.00,58527456000.00,43173621000.00,29746915000.00,15808937000.00,56106255000.00,41218432000.00,27449608000.00,14300482000.00,46906222000.00,34019711000.00,22103947000.00,10734408000.00,35261000000.00,25624231000.00,16539394000.00,8202822000.00,35297164000.00,26076737000.00,14689549000.00,6522303000.00,18818175000.00,10937964000.00,7872011000.00,3854548000.00,13420219000.00,9668327000.00,6298057000.00,3038712000.00,11740682000.00,8662694000.00,5695261000.00,2937909000.00,8640003000.00,3754420000.00,6445060000.00,6101203000.00,5076206000.00,0.0
4,营业成本,80482483000.00,58283329000.00,37775278000.00,20257541000.00,77449829000.00,56188610000.00,36387545000.00,19774956000.00,70676809000.00,51986463000.00,33420590000.00,17379156000.00,49033770000.00,33861482000.00,21462539000.00,11809287000.00,47213012000.00,34778524000.00,21019731000.00,11233999000.00,49326514000.00,37876986000.00,25455111000.00,13067424000.00,51042080000.00,38033619000.00,24726608000.00,13054799000.00,49968358000.00,36987986000.00,25637415000.00,13783149000.00,49464893000.00,36408495000.00,24370695000.00,12858807000.00,42121006000.00,30598190000.00,19919365000.00,9712720000.00,30895331000.00,22299700000.00,14328992000.00,7059326000.00,30993916000.00,23075438000.00,13043059000.00,5762467000.00,16533166000.00,9400315000.00,6941893000.00,3395344000.00,11605077000.00,8405002000.00,5471619000.00,2649987000.00,10221162000.00,7601615000.00,4995240000.00,2595681000.00,7364476000.00,3185713000.00,5264785000.00,4920808000.00,3923037000.00,0.0
5,营业税金及附加,1119048000.00,810093000.00,509535000.00,285529000.00,1111879000.00,831953000.00,527514000.00,279441000.00,900837000.00,679735000.00,456318000.00,192539000.00,991319000.00,579900000.00,357384000.00,190014000.00,709423000.00,524088000.00,313117000.00,164865000.00,528885000.00,418449000.00,283705000.00,166384000.00,449746000.00,340858000.00,212595000.00,129296000.00,268459000.00,175368000.00,111504000.00,63626000.00,209380000.00,155140000.00,95481000.00,44873000.00,186436000.00,127850000.00,93628000.00,41346000.00,247718000.00,210139000.00,151283000.00,90282000.00,227940000.00,188028000.00,113017000.00,60700000.00,207901000.00,137671000.00,92492000.00,50012000.00,157719000.00,122331000.00,88209000.00,46007000.00,134291000.00,106000000.00,62769000.00,31764000.00,108213000.00,54724000.00,95951000.00,89538000.00,85276000.00,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14537000.00,79788000.00,76185000.00,0.0
7,管理费用,1719152000.00,1121425000.00,653886000.00,351766000.00,1871667000.00,1386059000.00,855566000.00,356259000.00,1677259000.00,1201372000.00,750512000.00,358631000.00,1716414000.00,1471079000.00,973247000.00,488137000.00,1995225000.00,1581143000.00,947222000.00,470682000.00,1772793000.00,1353697000.00,905053000.00,433113000.00,1763713000.00,1399365000.00,938092000.00,547010000.00,1843128000.00,1319488000.00,847230000.00,411379000.00,1519748000.00,1135232000.00,736311000.00,354406000.00,1324430000.00,870678000.00,566142000.00,257553000.00,1167866000.00,867531000.00,550270000.00,278000000.00,1099129000.00,716014000.00,411005000.00,180692000.00,687786000.00,455969000.00,276147000.00,127065000.00,965485000.00,666260000.00,433122000.00,213529000.00,871956000.00,588418000.00,381494000.00,187649000.00,673606000.00,284695000.00,595220000.00,520803000.00,478516000.00,0.0
8,财务费用,5189379000.00,3906512000.00,2606352000.00,1308178000.00,5322344000.00,4022075000.00,2659612000.00,1301291000.00,5043795000.00,3699002000.00,2420122000.00,1183980000.00,4913391000.00,3695730000.00,2462483000.00,1260215000.00,5955205000.00,4625078000.00,2902472000.00,1476655000.00,6247062000.00,4731208000.00,3133309000.00,1515562000.00,6019207000.00,4518468000.00,3020403000.00,1536921000.00,6222704000.00,4690779000.00,3150766000.00,1550783000.00,4925259000.00,3519565000.00,2247121000.00,1039108000.00,3288889000.00,2416631000.00,1531174000.00,729150000.00,2948463000.00,2246861000.00,1508849000.00,775214000.00,2965129000.00,2097257000.00,1122468000.00,518444000.00,1381912000.00,944009000.00,561479000.00,282127000.00,691938000.00,474734000.00,305107000.00,129189000.00,513273000.00,366661000.00,255758000.00,122815000.00,493708000.00,229288000.00,474567000.00,490266000.00,513192000.00,0.0
