,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2616408992.11,1869862142.06,646432306.86,3221253190.80,2243626148.25,1405610436.43,661003420.96,2869207060.49,1694942472.14,904270248.26,453727509.59,2578578721.48,1647137674.58,1050111192.70,540980085.53,2255624411.08,1497113322.41,662820347.09,334515272.62,1928869124.07,1047738411.53,693654460.03,389948086.23,1138593385.40,750635596.59,458683272.53,220983379.35,1370540277.31,867474520.67,571431734.51,284414296.49,1912491211.03,1312669032.13,931697714.13,543726034.38,2536510237.20,1998254173.19,1513881692.16,638742869.97,1565412329.46,1084632417.81,664591979.33,379305853.29,1681557464.79,935101427.32,701246858.30,321816607.15,1318948397.13,863209248.37,529977300.80,259881896.87,1634692820.01,1083758613.63,651324756.72,317566536.31,1214595122.62,854149457.09,568173388.10,247588568.41,1261268880.33,897347522.97,587569542.26,260341019.21,1332743907.49,963557867.62,580366113.66,183698667.66,1030034375.75,771635219.92,555700883.98,222747896.65,1274260955.95,563604256.83,717203185.19,355885933.13,525393186.62,260671391.08,458708555.08,234036630.19,445716683.44,178418645.10,296552023.89,249927037.75,123241703.78,0.0
2,营业收入,2616408992.11,1869862142.06,646432306.86,3221253190.80,2243626148.25,1405610436.43,661003420.96,2869207060.49,1694942472.14,904270248.26,453727509.59,2578578721.48,1647137674.58,1050111192.70,540980085.53,2255624411.08,1497113322.41,662820347.09,334515272.62,1928869124.07,1047738411.53,693654460.03,389948086.23,1138593385.40,750635596.59,458683272.53,220983379.35,1370540277.31,867474520.67,571431734.51,284414296.49,1912491211.03,1312669032.13,931697714.13,543726034.38,2536510237.20,1998254173.19,1513881692.16,638742869.97,1565412329.46,1084632417.81,664591979.33,379305853.29,1681557464.79,935101427.32,701246858.30,321816607.15,1318948397.13,863209248.37,529977300.80,259881896.87,1629452715.19,1080715355.72,650472901.59,317191513.87,1211853310.16,852758521.86,567415675.03,247267139.07,1259920382.56,895703419.89,586457980.69,259781485.62,1326366122.88,958594809.94,579369181.46,183382119.51,1030993631.89,771088684.39,555211377.45,222320332.64,1268639017.25,558078913.66,716094725.02,354297489.49,522540774.99,258095329.51,458334817.02,233973916.28,445673948.40,178418645.10,296552023.89,249839825.74,123241703.78,0.0
3,二、营业总成本,2779916412.47,1976147615.26,706793102.54,3241600917.35,2297208272.71,1446165746.28,697903140.01,2745523495.10,1623283890.87,871275481.36,409363913.59,2421521132.63,1539079696.59,969441861.76,538487050.52,2171139150.42,1422549410.62,617499323.21,285855319.29,1866440297.81,967408978.64,625038819.96,330828779.28,1040598600.40,798548187.99,484370294.97,230387733.54,1401740901.90,865667600.27,564338526.58,278718887.86,1966417616.84,1307156702.84,918985861.44,528290096.09,2357340186.78,1793430193.24,1334572577.01,571718011.38,1540950289.11,1029444078.33,614811717.56,361359967.51,1701592101.13,1001150919.46,747145424.22,337974391.54,1386020022.22,938205943.92,585907144.22,290417830.08,1646323887.04,1095065612.68,662014388.32,317251347.83,1210610108.81,847548982.22,561649161.99,247329108.95,1217089222.18,869703278.30,573664775.22,256034341.69,1289809913.86,934747156.11,554056470.88,175751037.13,960769168.58,729964180.73,520430368.06,199006722.62,1175191777.39,516035216.45,641740267.41,322748200.16,437828102.19,212874077.11,356343714.24,184943125.48,379164394.75,144318145.09,239495005.43,216813072.84,99312664.89,0.0
4,营业成本,2428885740.64,1741139720.31,592344234.62,2765932586.07,1975332514.73,1222058774.35,575418459.24,2335739001.20,1398475557.24,732105752.08,339975469.28,2164804682.01,1393640715.62,880552376.61,488805635.92,1958422141.69,1299807408.53,554218413.74,260963777.03,1697427199.88,871457338.21,561848210.04,302389499.61,931185096.49,627819012.91,379909650.54,179694295.82,1186998137.38,734696336.08,480536286.06,239235627.16,1727640635.74,1177150082.09,838893373.81,489878414.30,1998457934.62,1570745594.81,1171116838.30,485430908.22,1216409603.08,813146592.84,477591957.55,282545600.40,1399730569.81,812721165.52,618381338.12,270568520.73,1133202687.67,743210313.47,450363616.39,225827930.98,1446373439.10,956359667.25,573991719.98,278676122.42,1044670939.24,734133018.66,486469518.80,210078374.29,1060647380.71,752306609.31,493572249.23,219603994.79,1118337830.85,821125085.30,483669664.32,150228270.03,857120246.59,664760728.32,472457480.65,174553634.09,998270785.35,455657189.86,570397607.64,290551523.02,379853192.20,187669875.89,317127720.83,164202961.92,319654238.88,134116291.75,218448739.39,201032339.83,88962912.88,0.0
5,营业税金及附加,3634331.71,2895729.13,1003671.45,7998577.08,3781118.80,2338267.62,596872.04,13785235.48,6292801.54,2346178.73,220783.94,11924821.01,1800730.32,-391972.14,-654611.25,4156047.94,568255.78,-609185.60,-620573.28,4369211.08,1346940.09,862690.04,252809.33,9572611.38,4008581.45,3197326.61,2277659.84,9165153.37,2345054.71,1182713.84,726748.37,8198748.66,5898803.80,4367950.38,3815135.39,134170477.75,94604426.87,81984293.21,39630659.49,23893428.54,19415358.49,16491181.46,10245435.81,35094490.19,11814513.81,10572382.59,8463735.98,11075877.00,4310346.23,2837863.47,1147013.24,15421140.49,10306514.10,7231222.69,4993653.93,8256681.20,3496161.85,2632092.56,1407679.45,5244425.64,3328553.58,1944014.40,486374.72,5536415.85,5223054.02,6161328.20,1791172.85,4477505.04,2068085.73,1806724.45,1347462.09,2571318.00,290717.00,1822499.66,150022.93,1338043.97,1243999.41,1434221.87,1010469.11,631431.36,0,227214.79,273197.61,140148.90,0.0
6,销售费用,76697656.26,47306313.70,21504827.75,108377944.61,71915298.78,48851445.45,26259304.87,91279402.29,68585933.21,42853190.56,23667686.14,76274725.65,45298574.24,27443105.63,13582145.75,65651859.79,43437988.82,26838827.98,8842127.04,57642450.08,34771476.78,22417826.53,10675193.72,54682248.32,37074839.31,23599788.75,9903623.94,61733377.00,37605976.11,24849890.73,11677972.81,64528570.55,38972372.16,23695428.43,10287147.85,64610252.90,45250130.75,30300536.20,12634786.73,98549823.76,73929113.79,50761125.33,28898904.82,94674772.11,57325470.53,39424718.95,18500331.44,98909721.69,67627890.07,44575906.23,14900042.37,81138641.87,56332187.59,34409832.03,16626108.64,76446109.05,52305508.70,33344288.31,16412304.65,82511280.63,63438277.62,41732730.46,16401234.18,88023195.22,64102325.25,39387585.07,15628498.20,54825474.31,37429822.28,27453907.08,14215350.58,85041505.15,28082059.62,42854010.17,15345610.03,23392183.55,11574779.50,23152479.35,12071910.12,38582797.95,5063437.28,8424718.77,5145939.85,4951016.92,0.0
7,管理费用,130072946.46,79326294.35,42497645.82,160271508.58,138605230.99,144333542.01,71736950.71,245020681.79,125739861.08,80796359.75,40777647.06,154704614.73,104881647.80,67482744.31,34063724.19,137600499.42,93216715.05,44199822.21,21137302.64,84585418.59,55622351.63,38767740.90,18366393.69,91640480.86,62321636.90,40722389.53,21521005.24,80663607.79,55633275.23,35357580.64,17311735.72,78705286.35,48804522.00,31694135.67,15478534.82,66787066.98,68699741.99,44488191.70,23159203.39,105752291.48,79249609.58,49662688.84,26951410.16,94260515.66,66386011.25,42371202.10,21281577.47,93756658.88,67403031.07,50693019.76,30394765.16,54225471.77,39826120.32,26263617.69,11506221.41,49835396.44,32330503.56,23130683.64,12166137.67,38963320.92,27566015.32,21029683.19,11998131.84,56675467.04,34493811.60,21092317.01,7350095.43,42799072.20,22456070.45,15212020.16,6507267.85,75603521.57,25659052.93,22764772.71,11616447.79,26375468.07,9841698.58,16716293.72,7754645.90,18580145.17,3925069.57,9999012.12,7926076.44,3705078.66,0.0
8,财务费用,24259641.01,20459098.59,18335918.94,24480311.37,10813784.67,19630015.62,16760189.39,46764789.00,29570437.06,16464446.02,5242005.76,-616366.51,2744832.14,1081728.58,2778099.09,-5058032.87,-3935214.87,-138557.65,392238.89,10350894.71,6158108.47,2620602.97,279846.47,-89379804.20,58515578.15,38988322.17,17843575.18,60130334.92,42428921.78,27630659.77,12070039.89,55425362.92,38596183.05,22093424.05,9893793.06,46404427.60,16559887.95,7616298.44,11696566.18,60371936.78,38744498.04,24534966.13,13249877.15,77070339.73,56688119.37,37144818.06,19292735.62,69562894.16,54695602.00,37062689.48,18148078.33,49165193.81,32241123.42,20117995.93,5449241.43,31400982.88,25283789.45,16072578.68,7264612.89,29722814.28,23063822.47,15386097.94,7544606.16,21237004.90,9802879.94,3745576.28,753000.62,1546870.44,3249473.95,3500235.72,2383008.01,13704647.32,6346197.04,6061396.98,5084596.39,6869214.40,2543723.73,-2087001.53,-96861.57,1715781.39,1213346.49,2395320.36,2435519.11,1553507.53,0.0
