,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,7825137178.03,37555118255.70,28024909108.74,16124327863.15,6169013243.41,27535170274.25,21386669060.25,12460669629.16,5221288332.05,26089241032.17,19613403033.48,11101582291.16,4209189722.07,20884048995.78,15697155669.06,6961090440.07,1981896205.89,14079246514.03,11093238009.05,6399530145.66,1995178694.41,15408930605.22,12062815618.31,6372397251.28,1970470823.56,15189859980.28,11893542419.25,5825647608.37,1935151254.94,13490785291.57,10812899854.07,5480786432.12,1705200741.93,11601076421.99,8916394243.15,4181693898.97,1295493517.67,9621581051.38,7551914899.34,3777796596.87,1268968540.21,10378176902.34,8137763257.31,4304910245.60,1416486855.52,10302554183.12,8032837423.24,4270863440.05,1400560205.06,6749444707.07,5137395870.45,2290921576.26,757701475.89,4843645578.00,3667068393.09,1720949897.81,568057651.03,3680867047.01,3012154743.66,1352721541.37,391850854.85,2633923070.33,2132963213.87,1003691896.03,331526123.50,1702984752.74,1314696585.43,647208040.23,213752017.80,1375214495.51,508595133.08,355146487.83,0.0
2,营业收入,7825137178.03,37555118255.70,28024909108.74,16124327863.15,6169013243.41,27535170274.25,21386669060.25,12460669629.16,5221288332.05,26089241032.17,19613403033.48,11101582291.16,4209189722.07,20884048995.78,15697155669.06,6961090440.07,1981896205.89,14079246514.03,11093238009.05,6399530145.66,1995178694.41,15408930605.22,12062815618.31,6372397251.28,1970470823.56,15189859980.28,11893542419.25,5825647608.37,1935151254.94,13490785291.57,10812899854.07,5480786432.12,1705200741.93,11601076421.99,8916394243.15,4181693898.97,1295493517.67,9621581051.38,7551914899.34,3777796596.87,1268968540.21,10378176902.34,8137763257.31,4304910245.60,1416486855.52,10302554183.12,8032837423.24,4270863440.05,1400560205.06,6749444707.07,5136904240.72,2290921576.26,757701475.89,4826543975.10,3655044479.76,1714099528.96,565414960.71,3671353290.01,3009729871.18,1350005632.29,390009411.75,2628612486.95,2128624932.00,1002062996.08,331379784.26,1698566610.33,1311196836.79,645871774.82,213229311.87,1373792454.00,507478349.02,353368590.03,0.0
3,二、营业总成本,7431439649.49,34856442766.60,25563874909.93,14453648050.21,5634506507.61,25301000022.66,19484823208.36,11422914388.35,4864226639.48,23769159156.31,17754574390.40,10134268608.27,3907930870.60,19838053366.80,14739831493.13,6717167382.47,2021145070.90,13700020733.77,10702502967.44,6290591264.18,2055160189.23,15051928050.10,11683413129.27,6290339802.28,2041902817.72,14914960162.09,11567715591.54,5793264797.70,2011308206.84,13406832550.10,10661541917.00,5469684315.84,1799438559.50,11537331560.90,8808260776.15,4188598113.39,1374252464.07,9493471511.37,7362581514.05,3782390992.69,1341946451.19,10181483445.20,7888704317.32,4217553557.73,1427205793.95,10087839994.32,7786147833.08,4163088347.48,1390510316.46,6585134138.45,4949677627.99,2223395993.45,752701170.70,4629106443.63,3514972317.89,1668696512.54,560362799.47,3511902407.02,2881373516.32,1307596506.06,386715560.52,2539983578.49,2061099266.79,986536616.15,340826183.94,1644965965.53,1269198256.60,637268520.60,228134508.49,1305300984.01,451923160.86,319476237.90,0.0
4,营业成本,6497122533.33,30536001116.46,22609625754.23,12575241981.26,4796213149.63,22326898401.27,17359454111.93,10022512944.53,4264015190.20,21023544563.56,15937119613.53,9013555589.42,3399137409.10,17598445877.98,13241809429.02,5877124245.71,1684108293.88,12195675729.93,9610140278.41,5667794503.26,1783669124.82,13661187978.77,10668666344.62,5678235485.18,1782313647.16,13702883444.36,10712094032.35,5277171940.92,1780908217.34,12345103787.84,9893852817.81,5023704726.32,1613874672.30,10750296886.62,8240996667.34,3860749991.06,1235523090.05,8767057115.88,6838179601.98,3449417832.85,1198269487.60,9418338132.70,7354445993.73,3893765540.03,1287414799.59,9402820056.48,7330013374.34,3888737634.66,1275691012.69,6184670057.25,4660653458.25,2060780132.93,689992968.22,4314415781.77,3308220693.02,1541252814.78,503989288.96,3280314143.03,2717822309.24,1213584227.52,345447007.90,2376580910.59,1933945499.73,911163892.58,305469033.01,1510207994.97,1159848766.39,579997271.59,199051742.83,1189366002.97,413209039.67,305193845.92,0.0
5,营业税金及附加,26835365.49,122861135.60,83769729.91,54958039.88,24673295.32,111399650.70,77709677.12,53268420.23,24232805.33,104247959.15,64522154.02,41297789.38,18301103.63,52146657.13,2959190.24,1564660.98,763057.21,3514253.42,2739832.28,1342106.62,529932.25,5298913.78,4086810.61,2312700.49,515637.20,4793636.14,3668185.86,2062351.96,580328.36,5417663.00,3594489.51,1733302.87,435144.19,3808873.92,4447665.17,2410892.08,838366.82,5526259.87,4162090.79,2498762.34,898798.59,10701143.48,7812207.34,4635042.03,1482752.93,6272939.43,3146612.73,2036248.99,1004345.44,2450720.57,523777.58,203653.63,67382.24,311046.27,258366.37,140272.64,32742.27,442879.50,408408.24,242220.20,89201.23,147601.86,21899.01,10107.42,3111.60,5083.49,4379.12,2673.51,0,0,0,17447.94,0.0
6,销售费用,196124304.27,975270497.07,771508531.06,435089971.36,184422630.92,862704373.75,687863217.12,432500497.72,161474466.05,830216532.68,633269706.63,339279371.09,145610542.23,749149016.78,520656246.03,315502952.36,123507071.68,731479319.65,545493056.87,290739866.48,112353863.25,682199426.48,481940130.00,279890132.84,106036945.97,560752070.49,399715520.63,239924033.55,94245350.71,497619186.74,350440576.56,197949553.61,68405747.69,311953777.05,217358367.13,121215196.84,47094155.84,251225891.39,180737078.61,107060626.06,41693434.74,238556319.61,169738078.03,98752410.01,39894394.62,199652639.85,141673000.10,84524020.15,35285634.16,151879279.77,109903843.58,63731041.08,24747635.23,129463331.79,75026681.32,43533850.71,17822806.99,91114406.58,55371752.88,30977366.46,11707276.37,62208728.54,45488830.14,26842259.32,10615816.29,49616657.95,38006962.53,21500651.89,9427929.34,54964578.72,13762491.45,6194909.71,0.0
7,管理费用,337874930.22,1513809599.62,930897044.35,592651649.42,263314132.32,1038904634.47,684296830.61,749348969.00,335300063.51,1550729029.86,941862976.77,621852262.40,276561811.87,1174576265.04,756065805.61,409973871.05,147282820.35,653482999.24,439999006.87,253065278.06,110420069.48,555993870.39,404888992.30,245647635.12,109813733.28,527689548.27,352037371.25,211665261.95,100232837.18,439333688.43,325693000.93,190463825.47,87766696.77,353146440.05,258363179.59,157433046.08,72015238.79,321873102.78,237316663.34,157569240.07,72077667.65,329730113.18,238109314.58,154107308.08,70796637.94,295673927.24,200702687.69,129799882.49,60135960.75,176432972.75,115202586.30,73341659.46,27256747.32,153731168.36,111152048.81,70768777.01,31971350.32,122878415.33,94876036.67,54848859.71,24540230.08,84021060.10,64880278.64,36363392.76,18196000.28,60646993.32,49523352.37,23842351.26,15674621.87,50014572.78,22694709.37,6463728.33,0.0
8,财务费用,175284152.93,707805824.00,514563487.22,340361896.83,153734211.88,316041522.88,228773826.17,128458170.61,65553380.17,156943310.55,133534871.55,86531795.20,48319497.60,229945314.63,167723147.12,80160207.92,49385257.56,95429839.29,76760353.60,60708958.13,33627345.94,108189263.13,82640798.28,56430327.56,26853738.89,84734693.62,66622471.33,50702868.30,28540949.55,85060866.68,60783385.94,42214550.48,22810170.14,91095901.29,68299694.65,43910385.88,20085096.95,95221756.52,76454519.60,52627065.93,26983699.36,145213725.49,101684846.43,67788949.91,33512224.68,135286788.11,95487915.04,57171553.47,23045935.08,53884119.78,39103660.37,25339506.35,10636437.69,31185115.44,20314528.37,13000797.40,6546610.93,17152562.58,12895009.29,7943832.17,4931844.94,17025277.40,16762759.27,12156964.07,6542222.76,24489235.80,21814796.19,11925572.35,3980214.45,10955829.54,2256920.37,1606306.00,0.0
