,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,8018647032.95,5815209554.36,4188907252.97,2179319947.39,7612793304.74,5128174657.11,3762134863.07,1942013099.17,6889541301.43,4823355539.64,3439907383.27,1606620939.00,6525808515.10,4864878347.43,3521967084.16,1774664167.38,7329377880.97,5409485133.90,3775413850.65,1940862138.28,7645559738.00,5440337378.12,3936975718.45,2030003031.51,7760574522.08,5661252515.39,4058962180.66,2081331725.88,7349467484.89,5179672572.68,3578443468.50,1907767124.97,7184507762.72,4916601932.36,3395834526.97,1902449623.82,5824849056.74,3998661920.60,2733856511.87,1537353301.55,4631097634.67,2678914202.06,1812083949.35,946239273.69,3200995001.14,2371228691.02,1615779863.27,965713480.53,2805111499.94,1943443972.45,1341319924.46,745228142.69,2035039581.39,1347558155.40,1678896550.98,1503616660.35,0.0
2,营业收入,8018647032.95,5815209554.36,4188907252.97,2179319947.39,7612793304.74,5128174657.11,3762134863.07,1942013099.17,6889541301.43,4823355539.64,3439907383.27,1606620939.00,6525808515.10,4864878347.43,3521967084.16,1774664167.38,7329377880.97,5409485133.90,3775413850.65,1940862138.28,7645559738.00,5440337378.12,3936975718.45,2030003031.51,7760574522.08,5661252515.39,4058962180.66,2081331725.88,7349467484.89,5179672572.68,3578443468.50,1907767124.97,7184507762.72,4916601932.36,3395834526.97,1902449623.82,5824849056.74,3998661920.60,2733856511.87,1537353301.55,4631097634.67,2678914202.06,1812083949.35,946239273.69,3200995001.14,2371228691.02,1615779863.27,965713480.53,2805111499.94,1943443972.45,1341319924.46,745228142.69,2035039581.39,1347558155.40,1678896550.98,1503616660.35,0.0
3,二、营业总成本,7818434333.77,5650210148.08,4060029103.36,2109329392.39,7355756097.14,4929456316.60,3621758755.50,1870968299.29,6714433667.75,4660562184.66,3326010919.20,1550233873.75,6395640251.94,4744770970.41,3415272012.91,1715891051.22,7075610566.12,5223414177.32,3644723988.36,1866605040.51,7408653794.59,5260515594.35,3791567489.82,1944088552.35,7497813366.86,5487167618.78,3920113407.50,1997223033.62,7100915561.71,5021242753.37,3447295147.85,1820684936.88,6893287078.96,4698668300.61,3244192403.22,1812936317.59,5601451119.77,3833553287.90,2615363484.29,1461983832.78,4410414086.44,2528310108.72,1705061230.52,877801310.14,3028359978.26,2216702152.55,1491358222.08,903533624.92,2664967157.37,1810675344.01,1240002095.37,681385526.74,1927636277.10,1239602984.66,1592292614.15,1423512298.91,0.0
4,营业成本,6829509192.72,4911374530.44,3576648825.24,1870323042.99,6346089518.19,4220659067.14,3131762869.06,1602227872.12,5697387913.54,3942888879.42,2841054675.62,1291830011.45,5293993124.76,3956833946.24,2886707095.93,1444177605.30,5914852511.23,4372059932.92,3061989882.51,1560949531.76,6248646263.95,4404311667.37,3211045354.68,1641293670.63,6253690485.88,4548796334.73,3272199444.67,1671649361.79,5909016308.89,4146671651.22,2849288477.74,1511815749.36,5810734908.30,3950529310.59,2730048102.57,1533275338.02,4680488041.18,3202043006.49,2184264910.25,1231433514.81,3670658242.14,2127396415.02,1437500144.64,735564984.64,2493455248.86,1849546632.92,1254764773.09,765764754.21,2170171986.53,1484848183.89,1019220804.36,567652947.66,1577001385.96,1034752359.29,1308618603.55,1179823224.75,0.0
5,营业税金及附加,81349097.12,58416372.57,43203002.95,23916256.76,91680755.43,67051577.64,47138457.40,26838702.34,88947532.28,63682856.12,43601695.21,25213396.21,87170737.54,55635972.07,40573356.16,24601825.54,104738252.99,74110603.74,48976076.53,28163086.89,104927258.50,72385397.19,53789966.37,31309670.27,118261165.02,85259144.10,65638566.26,30457607.02,97473736.00,66566939.79,47496637.97,26184991.42,89810094.46,57131004.02,43237374.82,23463378.90,64115865.14,42174002.94,29081851.54,17346097.13,50221291.60,27743374.32,20179897.04,12234487.34,39469143.71,28669150.35,18325194.42,11110225.25,35791594.91,23965573.07,16916502.29,9876833.51,25275016.25,15662417.94,20479448.64,16632545.64,0.0
6,销售费用,846126878.95,634855529.78,407924272.00,197713110.20,830394694.94,578775410.22,399533901.67,217254565.69,827212026.79,592827019.18,400718621.45,211733244.34,903863234.25,658938899.21,440267698.71,222751626.01,931282740.02,680664266.88,465773060.11,243399064.80,937235245.07,693535453.35,464737831.10,238378244.82,993606667.08,755484838.32,516524606.94,253994852.65,950769404.47,693944777.47,468506381.85,233184644.28,825664704.18,578524587.49,385614031.68,205723807.14,702726164.76,486105816.85,332146732.22,178854273.32,529288274.95,293560930.71,191878368.06,100185093.24,398651875.25,275180902.82,180755634.37,106901346.87,363529260.42,232576831.67,154675747.31,73500479.16,211852880.14,129373565.33,177475458.17,147621020.39,0.0
7,管理费用,91090633.39,57160016.57,36777340.51,19553157.18,92169848.07,58273402.49,40085683.23,23347579.13,84494167.29,52476823.57,34677203.20,18586105.98,93601512.39,64632251.38,41835339.72,21147098.30,98155960.36,75305099.99,58547041.33,29547627.75,109189322.95,85176583.53,60639652.96,33457218.36,117955717.89,87284817.14,58671575.48,37068964.49,124043458.53,95685643.48,71134663.37,41648735.28,144481196.65,100321474.23,73973646.43,42918880.44,132290396.53,88816871.30,61159683.17,29637051.54,141281910.89,67966307.25,47232106.31,25764744.46,90665075.24,58487309.95,34761634.32,17046713.40,86721547.17,62647456.65,45231501.33,28034775.31,107271994.35,56291380.37,79359386.98,72209539.09,0.0
8,财务费用,-29641468.41,-11596301.28,-4524337.34,-2176174.74,-3857010.07,5208110.57,3176538.71,1443806.48,11509555.48,8463535.85,5735653.20,2871115.77,16267808.25,8043374.15,5201995.03,3212896.07,22963297.89,19705783.97,7869229.37,4545729.31,7629967.70,4816379.99,1064571.79,-350251.73,9826854.29,10187250.22,6915495.94,4052247.67,18998453.88,18192979.63,10688225.14,7850816.54,24156913.94,14083626.22,11240949.66,7566913.09,21639336.93,14661826.21,8814543.00,4806895.98,17296936.81,11643081.42,8270714.47,4052000.46,6231684.09,4942314.51,2875143.88,2710585.19,9052373.26,6610165.44,3930406.79,2327067.27,5385591.37,3584254.27,4906566.48,6581067.84,0.0
