,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060630,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,95453055000.00,69043770000.00,45040455000.00,22666184000.00,93389625000.00,69099317000.00,45543434000.00,17344622000.00,64607755000.00,47643966000.00,30047916000.00,15312078000.00,59124319000.00,44502535000.00,29198539000.00,13149936000.00,61890285000.00,47095939000.00,31608564000.00,15340879000.00,70194327000.00,52312851000.00,34842547000.00,17512025000.00,75227458000.00,55513116000.00,37010016000.00,18412891000.00,77598143000.00,56772045000.00,36876963000.00,18474245000.00,72381865000.00,51759594000.00,33321564000.00,15641999000.00,60672375000.00,43948509000.00,28946006000.00,14705407000.00,47942923000.00,35703751000.00,20683761000.00,8542446000.00,36835761000.00,27449211000.00,17651951000.00,8353391000.00,32762789000.00,23888766000.00,15465022000.00,7569159000.00,24850228000.00,10831044000.00,17997628000.00,13585006000.00,9956277000.00,0.0
2,营业收入,95453055000.00,69043770000.00,45040455000.00,22666184000.00,93389625000.00,69099317000.00,45543434000.00,17344622000.00,64607755000.00,47643966000.00,30047916000.00,15312078000.00,59124319000.00,44502535000.00,29198539000.00,13149936000.00,61890285000.00,47095939000.00,31608564000.00,15340879000.00,70194327000.00,52312851000.00,34842547000.00,17512025000.00,75227458000.00,55513116000.00,37010016000.00,18412891000.00,77598143000.00,56772045000.00,36876963000.00,18474245000.00,72381865000.00,51759594000.00,33321564000.00,15641999000.00,60672375000.00,43948509000.00,28946006000.00,14705407000.00,47942923000.00,35703751000.00,20683761000.00,8542446000.00,36835761000.00,27449211000.00,17651951000.00,8353391000.00,32762789000.00,23888766000.00,15465022000.00,7569159000.00,24835218000.00,10828881000.00,17994389000.00,13583739000.00,9950564000.00,0.0
3,二、营业总成本,91158975000.00,65666197000.00,42839424000.00,21766678000.00,91463864000.00,66432482000.00,43503029000.00,16427673000.00,63246194000.00,45758443000.00,29316434000.00,15083866000.00,55177513000.00,41118854000.00,26459290000.00,12656361000.00,57933227000.00,42640953000.00,28598103000.00,14196876000.00,66727858000.00,46478406000.00,31214474000.00,15607762000.00,68383298000.00,49393497000.00,33993178000.00,16854398000.00,73016118000.00,53889869000.00,35531567000.00,17953548000.00,70205912000.00,50466769000.00,32271327000.00,15399435000.00,57155375000.00,41508405000.00,27698993000.00,14622584000.00,45578836000.00,33887692000.00,19724957000.00,8620422000.00,37636751000.00,28220432000.00,17193707000.00,7654323000.00,26750083000.00,19485841000.00,12510507000.00,6131408000.00,20193188000.00,8602803000.00,14106253000.00,9978754000.00,7097997000.00,0.0
4,营业成本,79162457000.00,57590668000.00,37402697000.00,19036663000.00,78755952000.00,58186034000.00,38106903000.00,14224385000.00,53762577000.00,39650847000.00,25354726000.00,13139392000.00,43616495000.00,33088109000.00,20852726000.00,10052770000.00,42406207000.00,33478522000.00,22350550000.00,11380070000.00,49099128000.00,36682107000.00,24897786000.00,12642255000.00,54077772000.00,40115532000.00,28122351000.00,13956372000.00,60722315000.00,45301677000.00,29840886000.00,15129649000.00,59844336000.00,43449421000.00,27806098000.00,13351691000.00,49427960000.00,35967838000.00,24108831000.00,12742675000.00,39425067000.00,29520740000.00,16923900000.00,7247215000.00,32443375000.00,24588583000.00,14865116000.00,6536340000.00,23412606000.00,17101952000.00,10944681000.00,5297591000.00,17480567000.00,7439263000.00,12720252000.00,8835476000.00,6257373000.00,0.0
5,营业税金及附加,1304634000.00,954767000.00,656739000.00,397703000.00,1369607000.00,1043596000.00,779534000.00,262594000.00,864100000.00,771585000.00,504338000.00,241991000.00,862957000.00,516764000.00,297748000.00,130843000.00,694732000.00,542905000.00,365324000.00,173493000.00,683340000.00,533780000.00,361069000.00,161581000.00,746285000.00,571020000.00,366275000.00,155141000.00,669965000.00,464705000.00,280659000.00,126238000.00,568654000.00,340802000.00,238945000.00,107356000.00,395380000.00,248732000.00,149909000.00,58892000.00,382296000.00,291677000.00,186361000.00,77756000.00,333526000.00,240387000.00,183436000.00,87780000.00,348242000.00,257678000.00,167690000.00,85299000.00,279485000.00,125922000.00,205439000.00,168933000.00,125390000.00,0.0
6,销售费用,50645000.00,30853000.00,19174000.00,9030000.00,57429000.00,47758000.00,16407000.00,6481000.00,66934000.00,46268000.00,22308000.00,3658000.00,177528000.00,144764000.00,103770000.00,42106000.00,203782000.00,116853000.00,89716000.00,47490000.00,523435000.00,367308000.00,184767000.00,63382000.00,545764000.00,367052000.00,262540000.00,132522000.00,560143000.00,394562000.00,323469000.00,171836000.00,611939000.00,363284000.00,177157000.00,51521000.00,192259000.00,303705000.00,207555000.00,75090000.00,174043000.00,133400000.00,61586000.00,6017000.00,2453000.00,549000.00,41150000.00,18591000.00,315000.00,157000.00,119000.00,0,0,0,0,0,0,0.0
7,管理费用,3493347000.00,1709869000.00,1109242000.00,463804000.00,3079938000.00,1438474000.00,826179000.00,316039000.00,2169232000.00,953101000.00,597976000.00,302003000.00,3849692000.00,2067713000.00,1504902000.00,550947000.00,3797234000.00,2391720000.00,1628473000.00,467951000.00,4569606000.00,2549625000.00,1579498000.00,650895000.00,3591804000.00,2299132000.00,1198877000.00,586960000.00,2567782000.00,1362957000.00,854640000.00,420307000.00,2189056000.00,1229899000.00,791443000.00,357145000.00,1846469000.00,1084604000.00,694892000.00,523214000.00,1519997000.00,909091000.00,565221000.00,292252000.00,1263473000.00,885095000.00,560278000.00,338400000.00,1029549000.00,690004000.00,439082000.00,259942000.00,1007094000.00,476651000.00,510921000.00,377313000.00,347982000.00,0.0
8,财务费用,7118246000.00,5380029000.00,3651561000.00,1858889000.00,7544766000.00,5661602000.00,3719246000.00,1618174000.00,5859546000.00,4336642000.00,2837086000.00,1396822000.00,6697958000.00,5357854000.00,3700144000.00,1879695000.00,7898273000.00,6133493000.00,4164040000.00,2127872000.00,8615604000.00,6345586000.00,4191354000.00,2089649000.00,8157862000.00,6040761000.00,4043135000.00,2023403000.00,8496362000.00,6366416000.00,4231913000.00,2105518000.00,6992182000.00,5083419000.00,3257740000.00,1531778000.00,5335122000.00,3909678000.00,2538949000.00,1223576000.00,4077433000.00,3032784000.00,1987889000.00,997182000.00,3572804000.00,2505818000.00,1543727000.00,673212000.00,1959371000.00,1436050000.00,958935000.00,488576000.00,1426042000.00,560967000.00,669641000.00,597032000.00,367252000.00,0.0
