,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,648834684.18,504454264.94,349738585.65,147910340.41,565201059.63,432080179.14,297341836.81,144626486.10,522069223.65,404455881.16,286262042.68,132105659.46,488077176.37,364836895.92,249951565.51,116114551.58,418680210.06,315782192.32,229511197.06,106008353.21,411996898.38,299539929.55,207328372.23,96521115.52,349114297.23,290673032.95,280389779.30,0.0
2,营业收入,648834684.18,504454264.94,349738585.65,147910340.41,565201059.63,432080179.14,297341836.81,144626486.10,522069223.65,404455881.16,286262042.68,132105659.46,488077176.37,364836895.92,249951565.51,116114551.58,418680210.06,315782192.32,229511197.06,106008353.21,411996898.38,299539929.55,207328372.23,96521115.52,349114297.23,290673032.95,280389779.30,0.0
3,二、营业总成本,562593423.37,431951111.12,294884979.14,126087779.04,495599495.25,367551316.65,245896419.06,121763721.01,440159595.76,337006292.41,230069645.53,107291277.86,408710667.36,297785362.11,198505990.26,92929294.72,358520040.11,264807153.18,189797033.12,87767621.33,353772196.41,252782362.74,171906852.49,82083228.59,301854310.18,253216640.72,223339551.95,0.0
4,营业成本,443985952.89,349844644.92,238195387.83,99129510.14,389088527.14,292186022.28,199299191.50,96206252.76,335826283.36,265981068.50,185760190.42,86622672.06,320382698.07,236911487.18,160258540.36,72154624.57,272564780.58,204614296.74,146660850.63,68638833.26,266163832.66,191007557.57,131347887.97,62520704.91,223802557.65,188809447.19,163577047.11,0.0
5,营业税金及附加,4555128.75,4546517.19,3283765.57,1594457.06,3609112.70,3192129.81,1854418.52,720056.37,5603409.09,4123636.86,2613371.49,1103317.69,4631116.93,1967033.51,1376504.78,497693.88,2573848.22,1625394.99,1174149.32,282102.06,2712424.87,1985983.34,1259681.86,505215.49,1964280.01,1677304.45,1461093.13,0.0
6,销售费用,41165738.36,31443849.80,20956193.80,8504583.14,40029516.65,28691940.04,18498763.38,8276274.66,35077488.26,24986606.31,15776909.44,7888804.25,30838568.99,22467588.32,14387333.45,7082951.06,26551039.72,19785937.71,13250514.40,7278704.01,25133900.04,18578884.24,11340031.53,6458801.38,21299992.66,17170505.66,14251686.20,0.0
7,管理费用,53833236.32,34096352.74,24343540.41,10888057.44,49018983.04,31138454.02,25823776.14,13813115.36,56098368.75,37180900.85,23194663.40,11385587.31,52173593.55,36098095.98,23699765.23,11691842.62,48421314.65,32630342.05,23702217.50,10034091.93,43667870.17,29772247.33,20692451.81,9318943.27,38374514.58,35898644.12,34577500.31,0.0
8,财务费用,3854475.66,1377081.68,1059466.25,2332999.59,-1527187.68,-1651482.37,-192010.39,1846143.37,4898459.48,3203393.51,1351375.62,-332866.66,-923088.45,-1944251.85,-2814589.66,229201.17,6920805.24,5891363.79,4806976.09,1562784.75,13896544.89,9571776.46,6268105.34,3202586.44,15466781.20,8629419.91,8183267.58,0.0
9,研发费用,15198891.39,10642664.79,7046625.28,3057295.67,13761360.80,13146952.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,580876.00,1619182.60,847299.91,612279.91,901878.49,2655586.82,1530686.38,1373135.16,623763.21,1607778.27,2285408.97,1598436.10,1272981.42,1488251.70,259817.90,202325.18,-28894.69,2197623.78,1865913.80,998693.98,76977.10,946184.08,1031319.39,1288957.62,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,5437439.80,3858620.44,2332309.05,1018726.02,5588403.56,4346153.20,2131261.24,508554.49,8986210.05,22890592.72,1854430.73,1304314.24,3421489.34,3283021.79,2513367.30,0,2691744.26,10361.88,10595.19,10764.91,41537.12,8758.16,19174.06,8655.82,41125.29,25136.51,0,0.0
13,其中:对联营企业和合营企业的投资收益,-26612.59,0,0,0,-2028.55,0,0,0,-3790.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,29314.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,94216739.05,78436315.96,58940012.97,23389383.54,77734198.34,70908946.64,55392597.28,24705637.33,92620622.93,90340181.47,58046827.88,26118695.84,82787998.35,70334555.60,53958942.55,23185256.86,62851914.21,50985401.02,39724759.13,18251496.79,58266239.09,46766324.97,35440693.80,14446542.75,47301112.34,37481528.74,57050227.35,0.0
16,加:营业外收入,1499186.35,56564.16,56264.83,10903.03,428577.23,514815.10,175363.34,28022.71,3975435.44,3053599.97,1932694.97,635084.61,2539752.51,3454500.18,1160317.15,428413.47,1502101.10,1402169.80,469891.33,382234.52,2170955.48,1212997.00,1416696.47,236986.58,1451989.52,2554333.89,1206387.09,0.0
17,减：营业外支出,1137388.14,692539.26,235682.89,169255.56,558221.29,266244.57,82713.23,0,3513523.28,1100603.02,77207.14,11725.00,2172746.85,585770.11,555610.18,24853.64,2399150.99,2207756.18,987311.80,982627.10,225436.00,197318.56,104148.39,75071.99,940427.08,990653.28,1554098.29,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,19617.41,0,0,1529878.57,118748.63,0,12890.37,159424.48,109209.40,0,0,86763.07,79868.00,81355.09,0,156294.01,427879.34,0,0.0
19,四、利润总额,94578537.26,77800340.86,58760594.91,23231031.01,77604554.28,71157517.17,55485247.39,24733660.04,93082535.09,92293178.42,59902315.71,26742055.45,83155004.01,73203285.67,54563649.52,23588816.69,61954864.32,50179814.64,39207338.66,17651104.21,60211758.57,47782003.41,36753241.88,14608457.33,47812674.78,39045209.35,56702516.15,0.0
