,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6079805512.41,3986479638.46,1960498780.06,7576116168.03,5512731739.52,3400463943.26,1623120288.84,6508692188.32,4967497996.13,3312350494.01,1603415034.04,5883170356.76,4315113953.32,2839863617.57,1360543626.77,6840502485.65,5354307097.13,3631236118.67,1877549272.48,7663322619.50,5473241948.85,3571818771.61,1669595700.24,7441614404.82,5656406284.23,3630040866.26,1741577031.40,6304776871.30,4541922483.41,2915663937.65,1311597994.53,5163059295.68,3819396022.97,2455022871.39,1119215015.55,4406779235.39,3192400870.40,2028992284.34,929422397.84,3901589083.65,2904082831.54,2001364255.51,999752682.47,6901060770.15,5361325290.50,3464789960.78,1586034534.43,5325194827.63,3730750746.66,2453891498.94,1301187135.43,3849233068.33,2803782273.68,1814129325.77,944485556.91,3741789555.34,2822460441.61,1854007987.13,892287377.39,2030137799.46,1198354632.71,694890840.25,335101558.86,813408687.73,553105386.55,358163591.06,165956509.29,548907884.26,391944611.47,259984133.16,128258348.94,535179968.11,277304621.18,483085844.53,520313310.57,0.0
2,营业收入,6079805512.41,3986479638.46,1960498780.06,7576116168.03,5512731739.52,3400463943.26,1623120288.84,6508692188.32,4967497996.13,3312350494.01,1603415034.04,5883170356.76,4315113953.32,2839863617.57,1360543626.77,6840502485.65,5354307097.13,3631236118.67,1877549272.48,7663322619.50,5473241948.85,3571818771.61,1669595700.24,7441614404.82,5656406284.23,3630040866.26,1741577031.40,6304776871.30,4541922483.41,2915663937.65,1311597994.53,5163059295.68,3819396022.97,2455022871.39,1119215015.55,4406779235.39,3192400870.40,2028992284.34,929422397.84,3901589083.65,2904082831.54,2001364255.51,999752682.47,6901060770.15,5361325290.50,3464789960.78,1586034534.43,5325194827.63,3730750746.66,2453891498.94,1301187135.43,3848378664.42,2802486942.77,1813467852.89,944112606.56,3741530505.88,2822147275.27,1853850364.25,892186880.91,2029821962.57,1198070595.99,694690997.94,335062722.01,813300347.25,553021691.96,358163591.06,165956509.29,548883052.97,391936790.18,259976311.87,128258348.94,535117598.11,277276271.18,483085844.53,520313310.57,0.0
3,二、营业总成本,5865508245.19,3895816805.81,1915112788.22,7640619356.14,5397381885.34,3339466924.75,1601900420.52,6222514495.64,4777526408.79,3195715338.39,1581350199.63,6043801799.58,4431762091.60,2842249799.49,1349713187.01,6962475800.60,5329347859.47,3569972971.15,1826879525.15,7748254337.80,5515544157.96,3599136389.50,1685858161.41,7605016826.53,5834381483.74,3737744142.09,1788889558.72,6251799476.71,4505329620.20,2894240059.14,1297869584.00,5075629521.86,3686943413.51,2306562406.39,1017211147.43,4046520529.88,2934359519.33,1876611247.48,893384100.66,3824973995.88,2839182248.20,1925571349.36,922833484.51,5187955634.12,3874914262.88,2377401659.20,1126557864.56,3980040728.68,2915363535.72,1942304499.68,1077395778.57,3065531588.73,2237956418.43,1506932826.28,777685953.17,2706745121.55,1964425735.59,1244014273.13,650818354.00,1449327760.26,842070398.71,489585805.57,243928330.18,653379484.98,449426186.71,297178197.41,144638928.79,449318761.87,316201448.77,211094884.66,99451741.50,431079494.27,218279045.75,403360746.06,467359547.00,0.0
4,营业成本,5130234807.24,3416638014.64,1654327068.09,6461613133.75,4708589742.97,2887255207.10,1402905140.29,5381852387.82,4163854574.06,2793847824.28,1387234610.69,5270171659.23,3865450178.35,2465393249.16,1179009653.76,6163754311.91,4740782890.30,3196543693.75,1632529211.44,6975452560.23,4967224410.82,3238978033.02,1513478923.92,6966617697.18,5299058319.68,3392303320.18,1618305199.60,5801882057.60,4169463134.85,2664912261.90,1199323063.66,4869679460.65,3533040742.41,2196387837.58,964474040.57,3757184729.11,2722587131.75,1706070925.67,807985961.67,3515203635.18,2626669394.94,1786847983.55,855804098.30,4793576964.28,3578789791.04,2201249482.00,1018184468.96,3621504969.81,2698931484.13,1795822555.78,993787336.41,2785059404.85,2065651042.29,1400480953.50,716486485.02,2497056306.08,1814301856.00,1147891666.97,603830174.32,1319344500.80,774310507.40,452279467.07,228161710.73,619045549.78,428920778.43,287880800.60,136164863.44,418000688.94,291600916.17,190602286.15,91411654.45,402746759.17,201648269.74,366922484.21,406973644.82,0.0
5,营业税金及附加,19828119.71,13079927.21,4883657.35,25616897.00,13042174.12,8509051.83,3922544.24,24219524.92,11768598.61,7875320.32,3642835.49,22682872.94,7031755.67,6308148.82,4291901.67,22073649.13,16548832.52,11716476.42,4419888.49,19728892.56,14553836.83,9950656.73,4535265.79,21977399.31,15916519.18,8952187.85,4123073.87,14992859.41,12965080.06,10964230.67,6608145.64,13413198.39,5743334.27,3784969.81,1689975.55,32149798.24,29454909.42,27488163.93,13303036.28,57266267.66,47992365.18,26665873.67,15655406.52,107075280.65,78867399.30,54434305.78,26738420.50,79819145.88,55386805.00,36310630.62,17074869.59,61600597.48,45209534.94,29593075.28,15291237.51,56536078.94,41362168.38,26344130.51,11887788.14,26842600.24,11997003.24,6264665.42,2938892.50,6260740.32,4154042.32,2491940.05,1323146.78,5326557.73,3940871.98,2410168.35,1327749.51,6365395.20,3258030.21,5819324.20,7562534.87,0.0
6,销售费用,38462383.26,24411632.16,11734420.00,49603057.64,34995418.20,22884988.07,10756874.55,52354472.71,37702629.25,24973598.86,11838214.53,51937640.27,37438014.07,25096575.68,12099173.01,59955252.01,41718218.27,27229476.55,12773351.32,55020805.57,37336528.42,24476306.83,11598134.49,48088591.40,35228295.24,22621544.88,12349917.00,0,0,0,0,0,24700326.85,15686334.22,8127139.23,35984977.44,26098751.98,15050339.02,7029394.55,52127059.91,33381036.53,23462513.91,7564501.10,37348213.43,29249343.32,21456665.51,4584456.86,24038524.68,10540277.76,9865198.14,2057541.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,406150572.05,259957908.70,148384397.97,509418312.16,352454419.17,233183966.22,112969901.62,459567270.33,333271771.32,223752137.69,104084869.47,431903398.14,332559490.99,213946795.36,101905167.54,470121694.22,352094606.50,230019311.13,114636613.57,505073692.97,349661812.70,230412729.02,110446509.04,352859689.81,353843598.42,234449149.20,93002852.49,329701389.89,239744278.73,158056137.30,69167780.22,247318479.72,173111807.69,117789126.29,58791508.37,259523442.51,177803933.64,135990894.38,66589304.87,219577715.05,145681302.34,94482267.22,47036002.55,274956475.46,184997232.62,90148937.97,68974954.40,202111548.58,109779273.75,79307626.29,55025083.12,185220583.91,104142718.09,63619600.92,38262575.21,140662319.32,100669346.16,62740833.34,31942263.29,93381777.47,51865450.14,32296778.79,12633219.94,37902124.87,24010625.94,12667655.98,8405771.24,33739665.05,22903531.20,18923713.11,6765704.26,21288946.32,13211636.62,15656697.12,34568034.78,0.0
8,财务费用,268508583.27,180641027.12,92287389.75,380902256.20,279691286.48,184586103.94,69956294.69,305952581.73,231983342.59,144386443.93,69421025.04,254202817.05,181797796.85,122227574.87,39921428.77,235184573.36,168143577.26,95279866.75,55603686.80,202865742.44,153969722.17,103185372.74,57681376.11,204223680.17,117631957.79,76128741.78,45150737.34,95864929.69,66218589.06,46516148.78,12744150.88,-61041877.62,-61058227.29,-37514976.46,-20030606.08,-39378562.63,-28489061.92,-13501698.82,-6062808.34,-24863315.52,-17083845.77,-11436237.69,-5423120.04,-21138379.25,-2409472.52,9456338.36,9204802.03,45410201.30,32772794.02,19901149.79,8098078.49,33651002.49,22953123.11,13239196.58,7645655.43,12490417.21,8092365.05,7037642.31,3158128.25,9758881.75,3897437.93,-1255105.71,194507.01,-9828929.99,-7659259.98,-5862199.22,-1254852.67,-7748149.85,-2243870.58,-841282.95,-53366.72,678393.58,161109.18,14962240.53,18255332.53,0.0
