,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,14767210574.93,10608355605.33,7393696636.66,3914829094.57,11680243725.51,8579252172.68,4584633427.68,2027425929.67,7411903533.37,5431653475.93,3455675006.50,1595234131.70,5102256827.97,3806515926.41,2398880864.19,1131571382.10,4686040421.77,3738071250.07,2470946432.49,943694900.46,5112354105.03,3817141145.02,2466782430.12,1151273617.45,4854543506.03,3573957954.00,2300308424.17,1044701707.43,4415010665.11,3284166568.56,2235554990.55,1019310833.86,4763284143.37,3770384716.55,2502646297.70,1148131234.54,3762933456.74,2707691200.61,1786390625.49,740219227.25,2397464577.97,1706451701.17,988157414.96,383264420.41,2467637961.56,1999694161.98,1392726264.00,627396012.75,1062007641.60,585795035.24,475017983.53,129171087.79,649731398.31,426647615.46,278794981.49,95496076.20,503117735.62,364037459.04,278172324.29,153557247.92,493573723.10,388011949.98,287182148.54,124511262.90,228219641.81,138195601.76,87444245.65,39403441.01,154090037.54,113553535.18,65675338.09,32756502.09,133259842.37,61118635.75,114746267.53,48215092.46,93754552.26,41352717.83,108352357.89,52688232.21,123228970.83,58029149.05,123436451.37,60339218.49,166075712.03,79301700.00,142994120.00,70782691.84,177374366.88,80191549.61,151563400.00,136139100.00,116059400.00,0.0
2,营业收入,14767210574.93,10608355605.33,7393696636.66,3914829094.57,11680243725.51,8579252172.68,4584633427.68,2027425929.67,7411903533.37,5431653475.93,3455675006.50,1595234131.70,5102256827.97,3806515926.41,2398880864.19,1131571382.10,4686040421.77,3738071250.07,2470946432.49,943694900.46,5112354105.03,3817141145.02,2466782430.12,1151273617.45,4854543506.03,3573957954.00,2300308424.17,1044701707.43,4415010665.11,3284166568.56,2235554990.55,1019310833.86,4763284143.37,3770384716.55,2502646297.70,1148131234.54,3762933456.74,2707691200.61,1786390625.49,740219227.25,2397464577.97,1706451701.17,988157414.96,383264420.41,2467637961.56,1999694161.98,1392726264.00,627396012.75,1062007641.60,585795035.24,475017983.53,129171087.79,645918974.04,423194836.57,277585565.37,94821836.17,500448727.82,362690625.92,277145000.33,152637683.27,486974140.21,385244022.12,286821868.52,124438249.53,224418703.13,135124388.44,85450655.28,38723770.33,152183514.17,112050342.07,64942770.36,32494984.40,131506504.35,61327942.89,113749405.57,47960110.48,93185619.69,41931224.01,107750873.65,52172003.10,122700312.83,58629568.34,120928092.20,59274633.56,163071299.79,77573500.00,141065630.00,70664561.96,175391342.54,79271991.86,151563400.00,136139100.00,116059400.00,0.0
3,二、营业总成本,12549040511.37,8970630496.20,6109989965.03,2960566795.15,9968122475.82,7244511032.10,4153682938.62,1884096181.22,6845053578.89,5070314392.45,3242403919.98,1548128008.95,4944992357.41,3726843796.44,2357669758.72,1119797233.31,4633697808.17,3636175553.68,2423358319.23,924957480.28,4886654501.60,3647509990.78,2396319660.00,1123206072.24,4621818251.03,3424380824.88,2225039020.11,1022089709.42,4139362458.64,3073316282.21,2089886352.46,981024804.88,4289036141.62,3358443083.87,2219015627.49,1028211671.21,3388229730.39,2446293754.89,1624743342.49,688164364.68,2273679922.98,1642775112.59,956194973.45,359767659.60,2375716379.34,1826606527.72,1257522494.60,572288343.99,996410510.35,556220935.83,452694292.18,121872225.20,613094876.14,400064669.39,258825166.26,88222727.52,477005823.01,344212141.13,261944955.27,144747458.37,466499315.23,363595059.46,267403552.56,115836657.31,213163570.73,127891099.98,81561829.88,37762925.31,147310004.97,106739772.14,62191738.32,30348158.74,129000011.34,58238378.10,114904347.90,54524130.89,108560548.82,53829517.33,139846301.64,59484196.43,132111127.37,0,131481103.41,0,161701190.17,0,0,0,146768383.55,68025520.27,0,0,0,0.0
4,营业成本,8025124269.06,5697570549.41,4027604588.21,1931030564.88,7574597408.38,5628854206.87,3552753587.45,1575673918.70,5881976548.88,4393331642.47,2822074291.53,1366534108.85,4174459533.65,3178048237.39,2006287985.11,950070864.85,3922492578.36,3142262842.69,2091791729.43,761113361.10,4154146061.25,3145727862.88,2062870769.56,960875867.86,3928589740.92,2931483433.96,1897889705.23,872866528.03,3572369325.51,2673475233.38,1832726234.66,849317166.19,3816798655.44,3010710775.96,2004624192.55,924139343.82,3012166349.55,2185014809.76,1447865885.78,598093993.77,1949876603.80,1436745568.08,822114125.11,293819087.35,1993101828.85,1555557568.13,1081681477.93,490404700.36,943541962.57,539746428.64,440458749.40,115694508.65,592765292.88,384139599.91,247813735.11,84288590.34,456044764.46,331326412.60,253159436.26,141011614.59,443114197.56,348348899.88,257350164.46,111475641.99,185801371.22,104603867.61,59796025.11,27785334.66,102130783.58,76556669.67,42297365.53,21834221.39,90297785.80,41956243.76,79408341.76,36052821.29,69703868.04,32202902.32,88918254.03,40542979.80,95184588.22,0,89039309.21,0,107091528.26,0,0,0,106390313.39,42635859.95,0,0,0,0.0
5,营业税金及附加,145376108.87,104339026.99,71859138.02,44889511.85,107857602.28,74742276.05,32642849.06,17312619.37,61768529.32,48250448.72,26199161.29,11418241.92,36080021.64,13006360.25,7884722.15,3216894.81,14574038.38,10571377.05,7204217.41,3329981.37,16157533.72,12863081.69,9334076.10,4519440.57,18921422.26,14174840.15,9137859.35,3141362.00,16624799.88,12523536.98,8112066.09,3679255.64,13170342.44,10399995.10,7034446.21,2679520.39,3883235.50,2109182.55,1404660.08,447982.77,4132787.34,2553423.94,1611394.08,758786.07,3579089.80,2968402.77,2277450.33,658440.66,847269.70,577602.72,577602.72,120613.70,1012779.82,1012779.82,923617.10,0,357820.74,357820.74,356073.91,154685.99,662443.79,558559.63,558559.63,66689.82,949782.02,792811.93,722205.07,377537.11,1614964.99,1222312.77,779083.01,384649.60,1352521.12,696012.90,1188959.00,575105.58,969068.35,218562.69,1261278.08,307990.29,596447.39,0,209348.31,0,1849521.95,0,0,0,10601090.24,11349129.82,0,0,0,0.0
6,销售费用,2644095841.08,1845946948.05,1252388550.36,637584849.83,926845372.33,625094236.84,136875856.30,62628463.95,171986286.89,125113238.76,76835777.04,32798572.28,104090301.88,77612379.79,50575091.52,24011661.32,91915066.73,72078718.03,50943824.08,24668177.62,108966418.21,77543532.45,49628367.70,24709346.40,107828910.60,72415779.74,52059601.11,21458275.06,95534029.28,66393500.57,44744413.55,18090689.00,97512811.97,70303964.55,46259785.24,22122767.81,84400645.03,59443139.13,38356577.31,20013609.69,57483614.64,40946991.47,23488953.10,9607566.50,58992206.51,46669243.50,30672702.25,14749367.47,13419330.79,5965247.44,4050591.36,2408871.04,7774150.64,6163896.05,3803755.08,2018360.94,9186474.59,4946081.98,3868908.70,1604000.04,12762521.68,9270931.19,5956381.43,3024680.09,4994299.53,3359958.55,2576577.06,1302969.40,4922827.50,3682919.55,2286008.91,1533555.17,4739919.91,2515919.76,5379600.14,2582628.27,5874408.70,2465896.07,5465012.46,1709964.15,3758665.92,0,3987890.50,0,4784644.22,0,0,0,1259876.71,1328410.47,0,0,0,0.0
7,管理费用,545751333.92,433879692.39,258718869.93,126472779.57,496034918.07,395164775.22,238172755.57,115760397.58,396556616.16,270875008.66,168034486.99,76254974.54,318706739.64,226856478.69,148582862.69,70774097.55,300481156.39,213575807.69,136938351.29,64701602.41,252808487.70,177151929.02,118798480.44,61536055.13,249491048.14,174388659.85,127377122.60,58697406.74,226139671.82,170919157.93,102797316.00,55472518.23,175482413.15,137264119.73,84529454.02,45166270.22,142150153.26,100890168.10,70413282.51,36850214.97,123258064.96,74401599.08,48473921.95,20899608.69,113006213.45,77694068.12,48358932.09,20571270.98,14055890.76,4633055.75,3519801.94,1851106.10,5772157.13,4448778.28,2957734.25,910738.91,6258216.51,3614862.62,2829853.28,1200689.60,8192579.21,4137216.64,2691351.61,1171855.15,17728312.97,15878240.49,15501470.94,7239920.51,32306879.80,20307076.38,13634772.32,5292823.44,26408748.81,10366416.87,23341793.03,12410607.25,24506941.72,14836384.70,30620419.79,12726436.51,28869973.39,0,27548608.07,0,35644490.48,0,0,0,21953983.44,7315624.30,0,0,0,0.0
8,财务费用,743744083.27,617344715.17,339893244.86,147619904.33,372629937.60,298813033.18,191405836.41,112390364.63,292052003.33,214511611.07,128738490.98,60607860.98,242329836.83,203746784.10,140992764.49,71713501.22,289558938.06,200617195.56,136273690.38,70903250.40,307127348.77,226185766.63,153714144.67,71657595.51,300553425.63,228102746.85,140279847.55,68203433.20,215402628.90,149409608.41,99485922.36,54123269.95,181204163.19,131218784.57,77621234.00,36491334.94,140701081.30,97478125.59,65109711.28,31743388.63,131689560.53,99256929.29,71453058.06,37831449.24,186555476.39,142069451.05,93678010.02,45555737.91,25216602.64,5240944.42,3729951.68,1797125.71,5770495.67,4299615.33,3326324.72,1005037.33,5158546.71,3966963.19,1730683.12,776468.15,1767572.99,1279452.12,847095.43,97790.26,3689804.99,3256221.40,2965551.70,1057163.63,6334549.10,4970793.77,3194508.55,1302909.14,6201035.70,2703784.81,5818813.02,2902968.50,7466905.28,4105771.55,10094851.12,4196825.68,3701452.45,0,10695947.32,0,12331005.26,0,0,0,6563119.77,5396495.73,0,0,0,0.0
