9,研发费用,211511700.10,136967329.05,65652720.83,236204425.58,177477542.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,172014721.27,-5122783.29,3754399.42,-422968.56,573751799.62,24942613.36,31114005.93,7427410.99,86450258.54,38318865.29,32695789.18,4109161.26,-1940747.73,-17867787.79,-13964698.08,-4875259.08,22240214.45,12079126.54,9793891.68,-72141.61,34981443.54,9178017.94,9353590.11,-666563.70,18425623.13,-4606039.23,-333587.79,667921.00,48617530.59,-1159509.32,3172229.78,596358.23,16444312.47,4496459.51,5037742.79,3621606.55,10146673.82,3663447.56,5909255.93,236877.09,14277059.46,6586789.08,6586789.08,545018.62,21251789.33,5609901.87,5613464.31,747099.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765365.14,1950763.52,8872857.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-823906.90,-768653.84,-296870.69,406264804.83,-776545.89,-480557.47,-49254.23,568473.67,286882.15,-546824.36,-93978.46,-465478.41,-487215.15,-406655.88,0,-264340.59,374682.72,374682.72,0,1083674.02,695459.16,343459.16,0,851576.96,995379.71,0,0,18750.00,0,0,0,402000.00,352000.00,352000.00,0,28119360.54,56250.00,0,0,1367584.13,735250.00,0,0,6742103.32,-7983934.60,3260677.90,0,46382.06,-3000921.35,-1099660.71,-372429.46,-8418425.53,-6833929.21,-3059263.37,-1529631.69,-7580901.76,-5403422.60,-4529763.40,-1137555.21,-4693492.39,-868902.56,-2466714.37,-1233627.18,-569286.45,628697.60,71286.27,0,-757484.23,101870.53,101870.53,0,30705696.02,17186936.57,29745064.69,1671331.49,3472878.91,2493554.05,21949938.24,16476179.48,18126418.77,7470978.36,39524927.99,3787640.18,27129098.09,13310500.00,24612000.00,13347249.08,11012462.14,3730957.24,2558291.32,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,-942019.50,-886766.44,-296870.69,-1196762.26,-776545.89,-480557.47,-49254.23,-498051.08,-493706.85,-546824.36,-93978.46,-1105978.41,-487215.15,-406655.88,0,-701523.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3000921.35,-1099660.71,-372429.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,-343965844.25,-243865599.45,-148555452.00,132397587.08,-238172585.88,-149727730.93,-72253429.89,-825428581.04,-227351538.19,-160819201.39,-113255419.35,31041880.11,-127203410.05,-113189695.93,-65866518.04,105184974.90,14018414.45,1661714.30,29311070.63,300171744.18,151884752.84,78545194.51,15484194.19,80314713.13,60711267.23,26410285.60,12778871.87,62342048.89,33339878.54,18513984.79,3315751.24,66364515.41,55187531.35,39295041.57,6743822.96,99572148.71,88864254.70,46474457.44,29757289.63,80867025.96,39648541.37,58878569.51,12239772.27,156446492.98,123910591.37,116802006.59,56741386.50,239907287.51,174337032.03,113024898.78,56890971.08,224706377.29,160075060.83,102437783.20,46627476.01,213630182.29,139688458.34,78770216.48,39629987.42,183459933.61,125863735.33,62462136.70,32585600.27,163121590.48,118721661.34,79981861.55,28730790.01,155915220.01,107480465.68,84565660.76,15352203.98,122884904.47,108804702.37,126932797.22,63718332.26,34866019.49,25771617.93,42045389.73,20675658.24,41997658.30,26138328.11,52251483.59,23293836.11,37960955.75,16025100.00,31448000.00,15804348.50,12527866.94,4270832.99,3502876.14,701771.97,297461.55,438116.80,398281.77,445806.02,0.0
16,加:营业外收入,2622239.58,2023529.85,713324.47,1577213.49,18389151.25,16418339.79,1489595.91,34448361.31,13186628.36,11060234.88,8584027.07,72460918.52,16140567.35,12392476.42,4636122.89,57947943.55,35696840.14,19148489.06,5598374.25,65314989.92,12322374.01,9823189.65,2323208.15,21254691.96,13940692.19,12100373.09,8424759.00,37815647.89,22826818.78,7750392.80,5522554.30,121274062.76,60161625.39,43469581.92,22535199.39,196840200.41,24143372.92,23961536.92,13586176.65,29495410.49,19282347.18,13616055.08,7517868.83,8712386.15,1578160.40,1402782.48,1079384.00,10182264.99,4273811.97,2396395.44,304000.00,141339.55,141254.75,27789.51,288.79,639305.78,215861.46,66678.67,10657.88,1438083.89,596771.44,738087.09,419092.59,1877493.32,1738168.81,1459474.80,285953.51,1049368.37,731397.89,460267.21,212543.87,619957.41,274218.77,528103.33,228162.31,729359.81,128095.87,568168.21,379776.49,8845.30,0,485417.35,0,96805.20,0,0,115917.75,32687.19,25382.00,66290.79,492818.34,234101.60,40017.49,220653.14,7128.19,0.0
17,减：营业外支出,1785480.32,639656.74,470771.99,42141806.98,1816598.04,1549269.03,581645.83,10295497.98,2979172.71,1880759.45,155444.69,2138422.60,1765466.32,733292.89,283383.96,4153560.76,2324196.54,834820.61,351804.66,2740452.71,1565550.54,1013770.17,83997.48,351945.84,2205150.48,1540579.69,386066.83,3854951.19,3621020.98,97169.67,43038.41,647863.20,428586.11,291376.96,23606.84,628811.38,256306.31,216230.39,132350.65,913620.28,584673.13,565631.21,321352.24,1189461.02,1295071.25,908805.35,121285.67,2069858.53,1753711.38,1258688.86,614871.01,1984012.70,858225.31,432489.36,66964.79,1750101.89,378005.62,1561009.01,113756.92,2418639.73,632826.87,2073715.61,313418.97,9216208.82,6341535.69,6053246.23,525024.26,3951321.50,14022183.75,13677860.83,44921.11,3489374.41,1296278.92,4274180.60,382162.02,1320235.60,56792.59,605240.31,107789.50,375765.98,0,211418.39,0,933057.31,0,0,173351.12,225955.33,47978.08,47668.47,4596.31,686.75,0,24756.40,4009.40,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,988603.90,526835.92,82882.83,842318.71,1056853.91,715721.33,212362.18,1388152.32,1190072.32,797190.82,351589.05,1032014.14,240771.00,162751.23,72978.54,231199.19,83063.85,44670.27,45468.70,3781189.43,3546028.48,97062.91,0,515387.73,0,0,0,585943.61,0,0,39364.89,861402.52,0,0,39364.89,824871.27,0,0,5308.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,-343129084.99,-242481726.34,-148312899.52,91832993.59,-221600032.67,-134858660.17,-71345479.81,-801275717.71,-217144082.54,-151639725.96,-104826836.97,101364376.03,-112828309.02,-101530512.40,-61513779.11,158979357.69,47391058.05,19975382.75,34557640.22,362746281.39,162641576.31,87354613.99,17723404.86,101217459.25,72446808.94,36970079.00,20817564.04,96302745.59,52545676.34,26167207.92,8795267.13,186990714.97,114920570.63,82473246.53,29255415.51,295783537.74,112751321.31,70219763.97,43211115.63,109448816.17,58346215.42,71928993.38,19436288.86,163969418.11,124193680.52,117295983.72,57699484.83,248019693.97,176857132.62,114162605.36,56580100.07,222863704.14,159358090.27,102033083.35,46560800.01,212519386.18,139526314.18,77275886.14,39526888.38,182479377.77,125827679.90,61126508.18,32691273.89,155782874.98,114118294.46,75388090.12,28491719.26,153013266.88,94189679.82,71348067.14,15519826.74,120015487.47,107782642.22,123186719.95,63564332.55,34275143.70,25842921.21,42008317.63,20947645.23,41630737.62,26138328.11,52525482.55,23293836.11,37124703.64,16025100.00,31448000.00,15746915.13,12334598.80,4248236.91,3521498.46,1189994.00,530876.40,478134.29,594178.51,448924.81,0.0
20,减：所得税费用,33600732.12,21047653.08,9512074.81,35612220.63,8665649.15,9249586.49,4132566.99,21699249.59,-18625403.25,-5386643.22,-9098973.68,34325911.41,2912331.56,-2753902.57,-6206439.98,47911433.73,25763230.04,17203489.41,8096701.57,45530809.09,30198801.77,16095852.04,5625099.55,30832052.17,13781594.44,8087695.50,3859540.85,15798821.55,9849633.36,7894261.83,1768535.44,34714963.06,17466463.84,13503680.61,4166563.84,55449954.26,16901506.61,14356195.36,9990125.80,12868880.03,6425038.27,9143928.20,4371393.22,55126990.81,31530561.94,30288976.52,11721629.32,42009228.59,33190842.61,24253862.56,10743141.15,38304423.41,23257627.12,18488863.73,4082673.50,38799024.03,8752578.35,5890187.30,2161565.80,21442047.96,7392776.12,5015129.60,2565403.63,13917213.48,10766479.38,7548456.35,6312970.10,21204943.37,14495750.64,16080773.46,6491857.81,22904038.23,18428999.08,29765727.16,753446.21,2047362.78,583290.63,2573042.63,2038807.77,3560681.28,1985204.97,5867734.59,2307258.60,3557462.97,1475400.00,3605000.00,1186576.92,945577.70,4248200.00,428581.42,301155.02,168208.41,168997.83,150912.69,110776.55,0.0
21,五、净利润,-376729817.11,-263529379.42,-157824974.33,56220772.96,-230265681.82,-144108246.66,-75478046.80,-822974967.30,-198518679.29,-146253082.74,-95727863.29,67038464.62,-115740640.58,-98776609.83,-55307339.13,111067923.96,21627828.01,2771893.34,26460938.65,317215472.30,132442774.54,71258761.95,12098305.31,70385407.08,58665214.50,28882383.50,16958023.19,80503924.04,42696042.98,18272946.09,7026731.69,152275751.91,97454106.79,68969565.92,25088851.67,240333583.48,95849814.70,55863568.61,33220989.83,96579936.14,51921177.15,62785065.18,15064895.64,108842427.30,92663118.58,87007007.20,45977855.51,206010465.38,143666290.01,89908742.80,45836958.92,184559280.73,136100463.15,83544219.62,42478126.51,173720362.15,130773735.83,71385698.84,37365322.58,161037329.81,118434903.78,56111378.58,30125870.26,141865661.50,103351815.08,67839633.77,22178749.16,131808323.51,79693929.18,55267293.68,9027968.93,97614729.36,89548597.44,92752091.51,61811669.47,33826755.58,25259630.58,39435275.00,18908837.46,38070056.34,24153123.14,46657747.96,20986577.51,33567240.67,14631900.00,27842000.00,14607962.01,11389021.10,4058500.00,3092917.04,888838.98,579991.22,309136.46,509633.18,211829.06,0.0
22,归属于母公司所有者的净利润,-374911725.42,-262363882.35,-157312303.96,55082752.14,-230797527.69,-144971338.38,-76267986.79,-822144631.66,-196502396.48,-145338319.31,-95354927.34,65528590.59,-114898017.65,-98361277.92,-55060014.89,109988091.83,21859188.69,2813979.52,26498267.28,261702266.38,132442774.54,71258761.95,12098305.31,70385407.08,58665214.50,28882383.50,16958023.19,80503924.04,42696042.98,18272946.09,7026731.69,152275751.91,97454106.79,68969565.92,25088851.67,240854661.38,96253580.14,56129482.74,33339649.17,98003510.43,52800637.06,63493498.97,15481566.87,124165969.84,94013657.40,92678674.09,48650414.63,208124285.34,143664583.72,89549838.47,46211513.05,184387779.60,135009448.77,84071201.34,43355466.67,172068394.75,130993186.31,71466428.52,38013329.38,159792751.67,113919189.80,55068100.45,30426287.39,139483665.28,100841748.89,68580160.81,23381005.83,129038565.40,79014078.67,56816017.12,11324890.22,100808323.69,85878020.97,93056219.38,62171934.41,33856938.63,25709561.21,35992445.29,17256604.61,32564735.59,16381790.78,33542197.86,15436068.50,30412970.26,14549700.00,27114000.00,14560338.21,11110274.40,4058500.00,3092917.04,888838.98,579991.22,309136.46,509633.18,211829.06,0.0
23,少数股东损益,-1818091.69,-1165497.07,-512670.37,1138020.82,531845.87,863091.72,789939.99,-830335.64,-2016282.81,-914763.43,-372935.95,1509874.03,-842622.93,-415331.91,-247324.24,1079832.13,-231360.68,-42086.18,-37328.63,55513205.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-521077.90,-403765.44,-265914.13,-118659.34,-1423574.29,-879459.91,-708433.79,-416671.23,-15323542.54,-1350538.82,-5671666.89,-2672559.12,-2113819.96,1706.29,358904.33,-374554.13,171501.13,1091014.38,-526981.72,-877340.16,1651967.40,-219450.48,-80729.68,-648006.80,1244578.14,4515713.98,1043278.13,-300417.13,2381996.22,2510066.19,-740527.04,-1202256.67,2769758.11,679850.51,-1548723.44,-2296921.29,-3193594.33,3670576.47,-304127.87,-360264.94,-30183.05,-449930.63,3442829.71,1652232.85,5505320.75,7771332.36,13115550.10,5550509.01,3154270.41,82200.00,728000.00,47623.80,278746.70,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),-0.170800,-0.119500,-0.071700,0.025100,-0.105200,-0.066000,-0.034700,-0.374600,-0.089500,-0.066200,-0.043400,0.029900,-0.052300,-0.044800,-0.025100,0.050100,0.010000,0.001300,0.012100,0.119200,0.060300,0.032500,0.005500,0.032100,0.026700,0.013200,0.007700,0.036700,0.019500,0.008300,0.003200,0.069400,0.044400,0.031400,0.011400,0.117600,0.052600,0.032500,0.019300,0.056800,0.030600,0.036800,0.009000,0.071900,0.054500,0.053700,0.028200,0.122000,0.081000,0.051000,0.037000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),-0.170800,-0.119500,-0.071700,0.025100,-0.105200,-0.066000,-0.034700,-0.374600,-0.089500,-0.066200,-0.043400,0.029900,-0.052300,-0.044800,-0.025100,0.050100,0.010000,0.001300,0.012100,0.119200,0.060300,0.032500,0.005500,0.032100,0.026700,0.013200,0.007700,0.036700,0.019500,0.008300,0.003200,0.069400,0.044400,0.031400,0.011400,0.117600,0.052600,0.032500,0.019300,0.056800,0.030600,0.036800,0.009000,0.071900,0.054500,0.053700,0.028200,0.122000,0.081000,0.051000,0.037000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,七、其他综合收益,265586.82,503494.20,939245.50,-48492687.40,2642709.88,-2628938.30,-2397657.35,-14917433.57,-4754082.95,-1498166.95,839097.43,27164586.99,-14840826.55,-7482698.45,-6610794.44,36352965.56,21285461.33,40753835.40,130837.72,155260.33,137154.61,196493.59,-855.28,-2437546.07,-1711235.39,-1440075.19,-386974.09,134236.91,802355.11,461514.91,169133.17,-2063936.48,-628953.35,-545894.78,0,9390412.72,-1509311.73,-454919.33,0,1910966.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,-376464230.29,-263025885.22,-156885728.83,7728085.56,-227622971.94,-146737184.96,-77875704.15,-837892400.87,-203272762.24,-147751249.69,-94888765.86,94203051.61,-130581467.13,-106259308.28,-61918133.57,147420889.52,42913289.34,43525728.74,26591776.37,317370732.63,132579929.15,71455255.54,12097450.03,67947861.01,56953979.11,27442308.31,16571049.10,80638160.95,43498398.09,18734461.00,7195864.86,150211815.43,96825153.44,68423671.14,25088851.67,249723996.20,94340502.97,55408649.28,33220989.83,98490902.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,-374646138.60,-261860388.15,-156373058.46,6590064.74,-228154817.81,-147600276.68,-78665644.14,-837062065.23,-201256479.43,-146836486.26,-94515829.91,92693177.58,-129738844.20,-105843976.37,-61670809.33,146341057.39,43144650.02,43567814.92,26629105.00,261857526.71,132579929.15,71455255.54,12097450.03,67947861.01,56953979.11,27442308.31,16571049.10,80638160.95,43498398.09,18734461.00,7195864.86,150211815.43,96825153.44,68423671.14,25088851.67,250245074.10,94744268.41,55674563.41,33339649.17,99914476.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
