,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20151231,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,759793501.33,488727010.10,237149982.66,888065751.42,630436655.08,400246798.32,171036117.84,784512550.86,583042650.71,389265431.15,177804683.61,591742432.42,425866712.86,310847754.25,223687741.43,0.0
2,营业收入,759793501.33,488727010.10,237149982.66,888065751.42,630436655.08,400246798.32,171036117.84,784512550.86,583042650.71,389265431.15,177804683.61,591742432.42,425866712.86,310847754.25,223687741.43,0.0
3,二、营业总成本,716888739.26,456017367.78,226144244.38,810768559.46,583474386.92,380970030.40,164994054.00,703251120.99,520090486.97,344844838.66,165837904.13,511213599.77,361614814.49,283845907.60,222434359.06,0.0
4,营业成本,542853926.26,351718927.57,167553062.30,646298135.31,469482275.66,307284738.59,129064208.75,562480835.05,414333780.20,277371768.84,126807454.78,412379353.02,294034291.14,227377104.82,175689794.25,0.0
5,营业税金及附加,7992516.94,5351320.42,2610360.02,7873693.96,5771532.42,3599223.84,1819516.43,8079489.52,5741303.69,3906997.64,1927628.13,5544092.47,1613452.95,1149606.02,683619.58,0.0
6,销售费用,120159260.42,67921871.03,36353694.12,112470941.17,80817993.66,48405182.55,18880071.35,75181827.90,57653851.18,36677657.53,22515158.34,55425397.07,39797986.76,29947463.13,27508684.14,0.0
7,管理费用,28017472.46,16043539.34,7555832.14,24527978.76,18449318.40,25357226.14,12435400.06,51085792.71,18848755.21,23818669.30,13027557.25,41456819.92,35349328.74,22989296.62,17738803.38,0.0
8,财务费用,-9048638.56,-1816112.74,3190138.51,-10702733.31,-12263798.03,-5254535.74,2863373.95,5194977.11,3487779.34,1812808.82,484878.82,-4113948.09,-5298352.97,1508380.84,5191315.08,0.0
9,研发费用,26914201.74,16797822.16,7538350.97,28785453.06,19907337.00,0,0,0,18507954.48,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,1342806.32,1515090.51,1309727.81,1578195.02,-68516.54,1228198.70,1517062.87,1256936.53,1075226.81,521885.38,-3881892.13,874056.17,-4377857.37,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,295880.00,-2839070.00,2364990.00,0.0
12,投资收益,4461709.19,3946812.11,1017696.05,10263668.36,3699602.19,3464574.79,183731.22,2144675.48,1784328.78,1134367.13,465649.32,1675266.71,2118035.78,1140238.03,307743.63,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,58661735.65,43953802.99,14244271.98,94992467.88,56874196.44,28026150.34,6225795.06,94199475.92,65257055.36,45554959.62,12432428.80,82204099.36,66665814.15,25303014.68,3926116.00,0.0
16,加:营业外收入,88735.84,58993.34,0,840075.02,854876.17,800776.17,4819.02,227612.06,546147.17,1658388.26,10000.00,4085247.16,2821633.14,4765558.47,4166224.04,0.0
17,减：营业外支出,62392.04,12236.54,1030.00,426088.38,480522.98,458788.97,157751.08,484928.19,267207.24,950822.89,93030.00,1541137.44,1122248.81,609943.24,307081.25,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,754133.47,0,792892.53,564584.59,156959.54,0,0.0
19,四、利润总额,58688079.45,44000559.79,14243241.98,95406454.52,57248549.63,28368137.54,6072863.00,93942159.79,65535995.29,46262524.99,12349398.80,84748209.08,68365198.48,29458629.91,7785258.79,0.0
20,减：所得税费用,11649562.02,8188275.04,2887391.33,11632435.62,8485461.25,3746511.39,528645.10,11260483.25,9085340.38,6379400.60,2251057.09,11527286.45,9247479.97,4190810.52,1062946.63,0.0
21,五、净利润,47038517.43,35812284.75,11355850.65,83774018.90,48763088.38,24621626.15,5544217.90,82681676.54,56450654.91,39883124.39,10098341.71,73220922.63,59117718.51,25267819.39,6722312.16,0.0
22,归属于母公司所有者的净利润,47038517.43,35812284.75,11355850.65,83774018.90,48763088.38,24621626.15,5544217.90,82681676.54,56450654.91,39883124.39,10098341.71,73220922.63,59117718.51,25267819.39,6722312.16,0.0
23,少数股东损益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.590000,0.450000,0.140000,1.090000,0.650000,0.340000,0.080000,1.380000,0.940000,0.660000,0.170000,1.220000,1.090000,0,0,0.0
26,稀释每股收益(元/股),0.590000,0.450000,0.140000,1.090000,0.650000,0.340000,0.080000,1.380000,0.940000,0.660000,0.170000,1.220000,1.090000,0,0,0.0
27,七、其他综合收益,-541238.62,-124424.20,55820.72,-68768.21,-100063.71,-40225.00,-11825.82,-2807.32,1859.62,0,0,0,0,0,0,0.0
28,八、综合收益总额,46497278.81,35687860.55,11411671.37,83705250.69,48663024.67,24581401.15,5532392.08,82678869.22,56452514.53,39883124.39,10098341.71,73220922.63,59117718.51,25267819.39,6722312.16,0.0
29,归属于母公司所有者的综合收益总额,0,35687860.55,11411671.37,83705250.69,48663024.67,24581401.15,5532392.08,82678869.22,56452514.53,39883124.39,10098341.71,73220922.63,59117718.51,25267819.39,0,0.0
30,归属于少数股东的综合收益总额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
