,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1104658864.23,675159943.51,418839853.14,214358222.66,1080127347.86,842884803.60,552324380.46,252389515.47,945030111.48,680411446.57,441315680.63,207700410.07,682811661.99,455851960.27,285123229.89,128453739.47,671242037.84,502573880.98,337932369.95,151811108.69,773785968.58,550699651.13,363630360.67,172930187.32,802998140.98,568512249.48,381267918.00,180546112.25,829566317.87,616885337.10,403111763.54,182334033.99,944667480.32,738199505.95,480871475.27,253220375.99,948988406.05,683533749.57,433178216.34,207724286.43,625186334.25,406883465.00,252230893.51,113297187.29,643461263.66,510840899.93,321878859.63,127423429.15,623781634.29,448261940.34,283035276.75,121952798.45,517041481.55,435873577.36,292559563.70,0.0
2,营业收入,1104658864.23,675159943.51,418839853.14,214358222.66,1080127347.86,842884803.60,552324380.46,252389515.47,945030111.48,680411446.57,441315680.63,207700410.07,682811661.99,455851960.27,285123229.89,128453739.47,671242037.84,502573880.98,337932369.95,151811108.69,773785968.58,550699651.13,363630360.67,172930187.32,802998140.98,568512249.48,381267918.00,180546112.25,829566317.87,616885337.10,403111763.54,182334033.99,944667480.32,738199505.95,480871475.27,253220375.99,948988406.05,683533749.57,433178216.34,207724286.43,625186334.25,406883465.00,252230893.51,113297187.29,643461263.66,510840899.93,321878859.63,127423429.15,623781634.29,448261940.34,283035276.75,121952798.45,517041481.55,435873577.36,292559563.70,0.0
3,二、营业总成本,1122102478.37,676717377.01,423386033.02,212888231.61,1091310367.57,841504464.92,545684311.22,248932830.69,936477134.08,667837357.11,431739688.75,197605625.95,695828478.55,479449263.72,301928057.23,129667956.17,734885652.07,542553594.95,366552529.58,158964683.81,801471469.14,574933200.41,381982169.42,183813708.04,1605871301.98,1166779416.74,581857004.51,211063193.11,874615162.82,625457144.79,411726064.27,194890161.02,968537584.43,663251026.87,438622337.06,225113152.21,851067831.40,605694821.88,385587884.41,188673181.85,583463147.62,376426807.24,234179696.93,107141171.86,591685368.73,443573813.92,276230861.78,109148567.24,532357636.52,378902597.96,247961336.20,107600612.60,456148981.43,385860233.48,271780496.14,0.0
4,营业成本,988925299.00,607390225.57,379346066.26,195262911.25,979773200.88,762136142.28,496369648.60,227756956.46,827343511.80,600309844.47,387460660.79,179728541.04,589786536.73,398521546.51,248774846.13,112496759.27,590394393.78,442932342.11,299839666.47,135396149.33,677328703.01,484242347.52,319821534.05,156311170.05,835017928.97,562603667.56,372057264.17,160598567.35,717930288.08,518355266.31,345038688.54,161613804.88,822497601.90,565828710.99,373852407.94,196193807.07,735311998.38,529737815.66,336533537.91,168288303.52,507174801.87,329755900.64,205525315.14,95389174.03,522328615.60,397428552.69,248503120.75,96214678.30,480911077.62,348198479.01,230242372.23,100757408.71,420713552.60,360821366.62,247916047.64,0.0
5,营业税金及附加,5962670.28,4102479.04,2939750.95,693247.64,4702044.72,3378974.11,1947673.20,996360.56,4265271.13,3300049.28,1868824.04,753201.94,4212625.63,654698.43,261975.83,102298.48,984690.07,878761.55,486150.08,168855.52,1539465.56,1269435.56,1012371.79,282101.25,1237009.45,904612.13,786565.13,385562.43,1069283.86,631634.05,428274.16,212005.06,1401303.27,597212.02,286091.07,53656.21,1199263.15,1188461.79,665769.19,243015.12,423195.60,284759.06,222194.21,73300.80,1721777.22,1311821.63,858835.25,277891.78,1213912.76,744108.92,372493.08,180231.16,798104.61,810210.87,513567.43,0.0
6,销售费用,36376906.86,18109767.54,11190592.94,5026926.42,30078890.03,19074779.51,10510421.01,5562325.84,26178811.59,18775630.29,12318537.60,4273940.18,24575826.51,16885149.03,10942457.10,4590487.24,25521449.59,19953758.01,14284173.96,7213352.61,21075362.28,18270537.58,11392242.49,4862174.08,30389817.50,24130862.60,16660124.43,9065284.64,30277361.61,22837482.83,14869938.14,7265558.56,29842430.95,20138052.57,14095394.53,6833677.51,25848307.48,17785477.25,11653765.68,5250463.73,19907918.08,13955791.88,7797625.40,2917063.23,16823952.93,12847651.76,6952611.79,2648097.71,11985254.99,6662687.22,3918627.77,1721561.84,7821310.02,8432782.84,9102351.13,0.0
7,管理费用,54342327.12,26668364.10,17746235.24,12264066.98,33601866.09,21998123.40,31582020.55,14928056.57,60059998.87,39980971.65,25877402.84,12639355.85,58640898.94,47986057.37,41732413.33,12564294.15,82286835.73,58042268.23,37740350.88,13424058.06,66706656.27,52827960.37,35273583.89,16913715.73,194050614.02,129186568.20,88013083.41,35172752.62,107414464.54,76396262.00,51628365.14,21881462.35,82253931.39,59456592.82,39122835.28,18287467.17,70952527.89,45504575.89,28161718.41,11789083.46,42852854.59,24955570.42,15745593.77,6505346.67,41383903.48,26561928.93,16345579.26,6798605.54,25369044.60,16664728.56,10314724.29,3768396.13,22710819.95,15290421.01,9464067.73,0.0
8,财务费用,-1275153.34,-1275682.49,-749202.00,-774723.79,-2805953.15,-3007895.99,-1410455.24,842543.55,1598015.27,779601.74,642923.33,-517677.84,253853.12,231838.12,-860973.89,-266947.84,6189419.18,4969177.41,5081613.86,3525582.26,19034413.10,13432815.79,9344795.22,4730532.27,33434445.18,26489072.34,17438208.55,5734451.77,20859664.47,11384452.51,3954570.43,3917330.17,26097700.75,15114893.96,9672828.43,3744544.25,11451827.68,8700073.19,6671573.66,3102316.02,10746351.08,7331312.11,4745495.28,2256287.13,9795604.84,5443781.17,3590636.99,3209293.91,10487191.13,5392397.34,1872921.92,1173014.76,2984902.78,1713257.49,1867694.28,0.0
9,研发费用,37770428.45,21722223.25,12912589.63,0,38155324.49,29311675.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,445803.11,7804994.51,8612666.11,6685003.10,-1153412.29,17031525.42,4691259.68,3571340.15,728264.78,18358737.62,15169974.26,1077338.73,181064.87,29508863.72,15777287.64,9120574.33,-763313.97,15786868.92,4890103.59,5137641.98,714014.66,511741486.86,423464633.91,86901758.82,106574.30,-2935899.74,-4147952.91,-4193772.14,0,6444616.17,2115564.51,1592779.81,0,6303906.82,2778418.10,1901519.56,0,2358026.40,143473.13,143473.13,0,-368485.34,-19922.26,-19922.26,0,2391155.42,1240196.91,1240196.91,0,1120291.47,-1207805.35,2916767.93,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-49551799.38,12083826.56,9790767.60,3736461.00,23461609.99,14787154.94,9263954.16,5909477.42,15449583.89,10467529.34,6369030.09,2458227.34,17732480.63,19094804.87,17081087.03,-173595.39,-1536023.47,-329777.16,-364389.07,-205264.67,-751515.25,-588764.34,-1567324.33,-96388.74,-4490608.33,-1650254.10,-406423.16,-93421.77,5598747.34,-2067667.89,-1513754.42,-769373.15,-1071928.83,742593.50,621605.93,0,2083119.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742301.05,3389.76,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-321364.32,-1639375.48,0,-455763.26,-205264.67,-751515.25,0,0,0,-4808255.94,0,0,0,4608747.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
