,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1645715456.22,1203661127.81,775393743.78,369437552.24,1465365601.21,1095452208.76,688965145.29,291382873.07,1048515722.23,775249026.48,464849167.99,221956484.39,950665628.51,614387244.92,401472708.25,181922419.11,898147011.58,691311865.48,443490469.74,184631546.79,917867409.53,673546778.60,391350124.78,151319649.02,744101756.67,518766736.70,317314724.88,130805630.06,808697661.44,651313100.74,427184614.80,243634354.30,1229846583.72,971541664.65,617184189.45,308028388.11,1407157131.89,1017739955.82,662251049.44,283256282.93,1076332711.50,781815450.16,501193974.89,210103688.82,1167892798.99,912243968.23,604464992.83,297117250.96,1420156776.93,1016294343.77,674115030.06,1243770358.98,761774705.36,0.0
2,营业收入,1645715456.22,1203661127.81,775393743.78,369437552.24,1465365601.21,1095452208.76,688965145.29,291382873.07,1048515722.23,775249026.48,464849167.99,221956484.39,950665628.51,614387244.92,401472708.25,181922419.11,898147011.58,691311865.48,443490469.74,184631546.79,917867409.53,673546778.60,391350124.78,151319649.02,744101756.67,518766736.70,317314724.88,130805630.06,808697661.44,651313100.74,427184614.80,243634354.30,1229846583.72,971541664.65,617184189.45,308028388.11,1407157131.89,1017739955.82,662251049.44,283256282.93,1076332711.50,781815450.16,501193974.89,210103688.82,1167892798.99,912243968.23,604464992.83,297117250.96,1420156776.93,1016294343.77,674115030.06,1243770358.98,761774705.36,0.0
3,二、营业总成本,1566509941.80,1178478718.98,784287718.70,377462436.50,1544296903.26,1114409954.35,705310868.26,299035044.47,1723176099.50,819584791.33,495406493.05,231622758.31,1143753309.72,646691323.28,423140196.26,192761804.34,1038294386.58,684219003.26,441468549.65,193404972.90,1056921874.27,715452993.44,406425978.87,159204195.01,844109555.41,570532897.83,355237628.76,143768779.14,929235185.36,677749043.48,403871707.79,228040533.07,1207839460.27,889799494.11,560851175.28,279362724.92,1284876848.97,930796685.33,614679159.72,257840002.43,1019353906.50,727410469.50,479732335.61,197874918.85,1135890984.77,860588030.65,568437945.96,282716818.85,1341627751.18,971091793.02,649592334.79,1226035962.60,739033225.00,0.0
4,营业成本,1436597246.57,1078119555.28,712578486.11,340159169.97,1332375354.67,1003017507.40,631819070.68,270789314.42,978351755.37,722451942.49,427213798.35,200873097.17,848364311.44,535490789.17,356120827.48,161031570.37,856215404.00,596634317.69,383196829.39,165272375.90,922901528.84,650931031.89,360457335.72,140571778.42,750349330.58,524071151.20,322586838.22,131371745.12,832637861.65,645249297.98,382738357.26,221741651.19,1098792822.18,830866828.76,518739022.37,252922211.83,1179556205.49,857846931.20,570911652.35,237492013.91,913651978.00,656653569.38,429863847.04,178669581.27,1042184403.64,792127276.00,523288658.55,262917358.69,1265860439.30,908253388.58,615394988.48,1122183375.80,717318956.69,0.0
5,营业税金及附加,8997090.50,4983216.40,1523465.32,868781.51,13125909.17,5228529.13,4782955.86,1075472.05,8122561.99,3182967.50,3091744.38,530711.66,7219359.75,720969.94,477235.99,253758.74,2244055.53,1543820.37,967422.38,332039.27,2302099.89,1222047.29,628537.94,141272.65,3298856.70,1303677.32,944727.58,291482.03,3717461.70,2161391.20,1201831.30,129074.35,4691488.07,2901792.10,1719397.80,921728.77,5030858.50,1350002.68,869095.45,341096.87,3556099.52,1340810.91,917096.77,291768.75,3002092.57,1840152.32,1368839.45,704067.77,2242593.20,926244.68,682190.59,3458060.31,4158124.86,0.0
6,销售费用,19284734.29,12274518.03,7445907.73,2342236.43,19913147.51,12336439.81,8111197.25,2820029.80,17454196.22,9784453.85,6105437.55,3116565.85,15073066.31,10635962.79,6959812.37,3559320.67,9273642.09,5916024.73,3628074.53,1418030.58,5941299.00,3291167.59,2004689.94,1064060.60,5247557.57,4296560.02,2546566.59,947071.19,6081605.02,4287647.85,2933995.70,1833424.76,9521940.51,6225858.05,4992323.18,3545270.59,12210625.75,8300555.67,3588607.15,1617384.08,11500517.42,8257630.03,5288110.77,1799224.49,6801579.28,5674566.27,4108122.41,1805998.50,6288661.28,5033069.82,2455618.88,7658473.77,4697392.25,0.0
7,管理费用,68201223.25,42838403.92,28700698.03,10676987.28,68123462.42,33517683.44,35098432.39,15085873.62,79002702.86,45993241.03,28211515.05,13608562.80,111652220.34,49653587.24,33893891.77,15383564.55,76235212.30,37673353.04,22905407.09,11698815.93,54410182.48,38034337.74,26591810.02,11812554.62,55967555.10,44041544.31,27408734.72,11848518.94,46980837.84,30409496.28,17776237.68,11002614.21,51879272.85,26981835.94,21373913.43,14423405.60,38160236.23,19923520.94,12028083.74,6501014.46,30338988.92,18179078.49,14703938.09,6774218.27,21958685.14,17007867.42,9900302.16,5052147.48,19254826.40,12484493.76,8713734.53,26868414.24,12285136.11,0.0
8,财务费用,23639449.19,24664098.99,23329075.91,12211542.33,22016885.49,40091601.94,23848008.83,9264354.58,52938206.29,37324745.79,24232402.92,13493820.83,56556911.13,40429782.03,26359104.77,12533590.01,59190505.24,43115536.41,29542837.43,14683711.22,42241506.08,29119708.52,23062045.89,12284753.47,30483382.88,24497826.40,13981221.63,4392914.32,15539202.49,13189105.23,8756993.58,2540994.14,34344845.72,27235906.85,18439246.09,7550108.13,50095426.69,43774653.03,27680699.22,11888493.11,55551619.20,37651639.28,26558478.35,10340126.07,60084642.15,43938168.64,29772023.39,12237246.41,51410958.25,44394596.18,22345802.31,58028451.75,-2088294.95,0.0
9,研发费用,9790198.00,15598926.36,10710085.60,12369871.35,18418255.73,20218192.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-1166152.37,70323888.27,0,1651203.25,0,587306676.77,847440.67,6551594.80,0,104887440.75,9760232.11,-670676.12,0,35135567.42,-664048.98,1227978.83,0,29125257.98,-7145299.59,-6318440.64,-6670224.75,-1237127.42,-27677861.42,-12230459.98,-5082952.46,24278216.66,-17816696.33,-9804509.00,-9207225.58,8609090.94,-4412727.59,-4412727.59,0,-176503.69,-398978.19,-398978.19,0,4754703.44,5327741.41,2400864.59,0,1859581.99,0,0,0,-3429727.25,0,0,7839186.73,2661910.04,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268801.27,268801.27,0,-2645868.44,2388465.02,1590405.99,0,2377067.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
