,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,11106371251.76,6509332536.21,2756526243.94,664476970.85,10505176762.75,6767112915.50,2465657482.67,587475177.53,10063772716.27,5947959333.19,3007640047.05,742143093.99,7579906781.24,5042827791.43,2248785750.87,747276448.59,6716344654.67,3986619966.91,2111469319.79,745537576.70,5569583665.07,3646900283.83,2049722235.76,756465524.14,5653736824.32,3314341610.69,2117821856.85,902718451.64,6503004033.75,4744654889.30,2808994788.45,855553597.30,6607760224.61,5697698233.18,3250258338.72,1099903386.66,6500116764.26,5470988229.17,2022661495.55,306993243.86,5034378462.59,3739628612.31,1148005287.82,143375610.81,2325143320.42,1683063640.13,566987842.72,70455662.79,2072224253.75,1376419109.23,540720249.07,66410600.02,2396158731.49,1844728621.41,804493210.59,145614928.06,2672617867.02,1908233148.77,810057403.22,117757877.73,2484248563.72,1780952765.74,1010316541.69,112668704.24,2441301467.85,1670770936.23,888709008.67,41827117.62,2317237728.18,1582138670.08,756308280.61,147943610.89,999824711.84,756858389.44,519558786.35,1146278283.17,473478214.02,1161199910.87,535860906.49,1232640915.70,626412067.34,1285618805.32,615555511.62,1329505322.70,671966842.62,1405375379.97,709690000.00,1619446000.00,755956670.20,1526536000.45,1049903923.81,753661289.75,783466327.80,0.0
2,营业收入,11106371251.76,6509332536.21,2756526243.94,664476970.85,10505176762.75,6767112915.50,2465657482.67,587475177.53,10063772716.27,5947959333.19,3007640047.05,742143093.99,7579906781.24,5042827791.43,2248785750.87,747276448.59,6716344654.67,3986619966.91,2111469319.79,745537576.70,5569583665.07,3646900283.83,2049722235.76,756465524.14,5653736824.32,3314341610.69,2117821856.85,902718451.64,6503004033.75,4744654889.30,2808994788.45,855553597.30,6607760224.61,5697698233.18,3250258338.72,1099903386.66,6500116764.26,5470988229.17,2022661495.55,306993243.86,5034378462.59,3739628612.31,1148005287.82,143375610.81,2325143320.42,1683063640.13,566987842.72,70455662.79,2072224253.75,1376419109.23,540720249.07,66410600.02,2396158731.49,1844310426.69,804175982.57,145614928.06,2671236231.32,1908233148.77,810057403.22,117757877.73,2484248563.72,1780952765.74,1010316541.69,112668704.24,2441201124.18,1670444386.23,888662458.67,41777117.62,2316231131.13,1581178309.83,755347920.36,145471789.21,992007365.59,751695990.89,516287261.33,1140573739.17,470572902.78,1154483888.54,531926939.86,1226261216.06,623613917.54,1278283016.20,611981121.40,1323006114.74,667852289.31,1392179779.40,701730000.00,1606603000.00,750785766.54,1522946515.61,1045965196.12,750088989.22,780652642.66,0.0
3,二、营业总成本,10792986090.16,6363344863.09,2702304661.94,670669320.60,10288653626.76,6631597241.66,2423981965.55,590949070.35,9879428785.63,5895027667.05,2981916545.36,747540591.22,7550246330.27,5014607853.21,2239062180.91,751645345.11,6701550384.46,3963630270.87,2099537510.85,749895535.36,5564688656.93,3629476589.83,2044224825.25,770561967.62,5645228401.18,3284410271.09,2105237483.27,907748270.25,6490513709.90,4711366013.24,2790942582.02,866932083.31,6569970456.11,5658631664.08,3229337782.38,1112077964.06,6457363697.24,5433847143.43,2013646917.30,324547286.39,5003569477.42,3712500421.43,1143910495.70,167407601.26,2323420899.02,1683318939.86,568416324.65,92204243.02,2055460466.81,1374997102.51,550430658.63,101594376.59,2366218501.82,1820481850.14,776602701.92,161914629.19,2654214019.03,1871157057.59,783549973.46,135800214.21,2446292541.59,1726118788.36,979470170.80,130409499.84,2390699877.93,1625656212.19,858837367.98,61561225.34,2234357222.00,1550912232.43,736783282.10,153877612.60,1075213338.47,774828986.96,547956627.76,1352405469.79,535764407.65,1262996803.63,555332014.03,1192461616.06,603694749.13,1294904109.79,0,1273739345.99,0,1344624936.53,0,0,0,1388131882.24,951130589.25,696423516.20,703609650.50,0.0
4,营业成本,10111199495.73,5934351299.89,2426704860.16,549527553.52,9722936889.41,6263261592.22,2189447363.46,486240820.15,9373788620.83,5574013322.37,2778023327.30,658979961.30,7116389110.12,4731424313.39,2050406512.66,662466883.51,6196916791.20,3637363795.17,1898970817.01,666703880.39,5124188510.08,3325231893.04,1864709051.10,694350791.41,5213681073.87,3001230820.65,1926290764.51,828734905.69,6010671380.28,4392599871.08,2588924344.75,796473302.72,6124027323.18,5344849015.85,3038148129.90,1042394554.54,6051456434.59,5138739691.04,1869807277.14,282048268.31,4685478792.94,3482859071.83,1045584811.12,140590370.97,2120747066.49,1544869622.57,490677655.67,66612183.82,1846623539.80,1229931699.77,470177847.52,75463132.95,2144883613.36,1651927251.48,679263243.20,125755298.89,2407362083.40,1702119916.12,689858389.71,100447333.06,2203279155.21,1561861517.94,876783749.06,99220491.97,2159817555.85,1470834313.22,763023860.99,37080740.85,2045651095.55,1432828194.81,672010709.37,140617052.18,997715052.36,760013019.62,539274335.56,1199669171.56,520962600.06,1089981624.22,510807187.22,1113895893.62,544551302.21,1181217415.37,0,1129151555.71,0,1195350708.81,0,0,0,1047083580.32,791370128.82,544465743.68,557770870.73,0.0
5,营业税金及附加,37440941.71,31520546.61,20635529.23,10602494.38,38715833.11,36699292.84,23575201.03,12939082.39,43694593.41,37248157.67,19440505.24,8905813.81,64108313.97,39381137.66,30542221.33,22291652.27,205250734.00,127706544.41,68860398.63,24590398.61,174096209.59,119050117.91,60715317.87,21004290.40,178010972.33,105894138.90,68042819.64,29205885.61,206601757.97,151845747.21,88459029.45,28332045.79,222066760.06,186283368.05,106234760.64,35480367.52,208131959.63,177408577.19,66543670.21,10984671.54,158362615.43,117645019.19,34480963.98,5389561.00,74947504.22,51244069.04,16510078.02,2091107.45,68487564.09,48932907.27,19837206.17,2548499.06,85985050.52,65495470.67,26851077.68,3968629.16,89824606.01,61100502.12,25245328.67,3766683.34,79550651.22,56882386.49,32113146.05,3303507.89,77361525.04,52336025.61,28136508.00,1228214.58,70771291.87,48335211.36,20780735.40,1183691.38,1530055.38,942185.74,587992.48,2990849.42,1297284.30,1648602.55,174854.28,4106761.71,2136155.41,4312580.75,0,4101802.14,0,4805163.46,0,0,0,176218263.99,85608751.46,91254124.21,97335786.55,0.0
6,销售费用,31951143.67,22005906.26,14840614.27,5473734.45,28411507.58,15213406.60,10031855.81,4876637.86,23465226.31,14770659.16,9886367.79,4697175.35,21054569.08,12926544.83,7923878.40,4211221.95,12479955.58,7273188.05,5171663.55,923298.28,10629497.49,6621172.54,3149352.23,1089724.34,8026975.43,6997712.27,3654778.00,1512930.78,8774839.91,6348938.51,4092160.44,2049424.58,8995195.51,6511253.66,4385610.87,1797655.68,10358148.18,7490873.28,4957417.80,1995770.45,10235308.95,7153425.79,4580029.00,1182994.55,9439471.75,5266205.65,4025588.35,1310179.95,7248191.25,6038485.36,2808746.52,678660.43,6881225.36,6614804.79,3988299.91,956476.61,6251001.95,7091718.48,5216682.19,1574771.04,7535258.05,7912452.57,5259560.88,2232542.91,9784683.78,6379150.05,4123056.74,1475241.10,9855043.33,2657061.54,2657061.54,1064205.63,13027318.34,3597795.71,2850224.16,12924269.75,7014334.03,14410293.47,7959857.28,15294940.08,7429520.69,11386627.95,0,14971486.45,0,13670286.59,0,0,0,15953874.82,16358391.97,8856654.31,6441710.22,0.0
7,管理费用,325933444.84,214833652.70,149076570.98,64188677.70,307177660.08,194571535.44,133917219.13,63498372.33,300492499.47,169827468.79,112279763.42,49855884.66,230026303.43,149726655.64,94491080.72,35811231.53,153017251.74,93771891.57,63302170.12,25632587.26,151735413.30,90202734.21,60531709.08,26721749.49,147916281.22,90936701.21,59401082.51,26411057.71,163943479.00,99233817.74,63968383.12,28216862.14,155842510.25,88067071.93,57911796.41,23916387.90,137279476.98,79579634.97,51664820.91,20413679.51,111281916.67,82012385.04,47785145.33,17038823.99,102325989.96,71018051.44,47430993.66,16374552.33,114705337.61,76279502.27,46772015.65,18851044.49,110061075.09,79313185.35,54080242.98,25200302.27,123033951.50,83166671.82,50672779.44,24785449.81,136996615.12,80732300.69,52706344.65,21008506.95,115824475.36,81573232.20,54737233.82,18745610.85,96085620.18,57430805.19,34113051.05,5014610.00,75587304.52,3426580.60,1944091.37,90413454.12,-16489226.78,88620937.80,11699678.16,-4680395.01,25258745.92,14918765.46,0,59315971.57,0,76081551.64,0,0,0,130642852.75,34996317.00,30722994.00,26351283.00,0.0
8,财务费用,273309925.72,152184713.54,87404647.93,39210189.23,182241434.19,122801520.05,72461013.24,26583253.31,124971903.61,97506796.92,60609849.35,24764691.62,105270256.72,74797842.37,49385659.91,26864355.85,125296087.87,93881149.40,59983864.13,32068206.71,104386102.74,90752932.74,57190655.58,27395411.98,96222539.19,77311777.41,46823882.71,21883490.46,82650526.73,51584868.44,35648893.23,11860448.08,54895032.35,32232673.41,21969203.38,8488998.42,40523359.96,27771667.42,18411831.71,9104896.58,25927485.34,19648889.22,8297915.91,3205850.75,15324028.59,9357693.89,8046419.02,5816219.47,15641488.47,14130820.35,11151155.28,4053039.66,18407537.49,17131137.85,12419838.15,6033922.26,27742376.17,17678249.05,12556793.45,5225976.96,18930861.99,18730130.67,12607370.16,4644450.12,27911637.90,14533491.11,8816708.43,3031417.96,11994171.07,9660959.53,7221724.74,5998053.41,-12646392.13,6849405.29,3299984.19,31485574.43,22979416.04,43068520.89,24690437.09,53579629.67,24319024.90,83068720.26,0,66198530.12,0,54717226.03,0,0,0,18233310.36,22797000.00,21124000.00,15710000.00,0.0
