,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20151231,20150331,20141231,20131231,20121231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,791044290.35,518067922.65,291273615.72,1132130638.54,792769191.45,510982697.94,276197644.49,1073469816.36,716304983.43,459780702.22,237403165.19,948930793.96,630810143.37,403342868.54,897701465.52,202675305.28,911075733.94,929029174.64,778020320.03,0.0
2,营业收入,791044290.35,518067922.65,291273615.72,1132130638.54,792769191.45,510982697.94,276197644.49,1073469816.36,716304983.43,459780702.22,237403165.19,948930793.96,630810143.37,403342868.54,897701465.52,202675305.28,911075733.94,929029174.64,778020320.03,0.0
3,二、营业总成本,773849428.53,518979794.55,289676547.45,1113166592.32,782154085.38,499287323.64,256945464.86,981044470.72,664313364.84,432584465.61,221876760.19,848973098.83,587877714.57,382429350.23,798639233.91,186030625.87,795120743.10,778796682.76,609007793.98,0.0
4,营业成本,322865197.94,206642933.29,112452479.66,454130907.86,288128649.06,184605109.16,98843525.57,428519894.96,273472166.29,171601594.94,84241187.83,363027890.66,228122550.23,137488494.29,343522575.01,69525121.80,375034616.07,383387436.38,333328366.86,0.0
5,营业税金及附加,5841918.68,3222871.39,1763155.04,9306689.18,6253214.49,4199370.87,2569565.79,11062915.99,7098514.31,5000124.28,2671716.91,10468336.83,5614972.96,3440455.24,8707637.10,1408441.39,7665736.60,6130472.10,5111767.73,0.0
6,销售费用,306611329.83,214209683.19,111435277.69,417857324.30,310184226.48,197896994.38,93109622.37,348733820.95,251014705.10,165527673.71,80694686.27,306627001.05,225216252.16,156303849.99,288145164.26,74080875.67,278577299.92,256939915.20,181342006.80,0.0
7,管理费用,102251365.12,69152214.80,34631088.04,145635847.79,100372383.26,84415202.18,47038329.03,147700224.42,101003938.85,65248926.36,38290111.79,123704121.67,94011133.52,60608599.33,118585153.27,32134228.31,102283481.14,91565251.96,71044011.37,0.0
8,财务费用,3659994.77,3808915.21,1660001.50,-580412.16,1657174.96,1625324.14,1175881.24,4172935.96,3260984.92,2295991.17,1120569.85,4885987.55,3313171.64,2165558.18,4444343.76,322887.10,2732599.36,7806288.50,-832009.18,0.0
9,研发费用,32619622.19,21943176.67,10096959.97,40905502.09,27930951.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,17637585.55,45910733.26,47627486.02,26545322.91,14208540.86,40854678.44,28463055.37,22910155.15,14858487.54,40259761.07,31599634.06,22422393.20,35234360.51,8559071.60,28827010.01,32967318.62,19013650.40,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,3077406.96,1773681.44,599200.49,2797485.80,2616511.81,3895385.45,1795058.01,3761266.28,1495006.29,210314.71,176782.77,-107242.96,-1656249.40,-541706.12,72986.45,531430.18,507662.83,0,12216.44,0.0
13,其中:对联营企业和合营企业的投资收益,-2427007.37,-2138288.42,-1479237.85,-6107429.78,-3637139.92,-1950495.86,0,-2720717.03,0,0,-471778.33,-1768956.76,0,0,-1245152.23,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,-8061991.12,-23338817.22,3413982.44,32341960.43,22981571.25,22188535.49,21968280.94,103446491.27,53486624.88,27406551.32,16150104.40,99850452.17,41276179.40,20371812.19,99135218.06,17176109.59,116462653.67,150232491.88,169024742.49,0.0
16,加:营业外收入,1643744.73,1535593.47,227881.78,2058711.70,984016.84,807675.66,490497.30,883093.32,6519103.14,4743203.29,53466.40,3209762.31,2706528.05,2418346.02,4164810.57,146949.94,5850586.71,5533900.38,5953445.10,0.0
17,减：营业外支出,1291220.13,762776.53,126171.42,1475019.22,198669.17,95615.70,90506.09,2879845.88,1324809.54,533504.13,221962.54,860821.18,608573.35,51898.35,688930.28,346075.13,1042947.75,2274044.08,2097183.49,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,80363.02,9848.79,0,21190.74,477.45,477.45,28328.60,0,186221.45,75199.13,25375.38,0.0
19,四、利润总额,-7709466.52,-22566000.28,3515692.80,32925652.91,23766918.92,22900595.45,22368272.15,101449738.71,58680918.48,31616250.48,15981608.26,102199393.30,43374134.10,22738259.86,102611098.35,16976984.40,121270292.63,153492348.18,172881004.10,0.0
20,减：所得税费用,1246932.44,-763989.51,1244025.96,4674237.17,8071970.69,7062685.97,5537394.75,24458800.66,15642656.29,8439772.85,4187518.05,24849220.00,10176462.63,4438680.63,27347016.18,4394535.14,36900021.21,40763977.96,43245470.21,0.0
21,五、净利润,-8956398.96,-21802010.77,2271666.84,28251415.74,15694948.23,15837909.48,16830877.40,76990938.05,43038262.19,23176477.63,11794090.21,77350173.30,33197671.47,18299579.23,75264082.17,12582449.26,84370271.42,112728370.22,129635533.89,0.0
22,归属于母公司所有者的净利润,-775339.52,-16274693.92,4665113.22,38364274.15,20901082.76,17928062.01,16653661.39,83635709.41,45083973.50,25240594.69,12799031.46,75624583.00,33286879.74,19093052.10,75118958.61,11438937.19,82473387.98,112223933.33,126056106.08,0.0
23,少数股东损益,-8181059.44,-5527316.85,-2393446.38,-10112858.41,-5206134.53,-2090152.53,177216.01,-6644771.36,-2045711.31,-2064117.06,-1004941.25,1725590.30,-89208.27,-793472.87,145123.56,1143512.07,1896883.44,504436.89,3579427.81,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),-0.003200,-0.067800,0.019400,0.159900,0.087100,0.074700,0.069400,0.389000,0.218100,0.132800,0.071100,0.420100,0.184900,0.106100,0.417300,0.063500,0.458200,0.623500,0,0.0
26,稀释每股收益(元/股),-0.003200,-0.067800,0.019400,0.159900,0.087100,0.074700,0.069400,0.389000,0.218100,0.132800,0.071100,0.420100,0.184900,0.106100,0.417300,0.063500,0.458200,0.623500,0,0.0
27,七、其他综合收益,379770.67,48959.94,-861836.27,-1973712.81,4681592.04,1795367.65,673864.19,-4805239.08,-508152.49,-871651.66,-493454.42,5444648.09,3379614.52,1625547.38,3066170.69,-586383.16,19329.19,-237523.54,-198020.50,0.0
28,八、综合收益总额,-8576628.29,-21753050.83,1409830.57,26277702.93,20376540.27,17633277.13,673864.19,72185698.97,42530109.70,22304825.97,-493454.42,82794821.39,36577285.99,19925126.61,78330252.86,11996066.10,84389600.61,112490846.68,129437513.39,0.0
29,归属于母公司所有者的综合收益总额,-395568.85,-16225733.98,3803276.95,36390561.34,25582674.80,19723429.66,673864.19,78830470.33,44575821.01,24368943.03,-493454.42,81069231.09,36666494.26,20718599.48,78185129.30,10852554.03,82492717.17,111986409.79,125858085.58,0.0
30,归属于少数股东的综合收益总额,-8181059.44,-5527316.85,-2393446.38,-10112858.41,-5206134.53,-2090152.53,0,-6644771.36,-2045711.31,-2064117.06,0,1725590.30,-89208.27,-793472.87,145123.56,1143512.07,1896883.44,504436.89,3579427.81,0.0
