9,研发费用,0,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0.00,-39993253.30,43299523.41,22660971.18,3138961.18,-3587383.22,6058762.85,4857462.73,6849344.91,3819838.88,35310241.46,5174336.18,6990869.59,1282537.19,34232373.20,3517110.13,6288422.06,39277207.98,21069861.69,4892630.97,11155804.01,11643228.83,4183225.69,6237776.66,8007929.96,-8336602.16,7225326.41,-3514036.58,7361174.06,44346946.32,1005457.17,-1896827.81,8906695.92,1585189.50,1767613.81,1274379.32,2746952.55,11079010.72,6655247.34,2100759.64,1247657.70,-329731.51,3645509.84,-365428.88,2917209.46,23232917.27,2480544.07,62430.40,1759982.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99639.67,248238.00,705981.96,0,1486701.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,346936480.83,10755152.48,18419652.07,84747138.31,-158442597.45,-143328755.28,-40083006.70,13453377.53,-83919488.07,-30256870.03,-3582807.18,-63599524.94,193394123.76,-8062402.52,-125392562.84,-125704739.34,28656114.24,-20323889.95,51128528.84,98180613.49,-18359343.02,6508396.99,-55563926.19,-8730201.81,31906512.71,-1790182.64,161945430.40,4352169.05,-54829263.94,-111631983.42,-66176389.18,-54929448.90,97854562.61,31234056.75,7522255.87,3713485.58,11647835.38,-14799560.16,-5019581.19,29454410.25,-27071984.79,-5736625.55,1129401.99,1628528.38,4006663.86,6852670.80,5912305.13,4265317.92,-5910884.45,187937.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,225844575.41,77741767.02,99609243.24,99340620.92,784892139.26,607574756.29,316452415.76,79174040.65,434761405.19,163539486.16,95774306.93,29371593.84,-172667755.24,-213360249.52,-128295060.69,-73018649.76,503594247.94,315075280.39,179168436.54,21336341.23,628475898.28,172769561.20,4469646.85,-76177326.20,855145778.32,596777711.91,422621120.32,118428066.87,800301933.33,327894737.41,226659624.45,82160273.83,440073338.48,263048288.61,209837977.30,105878702.23,350028876.17,181072000.63,139358218.62,36470572.64,271907661.02,212924675.21,163888785.70,79715087.61,146245434.72,102058884.24,82317370.67,56755708.58,645783240.01,180781239.92,112882097.07,50234099.59,97140322.36,62462349.68,37518916.26,11994424.55,42498367.12,19247982.81,18538559.30,6966834.15,3632994.61,10288064.29,549683.41,4892727.67,2045519.07,909733.29,1334600.28,755602.11,5455484.99,4320623.55,2179096.56,1776110.90,30039116.98,19090495.26,23277872.79,10783113.23,16608985.64,8168392.37,45619219.07,7555162.16,43336158.22,6265301.27,11291174.74,5929291.58,17967541.54,9810000.00,16519720.00,1582649.27,24131644.21,18225023.92,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,72523452.51,-5382502.32,17102589.12,9753885.96,71428119.36,25356825.34,35673603.68,34862422.47,325579515.35,103753642.33,76334140.20,31822137.84,50500392.63,87927459.96,52545713.21,7984434.56,242307420.10,84682167.15,64571852.61,33593982.18,476163955.78,115157992.39,72466807.78,32335472.77,209048961.55,136395749.36,61832004.41,66716981.67,664956898.83,346994837.72,163445849.05,84403117.12,460287995.38,295693106.98,187760621.91,58399547.36,328907566.97,213037025.96,164088304.99,53036395.90,239268400.48,182790057.90,126438506.57,41463606.32,111332778.66,78444973.32,64804967.32,41165008.35,219640043.66,178753316.66,113557567.75,50217479.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,5374330468.17,2255324343.26,1871980259.37,538523245.07,4632179903.53,1659377092.70,441644154.45,274794039.51,817796740.16,550651411.34,367184966.61,230550072.51,481760538.05,326556372.25,145357631.38,37758047.61,898578773.63,614204625.63,469528097.20,291298497.70,1115436622.20,693455896.23,379591671.18,200792121.61,1236878630.65,877793196.50,696245454.72,239823259.74,1098781311.30,552370016.17,353618498.67,155533209.44,992338539.81,826135053.15,557191579.60,270824908.35,855241384.27,611209520.25,465109564.43,246540784.39,551824800.12,457629999.64,355818613.27,184548030.69,350833535.24,289525107.96,240719819.65,177586581.71,856867188.78,329735262.92,218618827.45,107711453.64,273926693.98,185964852.06,118719823.94,61787566.00,136104855.34,79578931.43,74122362.61,48091407.51,112982399.09,78239185.68,63795530.09,39214691.41,88781607.85,60370819.30,39433142.76,30477284.87,133067404.78,82573333.10,69021595.16,30418768.37,124660597.45,62524800.63,125524997.50,63883558.95,113444692.68,65191767.53,166740938.35,81908061.66,156563205.88,59762421.69,104272147.09,50750309.10,112657566.56,47600800.00,83000880.00,44415859.06,76372998.25,36469702.17,17982609.33,15018478.50,9165922.40,13422067.62,8119632.43,0.0
16,加:营业外收入,208168119.00,116487051.18,107576155.32,42416801.53,143427417.42,146971004.11,30859926.27,23228753.12,60665979.65,57704527.17,42462362.00,32007774.85,254350917.96,243685103.02,43122642.84,6440937.69,75874620.09,51636598.22,38539948.62,6550814.76,61158194.00,52216344.24,33675880.37,5762633.24,49038687.21,41085851.96,24670726.91,8493510.08,51187758.59,46843287.05,39037494.55,25281675.00,67258964.72,61009490.34,45885069.95,12621649.56,34873173.23,29892652.99,25608752.09,7667721.14,22399279.24,18458393.83,13683291.62,9110207.90,84923564.36,79228333.80,75264229.86,4906933.48,86426888.88,8739214.61,6995883.26,3265176.14,3394063.01,448965.72,125879.53,57563.89,368364.11,240262.15,92954.99,36194.25,708868.15,328227.85,215934.01,189648.92,473921.29,426952.88,243580.74,104642.77,1845313.41,961779.65,515453.14,173141.42,1169826.83,967693.46,2992384.11,1007757.08,8086915.22,7282858.06,3315990.69,3493912.80,2598528.98,0,2200156.52,0,3347777.73,0,0,3055443.91,2033036.64,711677.81,437903.42,381604.71,0,266814.96,157887.60,0.0
17,减：营业外支出,176411778.87,23601251.06,8650069.93,5707753.02,177378740.53,114149899.89,3151773.44,1145283.07,9262454.45,3196395.50,2716269.42,1348757.17,19705606.91,7951038.29,2476302.81,1762301.89,7973661.49,6249594.55,5866119.13,673309.67,8998179.91,2439899.95,2119377.48,762148.94,16992294.70,15762390.36,8297354.00,622355.74,15244120.94,14586834.38,14403857.06,1048929.23,12613659.36,10092367.15,9796555.32,1108892.76,4737983.77,2707735.64,1711159.18,692579.18,2109606.66,1040459.69,726595.19,434949.68,3543183.55,2764141.00,1985627.14,541356.65,30860688.28,1207595.30,986467.26,596454.68,3125784.90,1866908.10,1623151.81,384924.61,-23545513.04,-24102612.59,674189.60,344820.97,8331980.52,3912271.08,3549130.29,3037242.57,2291240.08,1256597.93,973407.48,274754.92,10862927.01,3210390.06,2670954.87,399375.47,2367279.98,646476.56,8840617.67,1071629.75,1274010.68,851556.32,1155894.42,328286.52,1349844.85,0,1670123.24,0,18342603.43,0,0,6281811.28,8385004.50,4211153.06,3471759.35,0,290744.76,0,316160.49,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,533449.85,0,0,703801.14,564273.93,404447.46,1452206.62,382930.04,115731.04,89856.70,495705.40,406873.22,341990.35,37562.22,410206.93,212275.10,32993.36,71428.93,1079398.67,453220.76,299779.05,5885.40,577776.05,337304.80,303559.73,45914.83,2477853.19,301069.11,173944.56,50551.41,1949994.65,460911.29,159873.60,50597.89,882309.43,199639.10,121462.46,24705.95,1043285.38,779356.13,401717.00,233071.63,1726880.52,304268.87,267373.66,203375.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,5406086808.30,2348210143.38,1970906344.76,575232293.58,4598228580.42,1692198196.92,469352307.28,296877509.56,869200265.36,605159543.01,406931059.19,261209090.19,716405849.10,562290436.98,186003971.41,42436683.41,966479732.23,659591629.30,502201926.69,297176002.79,1167596636.29,743232340.52,411148174.07,205792605.91,1268925023.16,903116658.10,712618827.63,247694414.08,1134724948.95,584626468.84,378252136.16,179765955.21,1046983845.17,877052176.34,593280094.23,282337665.15,885376573.73,638394437.60,489007157.34,253515926.35,572114472.70,475047933.78,368775309.70,193223288.91,432213916.05,365989300.76,313998422.37,181952158.54,912433389.38,337266882.23,224628243.45,110380175.10,274194972.09,184546909.68,117222551.66,61460205.28,160018732.49,103921806.17,73541128.00,47782780.79,105359286.72,74655142.45,60462333.81,36367097.76,86964289.06,59541174.25,38703316.02,30307172.72,124049791.18,80324722.69,66866093.43,30192534.32,123463144.30,62846017.53,119676763.94,63819686.28,120257597.22,71623069.27,168901034.62,85073687.94,157811890.01,59762421.69,104802180.37,50750309.10,97662740.86,47600800.00,83000880.00,41189491.69,70021030.39,32970226.92,14948753.40,15400083.21,8875177.64,13688882.58,7961359.54,0.0
20,减：所得税费用,1499936234.48,718991007.52,588146932.13,186318488.23,1175939258.86,441109348.53,121133525.38,85091597.62,211464133.26,144759927.12,87797161.98,69965482.17,271185643.02,167818440.95,63610668.60,21327039.54,167213003.50,115599726.74,79864306.86,47732850.84,141232072.60,137392229.71,66933386.36,32474426.95,240565420.34,164094257.19,151828494.54,37106254.33,135739821.26,68577156.10,70593315.22,32471336.74,140963905.93,132132525.68,103263864.49,43803991.22,172583275.20,92818205.30,75218951.73,36224083.67,64276695.51,50441218.46,51606747.12,24865506.20,65219710.70,59397247.53,55910182.85,24997315.39,131905930.61,14951339.37,7943022.84,4533018.27,82752511.22,30716906.78,22595136.08,9473977.50,36978412.32,24832425.47,20118275.78,11389795.76,24346213.94,21443156.83,18406771.66,11828170.55,27638516.81,20508336.90,13670475.07,12339942.13,22789801.08,11294533.95,9874911.91,4163002.43,16813203.44,9077105.85,16309804.23,8212054.26,18276175.98,10896335.35,26000875.25,13475181.10,25030957.71,10117306.12,14675135.88,7661334.93,12504120.62,5129300.00,11020370.00,5744777.66,0,4945500.00,0,6964753.66,4025298.40,6338032.79,3734201.98,0.0
21,五、净利润,3906150573.82,1629219135.86,1382759412.63,388913805.35,3422289321.56,1251088848.39,348218781.90,211785911.94,657736132.10,460399615.89,319133897.21,191243608.02,445220206.08,394471996.03,122393302.81,21109643.87,813716980.47,543991902.56,422337619.83,249443151.95,1026364563.69,605840110.81,344214787.71,173318178.96,1028359602.82,739022400.91,560790333.09,210588159.75,998985127.69,516049312.74,307658820.94,147294618.47,906019939.24,744919650.66,490016229.74,238533673.93,712793298.53,545576232.30,413788205.61,217291842.68,507837777.19,424606715.32,317168562.58,168357782.71,366994205.35,306592053.23,258088239.52,156954843.15,780527458.77,322315542.86,216685220.61,105847156.83,191442460.87,153830002.90,94627415.58,51986227.78,123040320.17,79089380.70,53422852.22,36392985.03,81013072.78,53211985.62,42055562.15,24538927.21,59325772.25,39032837.35,25032840.95,17967230.59,101259990.10,69030188.74,56991181.52,26029531.89,106649940.86,53768911.68,103366959.71,55607632.02,101981421.24,60726733.92,142900159.37,71598506.84,132780932.30,49645115.57,90127044.49,43088974.17,85158620.24,42471500.00,71980510.00,35444714.03,60552615.98,28024700.00,10015664.78,6805452.62,3985245.68,5273278.74,3697045.75,0.0
22,归属于母公司所有者的净利润,3208213531.61,1239018557.96,1021447397.34,402016510.48,3020736944.79,1140039362.03,372531635.84,218168210.03,700241801.35,476645211.29,328325112.63,196381446.11,478844533.55,423212387.19,142893822.03,32501138.90,849080266.32,527834792.02,410106656.92,241172299.25,1002964085.06,583742902.81,330248870.66,166684913.35,980848546.97,696572306.47,522864099.27,197966318.15,967868881.96,494665622.36,293567138.31,141564423.73,854973940.02,699232365.55,469973574.86,226863345.48,672732852.69,511928832.77,385904667.86,190824407.52,481471664.97,403976163.38,301185026.39,159773941.01,328552237.51,278504310.25,232745390.64,138920411.52,760180565.32,307830944.91,205449024.20,100757188.61,172140010.52,139473917.90,83198327.12,46710738.30,106905597.84,69702530.89,46209491.21,31978234.19,72214276.26,46762295.33,37044223.29,21891895.79,50139539.50,32186650.14,20592745.01,15183852.83,94325660.92,63136705.41,52818839.74,23518116.51,99403070.09,49743717.06,96866802.52,51868652.86,95959661.66,58312272.47,142048055.54,70092206.05,132700737.62,49075238.49,88799416.10,42399982.07,84250105.89,42471500.00,71980510.00,35444714.03,60552615.98,28024700.00,10015664.78,6805452.62,3985245.68,5273278.74,3697045.75,0.0
23,少数股东损益,697937042.21,390200577.90,361312015.29,-13102705.13,401552376.77,111049486.36,-24312853.94,-6382298.09,-42505669.25,-16245595.40,-9191215.42,-5137838.09,-33624327.47,-28740391.16,-20500519.22,-11391495.03,8057875.30,16157110.54,12230962.91,8270852.70,23400478.63,22097208.00,13965917.05,6633265.61,47511055.85,42450094.44,37926233.82,12621841.60,31116245.73,21383690.38,14091682.63,5730194.74,51045999.22,45687285.11,20042654.88,11670328.45,40060445.84,33647399.53,27883537.75,26467435.16,26366112.22,20630551.94,15983536.19,8583841.70,38441967.84,28087742.98,25342848.88,18034431.63,20346893.45,14484597.95,11236196.41,5089968.22,19302450.35,14356085.00,11429088.46,5275489.48,16134722.33,9386849.81,7213361.01,4414750.84,8798796.52,6449690.29,5011338.86,2647031.42,9186232.75,6846187.21,4440095.94,2783377.76,6934329.18,5893483.33,4172341.78,2511415.38,7246870.77,4025194.62,6500157.19,3738979.16,6021759.58,2414461.45,852103.83,1506300.79,80194.68,569877.08,1327628.39,688992.10,908514.35,0,0,0,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.827000,0.319000,0.263000,0.104000,0.855000,0.329000,0.259000,0.152000,0.487000,0.332000,0.228000,0.137000,0.333000,0.294000,0.099000,0.023000,0.562000,0.367000,0.285000,0.168000,0.698000,0.406000,0.230000,0.116000,0.682000,0.485000,0.364000,0.138000,0.673000,0.344000,0.204000,0.098000,0.595000,0.486000,0.327000,0.158000,0.468000,0.356000,0.483000,0.239000,0.603000,0.506000,0.377000,0.220000,0.453000,0.384000,0.385000,0.230000,1.257000,0.509000,0.340000,0.217000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),0.827000,0.319000,0.263000,0.104000,0.855000,0.329000,0.259000,0.152000,0.487000,0.332000,0.228000,0.137000,0.333000,0.294000,0.099000,0.023000,0.562000,0.367000,0.285000,0.168000,0.698000,0.406000,0.230000,0.116000,0.682000,0.485000,0.364000,0.138000,0.673000,0.344000,0.204000,0.098000,0.595000,0.486000,0.327000,0.158000,0.468000,0.356000,0.483000,0.239000,0.603000,0.506000,0.377000,0.220000,0.453000,0.384000,0.385000,0.230000,1.257000,0.509000,0.340000,0.217000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,七、其他综合收益,327354297.70,620382356.04,636912607.28,625019242.49,-530003566.33,-464334170.56,-229227712.41,-88767819.76,-109586258.01,56157504.00,152707455.42,123741184.41,1575453731.91,982692096.04,960455012.03,-127442232.30,-23204673.27,-29996455.00,105093475.07,21397898.92,314430238.05,112863086.16,28964648.42,7826743.12,54917872.66,99135385.95,-52158740.28,-21546426.98,-129782256.30,-111328078.74,-13553930.09,19108592.06,-262387426.59,-100838808.29,-51912256.65,-59904889.34,-25775953.31,-64434880.69,-115091612.44,57724124.04,393306475.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
