,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1414991578.36,815360617.02,345038225.31,1503418917.57,1055011373.37,674896629.96,330254638.68,1745649312.24,1350347746.07,910270731.09,377232723.08,1382195305.19,979453535.50,636040820.73,332244824.33,1358901139.06,1003497553.93,664155986.83,327697162.94,1596848365.29,1174865953.39,758674326.18,365876881.64,1449190612.11,1053449069.87,677887463.01,348723933.14,1521899607.22,1147007875.02,685999414.29,346901457.58,1361096510.93,994464047.09,636550022.32,308388544.53,1332812213.70,978237299.46,621650568.96,298793239.64,1058408167.35,790893133.50,498251789.63,273536541.40,1414799035.41,1052601498.67,686417378.18,318829724.28,1178506823.29,860449070.72,552186605.59,288348331.14,1077651474.39,797334112.88,539686476.94,298031658.03,1056907993.61,793438565.57,988775274.26,782364008.96,0.0
2,营业收入,1414991578.36,815360617.02,345038225.31,1503418917.57,1055011373.37,674896629.96,330254638.68,1745649312.24,1350347746.07,910270731.09,377232723.08,1382195305.19,979453535.50,636040820.73,332244824.33,1358901139.06,1003497553.93,664155986.83,327697162.94,1596848365.29,1174865953.39,758674326.18,365876881.64,1449190612.11,1053449069.87,677887463.01,348723933.14,1521899607.22,1147007875.02,685999414.29,346901457.58,1361096510.93,994464047.09,636550022.32,308388544.53,1332812213.70,978237299.46,621650568.96,298793239.64,1058408167.35,790893133.50,498251789.63,273536541.40,1414799035.41,1052601498.67,686417378.18,318829724.28,1178506823.29,860449070.72,552186605.59,288348331.14,1077651474.39,797334112.88,539686476.94,298031658.03,1056886090.01,793416724.05,988751975.41,782106721.96,0.0
3,二、营业总成本,1349067385.23,798385674.11,357693292.63,1513252874.46,1061147744.52,681466186.37,343453179.87,1696733094.71,1297144066.66,872430580.25,380752573.83,1366717695.05,972665255.26,632232677.82,327368933.85,1426408919.99,1057457118.39,666027279.10,328305524.91,1588604511.50,1171110921.99,756236294.91,363295747.05,1463333604.80,1071331856.99,691350138.92,345946672.18,1477666461.83,1109178721.83,675118521.66,347506409.57,1344914079.94,982324086.78,630272122.42,306334811.43,1287379457.07,937584252.33,593316510.53,281559572.57,1006934886.49,748157049.70,477828027.49,262216719.00,1373582276.06,1030361091.32,671138662.37,310875190.50,1149884449.18,839743842.82,537406419.04,280978826.86,1038004532.22,770816034.88,521415707.18,284178024.88,1020639536.27,770883936.86,950546954.72,752827177.16,0.0
4,营业成本,1181281764.42,689592042.89,301415072.85,1298294225.66,919938031.64,584511277.37,290293413.68,1470980247.18,1129907544.48,761240677.96,329975416.88,1160796801.83,827209686.76,538089667.29,277066671.48,1164030989.59,863493333.37,573807354.88,283910061.66,1368996566.87,1016661177.81,658897147.55,316357289.43,1250239374.61,912623083.84,590716471.00,298000119.11,1271335529.16,965788888.77,580143810.78,299841593.03,1152680479.66,849517837.16,544606720.79,265586757.92,1128438221.38,827831215.28,523851459.92,249250715.30,869421933.56,642541190.31,407695115.73,218997427.15,1207651314.43,900569290.71,584848251.51,280875427.89,999004392.16,733698265.37,472489222.16,248721830.66,905419130.90,664042570.49,454440572.92,251520768.50,902155298.58,675046357.46,842123668.75,658879823.98,0.0
5,营业税金及附加,12590387.72,8288875.84,4030999.67,14743239.36,10389704.17,7357444.80,3631005.79,15642160.71,9644724.01,6423652.17,3588885.64,15437313.15,7615539.65,4804634.27,4091797.43,12068350.14,8609039.53,5723660.86,3224121.02,8949155.45,6812416.09,4011780.51,2023583.26,9146097.48,6590057.39,3923300.44,1867790.38,10037383.59,6704919.52,4457318.44,2265681.46,8522649.03,6316142.29,3718771.05,1961388.69,1351837.97,473074.94,305440.96,143791.35,788650.85,578771.50,442496.35,240922.68,798404.73,552161.30,305048.40,150769.43,507383.85,341531.13,212084.59,94117.48,572441.66,461052.60,336400.82,204699.89,323940.09,222516.21,97399.95,46024.07,0.0
6,销售费用,39127998.92,28521828.21,13172085.28,59084693.81,40913206.04,26692960.31,12932066.19,60646982.07,45662592.76,29778875.86,14515960.76,57738481.51,41543112.14,25699667.29,12986975.40,60094877.65,45049146.42,28344139.26,12860413.26,64091805.95,48684087.32,29232629.56,13461803.61,59329810.78,41373531.73,26555046.86,12826350.77,57013331.52,41452655.62,26880819.40,13317105.80,55961579.61,38587128.28,25283605.65,13328712.70,58261690.61,40453225.35,25366534.05,11415715.70,51941085.80,39267307.17,23596309.38,12051274.59,54062510.17,43364151.80,25948718.23,10953451.88,50396236.62,44723569.83,27967729.75,11212015.22,48914444.64,47566011.48,32035991.42,13685729.21,53333869.25,42761372.28,55506715.37,47575714.11,0.0
7,管理费用,79084199.51,45497550.36,21769052.06,92075139.50,75834367.51,49034959.30,24336728.61,109009741.82,82738661.18,54905108.87,25496538.43,110835663.25,83155572.62,56601333.17,28196606.48,164029654.08,130525655.44,47074942.81,23074337.32,104377799.35,74990785.90,48815340.90,23532426.13,97972463.58,73556581.10,45169308.60,21518706.49,97955178.94,72516717.13,48107401.78,23930996.78,91364782.16,64480588.12,44313670.25,20720139.11,77632040.64,55595610.23,36519003.78,18951888.99,71432950.31,53055102.74,35867884.03,20625019.49,77767745.26,59307198.71,40410841.24,16529740.02,67619856.10,46838375.31,28247804.28,17760518.32,63436266.62,46720777.42,27784529.34,15712377.15,53063442.07,46709012.87,49691309.51,42692346.52,0.0
8,财务费用,14220585.24,15229215.91,12545856.68,19647600.87,9815633.86,10945106.89,12259965.60,33931355.20,24325264.92,15228206.08,7175772.12,14085043.23,14585941.54,8481973.25,5026883.06,15825492.36,12135151.32,13432388.98,5236591.65,34022080.64,23373568.07,14690509.59,7920644.62,51902481.12,39046975.97,26844385.06,11733705.43,38710349.13,23052390.01,15866020.48,8151032.50,34059494.56,23524091.73,12451055.48,4737813.01,17994020.41,12084334.85,6127280.14,1797461.23,7887787.09,6472872.99,4397119.06,2646338.55,29842615.04,26140875.60,19198389.79,2365801.28,31667632.72,14142101.18,8355710.78,3190345.18,18223781.00,12025622.89,7025130.33,3054450.13,11762986.28,6144678.04,3127861.14,3633268.48,0.0
