,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,348475173.60,81605173.89,57991486.05,35025930.35,361634535.66,309077087.20,201155230.97,98288940.52,587624150.23,446424274.38,313108022.43,132026517.08,702790992.57,504208466.94,340689805.51,163726636.45,1062691918.40,843223292.40,647781902.60,336330772.29,1359599660.60,1051483705.61,765950957.44,380533802.26,1575203100.26,1196811387.46,763824835.64,418525149.36,1896683981.27,1517956079.41,1044311800.62,581380325.30,2365582492.23,1876829430.25,1350501698.28,705904720.39,3237183153.08,2544047990.72,1862830313.90,903254483.88,3534733230.76,2704847028.83,1786228124.25,772574199.69,3505080742.57,2614325876.81,1672342883.66,825687690.09,4113742706.07,2914622530.50,1871336178.41,826805278.92,3590499097.68,2762463692.82,1808862928.12,914648835.08,3742316271.04,2638337321.22,1578955371.90,817436863.64,3342057735.13,2298485244.01,1535580273.21,807105527.46,3025142333.71,2132506061.57,1443943025.06,774373796.50,2916120352.81,2119933324.15,1351266496.38,642966394.00,2625092982.98,1332693527.49,2634248900.56,1237360115.09,3458197652.09,1764403059.06,2656000568.12,1170956103.29,3446110208.08,1634854138.35,3624407869.15,1909652360.80,4640114292.88,2359013592.77,4013217682.30,0.0
2,营业收入,348475173.60,81605173.89,57991486.05,35025930.35,361634535.66,309077087.20,201155230.97,98288940.52,587624150.23,446424274.38,313108022.43,132026517.08,702790992.57,504208466.94,340689805.51,163726636.45,1062691918.40,843223292.40,647781902.60,336330772.29,1359599660.60,1051483705.61,765950957.44,380533802.26,1575203100.26,1196811387.46,763824835.64,418525149.36,1896683981.27,1517956079.41,1044311800.62,581380325.30,2365582492.23,1876829430.25,1350501698.28,705904720.39,3237183153.08,2544047990.72,1862830313.90,903254483.88,3534733230.76,2704847028.83,1786228124.25,772574199.69,3505080742.57,2614325876.81,1672342883.66,825687690.09,4113742706.07,2914622530.50,1871336178.41,826805278.92,3579900902.73,2756272909.35,1804406168.31,914096523.16,3692172875.09,2610905325.68,1555265563.00,806573001.89,3291998867.72,2262537788.40,1514549482.83,793640670.84,2985885724.00,2113469338.15,1429166004.26,767979934.99,2887332410.14,2095249954.66,1345686586.84,640568950.41,2590508981.69,1315980624.18,2605457880.72,1220405072.19,3458502804.93,1758941000.67,2617969889.06,1138541694.16,3393658548.67,1619125762.25,3599109606.12,1912463432.82,4652894657.58,2357479688.84,3996718377.41,0.0
3,二、营业总成本,260246965.95,96561790.77,63699909.33,66795268.29,645128912.23,517626899.31,395271640.90,245621024.22,846189642.80,594550139.14,407942114.83,185586984.97,1072028526.87,656030605.04,440289826.12,255485604.55,1306632326.07,1006558875.71,732492815.06,378005798.53,1544698762.48,1168308690.11,834421595.32,414957397.01,1825404553.69,1377963126.56,898714228.93,491528115.20,2207870960.77,1719794390.42,1186006310.87,649026574.94,2715233324.18,2054690834.17,1449307838.91,774661201.53,3538252234.03,2604612343.78,1865871382.88,900353874.47,3619340667.33,2747333794.35,1809591348.78,796522030.96,3829408653.35,2778945249.71,1814174688.30,890718114.88,4140679790.78,2936579992.44,1885836201.73,836941794.34,3890349776.81,2864082424.93,1849998695.89,930802778.36,3780424175.26,2677598975.58,1584037609.32,818795934.42,3343265228.93,2306347904.74,1542502235.03,811308557.02,3039387403.82,2138457113.97,1452999771.38,770580992.14,3074085364.39,2179082396.69,1392767304.76,642242274.08,2621666996.75,1315830077.75,2639247763.61,1144591342.28,3269427413.53,1635202789.36,2559106098.18,1121710489.25,3226395290.96,0,3390206854.10,0,4214408130.53,2149327796.98,3604637099.12,0.0
4,营业成本,185611950.72,52658445.06,35652743.68,37005372.31,355632933.24,305903090.76,197458909.26,97810599.82,555907947.80,422608858.35,285236359.66,128524054.85,675520064.06,480683990.82,319776785.75,152923543.29,941473771.62,758864443.77,570619933.36,298260381.89,1197081889.59,922644348.08,671973332.04,337713762.07,1390883254.91,1074064655.05,689532566.49,382066251.53,1716910563.14,1376290625.18,948092291.08,535668348.57,2157486407.71,1695371743.76,1207396055.92,660769308.00,2797790479.18,2209665723.34,1614214268.89,778786293.41,3156489271.77,2431556919.24,1597790061.77,688976811.57,3250489984.97,2353038313.31,1506446391.70,746292696.80,3627430350.22,2689470266.01,1720362588.43,764388545.67,3440723358.29,2564346394.18,1654671372.60,829408906.53,3325427188.16,2343632392.47,1376808760.64,719906594.54,2912014387.15,2015581102.21,1353450486.88,709458749.01,2563351613.53,1796318766.01,1221377714.61,650434712.77,2538356107.36,1801927966.70,1149819890.53,520319687.58,2224765614.59,1111360497.84,2263676649.44,967437959.50,2826641137.07,1396115750.82,2089785869.63,916293520.37,2716282519.89,0,2806711562.65,0,3543330127.58,1813302438.99,3032871949.87,0.0
5,营业税金及附加,2871120.61,403526.92,461089.05,2559032.85,16949107.16,9643889.43,7839790.93,3831494.78,13531169.48,6273999.29,7785535.44,1269847.76,13894290.99,7306342.05,4891771.56,2844710.56,22975570.31,17807729.65,14626885.78,6475771.74,34108663.40,27951475.71,20310915.92,13475572.68,47434527.41,36809491.32,24868451.32,12519181.22,57367535.21,46241769.01,29137745.55,15974993.29,73473205.30,57565958.37,44702770.75,19324402.87,93490015.34,68616726.09,48205806.42,23138819.37,79620319.29,65137761.85,42300907.97,23734252.32,111877037.28,64651882.91,44462274.88,19721830.26,71562127.43,34378805.87,24099263.27,12903248.95,52121211.15,43638728.12,34456723.76,27750014.21,84043330.56,55503958.36,25520742.38,14961664.42,81436532.39,63078086.62,45030105.57,26623630.35,103351916.43,76592792.63,48862488.55,26653723.98,110720045.36,82183925.72,53749905.33,27018421.15,108771100.71,57247917.01,123096176.95,52060001.94,170832365.25,88968067.53,175764906.53,78090769.26,250810912.95,0,275160501.96,0,405999118.71,227683202.54,345380322.28,0.0
6,销售费用,7960298.71,5303070.66,3645020.32,1496552.12,8683075.31,7310331.26,4057156.42,2156561.02,20253258.59,16320598.21,11054926.00,4991751.94,47453494.19,33784103.30,23927588.58,10448850.54,70489002.41,47192320.19,32917936.07,16068138.77,81397096.51,58445716.49,41459512.46,18566407.47,97158616.92,68883833.06,45734759.87,22409180.62,122920264.20,87029854.46,58683693.74,30191398.65,184098102.23,111911989.36,73715326.02,32487335.72,189836545.20,137874729.57,77507866.91,38298203.71,145667825.99,96434914.64,66397094.31,25044730.60,151028116.04,123481396.76,76908522.26,31617603.50,167980009.92,67052080.08,47023467.91,25808931.83,153287803.12,111784065.06,72858592.34,30800461.28,158221648.66,115186539.76,72952628.11,39077650.24,161275992.86,113448723.62,79769485.82,38478208.21,177118939.71,134864312.47,91898682.95,45772433.01,213260822.55,148512995.47,113612619.05,44615102.83,188173792.63,95019250.06,141443230.96,67336622.00,156488608.84,86630360.87,129956292.08,53941436.86,107570205.84,0,102714857.09,0,44463724.03,13248383.10,23431730.93,0.0
7,管理费用,22018758.47,15241197.24,8822129.20,17364832.63,194928382.00,164351214.10,151753657.05,127352936.68,128937083.74,91530842.44,61095465.35,31480376.65,291476381.50,124058886.77,84330625.05,79339630.24,165572035.30,115519080.82,77833665.89,35516339.94,177586068.60,121905426.47,76920173.40,37619725.93,202135789.75,141054160.48,102921085.73,58049930.91,202961352.10,142465633.99,100827178.13,60301076.74,199698185.77,134384191.23,94455455.05,43898380.23,213659308.25,136365941.10,93106258.34,46580928.59,183393160.76,130950834.44,85848986.53,43795437.37,186533876.08,130477320.08,108660549.86,49080737.24,121491074.90,77138373.53,52901303.31,25048038.89,203783336.63,109441749.68,68897603.39,37543772.48,164618877.96,140653194.68,93166257.81,43214079.01,148666435.14,84802315.67,42550189.12,28464864.74,153402526.80,101554623.14,69088931.97,37006597.29,173286674.32,117220473.96,61105649.71,44106963.85,104957365.83,60652141.40,125720528.26,58048233.26,119864532.10,53387003.31,100582678.96,46243828.07,100552292.42,0,117698782.98,0,163155658.45,73954624.91,186123844.79,0.0
8,财务费用,-153608.78,-169336.63,-149134.14,7228807.73,9912304.86,8655596.94,13959287.93,16600313.21,74411917.98,60425174.60,43679813.50,19363169.53,3667951.11,5421885.34,2065733.70,7311170.80,64933958.09,66633035.28,35976886.75,21687500.76,63903232.60,30605709.66,17001647.80,7606924.80,72636533.14,61352754.36,40877105.42,16521059.82,77419812.05,67717633.81,49109878.40,17049756.06,73581737.76,49235690.81,22666970.53,18631786.41,67454192.75,43869516.12,27693328.76,13579629.39,27858627.09,15151518.18,10073567.75,14988626.74,116817440.16,103624456.07,74025069.02,44006432.11,114089588.76,65947045.34,39180866.40,8793029.00,40434067.62,34871487.89,19114403.80,5299623.86,48113129.92,22622890.31,15589220.38,1635946.21,39871881.39,29437676.62,21701967.64,8283104.71,42162407.35,29126619.72,21771953.30,10713525.09,38461714.80,29237034.84,14479240.14,6182098.67,-5000877.01,-8449728.56,-7690140.66,-2586147.04,-6761243.90,10101606.83,63016350.98,27140934.69,51179359.86,0,87921149.42,0,57459501.76,21139147.44,16829251.25,0.0
