,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1033105103.57,689240750.55,294625539.38,2585696901.89,1491978701.10,982291775.71,382981405.89,2583652335.22,1393630458.47,907799670.01,353350569.11,2640503629.95,1442476246.70,983415966.02,400104727.06,2459038681.27,1464359412.12,964101547.76,357655890.22,1957430013.44,75246912.68,49244542.78,20254217.28,167307885.58,105119637.73,69173803.54,22636725.68,145267112.91,88244131.86,64807137.49,23682013.50,139030825.33,94812657.59,72753663.94,37873873.81,217389628.29,160414016.64,100865404.57,57530355.94,236376147.21,155021171.56,97274794.63,41388851.31,216801752.31,176974797.47,133177870.32,62799520.73,187731103.83,139146616.15,94203886.46,57571030.22,239640071.58,161163626.95,111877413.52,56589485.61,215182307.42,128218098.93,86458932.78,43062959.56,257948176.26,156439797.37,96575034.68,56153529.83,218423889.72,167214143.95,102995084.70,42353434.17,219248827.94,134958406.66,74275635.75,33507145.67,175616702.67,94524533.72,194385804.98,73446973.61,136956532.15,51988080.49,87289155.10,67007875.56,69759311.84,68519132.07,0.0
2,营业收入,1033105103.57,689240750.55,294625539.38,2585696901.89,1491978701.10,982291775.71,382981405.89,2583652335.22,1393630458.47,907799670.01,353350569.11,2640503629.95,1442476246.70,983415966.02,400104727.06,2459038681.27,1464359412.12,964101547.76,357655890.22,1957430013.44,75246912.68,49244542.78,20254217.28,167307885.58,105119637.73,69173803.54,22636725.68,145267112.91,88244131.86,64807137.49,23682013.50,139030825.33,94812657.59,72753663.94,37873873.81,217389628.29,160414016.64,100865404.57,57530355.94,236376147.21,155021171.56,97274794.63,41388851.31,216801752.31,176974797.47,133177870.32,62799520.73,187731103.83,139146616.15,94203886.46,57571030.22,239640071.58,161163626.95,111877413.52,56589485.61,214423001.57,127678899.19,86137857.59,42987633.26,258565213.80,155735252.85,96229424.35,56004294.88,217128013.51,164892118.37,101208141.73,42308641.30,214449668.75,132402514.18,73825563.70,33243864.33,171249119.68,92793294.08,189272090.09,72394426.09,135988884.79,51602099.50,86382490.78,65888425.70,68594622.58,67474723.43,0.0
3,二、营业总成本,1258019277.96,688430297.16,354093426.58,2360917938.81,1360342970.64,894856881.13,361678165.32,2352526330.37,1228175890.49,808575873.88,301715017.87,2196611819.34,1240270466.08,841930842.90,364128334.09,2046114116.38,1257347147.78,830846306.38,302612216.02,1664877071.14,93308224.03,64674349.02,27331661.32,185706056.03,115158060.00,81798157.13,34456567.62,207182842.13,117224575.51,82048254.22,34248406.93,194228535.59,127970820.62,91809555.31,48718899.82,258352887.02,186208442.31,117208789.79,66109028.26,470106908.71,196381461.98,123345837.36,55261586.60,272618278.07,167476076.25,128158328.79,60954894.05,219993236.68,139818454.35,94590678.14,56088813.41,237117749.65,158141152.63,109094217.67,55320109.76,212854357.32,126118135.88,86112007.28,43219702.52,315562584.26,167911862.50,104034851.60,53135364.01,268764612.72,154079873.99,96714711.67,40142075.59,207801367.00,123523646.65,69088589.52,31743044.56,177081099.41,87008279.42,164870799.88,59626129.46,93559588.59,38816092.12,60276497.47,45532483.37,57689147.43,60451800.46,0.0
4,营业成本,358611388.04,239599108.30,112891592.05,629388307.63,394958406.67,256503569.07,113268764.02,552308701.95,347645079.00,224494189.04,87204602.26,559256663.41,348719361.94,228922430.10,97266595.82,463517791.51,285277398.62,186837227.78,73547644.56,289087832.38,62860454.53,40613079.43,17187124.19,131610708.48,84104248.46,58248792.24,20795117.96,121975676.58,71404956.46,50990583.38,18749292.50,118740326.40,80646634.87,61176847.03,32964922.46,181061054.79,137642386.41,84498770.82,47840678.61,242088244.52,127475908.18,80184136.49,33945538.70,186455951.66,116592706.62,86048663.50,46091044.70,161205433.92,103286138.66,69288244.12,43629107.38,171421532.45,117287927.68,81467292.20,42079935.27,160879611.30,96670536.23,67658979.39,29877274.70,232698174.12,126236563.77,76211584.27,44202529.85,204715628.25,121894797.41,74016681.00,28694534.62,165602008.24,98536402.12,54021037.81,24385944.86,138022842.39,72199892.54,133562798.13,47230821.18,82407975.65,33419362.25,48025571.80,36972020.14,46304829.85,49314929.90,0.0
5,营业税金及附加,11986517.87,9335340.90,3676452.58,39302737.52,24068492.44,16455214.35,6474515.71,43473491.40,21475143.66,14782674.23,5645125.17,42095161.01,19671976.87,13929605.65,5569997.98,38484961.88,22056011.05,14726322.85,5494788.97,31169073.36,703598.98,585240.12,154504.85,1528610.01,727769.62,690684.34,186316.62,1445714.30,624039.59,509110.68,204227.06,1421682.29,800056.02,713849.07,391534.44,1245033.87,871744.47,698088.39,411004.72,3096964.62,1738798.84,1347475.75,446546.80,1634039.75,4222623.48,3800331.44,156540.17,1347523.43,924521.56,672973.74,566152.85,1197409.40,443266.33,366128.09,85298.00,976937.72,464424.87,199534.97,59983.75,1062561.12,492085.34,305426.92,134917.38,920105.30,264066.62,151327.17,128905.35,1324793.42,672031.71,382201.86,211182.80,629198.16,400425.94,742942.03,394796.52,445846.15,251007.41,708403.40,295165.38,236677.99,221227.29,0.0
6,销售费用,532568592.77,213324178.09,110968976.37,1197901598.64,589917735.27,400849415.33,117612130.14,1349795846.05,590002157.81,399267904.33,141982982.72,1243292995.90,653552621.61,454596615.94,186129470.81,1221390999.32,721989708.13,476243483.59,159946160.17,1084464466.13,7519313.21,5039336.80,2095388.20,12783815.54,6971883.75,6255691.02,2087725.21,13346214.32,7351336.03,5111196.36,2487795.80,14542323.20,8658287.68,5364024.11,3516976.71,14664517.77,9073453.34,6701088.93,3617218.08,16737089.94,8471515.69,5918256.48,2623417.17,10882586.20,4852396.49,4090977.77,1693884.61,7149267.99,4070616.39,2981016.48,1200496.58,7616024.33,5271700.37,3560342.82,1729979.27,9338341.68,6541185.82,3435670.39,2841029.83,10961753.15,7057595.23,4725210.33,2376125.70,11253817.80,8862941.34,6762504.69,3440540.95,12030712.34,7445778.34,5122139.38,3107068.21,14649502.40,5056285.77,8024957.56,2954644.82,4835346.98,1570843.51,2986512.84,1941357.75,2040273.26,1647063.82,0.0
7,管理费用,186594126.95,126856173.63,65663965.77,239764108.43,160114769.38,160980997.01,82986727.32,316134352.73,184483860.86,109903127.87,46296424.77,285456825.28,168550968.06,113400234.65,51363934.70,264123492.79,176195770.54,122859699.32,47574030.23,223264630.91,21836649.56,17569271.46,7769131.00,28549827.88,20051353.33,15065406.35,6374307.56,33089904.91,22622324.22,15114500.43,7452116.47,38857356.02,25747236.89,17344263.77,8166592.11,30840758.32,21590354.28,13050777.95,7547285.63,41618999.56,29925057.84,18899450.15,11832633.21,33390956.17,22141064.70,19858251.55,6023825.72,22049336.53,12711037.96,8592840.14,3678490.24,27708831.74,14075643.61,10665625.27,5167482.58,21026579.05,8716635.71,5086829.70,4954184.21,50194975.63,16927149.54,8812648.90,3751921.97,30226507.33,12172154.05,8494756.36,4338510.98,21252987.31,11791844.75,6466370.09,2938071.91,18830612.17,6302273.58,17629453.64,5660731.24,7379784.85,3560597.04,6419637.70,3898120.74,6586741.59,6246275.14,0.0
8,财务费用,66887837.06,44562575.89,22165214.50,82065130.56,61450025.63,43638089.68,25745254.78,92180600.46,68670373.32,45559189.65,13238142.03,64872966.23,39401107.43,26240131.29,13094772.46,47758667.97,34529039.60,24184921.90,13388033.22,28258398.38,170914.41,133162.85,125513.08,6113684.96,5730123.39,5393852.11,5013100.27,20392854.86,15210621.13,10322863.37,5354975.10,19587552.00,14835620.65,9927586.82,4914432.59,20384746.11,17486616.91,12260063.70,6692841.22,37411956.48,28870181.43,17096518.49,6513450.72,35997669.95,19667284.96,14360104.53,6989598.85,23993107.19,18826139.78,13055603.66,7014566.36,28779796.62,21062614.64,13034829.29,6257414.64,20632887.57,13725353.25,9730992.83,5487230.03,20645120.24,17198468.62,13979981.18,2669869.11,21648554.04,10885914.57,7289442.45,3539583.69,7590865.69,5077589.73,3096840.38,1100776.78,4948944.29,3049401.59,4910648.52,3385135.70,-1509365.04,14281.91,2136371.73,2425819.36,2520624.74,3022304.31,0.0
