,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,37356673172.87,26098518724.97,14241338291.25,48426713008.42,35770802149.69,24836119058.79,13558298942.09,47181121375.62,35089438100.71,24636036985.93,13371740313.83,47077236628.97,35506203019.39,25134757628.25,14138951332.06,49218162313.12,36349656202.30,25392044720.61,14227266804.31,51164199968.26,38297564284.56,26587857355.40,14766771457.84,51925976560.88,38975891169.01,27214828401.21,15372294707.34,49262865666.59,36840251572.47,25490458025.85,14549167451.06,47015157586.62,35300001174.21,16598616844.96,9159001819.84,31052422032.09,23270741909.02,15556879326.52,8492125938.66,29186902396.79,19613339226.15,13395054327.52,7123939292.10,25563730775.84,19365211361.87,13145390069.24,6920869041.71,22935676424.11,16945895291.18,11327911658.09,6193945912.60,21136519710.62,15622425589.10,10614002443.75,5501293305.68,18311399656.93,13312166272.55,8692669962.32,4436461039.28,13932542730.39,9923528119.29,6504136377.94,3361540229.18,11689727970.49,8453099772.80,5520546271.18,2733280305.56,7651786658.01,5246727906.99,3569374337.36,1830224205.11,5886324077.87,3423737151.55,2493531270.59,407554699.01,585211461.61,231396501.89,449772750.24,344645202.61,625697713.83,329334888.69,597508576.61,284914414.35,549868766.97,274278100.00,353973670.00,181328546.22,440766106.03,305664600.00,261900300.00,194216400.00,0.0
2,营业收入,37356673172.87,26098518724.97,14241338291.25,48426713008.42,35770802149.69,24836119058.79,13558298942.09,47181121375.62,35089438100.71,24636036985.93,13371740313.83,47077236628.97,35506203019.39,25134757628.25,14138951332.06,49218162313.12,36349656202.30,25392044720.61,14227266804.31,51164199968.26,38297564284.56,26587857355.40,14766771457.84,51925976560.88,38975891169.01,27214828401.21,15372294707.34,49262865666.59,36840251572.47,25490458025.85,14549167451.06,47015157586.62,35300001174.21,16598616844.96,9159001819.84,31052422032.09,23270741909.02,15556879326.52,8492125938.66,29186902396.79,19613339226.15,13395054327.52,7123939292.10,25563730775.84,19365211361.87,13145390069.24,6920869041.71,22935676424.11,16945895291.18,11327911658.09,6193945912.60,20881678304.94,15458583738.36,10495364041.93,5448451260.34,18106686745.27,13183715306.23,8612635838.45,4398646814.29,13752706402.53,9798358287.18,6429929409.45,3320108419.33,11591082621.88,8382291798.28,5474851904.46,2702807903.12,7584635050.27,5155011202.23,3509380951.10,1797811654.38,5773095239.44,3384553257.29,2468244674.14,404677909.40,576097861.40,227587150.92,442452054.79,340266433.35,621295541.68,324311074.05,581774344.32,283015851.34,538979297.42,269174500.00,353196000.00,181156056.52,442314110.45,305433800.00,261958500.00,193909400.00,0.0
3,二、营业总成本,36432624680.27,25267068161.98,13689903583.77,47388709058.64,34778149770.81,23920780328.84,13044228205.82,46372553329.81,34241745715.26,23754187132.74,12819970493.53,46327791734.71,34641405895.38,24234792898.28,13564340300.74,48059645028.99,35252861419.44,24378612114.18,13624431048.74,49907513847.49,37124665100.16,25567204969.76,14122802928.03,50444056124.61,37643640355.99,26137682625.80,14794997456.09,47612875833.93,35404774398.19,24332873050.18,13874579178.52,45180807424.62,33763572527.82,16041496015.59,8885678805.20,30249370514.94,22639431785.32,15105349293.61,8270031432.51,28504047152.17,19152788095.33,13048676718.41,6997249675.08,25149510292.03,18973293943.15,12851267316.48,6787200361.20,22762056972.87,16727282896.10,11107602220.09,6107547584.65,20866543633.64,15404851174.45,10442126978.37,5414991139.43,18037737602.64,13110769545.41,8538326069.88,4350307718.95,13708619066.54,9768578012.16,6391803534.05,3290880203.09,11481583633.77,8294921401.57,5406934389.55,2676881308.51,7534610808.97,5171950336.82,3514599130.15,1806934056.13,5842169479.88,3391673093.06,2485887271.89,395544156.40,583904333.25,231394682.24,459939726.13,332718899.77,611699418.41,0,575545044.93,0,521023635.65,0,0,0,413425327.19,274283600.00,233936100.00,165835100.00,0.0
4,营业成本,29419298255.77,20546603973.95,11388850946.91,38291817049.64,28100836968.29,19537870766.18,10793776808.75,37158400203.77,27516027840.94,19331522013.13,10609876872.41,37072267712.72,27615128826.41,19511505264.26,11156338945.24,38252699816.44,28215958122.01,19727960989.18,11131973779.28,40107440771.50,29873738624.25,20762626156.23,11660176943.47,40817407098.41,30530280758.38,21401026835.73,12289494501.13,38492987654.87,28691918237.25,19887743873.01,11458323756.47,36348315948.15,27306551104.99,13049533222.02,7277546371.10,24256024233.31,18279415441.65,12287847232.06,6764404791.24,23034568142.35,15484851970.02,10643004881.91,5725585259.63,20202080618.99,15386217125.41,10494953977.24,5574642694.09,18300788489.96,13520474887.09,9024573080.95,5012021267.89,16709994676.50,12381783133.68,8458558302.15,4417206431.17,14904010362.28,10864201988.60,7088196749.76,3630665384.05,11296017052.73,8065602570.86,5291529019.17,2758270760.79,9541868407.89,6885455628.84,4494093551.96,2216509051.42,6218092673.58,4285039846.10,2968971706.84,1582279561.53,4973826253.98,2970917665.49,2068934926.25,332991829.20,471422021.76,185449611.27,346823020.55,271391315.24,510375172.42,0,466299133.55,0,427330605.90,0,0,0,330055468.51,258127600.00,220335800.00,155981200.00,0.0
5,营业税金及附加,265113318.50,193126491.31,100019293.74,377240621.94,274791548.54,191257629.06,101332545.94,359534846.48,270894614.56,188258539.46,99863830.84,407073007.27,263076366.76,222211924.41,147883179.25,486708812.27,353062230.03,254199033.86,153070467.59,486222080.50,366097520.52,263670967.37,167350913.00,487290090.86,387603715.88,280788586.51,173899376.11,448102736.71,348450874.88,249662027.79,160520204.63,452003118.99,331092940.26,110136717.75,68059921.04,211793198.46,158053670.72,98855470.25,63409457.15,198268188.89,111744127.02,74772233.92,39561430.84,150924523.43,83984987.11,54080127.21,31985298.61,109491176.77,72887925.60,53181450.98,35964234.18,101940930.25,69041700.02,43889201.93,21922844.33,60083019.00,41020462.57,28906717.66,17267657.78,51264618.88,36157386.08,21961315.88,11756223.58,41167268.80,29940612.97,19660483.80,10629223.58,33442390.25,19728129.04,10906259.13,2920292.91,11156361.44,5385545.60,5659186.64,1936282.05,2264069.42,924880.01,2521579.85,1403683.45,3135723.29,0,3058520.78,0,3169213.46,0,0,0,16981058.23,16156000.00,13600300.00,9853900.00,0.0
6,销售费用,4822449053.36,3215872385.90,1596008604.44,6459205534.46,4767605203.08,3119403607.28,1579436109.00,6691799709.38,4915462334.32,3250149098.22,1649275929.30,7045788042.84,5312457382.25,3518766242.49,1813289127.78,7386552990.59,5386858905.67,3542991086.55,1885900173.43,7520158782.65,5606652905.37,3661263842.48,1840719588.54,7444811948.10,5501669980.42,3617625911.55,1907922215.09,7101138162.97,5202603177.53,3407743279.17,1783553817.11,6714657795.67,4926387041.28,2653506191.74,1388995559.74,5116093690.14,3714225672.54,2412232010.84,1261150314.26,4736971713.36,3278745257.13,2149391296.61,1123416516.00,4308369263.53,3134821624.45,2021430872.25,1053877732.81,3725566495.42,2733077168.92,1751880865.27,933734550.64,3630668100.93,2650085000.33,1730985519.44,864542533.94,2667826380.36,1912711658.97,1225436596.36,613642641.19,1992309532.00,1410509748.15,909400837.36,447270228.54,1585968777.42,1163841797.14,747312282.31,379518924.86,906213810.75,625584052.59,399103786.08,163721289.05,534972141.43,277578969.40,111724891.52,14462214.74,21213944.19,9029592.82,22693535.31,14813989.78,22413389.49,0,22037731.48,0,21450226.00,0,0,0,34603801.41,0,0,0,0.0
7,管理费用,1816536180.78,1235406928.89,655535325.59,2330047020.76,1707597459.50,1129358158.94,600703940.35,2205328481.76,1629982061.35,1045325407.05,516359268.55,1980280997.45,1592498161.07,1085616218.15,505364495.84,2282309542.43,1554632519.22,1032568658.15,538793892.43,2083765513.78,1486052909.71,1014597076.06,520768312.87,1986643324.96,1451175239.97,981119578.98,493989754.92,1870539762.81,1373952046.51,932664199.49,529602797.84,1830850458.76,1315889885.38,365730284.33,210578950.86,786116168.36,581178968.34,381155238.85,209068718.51,673989425.27,389967443.18,258353242.67,119128108.30,521798455.74,387812416.30,265917850.83,122690382.87,480108206.85,347291776.66,231869939.42,118152457.48,392266980.46,278721494.57,191478517.00,103107390.37,373516183.78,265518425.24,176137458.28,78368257.70,336873908.73,233709809.91,153960944.04,69254684.48,283845574.91,197995693.37,136633680.77,69209193.07,333241697.31,205529125.91,109127356.37,42764736.57,254279975.37,109562556.80,281238160.58,41464528.12,68264209.46,26373079.07,81571645.92,41092060.80,70325242.84,0,76984755.13,0,61035996.98,0,0,0,26828522.84,0,0,0,0.0
8,财务费用,102136932.42,71619324.39,-52535477.95,-101285336.49,-64830692.55,-49478748.97,-28262281.28,-107721986.90,-110273395.86,-83257341.10,-54095427.17,-202310594.23,-141819094.30,-103007278.48,-58064424.13,-356509921.28,-254681678.97,-175946821.41,-83296061.46,-295035412.45,-214820135.04,-143339262.42,-66135598.20,-337400671.59,-255637114.05,-172283705.78,-70235427.22,-318190416.19,-224547164.80,-157552378.94,-55570205.89,-172253294.06,-100836848.95,-133037830.85,-59314024.71,-151430009.23,-93966760.44,-75638832.50,-28166236.89,-147558581.03,-111075653.58,-82163657.10,-10444249.17,-81107692.28,-31739887.56,2501677.31,4037461.15,25502543.95,21380465.47,13935254.03,7675074.46,31672945.50,25219845.85,17215437.85,8211939.62,32301657.22,27317010.03,19648547.82,10363778.23,32153954.20,22598497.16,14951417.60,4328305.70,28733604.75,17687669.25,9234390.71,1014915.58,43473645.37,36069183.18,26490021.73,15248176.07,67934747.66,28228355.77,18319400.02,4689302.29,21561212.25,10185146.40,4953137.26,2570646.01,5449890.37,0,7164903.99,0,8037593.31,0,0,0,4956476.20,0,0,0,0.0
