,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2158184855.71,1640518771.38,1008863295.50,592839958.12,1272356771.34,1071558072.01,538288050.61,221307388.08,1475545719.72,1070339146.54,739337756.87,272392669.11,1198200216.42,857868442.54,552157585.56,262310373.65,1226746791.62,943069655.40,620993333.48,302735429.91,1210952548.57,813672892.15,471623824.81,220802549.07,1131098580.37,828332357.60,576348010.06,272192643.51,845114483.38,554979545.43,375432991.91,191211012.28,712893557.26,497916667.75,319182717.75,204623191.07,637801565.40,466927758.65,322369136.74,135028979.97,488073309.53,314130345.51,184999096.82,56892294.68,364153360.26,362009196.24,239031149.03,116484388.28,489270085.73,344528052.07,223813728.84,101630114.29,557021673.08,406806955.99,261700954.86,107989224.46,392959199.34,302408320.63,194233911.00,86531091.71,449602293.74,305776944.62,199045105.92,114060692.72,452911496.05,333316399.84,224320070.40,89610908.60,461615228.88,308700778.28,194321933.10,0,345992738.23,153900459.16,382284534.27,132127871.01,211808772.02,80100792.82,158023727.14,78825791.56,215899607.35,101858251.86,195543383.02,81937136.92,278399658.73,167015326.98,284138820.39,148821579.19,321614989.51,347892133.41,229554949.15,0.0
2,营业收入,2158184855.71,1640518771.38,1008863295.50,592839958.12,1272356771.34,1071558072.01,538288050.61,221307388.08,1475545719.72,1070339146.54,739337756.87,272392669.11,1198200216.42,857868442.54,552157585.56,262310373.65,1226746791.62,943069655.40,620993333.48,302735429.91,1210952548.57,813672892.15,471623824.81,220802549.07,1131098580.37,828332357.60,576348010.06,272192643.51,845114483.38,554979545.43,375432991.91,191211012.28,712893557.26,497916667.75,319182717.75,204623191.07,637801565.40,466927758.65,322369136.74,135028979.97,488073309.53,314130345.51,184999096.82,56892294.68,364153360.26,362009196.24,239031149.03,116381301.12,489270085.73,344528052.07,223813728.84,101630114.29,555783680.87,405253221.63,260634824.50,107845406.85,392060278.43,301291920.49,193311411.41,85693774.68,448392704.13,304766561.47,198610076.47,113893582.82,451964672.47,332506304.89,223789279.40,89471258.35,457479654.47,307118078.94,193827345.11,0,343884245.87,153129013.50,381006058.11,131067080.79,208259695.56,76263978.14,153294108.38,77102270.01,210482777.42,100142709.80,195093403.36,80477995.04,274690058.29,165593263.43,282551074.49,148821579.19,319282218.76,347892133.41,229554949.15,0.0
3,二、营业总成本,2168659186.75,1636181843.11,1013198391.97,586092361.89,1395847866.17,1116730918.66,562709531.95,231890134.62,1455500581.34,1062920000.87,747682301.68,280214579.88,1296343917.53,915401781.55,582562825.44,270805851.81,1302269276.48,985653962.14,651213247.43,320117274.19,1317382360.52,867787284.87,505850180.68,235437160.13,1311276018.26,881278165.28,604944312.58,280931649.22,958686543.64,622213695.53,400741324.31,186636782.17,682254753.43,467400614.57,297505664.40,192728022.46,619554401.31,443476385.07,308208839.07,129626362.96,473929345.02,296130742.09,176384919.71,52554109.05,365597367.83,341580045.98,220553391.41,112542489.36,508163375.72,346452457.30,218627002.89,100102598.08,546532358.90,394779535.37,255878189.01,105594059.05,359520471.55,282523636.59,181927701.41,82259731.34,410499680.56,283330344.41,187584921.32,110659699.94,423850657.61,319547040.39,216819714.01,88666366.20,454126064.41,298582181.91,187765107.59,0,341769978.76,151458100.56,375345216.42,126459937.25,210765867.82,77870101.82,209329063.12,86355585.23,226905770.45,0,199919797.09,0,276652653.82,0,268871331.28,0,317832094.23,292512184.92,216369273.60,0.0
4,营业成本,1973495608.35,1522303108.33,940587510.73,552851788.11,1142250284.67,984012078.21,479118600.37,201412228.67,1299603719.37,963009655.45,677617195.79,253475015.89,1128134488.54,804410781.73,511249697.64,238744912.33,1142511012.84,887982615.01,588138026.03,290381741.76,1154743462.84,768575330.45,434138124.26,196330525.66,1087938001.98,775512458.28,527913970.56,254440488.03,809070880.87,523559790.43,336576764.17,166377330.51,591225114.92,404514886.12,261172573.17,15542596.78,527759192.27,378177830.17,268333276.41,110827092.12,400904697.25,262259645.27,149583054.21,38573202.87,292272889.04,287626374.81,192713186.84,93822093.55,384889425.06,274826511.50,178898231.41,78097946.52,460420192.38,336047422.14,215562531.55,86203802.94,296232318.61,232933950.08,149454210.46,65684148.62,348397269.95,232943205.86,152116889.91,92285158.11,357644405.48,266797553.69,181290470.90,70072101.90,365091079.23,242075738.43,147825799.82,0,264244655.09,110897858.40,286104152.90,89493213.63,147407206.13,43598034.27,107045370.36,50232304.42,146888139.92,0,125664175.15,0,206312766.04,0,221074457.10,0,277355596.06,292512184.92,216369273.60,0.0
5,营业税金及附加,8466143.40,6075103.63,3897496.78,1880024.43,8042137.62,5579141.14,3840556.12,1875292.08,13962996.87,9007413.66,6589017.85,2585948.73,10337248.55,3803678.76,3126938.03,1857241.99,7624971.76,5502273.75,3546620.66,1790000.62,7905969.24,5375106.42,3584141.74,1871598.85,8268522.42,6346486.46,4563456.68,1974216.45,7745312.89,5720961.52,3933220.40,1751176.11,7012444.48,5272489.15,3553081.05,1701903.03,6199691.62,3120763.05,2140101.35,1107106.08,3784767.99,2720701.14,1828006.10,995621.08,3567356.45,2909242.92,1941190.84,953344.86,3992060.63,2860014.32,1932151.40,981845.30,3519116.90,2535928.30,1701887.27,851004.53,3104549.36,2342458.12,1403192.86,661357.44,2952721.03,1941826.38,1311530.82,574082.81,3059025.96,1748458.18,1265114.90,792877.17,2907961.80,2191152.16,1569769.48,0,3021814.85,1523038.12,2483909.64,1385899.50,2400514.08,1188849.88,2737254.08,1453393.57,3123271.30,0,3150933.48,0,2893522.62,0,3508581.33,0,4441749.22,0,0,0.0
6,销售费用,20785078.66,14188583.31,7369804.52,2328903.70,9636559.05,6382575.15,3780411.53,1836791.12,9940696.87,6296597.07,4007043.14,2133505.40,10161699.85,6911080.91,4516009.63,2131423.67,11743914.73,8006440.06,5010699.03,2478274.80,14067625.17,8141402.16,5101502.04,2517759.36,11201842.67,6687627.51,4096726.20,2008939.33,8566463.34,5697471.91,3823373.24,1620795.51,8191131.82,5484409.00,3444774.44,1642378.13,7928733.78,11233987.00,6486076.01,3810297.42,13627705.08,1961310.28,6183378.01,3178774.25,15283793.72,11049204.67,7437836.72,4310924.09,17235392.95,12276575.57,8580980.30,4840047.26,16398444.26,13108824.88,8788552.71,4079285.42,14201321.30,10808078.12,7048738.79,3494505.85,15164303.50,12882781.80,8990271.25,5207958.09,19066732.64,14442673.52,9716357.62,5110513.31,24990781.20,14486788.52,10309743.01,5661386.75,19370439.07,8865613.26,23806622.13,8015622.20,13097117.63,9885336.34,9053417.23,9588741.78,21921211.27,0,23431747.25,0,19492304.86,0,10205567.98,0,8018231.65,0,0,0.0
7,管理费用,96870842.37,64005159.29,42901879.68,18595131.28,88590439.30,63358481.81,62428219.55,24646539.57,114356601.65,67852129.78,40846568.49,20188494.12,106901733.12,74816082.68,46124255.12,22149397.07,103044704.30,70628446.60,45057284.86,21004571.52,119496105.45,89405947.94,64664701.53,39411853.66,143098049.02,96379312.73,75713852.63,25549153.47,124751094.63,80880655.36,52925299.50,18733096.00,75484285.64,51748404.77,30654365.07,13536802.96,72431864.30,47217145.51,27545944.53,12134343.22,45000492.25,28860718.23,18523183.47,9032628.33,53348135.78,44922918.47,25679255.52,11166543.49,58840282.62,38053569.45,25803155.09,14491645.21,60907561.84,39473719.26,27536890.51,13210382.78,41647212.94,33448153.22,22171531.60,11429637.29,39413076.92,31970514.88,23134733.11,11433222.79,38649681.13,31607060.25,21208657.36,10425836.01,51393271.06,32394840.79,23321223.56,11435419.67,44469239.15,22495390.70,49622321.09,20181396.09,34531488.13,15882163.31,60928476.79,15266298.32,32580156.45,0,26482063.04,0,32503459.45,0,22356050.95,0,11092178.11,0,0,0.0
8,财务费用,15862799.64,461510.47,-730687.94,-4550101.37,-971661.37,-5350884.73,-3852587.66,-812983.29,-31171160.81,-22050932.81,-12037356.58,-3743353.85,-1678136.65,9764993.94,8972817.56,2127257.76,-24448318.10,-9849981.82,-11273185.63,-4114294.01,-30392840.60,-16301766.91,-6832620.68,-2990166.63,-27343517.20,-16948049.35,-13929247.57,-5657265.59,-389710.01,3393433.14,1070421.02,-1798978.51,-7337055.20,-6037211.04,-4343761.14,-2920744.16,2705009.66,2109622.55,2175589.19,1208544.03,1863089.78,1562995.83,1235352.17,773882.52,3844910.11,6362869.74,4580048.72,2305474.13,7283913.49,5411136.46,3164638.43,1571553.99,5287043.52,3613640.79,2288326.97,1249583.38,4335069.34,2990997.05,1850027.70,990082.14,4572309.16,3592015.49,2031496.23,1159278.14,5430812.40,4951294.75,3339113.23,2265037.81,9742971.12,7433662.01,4738571.72,2506356.83,10663830.60,6186910.08,12752466.26,7383805.83,12373182.90,7315718.02,17811165.02,9814847.14,22392991.51,0,21190878.17,0,15450600.85,0,11726673.92,0,16924339.19,0,0,0.0
9,研发费用,53178714.33,29148378.08,19172388.20,8758585.41,41951786.15,30581963.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,6228030.33,106348320.75,32167564.02,17394332.04,2932266.47,48807727.39,38805137.72,30659832.99,5574969.60,42486884.12,15695163.54,8573107.46,3795618.99,61792990.95,23384168.54,20733802.48,8576979.50,51562038.42,12591264.81,5194331.79,-1704410.77,88113119.37,13300329.65,6585554.08,2616117.53,8942501.92,2961383.17,2412245.98,-46637.45,7678831.77,6417636.57,3024631.81,1582256.82,2529909.68,1617036.79,1527851.58,538980.09,8748592.67,-1234628.66,-968054.25,0,-2719717.27,-11290564.63,-11798127.23,-15890.76,35922300.97,13024650.00,247846.26,119559.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489290.00,575744.40,0,956358.95,0,11753379.64,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
