,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,713136255.99,513552637.99,162482666.21,1324961112.13,1277705680.04,841128926.31,345977602.30,1327230839.27,750479378.36,453512929.10,180364167.93,819515547.34,564310469.05,347570030.30,140941047.22,633260028.20,323618296.07,225708950.91,108370452.14,775714633.85,410374862.82,311832905.41,220834764.38,474666795.22,317273033.56,207083724.10,69102046.08,418500365.23,324294714.53,253609286.75,57672390.68,927619550.21,536243446.47,370351714.49,200035554.77,642417445.93,259431015.49,113609715.24,32096852.02,256287604.81,170702444.78,98246619.08,27646463.90,223332334.13,149195380.63,87496263.85,24126595.58,170649245.31,93298852.81,54994167.53,15197940.42,123397002.04,70757302.84,42884303.25,12945782.30,122043591.62,106417814.45,87398686.88,0.0
2,营业收入,713136255.99,513552637.99,162482666.21,1324961112.13,1277705680.04,841128926.31,345977602.30,1327230839.27,750479378.36,453512929.10,180364167.93,819515547.34,564310469.05,347570030.30,140941047.22,633260028.20,323618296.07,225708950.91,108370452.14,775714633.85,410374862.82,311832905.41,220834764.38,474666795.22,317273033.56,207083724.10,69102046.08,418500365.23,324294714.53,253609286.75,57672390.68,927619550.21,536243446.47,370351714.49,200035554.77,642417445.93,259431015.49,113609715.24,32096852.02,256287604.81,170702444.78,98246619.08,27646463.90,223332334.13,149195380.63,87496263.85,24126595.58,170649245.31,93298852.81,54994167.53,15197940.42,123397002.04,70757302.84,42884303.25,12945782.30,121943591.62,106417814.45,87398686.88,0.0
3,二、营业总成本,650077500.91,435613448.45,184205419.93,1137887693.63,930607013.88,541518992.53,195963177.72,909363058.08,585387029.70,347600723.79,147841762.82,668717521.50,502014670.46,334943870.31,142963441.87,634453029.99,377291894.25,246269677.39,116418489.24,768634475.86,482314748.98,358844625.26,228438954.08,442799153.01,300026270.46,199529680.78,66575385.53,355394085.83,278916742.49,205291094.84,53491641.14,740012354.90,365811013.04,258294583.29,138899237.83,465807544.23,194854093.30,87433186.78,24920381.15,187325054.34,119090100.73,75525088.74,20941809.10,159845113.82,100430162.66,65217264.16,17758248.36,116189068.81,62896592.80,39742031.58,10862385.12,78334087.95,44917002.75,30813330.20,9621201.59,80217638.07,61977501.28,51339543.72,0.0
4,营业成本,167866388.43,107046600.86,43998589.42,465867141.20,416875491.26,243576163.58,76193834.54,269576697.03,182283976.16,124293361.71,43747440.55,213897167.37,165264391.25,113369293.14,45699553.79,210184327.94,86975871.33,63501650.28,30828118.59,347911091.13,182436950.45,161154897.43,137993925.44,146832291.96,105960142.74,77617614.82,16125216.28,152412497.95,129434901.56,112410557.18,9814056.38,424919739.43,194783258.93,143873963.18,90892565.77,289944994.08,92826808.68,27043276.12,7523389.64,59852901.18,39909508.35,25081771.82,6985612.78,53314578.16,33276701.21,20521837.59,5691410.69,41907545.96,20643540.89,12195856.28,3513933.16,28620190.80,16805938.28,11956350.64,2887332.73,29266230.84,21528279.93,16679080.64,0.0
5,营业税金及附加,16750863.78,10403935.20,4900950.40,25169037.58,18332053.77,13323512.14,5979922.40,21424202.74,14025104.98,10758026.27,5203970.50,13915240.77,4176385.59,2447608.32,1102441.03,5942343.84,3832870.17,2490841.87,1287254.65,5669349.73,4715339.10,3857272.09,2874369.04,4341346.02,845175.78,799284.77,752189.75,3054302.32,2880933.30,1350232.34,23321.25,8178952.98,5755038.55,3536664.83,1271659.98,4550457.89,2508151.15,1418363.41,338460.88,2700509.54,1859353.66,1073240.48,50548.98,2564598.28,1807843.28,1073563.08,293599.99,1886764.44,995113.81,524250.91,186046.14,1723973.93,958144.05,519785.58,136265.42,1363851.17,1256893.33,1088502.96,0.0
6,销售费用,76736812.48,57685123.14,9861692.60,151219484.20,127435552.94,66088795.10,17528455.87,158259318.57,80532431.12,24527897.42,6944030.98,91982291.97,88209628.50,54072082.69,17038855.43,120091599.20,76392721.07,50847101.68,20578331.87,121821299.94,112641697.78,74021196.93,20451584.44,89087636.32,57599947.25,37073110.30,15340579.52,72954100.22,49528119.00,31347072.87,15401123.98,144688287.20,80752658.12,50809718.72,22076821.32,101349691.66,66451561.70,39410311.28,8773761.94,85685352.36,53451751.30,33265064.07,7341916.40,78594799.71,47596758.58,31810644.51,7002589.21,54206841.03,30335349.49,19518185.36,4184767.31,33587658.48,18990964.40,12346313.56,3484076.58,32416592.36,30379136.28,23085667.52,0.0
7,管理费用,143305628.33,86477769.49,38192430.71,207918938.88,153210889.84,101614973.99,50671684.70,245625898.77,154950202.74,97975558.83,50205220.55,182042131.35,120779821.52,76935277.16,36378887.66,152778172.11,102220076.91,63683629.07,29151796.55,135897423.63,90817062.08,62125954.88,35926513.94,103756822.05,62465489.89,35275551.01,15440934.70,78446138.03,46863117.69,27914234.69,12216586.14,78912837.52,44946999.07,30247003.59,11761231.14,42778133.40,20099243.99,14501070.83,5629613.19,25697360.68,16250291.88,10815140.61,4468552.15,17129478.77,10805919.16,6912724.14,3199743.17,13667621.87,8068640.37,5627420.64,1666323.49,11230991.13,5367425.10,3971906.30,2422479.16,13452553.92,10231015.07,8962956.15,0.0
8,财务费用,213214620.73,143603193.72,66209671.06,245135914.41,190297301.73,122145479.44,62490546.81,196203807.79,138991461.65,84519675.06,38649898.88,155396682.08,116362847.68,82408681.82,44195441.93,139692669.84,104847824.55,69776176.61,34572987.58,137037776.42,96634244.29,62615848.65,31192561.22,90464265.33,65637429.40,41246034.48,18916465.28,68226637.75,50883650.25,32942977.07,16036553.39,53762215.58,38008728.12,25335561.20,12896959.62,25889702.14,13709067.29,5800904.65,2655155.50,9044012.50,6394761.77,4065437.99,2095178.79,7750494.66,5296659.69,3252214.10,1570905.30,3691829.85,2208488.27,1230858.42,665855.04,3093554.19,2309150.48,1533593.68,691047.70,3718409.78,-1417823.33,1523336.45,0.0
