,报表日期,20191231,20190630,20181231,20171231,20170630,20161231,20160630,20151231,20150630,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,349209451.03,172247639.96,326027447.02,276319979.95,122098678.38,215502366.70,125397455.39,159703696.37,66040180.36,211412277.43,207484556.43,0.0
2,营业收入,349209451.03,172247639.96,326027447.02,276319979.95,122098678.38,215502366.70,125397455.39,159703696.37,66040180.36,211412277.43,207484556.43,0.0
3,二、营业总成本,273248006.41,134336420.16,249846177.06,236564122.73,94450041.62,160149911.09,97322655.36,130367883.08,57529867.50,183178932.36,140862535.48,0.0
4,营业成本,183528520.27,87459791.52,169310968.47,156571593.95,66015144.01,110717983.17,70578861.04,83269046.54,36141320.94,137064655.68,99749626.73,0.0
5,营业税金及附加,4274896.82,2291110.00,3897482.66,3813602.39,1816233.23,2670502.11,1043523.97,1341852.11,458900.85,1447790.24,1760701.19,0.0
6,销售费用,38833205.85,19488040.07,38678309.30,29935136.65,12126176.71,21441046.08,11458658.34,21724071.05,10365471.57,19371223.75,20624777.51,0.0
7,管理费用,35649112.53,18529387.30,29662915.18,21825378.89,13042542.58,17912168.67,11622086.60,23049643.35,10446866.01,20742015.24,18492891.55,0.0
8,财务费用,-174575.13,1241621.92,-3796744.34,15928264.59,5079667.07,-5195873.92,-955870.47,-1757884.54,1049909.44,218681.60,-1224760.05,0.0
9,研发费用,11136846.07,5326469.35,12093245.79,8490146.26,0,8303706.47,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,-3629721.98,4300378.51,3575395.88,2741154.57,-932601.31,4334565.85,1459298.55,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,772325.81,321471.35,712087.78,518760.98,413878.84,819403.48,326799.18,684760.84,333945.90,736623.07,580519.19,0.0
13,其中:对联营企业和合营企业的投资收益,772325.81,321471.35,712087.78,518760.98,413878.84,819403.48,326799.18,684760.84,333945.90,736623.07,580519.19,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,83320629.42,40757622.58,78133205.29,50388891.24,28062515.60,56171859.09,28401599.21,30020574.13,8844258.76,28969968.14,67202540.14,0.0
16,加:营业外收入,42021.45,0,1222.00,200776.94,2046684.91,3341954.75,2536380.72,2119409.79,1084015.90,2421011.22,2466016.35,0.0
17,减：营业外支出,-351714.06,-315244.08,808791.38,629982.94,35252.65,116671.21,27580.52,69459.45,16305.67,25378.10,70000.00,0.0
18,其中：非流动资产处置损失,0,0,0,0,35252.65,35960.72,23830.52,63959.45,14505.67,188.10,0,0.0
19,四、利润总额,83714364.93,41072866.66,77325635.91,49959685.24,30073947.86,59397142.63,30910399.41,32070524.47,9911968.99,31365601.26,69598556.49,0.0
20,减：所得税费用,14163860.32,6888412.21,12832262.70,8227984.67,4813726.96,9260638.31,4797737.85,5028417.69,1649151.49,4827320.80,10776464.92,0.0
21,五、净利润,69550504.61,34184454.45,64493373.21,41731700.57,25260220.90,50136504.32,26112661.56,27042106.78,8262817.50,26538280.46,58822091.57,0.0
22,归属于母公司所有者的净利润,69409111.97,34722796.99,65335544.10,41876879.06,25332459.07,50203804.14,26132404.62,27042106.78,8262817.50,26538280.46,58822091.57,0.0
23,少数股东损益,141392.64,-538342.54,-842170.89,-145178.49,-72238.17,-67299.82,-19743.06,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,
25,基本每股收益(元/股),1.320000,0.660000,1.240000,0.800000,0.480000,0.960000,0.500000,0.520000,0.160000,0.510000,1.120000,0.0
26,稀释每股收益(元/股),1.320000,0.660000,1.240000,0.800000,0.480000,0.960000,0.500000,0.520000,0.160000,0.510000,1.120000,0.0
27,七、其他综合收益,1230984.75,1034156.42,-198285.48,103891.60,-95403.75,35385.95,-22338.45,47592.84,21515.15,-38379.01,0,0.0
28,八、综合收益总额,70781489.36,35218610.87,64295087.73,41835592.17,25164817.15,50171890.27,26090323.11,27089699.62,8284332.65,26499901.45,58822091.57,0.0
29,归属于母公司所有者的综合收益总额,70497055.69,35643916.05,65164924.93,41976446.40,25236205.41,50237392.67,26108345.79,27089699.62,8284332.65,26499901.45,58822091.57,0.0
30,归属于少数股东的综合收益总额,284433.67,-425305.18,-869837.20,-140854.23,-71388.26,-65502.40,-18022.68,0,0,0,0,0.0
