,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4517995996.30,2355979840.70,1382338908.04,427446229.07,4034046570.12,2173309569.56,1181607164.06,404287609.24,2908838388.09,1485940442.67,846775893.89,308510971.61,1672973594.75,1079233541.36,744042758.65,258894973.15,3632967658.85,1404359459.44,1000206745.11,358063006.57,3380343420.26,1594130296.88,947659006.82,315748604.63,2715613700.06,1550269781.67,1049279682.96,254504757.84,3050276106.62,1790648122.52,967992613.39,252717531.34,2346489808.61,1267267748.82,723273069.23,222221573.26,1835840098.16,968809763.22,646486859.47,213980450.49,1770399754.25,1074322325.63,703375527.15,153682239.29,1381833743.29,856585681.61,583429750.88,118081868.14,916296490.97,482823140.67,312863270.61,69905729.42,544507930.93,320381060.64,252166182.13,421505112.17,366819781.79,0.0
2,营业收入,4517995996.30,2355979840.70,1382338908.04,427446229.07,4034046570.12,2173309569.56,1181607164.06,404287609.24,2908838388.09,1485940442.67,846775893.89,308510971.61,1672973594.75,1079233541.36,744042758.65,258894973.15,3632967658.85,1404359459.44,1000206745.11,358063006.57,3380343420.26,1594130296.88,947659006.82,315748604.63,2715613700.06,1550269781.67,1049279682.96,254504757.84,3050276106.62,1790648122.52,967992613.39,252717531.34,2346489808.61,1267267748.82,723273069.23,222221573.26,1835840098.16,968809763.22,646486859.47,213980450.49,1770399754.25,1074322325.63,703375527.15,153682239.29,1381833743.29,856585681.61,583429750.88,118081868.14,916296490.97,482823140.67,312863270.61,69905729.42,544507930.93,320381060.64,252166182.13,421505112.17,366819781.79,0.0
3,二、营业总成本,4281863618.45,2236766418.56,1294521115.91,391318288.00,3873053316.95,2043023709.47,1096704051.63,374865765.45,3002789254.82,1377182217.76,773258431.72,286176197.26,1594303580.08,996018589.29,680676967.95,241499885.03,3442327855.09,1279436984.22,907595070.90,330858121.60,3083152084.25,1434806658.47,838033582.12,291667269.13,2443319545.80,1398478812.46,946647576.04,230068977.97,2670556762.59,1579382437.81,823720116.68,234301633.90,2034524264.28,1098024841.04,602273089.09,207388678.42,1612975748.16,855502887.23,562433695.36,205188664.65,1625050930.91,985010144.33,639597381.60,148208137.95,1279066228.66,771633137.71,521425441.09,112698296.68,844185112.99,440226633.96,282622614.35,68536896.53,494618460.09,291543580.63,229961260.37,384356399.24,332634069.92,0.0
4,营业成本,3967195935.56,2072051344.40,1172554080.05,351569279.67,3575622790.30,1898901650.34,991269458.45,326311700.05,2466420771.28,1270750822.07,713077243.12,251080281.46,1369205661.11,866051144.85,586849267.75,189383768.16,3167794752.90,1148922305.97,814702846.18,284556317.97,2828557116.40,1316730559.70,779110531.44,266108038.50,2127832237.41,1233280837.94,839358641.25,169252092.50,2430088637.09,1436099985.25,738603457.42,184363533.13,1791661074.43,965654588.12,524263144.86,172361903.05,1417951792.96,743683570.48,489469072.71,172446720.49,1465384694.61,880659284.08,576653094.38,121497626.75,1133491095.80,688053899.63,467495081.31,86255920.16,745450813.07,372641658.51,233231229.53,52242669.54,407258185.54,236034442.01,189567637.74,319831179.69,276458599.50,0.0
5,营业税金及附加,14265660.88,8759139.44,4063605.81,1169291.82,15334756.04,8204165.61,2927363.03,1730666.55,7937364.94,4678863.58,2736574.58,585130.78,6860654.58,2286210.12,2211440.20,2388501.55,11142423.20,6983807.00,5632152.44,3470031.33,21407633.74,9460170.89,8047908.07,1928280.73,24561887.72,11264715.51,6910299.56,2606043.69,26007036.99,18210567.28,10362705.14,4823098.09,33423247.80,20106015.71,12240970.66,5046300.47,34529602.66,18384534.37,13350835.84,5552071.00,22204575.04,20715852.64,15744783.55,2990477.88,36647890.86,23974457.52,14701622.22,3286322.83,21534325.33,10558743.97,7752284.50,1769830.60,15801741.29,9304014.73,6435477.35,11467135.78,11170966.87,0.0
6,销售费用,34812339.84,20938281.83,14122847.57,8060945.42,27331976.82,15029301.71,9962519.94,5410385.20,22010175.10,13565317.14,8525062.93,4439701.53,19307006.68,11979746.60,8649314.41,5196651.10,17673542.51,12689180.01,8889967.55,4494589.96,17615082.65,10811737.59,7394377.38,2176526.02,22705729.65,14172546.57,9511237.09,5252275.50,17967115.92,11003470.38,6677213.71,3974555.88,20648466.48,12422594.36,7334647.81,4178215.17,17612206.04,11531649.80,6509465.33,1906137.94,17511035.95,8177940.07,5378602.00,2716044.24,14551920.05,7396503.41,5119926.96,2953573.98,11604258.09,7590415.04,5520066.24,2147630.16,8695708.63,4994745.14,3522788.38,5949829.70,4537352.92,0.0
7,管理费用,110902601.74,83661888.43,55356461.84,27119758.36,106304966.43,91654847.39,94702029.84,49009438.10,236005680.63,143588490.59,101816506.81,57892871.30,185935005.03,140542943.17,97158778.36,52572251.35,232693251.61,140008505.12,98312177.47,44787420.30,246748330.07,139749006.26,91040977.59,40585645.38,237820971.69,136505955.02,88732811.78,51339110.26,191659875.56,125220547.58,79803601.68,42597957.59,168927028.33,99689039.32,61759028.10,32605954.60,133330330.01,79071057.94,48643268.46,24915386.84,113823385.74,72568995.68,41649282.49,21395936.59,89754065.42,52355572.04,33489070.35,19176512.47,61938135.72,46452579.89,33986281.60,11472470.72,60897549.13,38501350.28,26678496.15,45590609.55,37792641.89,0.0
8,财务费用,-7713842.37,-7559151.99,1782730.72,656770.79,-10486696.41,-8284688.82,-6999906.37,2378031.77,-15100848.70,-9860487.63,-8372691.59,-3540563.04,-20178113.03,-10139766.30,-8752423.02,-2091845.38,-14325468.14,-11162428.55,-7036696.00,-1458653.54,-26612497.70,-17403802.91,-9460977.84,-1672935.84,-8078578.86,-4514112.10,-2990480.20,-1752661.86,-7322831.59,-6583605.37,-4344681.69,-1619621.63,-3551421.74,-2536108.94,-1639338.18,-827007.63,-3866786.84,-3059141.96,-1604188.15,-459306.02,-3284697.56,-2372270.15,-1787426.49,-926489.20,-5124197.24,-3160837.71,-1801893.87,-715375.46,-1197151.99,198781.91,166041.92,125423.50,16191.46,650870.14,865144.35,1881272.09,104180.25,0.0
9,研发费用,162400922.80,58914916.45,46641389.92,7788218.46,130425719.29,48669445.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
