,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,16886971336.01,12015841439.31,7941541884.91,3822945406.25,13755716442.85,9255596189.77,6461245301.29,2801768459.75,9644187470.11,6852773196.89,4216559425.81,1658755010.74,6783335284.24,5422522671.26,3634665136.91,1596476400.69,5037632680.70,3760387609.48,2522791799.51,1131404115.08,4767842679.42,3527034616.37,2391581882.61,1107522335.43,3726296348.14,2586558259.95,1566282900.10,725567846.48,2535828500.26,1603946267.10,1124809338.32,539516319.31,2549977944.51,2246218515.06,1474927359.16,625493982.69,1308625099.69,889029866.63,467556961.78,178686113.37,556670737.24,424875109.85,271028242.02,135137666.54,843522826.73,679559177.58,443422766.14,199651046.00,696262070.58,503771542.78,305932465.84,129750955.09,567323573.90,413397829.31,255239361.63,120224350.85,337111923.87,265869519.38,0.0
2,营业收入,16886971336.01,12015841439.31,7941541884.91,3822945406.25,13755716442.85,9255596189.77,6461245301.29,2801768459.75,9644187470.11,6852773196.89,4216559425.81,1658755010.74,6783335284.24,5422522671.26,3634665136.91,1596476400.69,5037632680.70,3760387609.48,2522791799.51,1131404115.08,4767842679.42,3527034616.37,2391581882.61,1107522335.43,3726296348.14,2586558259.95,1566282900.10,725567846.48,2535828500.26,1603946267.10,1124809338.32,539516319.31,2549977944.51,2246218515.06,1474927359.16,625493982.69,1308625099.69,889029866.63,467556961.78,178686113.37,556670737.24,424875109.85,271028242.02,135137666.54,843522826.73,679559177.58,443422766.14,199651046.00,696262070.58,503771542.78,305932465.84,129750955.09,567323573.90,413397829.31,255239361.63,120224350.85,335969236.20,264595047.40,0.0
3,二、营业总成本,15796924115.92,11135739831.35,7373260329.77,3612482819.54,13405305766.83,8722714810.29,6075248268.41,2632853825.24,9080527357.51,6365660288.67,3920157695.05,1547659049.43,6456831685.39,5151674930.75,3443808722.06,1542141567.30,4836599275.72,3665283855.83,2459204902.72,1101402734.64,4625371424.90,3400829298.48,2305100763.28,1067573126.54,3687285901.05,2556219035.92,1556547585.82,725765995.46,2745937384.11,1667137266.69,1162556062.06,570603859.63,2343275178.71,1986951902.45,1234585159.65,501720039.53,1167142097.07,818676619.66,444552148.50,190239295.66,668314744.96,491219105.59,306885888.32,145899475.18,705385213.43,548908208.14,343114748.34,151332827.95,549429954.34,402369308.44,234196734.72,99360723.01,459154023.46,334024426.66,199222445.93,93399688.39,271665764.82,200116845.98,0.0
4,营业成本,13595714849.30,9795657448.60,6557073086.26,3213906384.77,11368800398.46,7488020689.75,5169809521.54,2234471721.72,7725799066.80,5536850074.15,3446617211.32,1387196164.26,5841496638.70,4740978529.73,3168858486.02,1374022141.44,4285993017.38,3284073353.24,2238472946.30,1015069625.98,4041508193.70,3013196266.53,2079719347.41,960735964.66,3265572283.34,2303237976.30,1411193504.05,650813298.23,2282550432.71,1438340947.39,1017616110.22,516859849.54,2079208132.55,1785130027.86,1106155584.49,431608292.45,967710043.40,726301955.24,390389771.83,167232262.86,542017815.21,412102711.84,255137246.08,113749484.41,586897355.39,471639713.07,291622684.91,125551359.25,461759931.85,336611712.91,190114978.21,78543706.06,383203505.29,276257267.87,162814048.33,74189944.21,221689887.83,155430590.52,0.0
5,营业税金及附加,75122635.27,53806973.66,37471285.24,15055623.48,61969621.90,46886478.52,28876814.00,13657919.44,39877496.00,27126112.73,15714890.92,2109016.02,22204025.32,1531589.45,1355644.62,252365.44,2152837.78,1632553.63,1025551.31,532430.33,1959613.21,1587594.62,1089005.81,439125.87,2508005.05,2030325.95,1174579.03,279412.69,1792976.89,1408814.33,939646.94,328503.03,4461379.14,4587955.67,4455295.63,1468038.83,3542496.71,2266238.93,1224675.75,352975.07,-505693.45,-578480.46,-619048.53,98199.58,6039215.63,5493053.09,3720203.50,2000679.20,5476300.74,3810278.63,2549112.09,1038007.28,4047856.29,2854952.15,1550776.66,844545.68,2092746.12,1605683.11,0.0
6,销售费用,143180770.61,100593044.59,59496714.62,33159777.01,171176865.82,108483209.15,68712002.29,25880167.83,108868317.56,75281638.92,52572098.83,13378280.04,80604465.84,53157228.39,37750215.51,19088731.17,66330321.23,42183508.23,24462867.47,9486792.50,44327416.09,35224400.57,23350419.32,11064911.73,43212614.68,28728910.86,16294567.81,6303358.89,21426991.17,15978904.23,10034974.35,4756311.84,21821904.89,16823976.08,10342383.33,5027144.41,15201538.81,10205197.49,5654072.63,2539405.08,9813772.08,6387350.60,3737912.38,1830066.67,8695801.36,6181931.57,3561785.81,2070888.02,8863359.57,6608209.02,4374525.87,1933913.83,8833194.49,6468610.59,3928685.76,1901348.34,8183231.90,10400730.48,0.0
7,管理费用,501615794.24,329598956.06,170993261.56,122555578.48,576561377.96,306358147.07,498523631.51,224401830.78,726461886.45,402224411.65,218959207.18,77670441.52,353685053.16,259227631.28,169173324.94,87184000.14,311552692.83,234498978.23,142968686.47,63337341.30,279643082.64,210234441.30,136912899.77,70477853.61,234811558.60,161345949.64,99123707.35,54019863.92,169989963.29,118406928.22,66385650.87,33185849.94,179167047.94,137919667.00,91773708.68,47743177.21,117855484.58,54037470.26,31263064.11,13090480.99,56172747.40,39546835.20,25355520.63,12327328.57,69247508.33,49107093.89,35277374.88,16788421.51,51031431.25,36444552.98,24643832.43,11714591.31,38829098.28,30560355.91,19342675.99,9665098.64,32709803.10,25947637.68,0.0
8,财务费用,906856105.91,597711340.95,369472368.98,136109331.68,617617271.82,388253846.93,289081720.79,136535321.76,438824462.18,318323216.71,179310578.94,72579126.97,91858122.11,86415339.92,55163005.12,54237043.28,204619629.07,102418660.27,51208628.03,16799227.50,279769886.76,175788914.22,94225950.37,41835549.23,167605137.28,77882180.89,39320751.22,14491071.86,143041287.79,86830000.65,62494139.02,17976918.35,62300417.28,49933754.69,28733511.74,18146163.05,42695979.76,26035255.94,15321381.01,7711251.66,27535471.54,19398785.96,11357058.44,5146799.36,19614695.01,13802095.30,8231906.12,3943827.91,18725435.51,14897862.82,11866409.92,6044407.27,21500901.89,15592908.90,9997440.77,4743808.30,6990095.87,6732204.19,0.0
