,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1239738099.25,814494445.34,408439704.00,2147271409.23,1635291496.14,1058672440.55,488804567.96,2003671766.21,1507544656.05,1078793371.96,500977329.85,2326799646.11,1681472898.02,1154281033.96,479415943.32,1716567052.06,1298691160.89,875484610.09,385345122.54,1270003769.59,806253111.98,604682034.19,235112223.16,1285430307.76,926358742.13,597270709.16,261133715.46,1062928618.22,817980920.64,578582677.86,284614961.59,1118243981.65,721356011.17,502931980.31,239620878.14,776144429.31,581906243.12,458498118.82,265371314.94,722937740.54,529089055.53,329136396.27,195180515.60,623576864.53,479061440.79,371222276.87,216264720.95,946648500.11,808719791.94,700506088.45,100542756.68,210715579.30,143630464.11,96759828.26,46834042.89,245659863.72,234486846.51,162152970.15,74165830.79,361491584.87,367462430.56,252115157.52,147231045.23,551131464.63,376721478.85,234362530.24,111310455.18,227073423.61,158399750.69,103441479.55,49162745.87,236740602.94,93231440.29,161542001.74,117643060.74,255944079.00,141473803.64,283507283.34,145487369.58,334923942.70,153149439.92,305200615.41,144169858.28,217311154.27,106683144.11,146573000.00,60296422.88,58508338.28,80677904.80,110488763.06,78177111.87,0.0
2,营业收入,1239738099.25,814494445.34,408439704.00,2147271409.23,1635291496.14,1058672440.55,488804567.96,2003671766.21,1507544656.05,1078793371.96,500977329.85,2326799646.11,1681472898.02,1154281033.96,479415943.32,1716567052.06,1298691160.89,875484610.09,385345122.54,1270003769.59,806253111.98,604682034.19,235112223.16,1285430307.76,926358742.13,597270709.16,261133715.46,1062928618.22,817980920.64,578582677.86,284614961.59,1118243981.65,721356011.17,502931980.31,239620878.14,776144429.31,581906243.12,458498118.82,265371314.94,722937740.54,529089055.53,329136396.27,195180515.60,623576864.53,479061440.79,371222276.87,216264720.95,946648500.11,808719791.94,700506088.45,100542756.68,205492290.17,139275022.49,93824240.47,45518220.82,238995173.75,230610265.46,159334489.94,73040456.85,358283620.23,359133059.65,244266865.44,145416146.92,541849207.48,369848610.66,229537394.39,108053326.75,219337939.26,148214099.03,99030744.46,47363624.84,226115352.00,87722797.21,150969732.58,101172876.64,236011445.96,133369592.32,271225128.59,142659664.56,312681066.33,148590351.12,290301558.02,140964973.55,210998779.27,106683144.11,145365000.00,60296422.88,58043226.09,80190597.79,110128320.06,78028008.56,0.0
3,二、营业总成本,1354928875.19,863743798.30,427398358.17,5566878855.40,1442573782.91,876298840.53,399924894.11,1565801257.06,1230191086.62,863916160.04,405605368.10,2068993511.20,1449029514.60,1004589895.70,419160637.32,1741772543.30,1270595635.78,849526926.96,384034039.33,1236344270.79,830644191.00,604957164.38,240834544.47,1256447883.67,897360512.97,569589163.47,253439495.58,1059314761.24,826499471.04,584631337.57,278850314.03,1136619240.30,716159829.33,492720330.30,231979279.77,810849985.18,560833045.64,426561273.82,241041367.38,670460420.69,479440628.61,298374000.40,177359128.40,628681040.04,468059960.74,348515095.83,194911394.47,889896875.18,755582826.00,635366530.85,124427281.87,249748491.36,185360682.04,128554361.52,62269016.43,354421074.66,284844324.80,196059231.35,93257259.85,478766231.70,396251450.91,263189745.38,145967568.90,532966159.36,361479034.10,223847163.97,106238241.45,199519753.65,149593595.09,94555487.57,46097016.34,219951806.35,83135334.78,171334500.45,129054197.38,290321463.03,141191577.48,287475178.72,144145991.08,316112629.19,0,299194471.04,0,202804378.96,0,0,0,52166018.87,76362988.23,95508395.37,73437556.64,0.0
4,营业成本,1125200272.20,709603099.87,345829478.46,1611247901.61,1180429392.79,700338216.75,325388559.93,1228893074.57,984420665.74,717609613.19,342776133.12,1646570735.70,1149865916.20,801413127.49,339935974.61,1321420647.46,1001143517.41,677524172.52,303923161.06,998848934.87,686976162.34,505318893.49,195780857.39,1096201962.24,777119162.13,489318161.93,209072885.65,926910548.94,721906961.85,509781207.12,242938932.10,968102116.32,600208011.72,406946103.72,187492146.50,642628681.13,439723698.34,329272519.84,194025548.90,555753923.24,402071174.41,245516370.84,144041458.56,514314721.20,381806810.35,282587046.42,157594417.80,698308397.60,596765308.26,508507115.91,78143313.43,170987980.69,125098900.60,82733070.86,41769046.89,212360336.49,194574213.00,136565231.99,65685850.63,308676270.06,297063807.72,200729633.05,114427598.09,419776603.38,285719666.55,175533247.97,83204658.09,128842872.98,89865725.74,58384118.56,29962362.13,163178187.25,64882977.36,123198230.32,87386120.53,183986771.68,99231519.41,189994355.38,99004440.49,223013679.03,0,218928615.17,0,154237634.39,0,0,0,14387289.01,57430609.59,84269385.55,65207013.64,0.0
5,营业税金及附加,6026046.65,4245903.26,1674735.76,52464071.14,10089692.11,7289623.00,2790409.60,22242354.09,14141055.38,10209423.71,2422726.65,20563204.58,4778293.92,2691353.88,848118.20,4373137.86,950858.58,536582.82,701025.57,24693641.82,12705498.46,12095911.27,2689974.64,21181843.14,16319460.05,10969952.78,4852762.16,11603749.88,6867083.68,4744836.90,4088281.49,15374040.97,11794868.94,10657941.41,6655090.12,25347447.30,24588773.74,24066146.54,12620499.83,24491776.42,18532741.29,11710942.72,8556614.31,13954370.37,12911173.99,12778351.62,8862534.78,31210998.97,29379089.41,28849192.26,220265.07,370440.82,133712.95,103934.50,28020.55,365453.04,575030.04,499281.46,270149.75,1051157.28,1202720.38,869754.23,519932.91,1624895.44,600987.34,364860.66,236337.30,608547.03,393388.17,215209.01,78552.39,622240.02,63555.78,1071710.08,372666.38,440464.53,252157.72,435858.28,257761.56,226180.49,0,94540.33,0,16667.96,0,0,0,15134615.57,7692524.95,10683453.12,8230543.00,0.0
6,销售费用,3565875.61,2510759.71,1070973.58,5797002.04,3523190.03,2161307.75,905715.23,4073978.93,2563701.81,1535240.45,716900.54,17389255.51,11651360.77,7900379.35,2783478.93,16814380.68,12424384.10,9201353.45,5077581.68,25326918.21,19415194.24,13769083.89,6785889.28,31555443.72,24816881.60,16240040.42,7894773.82,25814485.17,19372208.07,14027605.53,7264675.45,31734861.95,25460063.96,18967536.66,11602743.68,25288759.44,19268965.91,13062291.76,7139423.29,16466157.85,12242042.37,7507241.25,3539162.31,20182726.88,16332876.92,9931751.32,4689161.92,34714044.02,26751547.60,19689207.25,9724129.92,12148167.83,6753243.99,5369611.80,1662191.39,24982112.22,22259625.06,15434344.43,5622301.41,33257040.87,21296970.34,10896652.22,8303714.28,27418399.06,18797907.25,10002583.69,5968366.31,20945843.63,18563358.96,12143847.01,5012359.28,14142522.76,3671386.23,6876881.89,7451271.96,16133754.95,8127998.51,13653186.62,6105707.47,10374127.43,0,8187401.39,0,5678900.84,0,0,0,2459394.73,1235261.84,1022885.65,0,0.0
7,管理费用,86891609.87,56418765.18,32300946.35,159566538.28,87880909.95,84435588.74,37859913.73,186144462.85,123206821.72,69874017.67,38961637.41,190561682.87,147472408.16,91966045.97,39764250.30,174979306.35,129779456.53,88365637.32,44132686.92,102519776.83,65322733.30,42739466.37,22382183.01,81692855.67,64457541.15,43961602.44,22862886.70,71363267.57,60914833.28,43110841.89,19344850.20,87021867.30,61063539.86,42326381.79,21779452.40,81729947.45,59950137.09,47457161.70,21770952.09,56064503.05,42109720.74,28428583.43,16676393.86,63936681.64,47590826.20,32022727.24,16940997.38,82466129.33,65242005.94,49572893.01,25816482.79,38078909.28,24062755.78,19490468.56,10011087.69,73929423.49,39365169.06,25407562.87,12360914.99,95450557.99,48410478.52,29859279.72,12821740.92,48180758.45,31297777.92,21076672.65,9228769.97,26549943.63,23091591.66,14369399.08,7033154.61,24685137.61,7304960.05,17092000.12,20425622.90,59349569.30,21590635.12,52330020.84,23390900.81,45919583.86,0,40396449.84,0,22161318.84,0,0,0,16300215.85,9034943.92,9052750.05,0,0.0
8,财务费用,100451585.27,69525901.30,32214166.59,162746352.78,99200664.35,65511353.23,32327161.68,112803594.50,91140068.69,52870385.98,20727970.38,165160888.09,115986015.77,81343469.23,35828815.28,142745574.98,103697122.35,63156967.37,30199584.10,75162459.19,43730335.05,27282145.11,13195640.15,23108887.17,13710855.78,8162793.64,8756187.25,20240805.68,14443761.20,9943070.29,5213574.79,25022429.27,15536743.63,10417429.84,4449847.07,23049035.63,17596204.73,13099888.15,6745370.38,17443003.06,5818577.68,6544490.04,4545499.36,15110487.28,12243694.40,11732259.20,6824282.59,35000128.34,26365203.75,18489104.91,10523090.66,28162992.74,29312068.72,20857275.80,8798669.91,42783749.42,28070287.64,18152810.60,9318043.07,40331205.50,28277473.95,20834426.16,9894582.70,35965503.03,25062695.04,16869799.00,7600109.78,22572546.38,17679530.56,9442913.91,4010587.93,17323718.71,7212455.36,23095678.04,13418515.61,30311751.29,11989266.72,30541757.60,14867180.75,36579058.38,0,31587464.31,0,20709856.93,0,0,0,3884503.71,969647.93,-9520079.00,0,0.0
