,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1712529669.21,1163017725.90,763110832.51,347288318.05,1461550203.44,1018027588.41,627013954.06,279715392.14,1096268315.12,731939925.75,447208897.91,199101754.85,849216434.07,572175487.67,355106850.98,170425255.32,635755075.33,457036935.15,294628740.94,135617600.70,542405933.11,370848412.83,227805526.55,98922709.34,430346122.28,292268217.87,186025020.48,80848640.33,337940099.80,235874304.52,146807428.04,61857144.08,267916554.03,183922605.28,117593224.06,48167710.24,227930127.66,162076235.23,107969563.65,46506876.57,190643971.04,143918955.87,94848606.10,43832468.11,156490022.22,111601100.82,125874083.26,127769584.72,0.0
2,营业收入,1712529669.21,1163017725.90,763110832.51,347288318.05,1461550203.44,1018027588.41,627013954.06,279715392.14,1096268315.12,731939925.75,447208897.91,199101754.85,849216434.07,572175487.67,355106850.98,170425255.32,635755075.33,457036935.15,294628740.94,135617600.70,542405933.11,370848412.83,227805526.55,98922709.34,430346122.28,292268217.87,186025020.48,80848640.33,337940099.80,235874304.52,146807428.04,61857144.08,267916554.03,183922605.28,117593224.06,48167710.24,227930127.66,162076235.23,107969563.65,46506876.57,190643971.04,143918955.87,94848606.10,43832468.11,156490022.22,111601100.82,125874083.26,127769584.72,0.0
3,二、营业总成本,1319898949.69,867485382.48,591821864.42,273103498.71,1141982903.42,753540090.55,480256686.57,210798393.56,795919068.90,530087080.71,334076040.75,146880233.50,635345960.39,423043060.26,264541488.04,130806983.72,486577362.00,337105762.81,228324599.39,110597838.85,419838311.57,278833138.63,176289024.53,78694481.27,329227064.68,217943157.53,145987029.42,65663781.74,263077610.22,183501790.05,120745542.34,55649169.05,211866789.95,144296907.35,98646624.82,42731892.80,177893546.08,120726062.63,83064794.70,38774162.19,145063855.73,105426301.18,72984975.43,34838035.30,119506781.78,83035169.94,100344090.41,112281710.21,0.0
4,营业成本,376213484.32,234721367.02,155028208.67,71874551.92,291167463.24,195321298.74,122192289.51,53145560.25,244242258.89,161824910.76,105488920.61,46364250.80,219208992.44,154630069.13,101658407.61,46846847.27,181220107.09,131138849.56,88044129.73,40827052.30,157290704.77,105637144.79,66529522.76,28587593.66,117059025.22,74335241.88,48273056.97,21489748.09,91990681.39,63310837.01,40902934.82,17497260.13,78612408.17,54591768.64,35917591.14,15385904.39,64602478.14,45398474.41,30696124.26,13767253.26,53011884.18,39372187.44,28520588.40,13464379.15,45527606.77,32166422.35,37583101.22,45510201.25,0.0
5,营业税金及附加,17025291.30,11501170.32,7825496.70,3968162.62,15646200.80,10458073.54,6968846.36,3235479.89,14148970.37,9589959.55,6190631.76,2334053.22,9557789.64,3922057.13,2570097.93,1210610.30,3929793.53,2528660.17,1678887.59,724982.93,4227588.27,2853598.37,2019013.38,914110.31,5654117.74,4135418.32,2740895.16,1206622.51,4740761.40,3170056.28,1854027.35,756021.58,4062085.77,2534732.98,1575524.00,626090.57,2933642.94,2010865.24,1320606.60,509002.60,2288221.95,1576622.69,984412.18,449374.23,1726192.00,1258660.59,1340737.57,1078344.90,0.0
6,销售费用,701272102.86,469951607.46,321002303.11,144655951.35,640618996.98,426056824.97,273194077.63,113123504.09,371290488.17,242973629.02,147886981.84,61505950.89,268172984.48,175786805.48,112262656.60,53795209.51,218502259.30,144567799.17,96892400.83,45199808.30,190304843.06,124557446.80,79569743.10,36008611.93,155389942.68,105356020.69,70154550.47,29549685.02,120655055.81,85537253.28,55496651.09,24438728.04,88606495.02,57368441.32,39815645.44,16635266.12,78086478.04,51250510.16,35959399.17,16804843.70,63311695.40,44347834.85,29988865.87,13239782.39,49586113.11,32887989.80,41357763.30,39961680.31,0.0
7,管理费用,111183724.93,75144648.07,51918902.32,26284563.16,98599420.04,69769220.11,74717354.96,38434486.24,159720937.33,110481067.08,72345378.43,35423366.15,133142209.14,82084878.26,45929405.36,27721010.22,83422173.55,55751258.52,39544692.06,23255822.20,69284827.07,46837107.62,28972277.19,12951159.04,54970922.26,35704887.39,25221763.48,13351792.10,50058513.71,32172720.13,22867194.33,12367772.44,50927113.78,28623181.64,20252324.34,9143408.73,32646331.99,20413387.98,13956653.47,7191711.59,25052398.01,17923896.75,11872918.41,6938058.47,18873421.22,13723613.87,15887569.09,19839709.66,0.0
8,财务费用,-5886405.15,-2457450.51,1847773.30,993938.25,2786647.48,1842215.24,1132083.86,338028.22,1855616.01,1364775.58,889541.77,448535.28,2452046.57,1729487.32,122947.56,-163500.88,-2321102.37,-1663129.35,-1490282.05,-902190.65,-5562157.23,-4115088.43,-3017765.67,-1419314.33,-4826465.79,-3505793.25,-1863094.09,-663986.05,-5311947.47,-2083519.90,-1335419.64,-356998.30,-11161290.54,-96373.77,20104.54,169848.45,-1657064.94,-14243.92,-150574.32,-54391.37,1084429.37,1133926.20,886686.17,469595.80,3681287.07,2998483.33,4398935.56,3542003.57,0.0
9,研发费用,120090751.43,78624040.12,54199180.32,21266350.57,87318977.83,47627542.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,4059980.84,5845197.05,2464915.76,2052034.25,2521334.87,4660798.13,3852738.72,1274586.34,804077.16,2811938.12,4889762.94,1997972.98,1396807.30,1824130.90,4782324.74,3654771.23,1492363.77,4292505.63,3062929.48,2216233.77,1652320.66,979522.57,1917382.50,1459857.43,729920.07,944545.38,1394443.25,960154.39,946385.16,819977.75,1275156.55,1065435.36,771374.54,1281679.91,1667068.76,1282585.52,555742.41,315226.82,1071833.25,731504.40,276845.26,112161.61,0,-224016.33,2349770.52,0.0
11,公允价值变动收益,1706059.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-13434879.57,-6544552.70,-4731210.61,-1559208.72,-1628798.04,-238057.55,501923.28,-607581.11,12622235.16,14681330.22,16520580.04,-13513.85,5436480.57,5032061.02,4914969.09,706235.61,961848.37,663321.65,70595.60,33072.73,104179.84,0,0,0,-71445.02,0,0,0,779212.92,779525.51,833832.95,-11000.00,13206686.07,13215277.82,13222226.43,-20414.77,236843.55,250000.00,250000.00,0,170000.00,0,0,0,3476608.26,1947888.27,717324.00,103522.54,0.0
13,其中:对联营企业和合营企业的投资收益,-15632649.30,-8030288.05,-5703294.24,0,-9681797.06,-4796720.92,-4053750.50,0,-5462042.76,0,0,0,-763805.37,0,0,0,0,0,0,0,0,0,0,0,-71445.02,0,0,0,-66787.08,0,0,0,-43313.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,165154051.39,293599118.55,167637134.58,74600554.85,310629271.46,274211346.60,154766115.49,70870130.03,329052338.36,224198734.98,134104691.04,52208007.50,219306954.25,154164488.43,95480332.03,40324507.21,150139561.70,120594493.99,66374737.15,25052834.58,122671801.38,92015274.20,51516502.02,20228228.07,101047612.58,74325060.34,40037991.06,15184858.59,75641702.50,53152039.98,26895718.65,6196975.03,69256450.15,52840975.75,32168825.67,5415402.67,50273425.13,41600172.60,25154768.95,7732714.38,45750115.31,38492654.69,21863630.67,8994432.81,40459848.70,30513819.15,26247316.85,15591397.05,0.0
16,加:营业外收入,761789.41,259881.30,259600.13,0,64214.23,21911.38,14757.01,8007.54,846416.37,542389.68,513507.86,3042754.83,12856208.85,9781954.35,3825284.36,2120164.07,8197833.68,5995029.16,3070375.38,387842.50,4880685.52,3389127.50,431745.00,117372.50,5428269.35,2513541.21,1393168.71,620256.21,10425907.62,7058822.45,6385206.00,1516332.00,5180504.69,1158375.63,451492.63,111250.00,11024700.49,3726100.00,2414000.00,2030000.00,5548412.03,4300831.00,3039400.00,200000.00,1874575.63,1183095.66,1798615.00,1768171.55,0.0
17,减：营业外支出,2502191.26,445106.95,214349.60,168354.79,1097304.37,886857.65,882543.79,795573.29,654879.69,288378.34,276109.38,137715.30,931012.89,293510.40,441837.50,176837.50,2364554.57,2114488.01,571169.94,109248.91,840000.00,180000.00,180000.00,0,597561.70,277996.05,262996.05,0,177730.80,235509.85,235509.85,2642.28,718319.61,573376.95,300514.12,277168.90,387796.82,116326.47,105000.00,2000.00,49939.71,28976.77,11976.77,11976.77,195403.11,205403.11,96188.33,174773.33,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,67549.46,67549.46,8718.00,351853.33,180110.30,170351.76,170351.76,1924554.57,1934488.01,391169.94,0,0,0,0,0,162561.70,2996.05,2996.05,0,17730.80,235509.85,235509.85,2642.28,696959.94,303891.12,279154.45,257168.90,187796.82,0,0,0,32939.71,11976.77,11976.77,0,0,0,12714.48,0,0.0
