,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3593702456.91,2616311072.25,1962195185.63,1174615207.74,3507914294.81,2427233768.78,1733469808.75,1002078403.17,3609320538.83,2610837189.62,1754757053.50,980145906.33,3901569415.06,2710073556.21,1945017348.19,976788185.19,4005133491.20,2724574040.80,1875414253.53,1038799423.23,1571582055.44,1111523997.24,814150303.90,498255420.38,1665709810.63,1316882646.20,599562019.21,316440490.09,1759327240.05,1339171164.51,959901420.42,501608994.61,1535234050.52,1037568672.97,708545543.03,372227390.83,1742906785.89,1216463463.17,920228864.63,353139936.45,1565345353.35,1209540384.15,727825849.52,429437092.21,1759369729.37,1273871405.29,787633672.08,401616845.02,1832138801.52,1415405974.36,1014254471.91,481146147.67,1224323708.89,928023716.52,643727965.76,391095984.56,988553573.52,739975120.84,489649357.89,230816706.04,829021086.96,553639591.49,373259833.00,170777533.37,582331445.76,404724466.26,263976945.20,130956579.22,707977416.40,438707466.05,317198186.20,87819314.23,404532579.32,203468985.02,347755947.38,145376291.97,294064388.47,119006513.49,201959154.23,83930016.82,115390454.67,41696316.71,75454042.96,38148170.00,75496480.00,69316740.00,65239210.00,0.0
2,营业收入,3593702456.91,2616311072.25,1962195185.63,1174615207.74,3507914294.81,2427233768.78,1733469808.75,1002078403.17,3609320538.83,2610837189.62,1754757053.50,980145906.33,3887661966.69,2699507442.73,1937354178.08,972425532.28,3984062027.98,2711477174.47,1868793440.95,1038799423.23,1571582055.44,1111523997.24,814150303.90,498255420.38,1665709810.63,1316882646.20,599562019.21,316440490.09,1759327240.05,1339171164.51,959901420.42,501608994.61,1535234050.52,1037568672.97,708545543.03,372227390.83,1742906785.89,1216463463.17,920228864.63,353139936.45,1565345353.35,1209540384.15,727825849.52,429437092.21,1759369729.37,1273871405.29,787633672.08,401616845.02,1832138801.52,1415405974.36,1014254471.91,481146147.67,1207708324.22,916482895.77,636126889.51,387790799.78,975073551.34,728265059.40,481307038.39,226322784.02,820930618.27,550905046.70,371114387.05,169659047.41,578320468.20,401827450.48,261835508.45,130406516.65,705251845.18,436591658.29,316134331.16,87279326.03,401881487.23,201932651.50,343791764.94,144267761.06,291120262.29,117911103.72,190378041.71,83787800.35,113657382.68,40648188.10,72329721.76,38148170.00,70714790.00,65173870.00,62394390.00,0.0
3,二、营业总成本,3464400945.01,2532399563.38,1907080081.48,1159365107.71,3274412760.50,2243757585.02,1615879606.60,939858843.53,3295214820.99,2421494959.17,1591467902.52,875507281.80,3770369524.82,2771702138.77,1999245236.21,989214116.20,3979367870.79,2808030841.03,1916558383.29,1028181220.67,1861376569.27,1357930620.83,969638336.06,521029196.28,1879260169.84,1461281230.79,699222935.15,362055818.38,2051804575.21,1540544660.00,989312178.82,527840550.73,1805534585.79,1233518812.85,826635456.83,429933880.60,1813443160.18,1298137723.18,927162079.46,383520980.69,1616537223.84,1217256536.44,747671693.94,433524526.25,1926091880.48,1333845137.38,817824128.65,397883126.83,1809298946.62,1341663364.86,943710579.03,460286497.95,1164189198.25,938213058.47,643298619.31,398095779.54,1107482700.31,833496888.54,567887432.56,226460800.76,813313582.56,541582527.32,361863022.80,167138922.15,555876030.19,392056816.24,259175464.39,126545907.26,679488051.44,416201361.13,303508061.50,81886030.91,385895249.83,192649812.70,327763885.07,138338186.11,272865877.04,107560883.38,159044020.72,63509226.02,77255545.15,0,62784039.01,0,64373850.00,61072530.00,57381350.00,0.0
4,营业成本,2908447089.55,2147094529.28,1648273986.50,1030610814.50,2692748640.83,1854812471.98,1347131049.50,813644673.22,2718329213.81,2021425163.65,1325617189.86,751719556.16,3105226428.64,2301915899.77,1690668289.30,845430596.65,3342910640.68,2379442654.96,1629822626.98,898413244.67,1566456769.96,1153135944.75,802375310.58,450428915.05,1656312040.34,1276784029.39,621149809.94,317048932.15,1657040838.95,1257967101.70,872681981.93,450440740.45,1535510867.99,1070727000.96,713505864.69,367090039.39,1579877028.76,1134555479.45,808212261.52,333141225.09,1371711572.91,1053452162.47,638634278.42,366703849.74,1600945074.16,1130912970.69,688760603.38,342070409.75,1495703031.90,1143492971.95,808523502.46,391222381.22,969605482.66,737074974.81,503524501.82,322213518.43,811142633.67,599911119.18,389813873.77,180586330.71,644856963.18,431466142.89,289543891.17,132870523.04,448545832.65,318124551.97,209971211.38,99822351.57,562122865.20,338802326.48,248283343.00,61150318.07,307370461.14,155734463.70,261875583.97,106638404.64,217618549.61,81801899.22,113482265.51,49033703.86,61293385.27,0,44905980.54,0,48531590.00,43951960.00,44762610.00,0.0
5,营业税金及附加,22109692.80,16112603.94,11038517.18,6091273.06,15052508.88,9082108.88,11193744.27,5199355.07,27153695.43,18739467.61,13687819.59,7764150.58,46255071.19,40754188.76,35266036.92,10047561.11,59519890.64,34517698.11,27599978.79,13499799.02,45194599.52,37630839.20,35819626.82,31933421.90,56942488.50,68643483.93,3896264.87,2259240.61,173723585.91,126534147.33,35636209.28,17871178.26,74374592.66,25391029.28,18467734.12,9856621.71,70032658.28,42730909.15,36947775.05,6642050.17,40143495.11,35109881.48,16996600.36,10018665.59,46857912.52,35239645.58,18325941.14,8898168.68,76091471.68,56125952.44,46445436.78,21513085.53,36418961.71,31241066.11,23243338.03,15544177.25,32183293.98,23508260.06,16400664.13,7780102.49,25485430.13,15944476.83,10377210.11,4830970.68,13288833.32,6687314.06,6304043.78,4337700.68,28052672.33,15285095.74,11862397.75,2550412.36,11987184.55,6616920.05,9465465.98,4503005.44,11375355.82,4613247.16,6826541.25,2823900.97,3547276.43,0,2649150.99,0,1982150.00,1638740.00,1818150.00,0.0
6,销售费用,331975807.05,228308235.23,153863703.11,72849409.23,364653902.73,238748579.94,160045417.31,74692116.92,363792532.73,256999269.47,167430616.73,74002541.11,376988702.96,253187542.29,173266880.93,82885995.68,361583310.02,255823946.17,167165795.31,72411210.52,113460245.34,72637464.76,45177589.89,21457053.18,93603958.73,69759476.10,45538447.98,22799492.26,112495046.64,83297522.98,55150251.55,30379015.26,90447065.16,64694010.69,42974763.37,24277339.45,77994824.73,56031568.39,37463534.38,21391069.41,61484185.98,45475242.52,29443552.29,17978995.02,64430386.59,49737270.08,33264916.53,18304894.99,61244406.33,43543999.59,30176420.03,16341902.51,80190924.14,59496040.71,40795078.79,22374308.80,71054435.97,52137266.07,34593634.47,17163415.80,68057319.38,49818170.36,32756233.24,17130346.43,60329590.30,41767220.00,27867560.01,16127648.08,58107549.25,41289292.93,27696912.24,12097284.11,46553472.21,19895457.16,31913515.72,15572921.18,29064081.23,12608211.08,19212767.90,7255931.81,7583114.43,0,4362798.08,0,4993660.00,8535160.00,4274480.00,0.0
7,管理费用,162693127.52,112916109.72,72124278.46,35241859.08,159159664.54,108265437.04,70463901.71,35840249.07,157236635.50,107260617.13,71907964.32,36040973.63,186083269.64,126757759.74,81339259.00,40303207.69,163578074.88,101784984.81,69212153.93,30564599.73,69385069.02,33277623.38,24874881.72,16781002.00,54122974.67,42536928.24,24693029.20,14651372.47,85397009.10,61604445.65,42644299.48,25884206.87,82557420.92,56389987.98,39991096.70,23548601.90,64456810.54,49953027.38,34420397.98,17293785.45,81698156.04,62151893.42,46871100.29,30542573.52,128091252.32,84370198.90,54799722.12,26224729.06,112488314.79,65494976.01,36940591.10,20410381.56,18609851.38,64669335.93,45026266.86,23345856.02,157484650.13,135545674.99,116670372.98,17560948.88,61427684.49,34141959.54,22733633.94,10225266.31,25079429.35,15400360.61,9440186.01,4250840.34,20836050.76,12017280.34,8611308.19,3252764.57,14379030.21,6669252.21,16001866.03,6767188.50,11391998.54,5931325.88,17091619.17,5582216.81,11641029.96,0,13687476.94,0,7424620.00,5376140.00,6378740.00,0.0
8,财务费用,35676511.42,26610421.32,20785565.40,14150240.27,32452653.38,25130331.14,19326837.77,10482449.25,27195031.68,17668401.38,13422272.09,5980060.32,27583753.29,20466088.46,11982233.60,5800924.74,41784564.18,33815290.28,22649936.60,13292366.73,5905400.07,2771221.07,2913399.38,428804.15,5475765.26,4701660.55,5088532.00,5296780.89,19644694.00,11256429.32,8331834.04,3272469.67,21808690.30,16344640.64,11722192.57,5193524.13,20947971.20,15011630.94,10229529.02,5124677.28,29588411.97,21585068.14,15603565.72,8168581.82,40716178.23,33871566.05,21756175.98,2269267.16,36958398.86,32406927.55,20805149.59,10267614.65,59363978.36,45731640.91,30709433.81,14617919.04,35617686.56,22394568.24,10408887.21,3370002.88,13486185.38,10211777.70,6452054.34,2081815.69,8632344.57,10077369.60,5592463.21,2007366.59,10368913.90,8807365.64,7054100.32,2835251.80,5605101.72,3733719.58,9597607.01,4290326.11,3316557.12,2606200.04,2430826.89,-1186527.43,-6809260.94,0,-2821367.54,0,1441830.00,1570530.00,147370.00,0.0
