,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5506248465.26,3403256709.84,2049777794.19,6562537391.17,4725629306.84,2890495173.01,1662228020.92,5464035312.69,4073799392.32,2464713906.06,1609599013.56,5377701682.58,3884406691.37,2265865889.60,1426426857.05,6121266713.79,4507738298.19,2551858658.90,1590149536.42,6595822150.68,5009944381.64,3252664781.26,1633091373.68,7575227804.36,5763529162.40,3477529261.51,1888840985.10,7177884446.17,5351060163.79,3445987249.05,2087908098.28,7907603137.46,5940390667.67,3837445205.31,1811260152.45,7276014264.93,5012290148.93,3466429490.23,2040473851.71,5850470204.76,3952885367.90,2422956153.21,1418324800.92,4471415317.48,3409489415.32,2363981266.48,1333331315.98,4596261352.17,3216751982.89,2144319519.73,1006451458.58,3104107259.47,2333339646.92,1417544933.75,714383696.95,2483873048.86,1857346387.28,1162174591.75,395355573.26,1214095935.46,841080799.94,524011568.82,291387677.09,1037737236.53,822093326.55,516436731.49,305428198.20,914203879.10,627766167.00,409110936.51,248438351.10,882170032.98,384748454.65,674532750.78,287813647.10,631187810.02,611235858.23,640761977.62,0.0
2,营业收入,5506248465.26,3403256709.84,2049777794.19,6562537391.17,4725629306.84,2890495173.01,1662228020.92,5464035312.69,4073799392.32,2464713906.06,1609599013.56,5377701682.58,3884406691.37,2265865889.60,1426426857.05,6121266713.79,4507738298.19,2551858658.90,1590149536.42,6595822150.68,5009944381.64,3252664781.26,1633091373.68,7575227804.36,5763529162.40,3477529261.51,1888840985.10,7177884446.17,5351060163.79,3445987249.05,2087908098.28,7907603137.46,5940390667.67,3837445205.31,1811260152.45,7276014264.93,5012290148.93,3466429490.23,2040473851.71,5850470204.76,3952885367.90,2422956153.21,1418324800.92,4471415317.48,3409489415.32,2363981266.48,1333331315.98,4596261352.17,3216751982.89,2144319519.73,1006451458.58,3098824415.49,2331260965.53,1415844291.37,714285661.57,2478869921.98,1854205622.43,1159525439.37,395171949.50,1210935670.70,840813431.84,523694610.44,291387175.80,1037113174.72,821989013.34,516471078.49,305399021.13,914031923.98,627697294.00,409166828.65,248436362.82,881003628.68,384584759.40,673971333.93,287810827.02,629714268.35,611229101.30,640773471.99,0.0
3,二、营业总成本,4811595011.99,3061559642.02,1742283228.49,6312482474.08,4489602568.21,2842051580.35,1579214289.83,5653659001.58,4047938954.89,2583867470.08,1530992471.55,4853811745.33,3113612841.37,1807520883.79,1002458799.39,5023488059.65,3442937744.43,2077481634.27,1205610321.81,5681611984.07,4177592165.25,2773403116.18,1389041434.12,6699371534.02,5003531792.64,3151727008.50,1694842951.52,7111849641.43,5470916676.38,3579561796.90,2093342432.35,8561533101.48,6434935993.24,4188008022.11,2048463735.53,7551510127.70,5247260438.35,3608761381.99,2014837617.70,5757737783.95,3986741531.23,2483864788.04,1397477783.07,5412008428.25,4020320082.53,2702876228.78,1416132144.50,4470291437.01,3138150413.38,2078433136.22,983462496.81,2938512507.89,2208747531.06,1361127410.24,686651891.23,2508194504.48,1923316638.74,1284947297.20,414562000.57,1142791782.58,811344934.35,516470840.38,271325365.81,959762849.87,744260822.62,479447922.02,272455504.11,853939038.37,599778010.00,388761429.22,226282828.43,824173894.31,362838031.90,597817174.10,233053786.01,526754050.56,520817444.71,531346897.65,0.0
4,营业成本,4534313698.64,2882577074.85,1642714966.36,5908632574.71,4216182233.64,2664897822.13,1490844651.85,5319403830.26,3808726243.04,2425854599.86,1447260841.54,4437336261.64,2853371404.81,1624297941.86,884936598.60,4151058289.19,3056762212.62,1805314316.64,1042002735.42,5019170108.44,3753624948.90,2480538089.20,1256579058.41,6002512079.28,4499344378.37,2806136661.72,1521789023.69,6347352725.32,4888476293.30,3179902612.51,1875227841.25,7776830482.44,5874915416.17,3827950224.56,1885154693.17,6911960099.10,4800462489.47,3312987377.90,1869231724.09,5179587654.10,3545975909.27,2189658787.48,1246739090.62,4741542723.75,3591989557.97,2423088506.19,1276136620.29,4002209932.27,2802326289.33,1876071156.32,887219428.77,2680227058.94,2003488673.04,1226417336.43,619730687.89,2269272238.59,1742996890.01,1173528367.83,381129782.85,1038920740.19,736399131.65,467798903.10,247047666.09,870760567.30,679475451.30,436428619.87,250025268.49,774779116.07,541561869.00,350730649.99,206235341.61,746736431.24,326548388.72,519318019.13,204181434.79,449740165.56,426432393.73,445982574.37,0.0
5,营业税金及附加,56220364.48,36638844.83,23577830.72,72255815.14,45400945.66,25767563.67,16543921.37,55057866.72,41713754.91,26701515.10,15664170.25,65572623.62,39975137.89,24337389.28,17683479.72,76296571.40,54544844.40,32042812.62,23259757.98,55645658.41,40421612.10,26041108.64,6130812.71,80165834.60,49459542.04,35512734.97,17808014.79,45157868.93,30013232.64,18676974.51,14215261.37,31549580.96,24526669.71,18961223.00,6963458.54,20867606.00,10131531.04,7576366.58,5910797.61,48186621.09,41327024.64,27820882.84,16412104.14,27786489.36,22939960.06,19318011.59,12095026.68,34468761.14,21664168.65,15081727.59,7280470.11,20445036.59,15706918.16,9237317.77,6028257.64,14694759.38,11280319.10,5998899.20,3950977.19,13636668.37,9811008.67,6498205.05,3916398.18,12881553.55,10354364.73,6548326.54,4198796.83,11749382.06,7659717.00,4960545.09,3468143.04,11014021.66,4932890.67,9570967.23,4351238.62,7937894.20,7281660.49,7355087.63,0.0
6,销售费用,0,0,0,0,0,0,0,53222.04,53222.04,53222.04,18293.00,78360.56,58356.55,31029.00,16243.50,136700.86,128108.71,85815.61,51875.71,2036987.81,1737714.86,1254897.87,635616.90,3552485.17,2687124.02,1577858.88,993407.61,3188893.58,2675191.81,1395071.92,805876.43,3390852.24,2150686.35,1516408.33,851872.76,4945713.15,3533142.98,2934200.81,1700341.29,1165858.11,603551.73,365003.20,0,0,0,0,0,0,0,0,0,96507.36,96507.36,96507.36,90542.36,273140.89,204421.29,134476.40,53253.90,21367.48,10298.58,10298.58,9226.98,233422.45,47093.48,46936.48,86018.92,0,0,19646.50,0,0,0,0,0,0,0,0,0.0
7,管理费用,59825037.99,38889620.03,22734887.03,84402987.66,60809632.95,40979303.46,17120696.10,71233874.33,51119122.84,35635715.44,19311804.44,72223924.47,50462533.70,35945828.17,20959176.58,72230360.20,47242901.11,32774374.61,15987183.75,80535918.36,58377087.63,41709069.20,21341066.87,80359523.67,59208242.55,40670100.92,21707402.33,91592309.09,58909410.11,39791986.42,21545529.51,77317160.59,51250746.30,32384581.31,11699719.86,45413596.45,24861537.82,16746925.24,8289180.61,29426584.81,22899346.27,16115954.55,6170692.55,31446880.16,14965576.64,10272669.46,4660059.62,26345786.09,16847224.41,8458145.81,8459595.69,14818241.78,11256505.70,6258116.41,3358420.98,11291802.30,10150950.27,7686109.57,3206424.25,12060806.20,9496955.65,5870645.52,3066853.38,11774036.67,6887715.36,4587538.03,2140577.48,8612801.63,5418001.00,3785221.79,1707544.96,7344787.83,2886123.25,33236933.30,3485362.93,4207395.42,6261968.81,9295219.94,0.0
8,财务费用,152849261.84,100017096.37,50790111.39,221699543.36,165583510.45,107789418.34,52552423.25,196102205.52,143315681.11,92441517.45,46044325.03,187418105.00,138289198.60,91446532.69,49425754.87,316524325.07,253402164.33,176451019.88,92593371.47,403449765.95,304061415.48,203229272.58,104165984.68,465870290.87,379911648.90,254586706.43,131790690.66,622473515.52,489496320.66,337266391.04,180944606.79,660880864.30,481888219.81,306174763.10,143793991.20,552697904.80,408175012.11,268380381.57,129705574.10,497836143.52,375681055.40,249750655.59,128155895.76,531624176.20,391031408.21,251445080.17,123240437.91,404780582.95,296419369.59,177796306.50,80327202.24,222925663.22,178198926.80,119118132.27,57443982.36,212662563.32,158684058.07,97599444.20,26221562.38,78152200.34,55627539.80,36292788.13,17285221.18,64113269.90,47496197.75,31836501.10,16004842.39,58797738.61,45138423.00,29265365.85,14871798.82,59078653.58,28470629.26,35691254.44,21035749.67,64428858.40,80896793.68,68672913.71,0.0
