,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4274957855.51,2930492713.74,1331247006.07,6095050006.69,4645913617.62,3174386099.45,1424421479.10,5730696745.31,4083127386.98,2707604194.70,1155947527.32,4395036328.15,3118429898.85,2077027668.74,875772040.25,3719782344.67,2633597201.11,1765449973.09,767422743.31,4229783617.45,2997647115.24,1989402034.93,946688462.43,3708628789.91,2747980806.88,1815127816.45,780283172.01,2488102056.67,1765977167.61,1176451563.56,315905247.21,2038683990.84,1423833424.70,906837089.96,409094154.65,1635843734.01,1183485861.18,766202932.50,343527387.07,1385869213.53,952433457.87,559541005.94,195017466.69,1413431705.80,1035121379.13,679027600.89,285947696.93,1311057167.25,901524140.19,544347905.54,217864632.86,1193191354.12,812841677.44,496271322.18,195316940.51,979439204.33,671440616.25,425586380.22,189142449.77,770048751.39,511672157.95,320800312.24,157096729.84,631386332.84,401627487.85,462714589.94,425256434.29,0.0
2,营业收入,4274957855.51,2930492713.74,1331247006.07,6095050006.69,4645913617.62,3174386099.45,1424421479.10,5730696745.31,4083127386.98,2707604194.70,1155947527.32,4395036328.15,3118429898.85,2077027668.74,875772040.25,3719782344.67,2633597201.11,1765449973.09,767422743.31,4229783617.45,2997647115.24,1989402034.93,946688462.43,3708628789.91,2747980806.88,1815127816.45,780283172.01,2488102056.67,1765977167.61,1177338849.77,315905247.21,2038683990.84,1423833424.70,906837089.96,409094154.65,1635843734.01,1183485861.18,766202932.50,343527387.07,1385869213.53,952433457.87,559541005.94,195017466.69,1413431705.80,1035121379.13,679027600.89,285947696.93,1311057167.25,901524140.19,544347905.54,217864632.86,1189656842.07,809531670.23,495006955.47,194705222.23,977606867.15,670158495.99,424931420.17,189111102.49,767410466.58,509421167.36,318904364.37,154816517.44,630249621.71,399248891.91,460589296.10,423880158.10,0.0
3,二、营业总成本,3643328246.14,2474596721.30,1177747244.24,5336732237.25,4140240863.00,2802119529.96,1313752254.14,5136943210.50,3720058328.91,2434103598.40,1068590139.37,4023362272.25,2874170736.98,1890316810.02,814831172.22,3500162911.78,2488945938.52,1651455937.94,731568642.20,3932338587.70,2772458681.75,1851700372.30,893994556.26,3454145131.17,2564322824.67,1702718659.75,738490493.30,2306120064.66,1656974962.14,1103939742.05,295795539.13,1884945426.51,1322860121.85,844547040.43,393151748.91,1514449268.74,1111777357.40,724079929.71,328014156.45,1325150192.25,945592014.52,572475134.60,216784900.96,1423989494.02,1019139235.34,669693282.21,284446845.81,1289369884.81,880729825.81,531193064.96,216912465.03,1154817191.33,787984146.53,482524989.87,192014854.21,939055390.15,644852416.11,410957033.69,187342261.63,735315576.58,486157714.89,303527269.42,154232683.71,588383382.69,371591789.55,429644257.62,407594935.89,0.0
4,营业成本,2184658847.67,1467588115.78,690581158.04,3209801880.96,2488711856.00,1696787419.89,778327390.13,3124717900.71,2278485008.43,1520708450.81,684357061.46,2525448314.09,1834503284.20,1210988290.07,531751268.98,2285260756.68,1650510831.39,1101201561.55,495160540.81,2692092639.68,1924752603.19,1291369342.91,613206265.18,2375061417.57,1798710955.20,1197049832.28,519211246.04,1661699391.15,1167059755.40,771465596.42,202463483.84,1355612526.60,949861662.19,604432854.21,273993991.60,1057438659.87,791742347.22,509202803.17,231546514.62,910026565.44,626121448.72,375045958.77,136692210.65,947042747.67,699658022.32,459709167.66,194550032.46,920209228.11,644531320.78,392061141.33,157702249.63,848396234.28,580999091.17,355349192.07,139387924.69,709388093.96,494540995.04,316585046.58,142034729.26,554513054.49,362588046.67,221328877.36,105520561.39,434019876.45,273383199.80,329304536.03,331996596.65,0.0
5,营业税金及附加,24323698.64,18051161.15,10981265.53,50023421.34,34939055.53,25099503.56,12362855.99,48198180.76,31878915.86,22384771.63,11700723.64,41938978.63,22286849.80,15135904.03,6730606.94,26783927.55,18611876.24,12757517.81,5716764.52,29796832.26,21218922.87,14826077.14,8471468.38,21865570.38,17253506.48,11671519.69,5459603.91,14632468.50,10505833.16,7347988.14,2013198.02,11576311.59,7655653.74,4803086.42,2747478.41,9479695.68,6639308.10,4141368.82,1883349.64,6649452.73,4672063.77,3011895.02,1065305.02,5580069.82,4084763.87,2912279.37,1332444.42,5754780.07,3847404.89,2394647.41,973208.57,4888857.58,3389806.76,1980423.65,685054.74,4006490.58,2673094.63,1821521.20,882174.76,3374096.62,2261745.90,1517554.33,734051.51,3070641.78,2268467.01,2248768.91,355865.96,0.0
6,销售费用,1170256566.61,803778608.15,378038181.59,1650884605.48,1281859041.47,825000458.95,388255818.39,1599546237.05,1153405013.06,723755237.51,296262249.90,1138367850.95,784806886.06,502236712.17,211857549.73,899020168.73,620286491.57,401668826.46,169067442.66,891710617.77,592177676.08,394748909.68,196167421.55,760809701.74,540870991.44,357488518.38,149829031.56,454476802.97,349505013.24,243174771.70,64776021.78,371147896.48,261130346.77,164676043.63,81979524.30,326986382.54,240499364.29,162895931.80,69526807.77,300552459.93,230949569.29,144407468.73,51361240.86,352651475.51,235423913.56,153656142.93,64431532.27,293647847.57,174751745.86,100007719.08,40638424.75,231126618.69,153528403.86,96102781.88,37854487.29,165077739.73,102991398.62,62383957.86,30810542.24,135670454.47,91794021.70,60377210.16,37727975.66,112181933.21,71179231.29,71552579.38,51727152.08,0.0
7,管理费用,139743624.87,103197439.30,51472269.39,170394661.40,144160329.30,191080239.19,92713554.88,377780467.08,264739046.58,167714140.27,76215224.69,328955365.27,245939824.99,164499354.03,69904885.72,297284384.82,209629236.98,141160401.90,61456193.14,315067302.15,231749830.01,152565061.60,78211619.04,297383689.40,211474140.69,137115173.72,63466113.99,181253498.01,132377210.35,83209926.01,26521234.37,155807872.09,107219506.02,72210470.49,35373525.99,117490665.57,71966241.68,46782518.04,24894300.23,87572121.82,64141124.47,44551530.49,24971025.39,87763378.70,68395854.82,44852058.76,20274985.32,55818707.56,49055085.19,31749052.94,15449637.73,65264387.37,47533304.21,28535130.42,13656725.96,61416313.38,45321476.98,30467495.60,14183928.84,40743606.06,28712773.76,19875399.41,10124365.81,38029715.44,23860516.49,24397168.73,20446994.21,0.0
8,财务费用,-41027334.73,-26546034.43,-8828157.56,-46628070.82,-39456009.91,-26926593.04,-4772908.74,-31902596.73,-22388718.93,-13912737.93,-6948592.64,-20292815.44,-10693403.23,-5875446.70,-3132417.23,-22450424.60,-18468420.21,-11479047.87,-5535808.47,-12301643.21,-9202700.67,-8029290.15,-4873534.65,-4828874.80,-1829101.85,368366.94,524497.80,-3783165.67,-2472850.01,-1258540.22,21601.12,-3883031.80,-3007046.87,-1575414.32,-942771.39,1138373.14,1339564.95,1466776.72,572653.03,7311693.98,7413952.97,5458281.59,2695119.04,16471964.85,11576680.77,8563633.49,3857851.34,10687980.18,8544269.09,4980504.20,2148924.35,5141093.41,2533540.53,557461.85,430661.53,-833247.50,-674549.16,-300987.55,-569113.47,1014364.94,801126.86,428228.16,125729.34,1081215.81,900374.96,2141204.57,3068326.99,0.0
