,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,10862727389.01,7331836469.13,3963049379.33,13989142419.92,11137021326.72,7551780721.37,3828264408.63,12345021111.37,7817596267.15,3770410620.27,180728239.82,1201212661.97,871977977.49,590089534.52,223174701.45,676355296.53,470064545.47,273545393.59,122689564.77,322499271.41,230443464.52,139682634.14,39715044.97,215805316.36,106382457.57,58537950.95,27483381.46,254819501.09,140230050.60,90272815.30,44893070.16,369232905.11,231533201.29,154581442.14,52505198.74,250087721.79,157047485.88,98634297.82,39510071.25,178376447.87,90733599.09,55629006.22,29253567.21,138753443.23,74270824.96,141612049.84,137922210.52,0.0
2,营业收入,10862727389.01,7331836469.13,3963049379.33,13989142419.92,11137021326.72,7551780721.37,3828264408.63,12345021111.37,7817596267.15,3770410620.27,180728239.82,1201212661.97,871977977.49,590089534.52,223174701.45,676355296.53,470064545.47,273545393.59,122689564.77,322499271.41,230443464.52,139682634.14,39715044.97,215805316.36,106382457.57,58537950.95,27483381.46,254819501.09,140230050.60,90272815.30,44893070.16,369232905.11,231533201.29,154581442.14,52505198.74,250087721.79,157047485.88,98634297.82,39510071.25,178376447.87,90733599.09,55629006.22,29253567.21,138753443.23,74270824.96,141612049.84,137922210.52,0.0
3,二、营业总成本,11220076264.41,7724602162.10,4185767192.50,16161636156.17,11553309645.56,7820192687.57,3919186916.55,12573951906.30,7888399070.58,3812329174.73,202588017.34,964325359.56,593299948.15,369788560.56,100013117.19,290381444.03,232289504.93,108291692.85,52138245.40,128848203.12,238587873.67,150385264.63,47184944.84,244493185.90,131571817.45,72003211.06,33452673.63,246730186.07,128463539.23,80221446.18,40130052.92,321560569.95,207808158.58,140514511.14,45653012.13,214795662.49,138139225.17,85324921.47,33404207.83,136234715.20,68781179.36,42778749.08,21309884.15,99538140.35,52835737.89,111001603.07,104644873.45,0.0
4,营业成本,9282750589.94,6375157288.62,3457500643.22,11932227970.17,9602472351.28,6483276003.89,3223419974.20,10276267424.36,6452665841.56,3018991905.74,82114648.87,639654574.07,418742141.94,254569841.52,67141659.88,192725198.65,169687400.60,76454399.46,38201111.41,63973098.94,183888570.79,111326379.05,30807938.54,174703768.58,87434160.24,44700857.71,20763725.81,168601712.53,86017449.41,52367881.70,25523379.38,258479630.32,163211234.96,111827319.79,31303918.82,169317807.11,110073896.17,69327133.33,26234388.16,109557904.58,49603720.50,30232727.30,14914876.24,67893203.13,30828551.95,84169355.85,86458803.34,0.0
5,营业税金及附加,18068018.29,12900744.12,3995040.54,25744976.36,19311449.87,11590842.94,4143665.87,19608604.81,14661282.59,9571667.08,1061807.58,2772093.60,1859893.80,1064707.90,367796.36,1541184.90,2492256.58,965914.50,395972.46,1203158.66,303456.18,428035.15,12791.55,1068818.20,632492.65,583695.59,642272.82,3465788.62,2848986.66,1790844.07,899075.76,4513846.72,2124567.34,1016123.70,322238.11,3876182.85,1634200.56,908308.36,375095.35,3088591.51,1903825.01,1314979.04,824466.04,4064469.64,2442574.62,2447336.80,1549462.26,0.0
6,销售费用,1195034916.09,824023840.63,428009777.31,1724480078.78,1195531086.39,821619226.82,417771127.34,1315798261.24,816591868.84,415321961.96,20499435.72,121269282.85,78862140.38,57704428.74,12178858.45,25208552.22,17731557.45,8371368.63,3487952.34,22986437.10,2763392.44,2460374.14,720234.43,5537001.89,2380509.19,1643195.71,633008.16,5224928.25,2791808.83,2052395.52,1040839.12,6848901.14,4854121.31,3500257.28,1421026.38,5635724.84,3292263.41,1912818.47,904215.39,2631582.90,1074631.32,703338.74,371712.86,1742756.96,1215092.74,2135736.31,1824700.05,0.0
7,管理费用,482945916.60,352639648.70,198406537.53,633173357.54,451156147.51,394309388.99,192778284.28,652652293.84,443755851.58,259699508.04,60175177.95,166809812.62,99914306.61,64817005.56,21248315.35,59644442.64,36772062.57,20945735.12,10837911.24,37298810.95,49606304.36,32361357.42,15984460.35,61887376.83,42757098.94,27205679.01,12985179.13,51747285.33,39070496.38,25971550.54,13207558.31,56333687.43,39966082.75,25282364.22,12878853.08,39704115.45,26661991.25,16254599.32,8202434.06,21700314.61,16663869.58,10769944.01,5346598.72,26005196.91,18175126.32,23633831.85,13653736.94,0.0
8,财务费用,140122489.16,92835614.64,52046641.64,186251180.38,130858095.44,98056172.42,78267297.67,212748721.41,137162619.56,88648096.12,35265794.55,-1647037.02,-6473663.11,-6839841.89,-754679.41,1548466.96,-1161509.76,-1327251.12,-2223012.87,3976991.32,-876950.15,-738549.38,-292180.95,-4881885.11,-3707840.22,-2701750.23,-1258563.89,-5567569.99,-4217395.80,-3884594.78,-2081073.36,-4187882.10,-3075793.36,-2382419.95,-1540042.70,-5366173.97,-4959410.74,-3875291.85,-2716574.01,-1329178.33,-1064426.24,-841799.20,-572003.49,-508681.59,-449439.15,-383271.81,-5679.11,0.0
9,研发费用,101154334.33,67045025.39,34589509.62,190420878.00,133198739.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
