,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3013518097.22,2315877995.30,1512081261.68,772084558.22,2743827984.80,2066410787.83,1336756711.09,691962164.72,2522166044.05,1822251312.37,1169505153.09,585498989.55,2415419996.86,1918853464.80,1177592388.38,578008497.89,2300471516.34,1702991159.44,1136334185.80,580153704.61,2269794674.81,1694863005.67,1079107974.74,560298379.72,2195880691.55,1638046658.43,1032110941.25,524880864.70,2095928842.24,1596401532.91,1044184673.66,516722146.64,1855710757.32,1378966754.72,891250783.18,439294310.51,1686563832.25,1294347749.22,823496332.33,405879823.92,1440581637.08,1100372812.00,677764744.37,332048061.67,1250505453.97,961542581.26,577556769.10,240835956.54,1352433749.29,943437442.70,573098084.38,277684853.87,1020833318.89,724270461.31,446662009.00,236102098.61,848674339.06,627215516.64,387790566.80,182101803.72,607677691.70,431539160.97,273799785.74,133046295.91,515026187.94,367725891.86,232356055.12,113499514.33,401795986.33,365199442.01,0.0
2,营业收入,3013518097.22,2315877995.30,1512081261.68,772084558.22,2743827984.80,2066410787.83,1336756711.09,691962164.72,2522166044.05,1822251312.37,1169505153.09,585498989.55,2415419996.86,1918853464.80,1177592388.38,578008497.89,2300471516.34,1702991159.44,1136334185.80,580153704.61,2269794674.81,1694863005.67,1079107974.74,560298379.72,2195880691.55,1638046658.43,1032110941.25,524880864.70,2095928842.24,1596401532.91,1044184673.66,516722146.64,1855710757.32,1378966754.72,891250783.18,439294310.51,1686563832.25,1294347749.22,823496332.33,405879823.92,1440581637.08,1100372812.00,677764744.37,332048061.67,1250505453.97,961542581.26,577556769.10,240835956.54,1352433749.29,943437442.70,573098084.38,277684853.87,999849246.13,715580752.63,441120333.44,232505622.38,834302202.46,621292373.60,384791727.95,181178342.10,600243827.21,425779354.02,270311648.40,131934894.74,508464613.04,364255707.43,230612381.97,112092316.74,398954960.89,363737377.08,0.0
3,二、营业总成本,2862951019.65,2184767330.76,1423058031.38,740183939.54,2595161905.47,1928489095.27,1259887069.31,664358594.52,2370365866.15,1663123046.13,1066548442.51,549703606.87,2220706528.18,1755285162.10,1074207804.53,550730183.07,2141675473.50,1551246941.79,1033755809.30,538531210.20,2087475006.22,1542161248.54,994229531.09,519718562.83,1977440763.27,1475050063.98,931049811.60,485325772.48,1894809165.96,1438128457.06,934413801.52,474632118.05,1678610520.98,1235825659.39,800493721.48,407076728.75,1503928929.61,1149608321.38,727112025.65,374735081.15,1325392683.95,993081906.97,604871414.23,301197964.37,1293810519.38,882261117.49,549723462.77,265002947.84,1218566617.75,833020705.98,502500144.92,249365842.96,1001947202.46,664516702.31,390591862.37,216563463.84,750951304.55,543962314.49,336963273.75,164573900.79,547356701.83,383355190.20,245739624.47,119803039.67,454718644.38,321330626.47,206281527.39,107912821.78,352526502.25,326255140.63,0.0
4,营业成本,2575900147.33,1972871687.61,1289584767.69,670992014.84,2317664562.50,1736602133.11,1135245013.65,600672641.34,2130108389.88,1510177162.80,964681304.94,494684478.44,2006626370.33,1594050895.44,966378188.87,495746891.77,1908804337.54,1386107799.65,921538968.76,486734040.95,1827744448.33,1350244320.10,860009236.15,460516228.04,1714125094.10,1298544126.93,814808667.22,393660073.44,1661234846.95,1277626456.46,818992257.55,378842171.25,1460180014.49,1083518333.29,699139536.74,318298792.28,1306498002.82,1008653526.89,641075705.08,301727539.46,1156829536.25,870439251.94,522628164.68,234846086.17,965472211.91,716988718.49,451766145.27,225880754.72,1037579330.05,721370104.68,430899055.86,218323600.85,839934086.38,563167324.52,328202839.23,183946064.33,609281336.45,452908954.31,279264103.75,138387940.03,457935742.17,331480212.36,215850936.48,107610291.30,389635921.49,279300367.44,180729734.77,93505737.30,301118632.22,281246818.85,0.0
5,营业税金及附加,22072279.33,16842454.11,11075563.40,4541842.46,25087673.86,19298651.48,12131469.17,6071095.77,24818592.02,18569230.72,11117220.98,7800068.28,25019997.87,14928470.90,11079411.82,4327908.23,14766572.81,9462214.94,5941767.38,1687002.24,18218247.33,12185248.86,7959444.65,2846421.51,14021033.40,10963203.28,5960256.72,2462197.34,13587899.40,9913239.92,6435106.63,2481104.44,9596287.88,6731515.47,3332390.53,1496511.09,8435367.15,8210242.47,4124975.57,1040388.30,6350086.48,5715030.02,3684814.13,1061645.35,4892736.22,3589559.73,2109009.16,604453.59,4623969.84,3271932.57,1862908.93,914133.85,5023931.01,3871308.76,2093414.14,1029598.21,4833815.33,3958661.67,2452285.04,1088275.30,4158971.02,2922209.85,1613788.91,712538.41,2812862.45,2501129.23,1533310.36,711183.49,2434017.11,2278766.27,0.0
6,销售费用,8273855.47,6207394.69,4076391.63,2525752.75,7129621.32,5171610.53,3257041.46,1891865.83,6340601.59,4979061.55,3472983.45,2378111.07,6672663.40,5603250.92,3782459.28,2074339.58,6884450.61,5082992.80,3390285.95,1923532.16,6962952.88,5227733.83,3616694.24,2212331.47,5953251.88,4518666.17,3140073.00,38655516.33,7237284.47,4719147.30,3389125.51,41808923.57,6057012.84,3245170.82,0,37694838.11,3065795.97,0,0,27621623.62,0,0,0,22157229.81,0,0,0,0,0,1000.00,1000.00,1000.00,0,121661.54,0,0,39779.57,39779.57,15000.00,15000.00,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,161829338.47,119663622.99,74933734.34,40540583.94,155609169.07,108733292.68,71272172.11,36850540.85,147206594.28,105920234.81,69343697.58,35554998.40,153160496.53,117920600.71,80070302.83,40361805.17,163469568.50,113428371.07,75691651.90,37629850.17,159053529.11,112258394.50,75890472.48,37970161.30,165810590.48,117906240.04,78414062.89,36975030.68,165378777.17,108713282.55,78285251.26,38396276.97,145083653.46,102219092.36,69812295.08,35551048.92,137183025.08,97099229.07,60163406.35,32576597.42,114258164.13,79844114.18,51733449.78,28629775.27,128148012.19,87147776.53,57541764.45,27014097.64,109687339.03,67938000.44,45986364.94,19948540.71,109092540.78,72288852.49,43488807.81,23000916.16,103488348.52,67087241.03,39825743.18,21183431.39,73844067.25,43010086.58,24350655.74,9245510.58,53156066.21,33130100.00,19542858.25,10863746.22,38817647.45,32477884.60,0.0
8,财务费用,94875399.05,69182171.36,43387574.32,21583745.55,69498627.66,56257753.09,37155718.54,18872450.73,44984118.09,24327460.06,18783131.79,9285950.68,17620537.15,15673492.90,12788990.50,8219238.32,39341870.58,36514468.77,26042040.75,11675424.68,64104664.10,60747203.04,45255335.36,16173420.51,61978066.27,41509744.36,27118668.57,13572954.69,46727382.31,36477214.81,26632944.55,13370718.01,54510200.92,39971546.89,28069498.57,13721362.97,46619403.06,36329887.97,22364207.80,11848231.54,51171149.23,38097751.29,28279333.11,14640011.93,68572139.40,46240060.52,31725638.91,12810180.74,53181424.88,39054354.46,25804202.62,12732042.85,47896644.29,25067555.00,16806801.19,8586885.14,33308024.68,19967677.91,15406141.78,3899254.07,11417921.39,5942681.41,3924243.34,2234699.38,9113794.23,6399029.80,4475624.01,2832154.77,10156205.47,10251670.91,0.0
