,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20010331,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3394143161.78,933764968.66,486072969.79,103127840.45,3047865857.15,853014960.21,514831122.21,307259621.52,1803479373.79,644081863.01,408221350.86,84245241.74,1716087294.00,1183251669.23,971687090.30,203562134.42,667877093.30,586415161.86,502161204.00,9755364.00,595763538.00,354869752.00,333312252.00,138373372.00,443594563.00,5688738.00,5688738.00,0.00,279060663.00,480000.00,120000.00,0.00,757222.40,766830.00,766830.00,386830.00,1112634.00,6900.00,660.00,660.00,45885033.00,3900.00,0.00,0.00,129217938.00,127646857.00,115044677.00,77110766.00,511862920.05,89352229.05,73697081.32,30729611.68,149768521.79,110542511.97,72188301.87,30677923.93,129288735.92,86167677.13,54739342.82,23823682.93,108093848.48,75515779.32,46764873.28,18717054.26,88722130.11,62711858.81,40405942.22,20225071.86,104071567.43,70590153.00,44380392.74,21519346.09,59850262.13,39927573.14,17155352.39,7342493.00,40328636.81,20556104.33,88360171.77,47599031.96,81311668.15,28612276.44,86579387.77,43624422.50,81731285.23,84777549.72,75483213.81,0.0
2,营业收入,3394143161.78,933764968.66,486072969.79,103127840.45,3047865857.15,853014960.21,514831122.21,307259621.52,1803479373.79,644081863.01,408221350.86,84245241.74,1716087294.00,1183251669.23,971687090.30,203562134.42,667877093.30,586415161.86,502161204.00,9755364.00,595763538.00,354869752.00,333312252.00,138373372.00,443594563.00,5688738.00,5688738.00,0.00,279060663.00,480000.00,120000.00,0.00,757222.40,766830.00,766830.00,386830.00,1112634.00,6900.00,660.00,660.00,45885033.00,3900.00,0.00,0.00,129217938.00,127646857.00,115044677.00,77110766.00,511862920.05,89352229.05,73697081.32,30729611.68,149768521.79,110542511.97,72188301.87,30677923.93,129288735.92,86167677.13,54739342.82,23823682.93,108093848.48,75515779.32,46764873.28,18717054.26,88513425.47,62668679.26,40362762.67,20255990.43,103900110.32,70877240.00,44513605.19,21507797.42,59942508.16,39643101.65,16980369.42,7340737.00,40363117.44,20032974.82,82356477.68,41879875.62,79379387.01,27990853.53,86396371.41,43467433.77,81027926.07,84032904.81,74723319.27,0.0
3,二、营业总成本,3268453944.88,937102473.86,532452522.51,129743063.49,2901891980.35,842668042.30,501058979.76,296828165.44,1679108911.24,566342581.98,381100680.58,74585634.51,1570993837.33,1069521318.91,839356032.98,180062137.72,623646401.84,507772488.14,410075424.06,26003304.91,494314390.93,301836706.70,268798205.50,111044837.00,360539900.61,30432301.98,14785665.64,4730511.60,235530548.69,25468418.78,16705717.37,4325273.86,34406395.42,12600997.93,6141334.93,3550069.72,25836452.86,8594878.89,6761663.99,5262323.76,41227170.57,6714783.45,5341788.00,2658269.10,110726535.24,104778690.09,93574499.83,64895725.32,424556696.71,88676912.35,71927603.58,30551079.77,146468277.93,107063183.35,69704274.42,30389624.41,119723396.95,78709237.85,50125732.21,20602491.73,101882610.09,68241886.08,42340244.80,16946801.15,83813664.04,58909310.46,39343895.53,19703308.01,101058289.74,74406721.00,47693326.21,20757929.77,72655581.17,52597072.13,28703998.83,9781606.00,75394691.85,27405956.27,96690431.00,43428157.59,81553975.70,25412575.02,76730875.95,0,72321480.21,75068492.62,69518044.85,0.0
4,营业成本,2814380954.09,693086959.95,377791035.80,76677755.29,2127432361.90,654762597.52,386780474.23,235743423.87,1372353868.27,473143621.94,325236332.93,49886539.36,1312132140.85,905698179.90,738870440.96,139187140.92,435264047.05,360480721.10,298590081.45,5255908.60,340986047.24,207235666.34,196662156.32,85217822.97,252276462.55,3174816.79,3174816.79,0.00,165962154.65,197417.62,0.00,0.00,396730.70,471697.43,471697.43,78468.16,290692.48,0,0.00,0.00,24096302.63,0,0.00,0.00,74548991.82,74998494.43,68939031.47,51861727.51,358940700.91,75991252.35,61787412.65,25232552.52,130414155.61,94785727.03,59511128.52,26948561.70,103208804.16,68782181.40,43039214.38,18406903.07,82354463.49,61126855.76,38356803.82,15007219.68,66920156.33,49337834.24,31997932.79,16746622.17,88459328.80,62807325.00,39953535.98,17377794.07,53088671.70,35778070.97,16150674.67,5741987.00,40294391.32,17292089.80,70991140.93,33201762.29,60776062.67,19142217.61,57543593.49,0,53952865.05,57568668.79,55214920.49,0.0
5,营业税金及附加,38638486.08,13002362.58,9995193.38,2742210.42,196074144.34,12778728.19,10313907.23,4549609.76,40502196.42,16350306.52,13152037.69,3477842.53,95854863.05,77374357.49,47604028.37,15707202.51,79899862.21,79259286.71,68908899.10,2281506.75,82479377.43,49955550.21,46233659.60,17225932.93,62108674.26,673711.58,673711.58,0,34005181.49,26760.00,6600.00,0,321445.42,23568.06,23568.06,21275.65,724825.06,0,0,0,4925005.74,0,0,0,14246300.02,14159890.57,12462053.14,6581682.10,37395572.11,335114.80,240693.46,97561.46,756427.82,107610.13,78184.03,34863.74,554809.52,88630.47,85870.16,18824.04,856411.87,95975.55,60349.08,7063.77,535281.09,143796.46,112551.54,65255.55,310045.84,171256.00,117420.24,0,72947.55,0,0,0,116627.32,92682.11,552573.45,539093.94,71018.19,44302.97,462522.16,0,216931.78,180007.64,121571.60,0.0
6,销售费用,214566606.21,115998896.27,64280338.85,18420472.24,190494233.85,92493887.18,57726623.59,29538282.13,63322364.66,28890255.19,18906192.53,8069368.84,51677621.05,35444613.74,20051915.17,9441516.22,57169529.31,41522833.34,29694311.20,13410622.66,43072836.14,25396713.22,15593951.21,5258838.04,28486867.76,16894556.39,5205436.99,2393440.17,20653920.61,16772836.38,11014758.48,2162321.60,21162122.15,6350530.00,2047020.00,553750.00,672021.41,545291.72,472604.72,411740.72,287508.69,262364.44,227603.44,65981.77,1130215.64,777401.92,671940.38,391938.81,4241977.09,3089608.49,2629446.89,1289024.16,3204895.55,2843465.61,2800968.06,1099727.45,3939368.47,2515735.01,1649982.72,891716.71,3400923.48,2413228.22,1665321.10,855124.97,2594686.48,1958812.54,1078616.38,186025.82,2083881.85,1257378.00,798043.11,286920.78,1807732.03,1121453.38,318480.73,106463.00,2941493.63,894026.38,877077.82,589157.80,1723693.08,426919.97,1161151.82,0,1547638.17,1834394.02,1339720.53,0.0
7,管理费用,178359812.02,102837697.68,72669283.47,32770891.12,155493935.10,86257540.70,54108637.13,28721094.16,78492783.69,46130154.24,25473377.59,12534703.65,73904321.83,47406071.29,30177535.26,15363808.02,47012078.94,27337305.47,13666965.89,5771462.70,26715308.44,15243896.44,8681522.87,4051755.18,17389002.23,10415401.17,6754736.77,2568466.67,14420827.62,8602511.66,5782690.78,2169225.43,12575554.52,5790076.40,3565869.80,2617746.97,11415100.22,8124784.50,6519359.33,4854069.06,9224076.47,6649067.92,5326132.18,2762455.62,20919624.83,14861645.12,12164293.05,6707075.58,20805070.37,9275272.57,7271735.56,3947597.83,12102032.81,9324865.81,7319942.37,2309400.82,11649853.60,7336034.75,5359537.19,1293322.17,14765790.52,4595688.10,2250822.21,1089431.55,12581586.90,6901795.36,5624608.08,2388909.26,8997153.38,8263732.00,5288573.80,2273333.44,9522148.86,9038630.54,7823790.55,2183476.00,22663484.43,6474957.46,16663070.19,6762381.88,14123963.39,3666687.76,10878160.94,0,10227587.61,9499485.33,8645562.64,0.0
8,财务费用,21289243.75,11222129.77,7069429.07,-703295.48,12314792.94,4828582.95,1032038.26,-513822.31,13498969.04,-3337729.50,-1186143.77,1754855.32,5943952.50,3106956.25,2714505.38,474408.16,4083604.12,-558870.21,-323903.23,-295877.72,2406639.38,4785682.20,1198670.27,-139840.21,-495340.09,-394474.03,-328690.64,-118699.39,-196940.97,-96106.88,-63331.89,-6273.17,-4146.89,-34873.96,-16950.48,278828.94,-1463778.69,-75197.33,-30196.29,-3486.02,-85419.92,-60260.14,-50810.72,-27356.47,580626.62,625387.77,635145.76,861636.01,-994179.52,-14335.86,-1684.98,-15656.20,-9233.86,1514.77,-5948.56,-2929.30,370561.20,-13343.78,-8872.24,-8274.26,505020.73,10138.45,6948.59,-12038.82,1181953.24,567071.86,530186.74,316495.21,1207879.87,1907030.00,1535753.08,819881.48,8164081.03,6658917.24,4411052.88,1749680.00,9934402.25,2652200.52,7249582.99,2335761.68,4859238.37,2132446.71,6685447.54,0,6376457.60,5985936.84,4196269.59,0.0
