,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3526374960.00,2558274785.00,1667424758.00,5142244740.00,3860559050.00,2828230064.00,1804057976.00,4932545229.00,3797998117.00,2767098197.00,1896586469.00,4717596472.00,3763765638.00,2753032799.00,1882230620.00,4649722368.00,3686228062.00,2825793250.00,1825212207.00,4156727525.00,3192550505.00,2301990248.00,1508515994.00,4320948572.00,3348506298.00,2539378234.00,1848564099.00,5643530553.00,4123858094.00,3012584089.00,1912443670.00,6027549212.00,4413676519.00,3090021567.00,2090018976.00,4982943397.00,3570612075.00,2481885134.00,1585142100.00,4199403351.00,2950668008.00,1969426161.00,1257455017.00,3453442314.00,2564046035.00,1821247310.00,1264760221.00,2730166091.00,2053314622.00,1439196580.00,995752908.23,2164226725.00,1603923702.00,1131520850.00,809638774.00,1806722915.00,1314781139.00,912616499.00,603372202.00,1339974628.00,954598326.00,652898969.00,424293538.00,1134165672.00,752977881.00,513697922.00,346197326.00,929244535.00,662673015.00,483648242.00,0,888949716.00,644890189.00,494672180.00,873617952.00,480102046.00,629926974.00,385051384.00,568494018.00,302048577.00,392062669.00,195097000.00,315301000.00,299858000.00,244573000.00,0.0
2,营业收入,3526374960.00,2558274785.00,1667424758.00,5142244740.00,3860559050.00,2828230064.00,1804057976.00,4932545229.00,3797998117.00,2767098197.00,1896586469.00,4717596472.00,3763765638.00,2753032799.00,1882230620.00,4649722368.00,3686228062.00,2825793250.00,1825212207.00,4156727525.00,3192550505.00,2301990248.00,1508515994.00,4320948572.00,3348506298.00,2539378234.00,1848564099.00,5643530553.00,4123858094.00,3012584089.00,1912443670.00,6027549212.00,4413676519.00,3090021567.00,2090018976.00,4982943397.00,3570612075.00,2481885134.00,1585142100.00,4199403351.00,2950668008.00,1969426161.00,1257455017.00,3453442314.00,2564046035.00,1821247310.00,1264760221.00,2730166091.00,2053314622.00,1439196580.00,995752908.23,2162755218.00,1602082141.00,1129661484.00,809438186.00,1804375891.00,1312287783.00,910786838.00,602598505.00,1338433751.00,953253027.00,651862038.00,423934643.00,1132636737.00,751704210.00,513171671.00,345468780.00,928218999.00,661719551.00,482691161.00,0,885980527.00,642464465.00,492305177.00,873617952.00,480102046.00,629926974.00,385051384.00,568494018.00,302048577.00,392062669.00,195097000.00,315301000.00,299858000.00,244573000.00,0.0
3,二、营业总成本,2618215214.00,1818822580.00,1061511440.00,3836100232.00,2900426441.00,2018939458.00,1184474700.00,3622032515.00,2740611614.00,1890800616.00,1211081443.00,3433779966.00,2684436063.00,1840237208.00,1167560487.00,3309722931.00,2524530583.00,1842448784.00,1126739273.00,2889619924.00,2143581647.00,1462946341.00,903007231.00,2964076344.00,2201078766.00,1558864572.00,1092515575.00,3405761646.00,2585751043.00,1791795774.00,1109714521.00,3509706627.00,2735136722.00,1930632594.00,1344434181.00,3076602159.00,2376585939.00,1707523231.00,1083682490.00,2729953417.00,2003461069.00,1371894634.00,862828574.00,2280948410.00,1789631486.00,1307348268.00,900635329.00,1782918133.00,1482968895.00,1057497363.00,715011770.26,1529703877.00,1187516368.00,850330575.00,596327497.00,1362731303.00,1028060229.00,713630168.00,446321112.00,1019677593.00,735216960.00,499300563.00,309739117.00,885593988.00,580723076.00,397825343.00,258248970.00,739549699.00,536580290.00,378935886.00,0,706418317.00,525754611.00,385708875.00,701935243.00,374297638.00,522336081.00,315123540.00,479240518.00,241014333.00,312452790.00,87671000.00,258966000.00,265646000.00,192163000.00,0.0
4,营业成本,1284574048.00,936252225.00,601688193.00,1901611507.00,1369522369.00,974557292.00,625431208.00,1671592279.00,1255301664.00,925754133.00,636501146.00,1575770979.00,1236598583.00,902734104.00,605388600.00,1512503035.00,1182038684.00,932522743.00,602400431.00,1372444612.00,1050337854.00,754302386.00,469058043.00,1357897999.00,1025632936.00,759692089.00,517458892.00,1401088983.00,1004067272.00,727833473.00,483121287.00,1439417134.00,1088142943.00,749237629.00,543222709.00,1257910216.00,1013786924.00,697904404.00,467527845.00,1191669609.00,882157615.00,589412209.00,374685634.00,1036020758.00,803452004.00,547526272.00,381490609.00,827001088.00,663201799.00,466448527.00,332058062.26,719828173.00,518282429.00,363056392.00,271591353.00,630682251.00,464440139.00,333498844.00,220750929.00,491351311.00,349215331.00,240942889.00,161368195.00,488147692.00,317443541.00,216060681.00,148326062.00,393576898.00,282179763.00,208752787.00,0,373452463.00,274654353.00,202241306.00,372484726.00,206013134.00,261262893.00,168318741.00,262190581.00,122702966.00,177785775.00,87671000.00,150305000.00,153725000.00,107338000.00,0.0
5,营业税金及附加,185609756.00,123550848.00,67002049.00,276491674.00,210534976.00,165276251.00,101766053.00,310252023.00,216255209.00,160473998.00,110070692.00,269716646.00,214117460.00,153081792.00,97663734.00,258013524.00,203798313.00,140611088.00,90171910.00,269446774.00,203984038.00,132436813.00,89008026.00,236394164.00,173511236.00,123601977.00,86211150.00,318214304.00,218986378.00,150023860.00,89023294.00,362103767.00,267882176.00,175702732.00,105983152.00,286375938.00,217235900.00,143954547.00,88409828.00,253331114.00,167008419.00,106802530.00,63253395.00,214623474.00,166885185.00,126205217.00,82059305.00,186317901.00,148297838.00,104700866.00,63464430.00,160456063.00,124238917.00,87867997.00,53214076.00,117974820.00,87114413.00,61175404.00,37660470.00,101127202.00,75593647.00,53332049.00,35176159.00,79077704.00,52060880.00,33526464.00,23543062.00,68232099.00,47243687.00,35454678.00,0,61131174.00,44132279.00,29773014.00,54588521.00,22723501.00,46752373.00,24409287.00,38285665.00,24898467.00,16251635.00,0,15429000.00,15920000.00,20790000.00,0.0
6,销售费用,907316128.00,591970801.00,318512447.00,1274599146.00,1068402994.00,710659033.00,374283098.00,1272522443.00,1056360698.00,668735726.00,390557653.00,1253260668.00,1025951023.00,650737234.00,390313786.00,1211127163.00,951377530.00,653425516.00,378802990.00,1006009364.00,754913922.00,486481030.00,298441169.00,1140836150.00,869789591.00,584280630.00,431460151.00,1449224163.00,1233795194.00,821144459.00,467673517.00,1503492226.00,1225397814.00,869894366.00,571748034.00,1338470218.00,1020496402.00,760912413.00,455911840.00,1093674541.00,837306257.00,584340983.00,362400303.00,869788111.00,717757756.00,543383731.00,372999937.00,624646818.00,554146417.00,393891320.00,247731232.00,501333602.00,448306078.00,314961256.00,217975570.00,489221842.00,404635493.00,275796633.00,165005112.00,334921278.00,234213593.00,157939436.00,86046155.00,235768039.00,153172607.00,107172283.00,66070515.00,206620369.00,154959556.00,100752741.00,57847261.00,210178821.00,159235757.00,121527969.00,208016279.00,110454970.00,169693735.00,91887902.00,121446326.00,64068591.00,44774559.00,0,52666000.00,56424000.00,27738000.00,0.0
7,管理费用,219370542.00,155552312.00,81023493.00,343580651.00,226147745.00,160091888.00,81613467.00,340781958.00,200881538.00,130542386.00,68123359.00,309783548.00,186644608.00,122695845.00,69048398.00,313968409.00,177851142.00,119770340.00,62252665.00,256980018.00,149050250.00,103980497.00,58147083.00,245498950.00,148739974.00,104896929.00,67841905.00,254374809.00,148161243.00,109340306.00,82064961.00,234832194.00,185158094.00,157485167.00,136323637.00,218008020.00,144155917.00,110222160.00,75365609.00,220052778.00,138817469.00,106461274.00,72852027.00,194243184.00,130454507.00,109918625.00,74944813.00,177966052.00,122310165.00,103251572.00,72286418.00,169289875.00,112211338.00,94545995.00,58005393.00,146518979.00,87344918.00,51710328.00,26958561.00,104535981.00,83825141.00,52380719.00,30299420.00,93860075.00,65106212.00,42750993.00,22306786.00,78575746.00,60319059.00,41427637.00,23963836.00,69840107.00,51592290.00,34048486.00,69232785.00,35250785.00,47459234.00,30339035.00,60350136.00,28927689.00,62303486.00,0,26589000.00,25519000.00,20803000.00,0.0
8,财务费用,17488750.00,8789583.00,-2640255.00,35945302.00,24950685.00,13085942.00,4711493.00,18590259.00,18287002.00,11147949.00,5828593.00,21968859.00,21124389.00,10988233.00,5145969.00,11287685.00,9464914.00,-3880903.00,-6888723.00,-17256721.00,-14704417.00,-14254385.00,-11647090.00,-18700357.00,-16594971.00,-13607053.00,-10456523.00,-19918261.00,-18919402.00,-16206681.00,-12168537.00,-44503581.00,-31444305.00,-21687300.00,-12843351.00,-28965166.00,-19089205.00,-5470293.00,-3532633.00,-30232166.00,-21828691.00,-15122362.00,-10362785.00,-35362131.00,-29071450.00,-19839061.00,-10859335.00,-23379783.00,-16742639.00,-10717624.00,-5841143.00,-21203836.00,-15522394.00,-10101065.00,-4458895.00,-21666589.00,-15474734.00,-8551041.00,-4053960.00,-12258179.00,-7630752.00,-5294530.00,-3150812.00,-11259522.00,-7060164.00,-1685078.00,-1997455.00,-7455413.00,-8121775.00,-7451957.00,-994883.00,-8184248.00,-3860068.00,-1881900.00,-2387068.00,-144752.00,-2832154.00,168575.00,-3032190.00,416620.00,11337335.00,0,13977000.00,14058000.00,15494000.00,0.0
