,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,760853298.63,3662949804.03,2541155340.19,1664649197.36,854269894.14,3598250679.55,2846456915.89,1664297178.05,696840007.07,2906420912.16,1686619805.09,1193154646.52,870495965.10,3588819665.40,1624814189.31,920285986.64,515593685.36,3138423356.73,2208241224.19,1418989459.37,880644911.92,2692885366.76,2072625404.64,1240574567.11,617745580.80,4399004527.27,2909205696.67,1730860835.03,823487001.64,3311709131.21,2344923581.63,1825008533.48,732041281.40,4223649534.88,2855784631.87,2141922317.34,899700250.96,3875019021.35,2306086007.21,1522238867.95,979386234.73,3531908311.94,2481481720.01,1786328388.74,793192515.35,3297842311.68,2643709762.97,2090123599.17,1041756031.79,3135942466.92,1961216054.38,1214719468.49,743101528.54,2751623614.92,1756746734.00,1471912400.32,1030816026.66,1682202005.62,990388882.54,713647981.68,382531594.89,1730820340.17,1141295959.89,900712188.06,416537038.14,1507649252.97,1001211781.65,589014886.17,316707931.38,1453076337.11,1039421371.00,776048959.02,403375635.01,958668979.25,501207342.89,939556805.39,464092847.18,906384728.49,348873638.38,999409459.50,789323296.13,935194857.64,0.0
2,营业收入,760853298.63,3662949804.03,2541155340.19,1664649197.36,854269894.14,3598250679.55,2846456915.89,1664297178.05,696840007.07,2906420912.16,1686619805.09,1193154646.52,870495965.10,3588819665.40,1624814189.31,920285986.64,515593685.36,3138423356.73,2208241224.19,1418989459.37,880644911.92,2692885366.76,2072625404.64,1240574567.11,617745580.80,4399004527.27,2909205696.67,1730860835.03,823487001.64,3311709131.21,2344923581.63,1825008533.48,732041281.40,4223649534.88,2855784631.87,2141922317.34,899700250.96,3875019021.35,2306086007.21,1522238867.95,979386234.73,3531908311.94,2481481720.01,1786328388.74,793192515.35,3297842311.68,2643709762.97,2090123599.17,1041756031.79,3135942466.92,1961216054.38,1214719468.49,743101528.54,2743181369.27,1752264618.49,1468849640.98,1028549734.25,1675756463.89,986584421.83,711990521.21,382015382.08,1727738774.07,1140311252.08,898888104.90,414827489.74,1500777220.42,999172891.08,587828982.29,316117107.14,1449636058.10,1037011491.00,773959523.09,402674639.35,957320894.50,500733396.06,938049949.58,463453271.97,905970928.96,347976319.56,999409459.50,789323296.13,935194857.64,0.0
3,二、营业总成本,749579982.87,3985336491.36,2975829585.19,1974112985.11,1140359343.91,4969327412.38,3521115854.70,2173035716.75,928065017.52,3270942729.46,1883997650.03,1336487540.70,920036757.84,3678629914.84,1903916835.73,1134863630.79,639218414.62,3239305948.65,2227666979.21,1434748229.60,901151294.19,3032462259.15,2212337750.45,1291128412.15,676888153.19,4651238221.46,3063316124.50,1861388745.15,913638224.16,3692990546.33,2511246053.70,1867317183.34,790601006.44,4158893148.31,2688795487.12,1988396171.40,873264259.22,3735879560.70,2265140872.18,1452078921.25,904208345.92,3383070637.50,2391943711.29,1740863176.06,851818221.72,3247298378.91,2512209156.76,1961090474.05,962320215.54,2993381189.25,1879891057.08,1181503758.02,693154447.76,2522649839.57,1614903186.62,1280403506.46,835881182.14,1647526116.54,1003666600.94,700499501.05,377978964.78,1547698170.95,1015961462.61,801368082.24,382974606.62,1406034270.53,958915821.95,564368950.19,303378667.60,1339072226.03,955030724.00,718763384.72,378494152.41,902570874.96,463073524.04,868959337.75,441308089.38,901778958.08,336721853.24,978222412.15,758778294.10,897401223.19,0.0
4,营业成本,622169416.07,3446565658.51,2504800569.80,1640379017.40,821814838.00,3812476628.99,2794283467.02,1619010665.84,741770565.61,2598008874.93,1420477647.49,1016326184.60,739376609.74,3048329654.60,1488953079.52,845406712.26,479131119.63,2675329133.90,1847986871.75,1186373051.47,757939534.78,2462865339.91,1881452801.26,1095649400.39,542260165.08,3824087872.54,2583793660.20,1532779068.01,725522421.31,2895469886.48,2040724833.41,1554574520.46,620238746.46,3511749830.70,2286996895.70,1718552250.02,730433021.73,3174659187.96,1927219713.22,1247664188.29,787683148.63,2866886148.65,2030367235.86,1488364370.24,713757947.12,2754735882.94,2167226686.26,1726200258.06,847087516.65,2541256548.43,1605190389.44,1001544028.59,601126693.86,2180214375.50,1377663120.64,1115375244.97,738999983.59,1364082730.27,809612245.35,582812123.63,315564402.28,1315097865.42,855516681.67,669497809.43,311237181.10,1198541934.62,817433785.88,466384851.67,261510941.18,1137188448.43,811157862.00,608873274.34,325945773.34,753518301.99,384810481.73,740313694.52,377813970.78,785510535.40,291422910.57,862645280.80,658482195.97,789076736.72,0.0
5,营业税金及附加,2579948.28,15824280.68,9602828.46,7768615.01,4775490.46,36996970.20,14654620.99,10404914.29,4120349.89,18896116.18,11840926.39,8619958.63,5806907.06,35656677.37,6713431.96,3972548.47,2018274.15,20572459.22,12243446.83,7098755.17,4176059.57,10480586.35,7219229.75,4763006.45,2134984.67,29844087.47,16516281.27,9803115.46,4488605.89,34569952.44,13559686.05,9314806.99,3505695.63,33852415.35,20860734.42,11156251.32,3929341.06,30716255.85,16532038.27,7999705.29,4037125.53,25627772.51,17109866.84,8391186.04,3927238.35,22595624.87,16854133.96,9645957.97,4496263.27,22477961.04,12450971.39,4712389.25,2350158.92,23468373.71,14848438.96,11398435.56,6929017.02,17927103.08,9589151.94,5382282.52,2151674.92,18105837.12,11550482.81,7628723.21,2216547.70,13703586.15,8521977.40,3546629.73,1635656.64,12224411.10,8087577.00,4520149.05,2182284.24,9268738.64,4809138.09,8840603.10,3770071.68,8734418.85,1689293.89,9784238.16,7357830.09,7079903.13,0.0
6,销售费用,19337527.74,97837354.15,66578306.71,53989413.27,31957330.77,106345361.33,82236942.09,64130590.28,24470285.72,86438239.64,58165417.93,49557603.02,26557786.69,79518624.84,60755756.81,44571424.45,28990533.44,85596392.62,63232979.16,48298942.12,27346782.57,84440766.03,58324501.17,51491375.08,29707506.54,85259908.64,58587352.81,48577485.78,26465639.13,63318504.00,50813194.82,35219598.61,26390352.34,56324930.66,38757498.78,27794503.69,17594232.93,51333633.23,37208486.40,26997576.14,16267678.79,70437669.82,58349270.10,44610733.63,22084567.82,64198784.98,50408360.32,39107719.82,15350763.96,43120055.84,30811630.60,21789321.81,12507600.11,26002863.97,18390229.16,14196590.16,11079472.62,30425363.90,23113956.53,16230928.69,8047964.49,28022832.51,20071251.77,17790390.94,9259498.22,25143391.12,20519322.96,13727968.34,4665632.62,20580470.49,18566744.00,14140905.68,7244234.40,7508271.42,6481460.08,23273018.23,12680877.31,13258348.71,8985519.96,12040468.47,11937340.13,16626243.50,0.0
7,管理费用,61523989.25,284865898.19,201010851.27,146696836.88,80399115.69,371947775.12,241124191.59,163083521.77,99614424.77,322982488.45,237671708.70,159099952.80,93750970.45,305965775.63,218152146.75,156671952.02,89800841.22,268253972.14,190099147.60,122562577.37,79292777.87,287898221.13,163271102.79,76315066.82,62954625.70,447270632.36,225067454.07,143852766.32,89631500.00,399064563.46,257039391.93,164214871.85,97660147.02,395065851.93,219408138.30,146515338.00,87232343.72,370199703.12,209698956.00,120522077.08,71529833.10,304033471.25,191134809.74,130180796.11,77465828.83,278262346.71,182549613.70,124079562.98,65889860.10,261589748.24,146963724.13,100080038.18,56441034.39,232089887.79,147567117.60,103192297.98,59542190.85,171947574.96,119275171.62,73549505.46,39306801.68,176091634.47,112144912.24,92699478.57,50358288.29,143933745.06,94259008.04,68004510.32,30535983.08,145666682.70,94615690.00,73634896.24,34453852.52,106779152.30,50820818.81,80789611.47,37810942.43,69869932.39,22803343.49,58153474.30,49492846.71,47499325.64,0.0
8,财务费用,43770057.77,135231319.57,190755017.97,122990214.47,59854856.28,257077122.37,194756004.21,129950963.66,58089391.53,211868057.10,159050969.66,106182884.65,54547941.97,186222543.96,135911943.87,90818003.14,39377646.18,143636661.25,104731446.37,69961107.41,32536252.29,181295934.01,100833502.05,61672949.98,39830871.20,223750487.85,177618185.51,124473691.67,67530057.83,201575446.44,151061183.16,105945619.29,42966904.99,163346060.31,117636003.56,79241612.01,34075319.78,98968041.48,76970361.81,51197430.13,24690559.87,113268166.21,93003484.37,67337045.66,33982639.60,126566913.72,96662803.97,63549416.67,29495811.56,110511475.22,82490239.17,53432544.48,20728960.48,60874338.60,56434280.26,36240937.79,19330518.06,63143344.33,42076075.50,22524660.75,12908121.41,10380001.43,16678134.12,13751680.09,9903091.31,24711613.58,18181727.67,12704990.13,5030454.08,23412213.31,22602851.00,17594159.41,8668007.91,25496410.61,16151625.33,15742410.43,9232227.18,24405722.73,11820785.33,35598950.42,31508081.20,37119014.20,0.0
