,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2475846935.75,1849231147.95,1155387646.37,429048648.67,1857734316.81,1349604517.23,871283969.32,430612234.04,2101335917.22,1507969756.93,978232797.83,433718959.90,1115196733.14,407677364.81,155220454.22,67756235.66,348515807.77,241043250.62,163783725.70,63167084.02,409467286.82,274592857.15,176759769.71,68203707.92,71700010.10,18176952.24,14973199.69,11648818.89,378805013.46,370942089.26,366632763.80,230851018.38,1072084414.36,831597783.44,554500420.19,296541983.08,1012448986.54,719572899.66,511136115.65,274928021.67,753824300.82,502876234.96,321048331.52,163297713.06,1219155512.13,1079463219.63,790924219.77,365368276.01,1652938016.41,1137072415.74,720726399.93,317458588.04,1446205340.66,1067725865.76,711478135.82,318430468.15,1806804512.49,1477773992.23,945443003.20,431279578.09,1991927517.03,1470144210.48,953887133.37,381417932.26,1527955202.79,1094919683.75,758358382.85,301090355.54,1209174399.25,812844576.00,516193837.91,242492928.66,1120752743.06,515056972.56,1057932589.70,536814249.54,871215842.75,288565402.18,557712100.71,263531956.65,499196334.31,336249628.43,283546318.49,0.0
2,营业收入,234411106.05,165402224.78,81891366.65,22071683.20,145598839.95,100370648.95,80606630.04,42884024.78,350045419.06,324927627.99,247802235.08,89582555.53,435396029.83,258299918.01,155220454.22,67756235.66,348515807.77,241043250.62,163783725.70,63167084.02,409467286.82,274592857.15,176759769.71,68203707.92,71700010.10,18176952.24,14973199.69,11648818.89,378805013.46,370942089.26,366632763.80,230851018.38,1072084414.36,831597783.44,554500420.19,296541983.08,1012448986.54,719572899.66,511136115.65,274928021.67,753824300.82,502876234.96,321048331.52,163297713.06,1219155512.13,1079463219.63,790924219.77,365368276.01,1652938016.41,1137072415.74,720726399.93,317458588.04,1437931263.07,1061326739.55,706978905.95,317169525.58,1800694152.02,1486902999.79,953841239.75,435778329.76,1987018892.09,1468102706.71,952800134.01,382549053.39,1521973047.49,1091944513.74,756566575.80,300175301.86,1201134163.11,805168400.86,511158708.16,239454977.43,1113408043.48,511052988.88,1052410285.84,532882674.85,864482928.77,284848284.63,553777518.39,263746721.52,496989522.21,334703135.97,282178153.89,0.0
3,二、营业总成本,3089475794.44,2059404881.93,1234039386.59,598056281.31,2545749884.69,1639451514.39,1056052186.91,535025114.18,2350366357.76,1633999013.45,1009005166.45,437326194.18,1148427208.78,394525551.88,172344381.78,76665434.25,473232124.32,325051348.48,224671149.28,92763804.12,556648368.90,370514737.94,236238135.17,98030764.79,240188323.92,93296307.56,68058701.28,38104595.37,519087673.34,457448363.65,419069091.48,248047816.91,1128223192.93,841845725.76,558466003.28,293105787.50,1049673609.88,741987220.14,520779732.36,282663089.07,1074000250.31,580411016.53,374752764.56,193316274.34,2162254891.37,1258062226.13,919010509.91,405187778.82,1714590580.90,1338100424.12,866789276.82,383522280.86,2826670228.80,1234615817.71,756504560.83,305336188.23,2075406807.52,1430196677.64,910734323.56,407672540.19,1907726188.69,1398690375.52,898191714.01,365662538.39,1468545609.17,1042048008.31,722642756.73,298302971.34,1114594432.76,749619329.36,463360257.95,220889411.73,1018242332.72,456195362.28,953828262.88,462542653.80,761728111.66,248553312.54,497986044.55,231225373.01,433364764.06,303053811.26,250685500.51,0.0
4,营业成本,50282872.29,21319245.01,5606411.07,3583841.78,30051516.19,22822592.42,18625108.96,15363480.39,226605950.77,220400209.30,165746140.61,51822847.48,360238549.81,228229166.30,148522165.61,67263218.05,340421308.87,234343019.01,155380757.74,63554902.26,399741914.25,268238476.89,174084338.14,71010114.52,68220918.98,23044736.79,19900106.64,12023664.77,398386163.76,382518659.56,378298882.10,228938752.62,1032111749.79,775103272.40,512989433.11,270531520.22,961898244.73,681165320.13,479741157.24,261296249.89,788281724.78,519277135.89,337502697.81,175762428.92,1173775367.26,1010484061.90,730744905.25,335815101.05,1480640225.19,991089373.60,632076611.34,296228768.85,1286634842.92,959341491.02,626323496.19,276072363.16,1574338356.45,1283921933.55,816979615.81,367774925.86,1729487641.42,1282033343.55,823150520.38,332941291.33,1291133067.94,917911225.29,637696800.84,257722450.15,990064628.61,661794449.03,408275769.27,198499665.37,921869939.85,414587205.69,857123305.12,425796203.10,688312749.47,215917530.40,443840590.69,211021397.41,393466961.28,259582756.51,204183321.15,0.0
5,营业税金及附加,21979984.65,17063827.20,10641105.28,4939650.83,17621780.66,11797084.00,6882858.20,3307570.08,16558824.85,12153400.12,7481590.42,3528803.80,11215088.76,2252849.81,423863.01,225008.23,715319.58,596164.48,547280.64,60811.33,980146.63,780465.82,-932.19,4547.36,377838.35,31192.32,21697.97,3906.84,421990.83,384348.90,381818.83,593512.09,2655877.32,2497748.07,1900943.52,990797.73,2215747.85,1492831.71,1463964.99,883092.43,1326090.88,630196.09,205283.11,65015.87,4327082.77,3768341.83,2741360.81,1524194.85,5883929.36,3990366.06,2726488.08,1060434.30,4718389.51,2903752.54,1883999.00,646558.94,4996052.40,3039013.14,1606035.36,738747.43,4827886.59,3146396.33,1868860.65,869504.63,3344584.32,2155670.28,1326498.39,351488.19,2370953.83,1492493.45,771885.36,307133.70,1561675.43,546541.33,1254498.46,767937.06,1586778.95,313005.57,1351403.17,552632.52,1569947.53,1076551.12,709226.41,0.0
6,销售费用,1190418.96,826195.33,627264.10,314842.04,2635756.61,1659697.39,1238909.73,713259.25,11363050.71,9760405.89,6414325.40,3179554.43,24545842.80,12865488.65,7335874.82,2721310.51,22019327.64,12667139.88,7621211.19,3022424.96,20813426.41,11768322.04,6630337.97,1224067.29,3685179.78,726442.43,613282.34,1417650.46,11754624.49,11020056.09,9790710.70,3989523.15,20728416.25,15144888.33,9322452.92,3974537.49,17073690.19,11984916.66,7576166.79,4046297.98,13887811.52,10753878.87,6167862.20,2137730.63,43476407.90,38443958.54,27634202.85,13709428.27,58489206.76,46696246.72,31259152.90,13379600.03,75694991.49,53659300.21,29458187.59,8489140.95,72030711.89,47575417.61,31936527.20,13123354.02,56398694.45,32090105.55,20409761.20,9434121.87,48240672.33,31981454.90,19960060.14,9947296.77,36150689.38,27910940.21,15740785.35,6394547.24,32947427.43,13757150.35,24930694.36,8115696.81,25672466.17,10333266.07,17712006.32,6486228.58,10890329.47,8874455.05,8213372.85,0.0
7,管理费用,1882415271.28,1205688193.77,698154779.12,409651997.49,1258078754.83,886975491.50,554389781.85,279630084.13,1145478092.19,872278607.57,534939743.53,252245470.15,531820741.84,151210762.41,13927267.14,7594138.01,53789747.92,26546530.98,17190746.05,7471127.66,45859437.21,34890425.38,23673593.63,9836450.52,126235696.21,71782028.50,47192985.68,24680292.93,90670944.00,59662899.04,30653691.10,14406194.56,64105974.53,47330296.03,32540309.24,16815484.64,53969510.24,40156926.74,25033926.40,13042926.70,55272502.25,39108143.51,23408178.26,10799675.77,187148487.73,95817109.93,65785969.45,31949514.07,93784914.90,63094584.02,44126962.83,12819162.97,1177718918.72,109480453.49,53268724.67,14304157.39,139163199.35,58580639.70,39108723.03,16644748.67,70817753.06,48572051.88,30352652.74,13418655.16,68200472.65,46868001.08,32525083.42,19375434.26,48178888.91,29632893.86,19552079.85,9472450.80,36069634.85,14331661.72,40599551.82,16544603.25,23708766.87,7756902.98,17514749.29,7481756.13,17505512.56,22073402.01,22180126.11,0.0
8,财务费用,44353057.46,20954337.70,8509929.25,-681278.58,-2612161.55,-1971461.41,-850293.11,-249834.94,331297.62,716221.59,523304.62,126380.98,-1117209.95,-558959.74,-391398.89,-183487.10,47668471.04,49086520.66,41376198.73,20569415.11,71675853.43,50862506.98,30512184.76,15345759.25,11515120.22,325692.25,206938.58,115353.22,549015.55,361888.38,243199.64,119834.49,620781.53,968970.76,912314.32,793447.42,9233108.41,8207187.14,6178926.03,2913947.68,12410385.16,8949286.56,5856450.54,3754358.48,97830136.69,67445786.45,56304903.30,14221180.09,53217295.36,231375692.14,154090559.03,60034314.71,281903086.16,109230820.45,45570153.38,5823967.79,284878487.43,37079673.64,21103422.16,9390764.21,46194213.17,32848478.21,22409919.04,8998965.40,57626811.93,43131656.76,31134313.94,10906301.97,37829272.03,28788552.81,19019738.12,6215614.62,25793655.16,12972803.19,29393293.94,11104392.64,23616904.32,14232607.52,17567295.08,5683358.37,9932013.22,11446646.57,15399453.99,0.0
