,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,919721785.81,597272559.96,268989567.03,1149831070.21,904365420.67,537325519.65,318231739.50,1207911835.31,788098941.50,582997975.83,221516664.91,1059827102.15,715580143.38,503118829.09,173219517.70,986967423.93,653349279.73,461507655.51,188442436.05,881254604.83,581995600.75,443033770.90,140567231.32,969331768.19,657545534.74,507146922.10,189946330.32,1028681877.41,692733981.73,479993062.74,188137876.41,880866259.79,599562102.75,401161681.94,143220020.04,774110665.50,526209727.67,352181106.71,153289178.89,528290284.77,398261890.56,241496483.80,108008166.48,474956113.94,413903785.79,278307884.08,116660161.16,773877230.91,551053867.98,308644487.67,131498472.99,646340436.04,478242316.62,263554071.22,97094653.81,573876299.69,397865234.66,244072157.77,97884271.71,401054480.72,267755317.25,152669441.96,59493421.67,340637825.46,220259783.32,117982066.45,43045992.21,274861311.21,225771904.16,0.0
2,营业收入,919721785.81,597272559.96,268989567.03,1149831070.21,904365420.67,537325519.65,318231739.50,1207911835.31,788098941.50,582997975.83,221516664.91,1059827102.15,715580143.38,503118829.09,173219517.70,986967423.93,653349279.73,461507655.51,188442436.05,881254604.83,581995600.75,443033770.90,140567231.32,969331768.19,657545534.74,507146922.10,189946330.32,1028681877.41,692733981.73,479993062.74,188137876.41,880866259.79,599562102.75,401161681.94,143220020.04,774110665.50,526209727.67,352181106.71,153289178.89,528290284.77,398261890.56,241496483.80,108008166.48,474956113.94,413903785.79,278307884.08,116660161.16,773877230.91,551053867.98,308644487.67,131498472.99,644792594.76,477814540.54,263150414.97,97123912.14,571056844.06,396994156.82,243826885.12,97854952.41,400578318.81,267753613.00,152669159.34,59493448.88,340488088.92,220029277.54,117848000.54,43000123.21,274495580.62,225122856.86,0.0
3,二、营业总成本,887214579.90,575720404.74,264280479.73,1108997112.06,869627806.69,518725151.44,317700236.33,1194010562.79,781036979.60,571799212.37,228992952.66,1042582375.28,708202910.87,493830130.62,188450802.93,1005858293.31,662332302.29,456145157.33,200194498.00,887025535.97,579644524.92,434313412.58,139278155.27,911520813.67,614986713.88,463628909.01,171038098.97,840466051.21,575619734.65,378905593.97,167064948.70,681114739.02,499934525.16,320298634.22,120410406.94,630402163.08,451211905.67,288460466.52,130790996.71,455385897.24,329328812.69,182610079.29,87415816.73,354713541.43,278990783.67,175200852.18,85281564.93,561336679.54,415240568.13,214421220.09,104162639.92,545795896.33,390503592.28,208163243.38,84956465.29,472590370.52,333349955.73,202614066.88,82173744.74,303248173.47,205362365.36,115985345.45,49134567.62,271728653.64,175352715.45,86587204.04,34183754.28,210757889.12,167695594.09,0.0
4,营业成本,706020716.06,458887584.43,202171866.15,843501335.57,671734828.49,402109153.11,267335204.93,859523035.51,506333947.00,387057124.34,154533032.45,830269655.52,574675668.84,410212969.68,147265440.02,822308217.79,534662582.52,374794574.22,157178692.39,729486573.00,470603837.18,362078908.09,110581920.75,770715073.90,515823142.67,396009459.79,138789479.68,720197229.55,496702747.20,333878409.11,147098787.15,582720808.84,439982095.49,274656859.86,100150353.04,564517378.94,401721805.19,258253426.73,114748146.49,394261143.16,297293914.18,161330499.03,76617163.43,273024932.15,245352687.11,155455487.91,70429096.75,514414840.02,382382531.98,197066093.08,93647249.89,496794895.04,357320051.85,186562231.33,75649470.82,442302126.46,313570761.05,191831567.65,76589749.33,274589497.75,183012847.86,99004226.71,40339469.57,244180788.40,156690241.21,74989117.22,28721553.24,181444921.69,142406743.90,0.0
5,营业税金及附加,6946858.71,5174257.97,1690180.75,12322275.45,7728180.57,3492653.61,1572326.42,12305565.70,4147894.41,2935217.35,896020.95,12005649.54,2122116.20,1180079.87,686932.58,3302049.01,801890.67,234039.89,725770.73,5196525.72,3527415.01,2581193.22,774306.93,5421514.85,3612462.86,2468567.73,1028334.66,6796436.61,3378063.15,2538810.04,649158.37,5208450.62,2541355.65,1636828.29,523385.72,2415648.56,1317215.51,936239.41,406037.13,1603576.47,1025451.41,612775.22,167446.18,1631473.61,1164466.05,818853.82,270505.11,1808003.96,1089525.13,648031.45,268412.22,1238666.47,862987.33,515627.67,139573.36,810393.30,580887.46,366441.95,138058.83,5470107.45,5211714.62,3705778.93,1531301.02,13503001.97,8330254.34,5704315.43,2430278.33,12355565.98,10513525.53,0.0
6,销售费用,39890823.75,27393000.93,13211117.95,68555161.66,54245382.29,29567963.11,14739554.78,138137959.52,135574916.24,99826909.32,33294203.50,72021119.39,42737636.73,28201884.92,16224498.92,43132969.42,29928963.15,20190138.44,8485730.68,24652273.87,15792295.34,9130118.20,4176303.51,26095332.00,20875173.78,15260752.28,6935472.57,26229668.82,19697275.74,11445342.22,4107994.44,14846560.93,10007138.95,6901323.92,3015336.69,11800326.90,7592807.21,4181907.24,736779.23,10393473.22,5603577.13,3145467.78,2660201.54,7112360.73,5933901.25,3786825.77,1878634.66,6210643.22,4948766.44,2954884.42,1298921.17,6935675.81,5016001.31,2947064.57,910756.31,3473207.63,2316510.81,1446533.34,702648.70,3514119.39,1775106.08,1092781.53,433211.80,3140828.37,1199171.16,537969.09,240747.99,3704022.20,3214253.44,0.0
7,管理费用,54142227.16,33904702.51,15982599.14,64148476.21,46905499.92,31135266.31,13711234.55,73687180.93,57311238.59,37348690.22,17044816.49,58812532.99,45554373.70,29005381.92,12480625.54,61025981.61,41593360.25,25170761.06,13520718.02,58983079.22,37979191.22,26151903.91,11793147.26,50416696.64,40059654.54,24873922.17,11552067.26,45345728.45,33401900.05,21215306.29,10055825.56,38983398.21,26089684.85,18554607.69,7615455.25,32293912.21,26991547.65,15002882.56,9088766.00,35350750.33,23424766.49,11582173.24,4536629.60,36887240.13,16149351.08,7384849.22,7766757.36,18636343.13,12157144.99,2945189.95,4261225.09,24482697.22,15040452.42,10801563.78,4468641.57,15704526.59,10882909.62,6016226.57,2973853.49,13788207.39,10120274.24,8103107.77,4134761.90,6286638.59,5253567.71,2869001.82,1369531.57,6261945.26,2880592.41,0.0
8,财务费用,77577686.14,47960203.14,25791068.09,118247558.30,90065888.30,53589312.85,20739871.74,98058230.32,78251830.10,45198645.05,22045382.03,68418009.84,44083598.59,27265549.68,11534328.84,69214006.32,49092922.67,33348848.60,19472940.89,65710145.87,51960947.54,34503860.85,12243742.10,51874125.32,34791572.02,22333579.47,11404956.89,31515233.48,20318257.56,8025023.75,5127506.23,27841869.31,20612501.08,18879156.07,8784819.58,17697007.61,13482559.33,8302463.59,4275513.51,11104663.36,7680041.54,5416541.97,3434375.98,12255786.79,11434042.22,10430442.39,4936571.05,18817949.93,14662599.59,9460824.13,4686831.55,16343961.79,12264099.37,7336756.03,3788023.23,10300116.54,5998886.79,2953297.37,1769434.39,5886241.49,5242422.56,4079450.51,2695823.33,4617396.31,3879481.03,2486800.48,1421643.15,6991433.99,8680478.81,0.0
