,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30521415.09,440698352.96,323227171.10,112936995.34,608445275.44,119116826.19,18290779.70,4355927.37,67167387.41,144634070.98,71642635.98,41060056.87,69715951.80,69401112.92,29943114.38,16683366.37,84860400.64,56968882.91,44578111.60,13736382.13,83657156.94,63641361.04,46148936.58,20619962.30,99146076.02,72470955.14,54381551.91,32519686.69,116392528.88,78521217.06,45756159.06,21138569.09,71866438.50,54378241.51,35250059.28,17986578.99,83173867.08,66813229.28,46576850.35,25639316.07,137858991.63,135505561.68,99228563.11,51698320.66,206191787.61,154091074.12,109314065.96,63469250.27,393453540.97,328258294.50,234083118.81,89116043.91,497329053.97,396524226.66,276229317.46,130399933.70,596889374.95,417710280.02,256963452.08,136347339.62,610068207.97,475493704.95,323950154.74,115929274.14,453641351.91,324218766.52,240199330.42,395686458.44,198819619.73,279170881.81,126879975.17,277594155.65,154762246.38,557371065.03,304892123.87,290303731.00,94052647.55,316190790.85,161566300.00,311495240.00,101759305.82,304100471.85,107258691.37,208948388.98,121633386.55,0.0
2,营业收入,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30521415.09,440698352.96,323227171.10,112936995.34,608445275.44,119116826.19,18290779.70,4355927.37,67167387.41,144634070.98,71642635.98,41060056.87,69715951.80,69401112.92,29943114.38,16683366.37,84860400.64,56968882.91,44578111.60,13736382.13,83657156.94,63641361.04,46148936.58,20619962.30,99146076.02,72470955.14,54381551.91,32519686.69,116392528.88,78521217.06,45756159.06,21138569.09,71866438.50,54378241.51,35250059.28,17986578.99,83173867.08,66813229.28,46576850.35,25639316.07,137858991.63,135505561.68,99228563.11,51698320.66,200635070.25,149830668.05,106455641.81,61783276.21,382876199.98,318879326.81,229872938.13,86384872.91,475655557.79,382445450.06,271388934.06,124988119.81,583300541.18,408191536.87,252071948.77,133046846.24,604077686.88,472210028.13,321877093.83,115057947.04,449419326.11,318495277.33,235459901.93,386688212.00,193773544.51,276886492.80,126223761.59,274984436.52,155446846.15,561128702.80,307027091.62,287794307.18,93556673.23,320618901.59,164580000.00,312183960.00,101667513.54,303823637.80,107048387.72,208699571.19,120845637.77,0.0
3,二、营业总成本,6746089.04,6380534.15,3258300.46,389051508.04,21133376.58,18236694.63,2804626.29,1112865995.57,410744344.76,299165716.18,106224539.69,565940041.91,125910864.80,32106271.65,9291025.06,91917935.02,136299401.29,67304752.94,36551754.32,109294801.90,112546825.65,53633753.28,27414457.12,138131108.85,85200454.32,60997185.76,20448562.40,136834609.72,74847401.54,54737351.32,25024514.87,129990517.67,96969759.21,68911706.23,38755593.03,157076878.62,90994706.77,51361349.24,26596826.63,95911724.59,69948068.30,48018516.22,24124027.63,136883204.18,101999962.68,68695377.40,36236331.06,232347615.30,178688529.72,129166124.90,64194314.13,339751978.74,195511207.93,130385470.22,77048131.84,505928962.27,339480694.60,238027117.08,92577461.63,508888133.22,394227632.58,273319573.34,129178508.09,578730896.48,411707969.45,251006868.57,133023087.29,599245370.33,470832728.32,320206172.19,114297301.39,500320720.83,342603394.32,251550397.79,436483575.96,215706853.84,482723476.00,167050501.51,438432656.43,175825317.77,560797337.69,0,290183431.41,0,330951155.25,0,0,0,228220543.37,87450646.98,163194421.73,107119640.22,0.0
4,营业成本,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32943669.43,375078554.23,271815943.74,95163707.77,527934507.89,100988610.24,15664559.01,3360529.13,53302784.86,115616869.63,55356263.04,30380037.97,66961208.17,67781346.26,31001113.50,16959223.28,86884955.08,55139972.86,41598778.16,11323383.13,80728710.10,56794720.05,42600583.86,18596236.70,90622377.97,71788954.81,52843597.86,30106507.18,105662197.94,70298531.38,39128790.95,17782916.62,62318676.13,48406456.42,30893462.84,14753329.77,73316244.60,61781856.65,42478206.92,23771957.13,128982596.08,125542133.78,90875694.90,47690187.65,200841363.25,141316115.05,97718695.03,56913875.08,349803630.61,281311142.15,201137693.60,75368934.52,421029931.34,337711242.44,236608703.76,108425984.21,487943716.95,347636652.23,216860016.63,112366104.45,516782056.09,403081054.66,276325929.72,95681459.35,381838563.13,274099218.23,204537229.57,340628702.82,170217698.14,286356887.69,126900649.00,252848598.62,141505787.16,442806522.21,0,224146980.86,0,254459542.57,0,0,0,216967025.93,71111861.29,136828536.98,90138351.81,0.0
5,营业税金及附加,0,0,0,0,0,0.00,0,262684.91,991211.97,577553.54,525376.81,870314.26,1638431.90,530758.44,90415.92,978020.71,3195026.01,753141.59,200033.11,2205013.72,1737882.57,1094746.30,564530.46,2216535.42,1627946.11,1110544.12,569311.65,2276965.79,1684434.07,1056922.69,560757.65,2381701.20,1569334.85,989051.12,451359.06,1687617.13,1290514.06,809402.94,424438.10,1611284.52,1218303.08,780182.91,449825.96,1784168.93,1360115.74,903426.03,495948.88,1656971.43,1331857.16,836414.79,308827.22,1213835.61,884289.57,636165.64,425152.95,1656223.31,1498287.62,1188595.08,514586.33,1378713.67,1079037.41,883631.04,478833.67,2921688.05,2313122.95,1327659.05,765974.47,2388511.39,2195011.39,1670611.87,660105.52,4554576.86,2036737.66,1484532.56,1186860.67,537145.92,1069320.34,558462.62,1078897.93,501525.99,1487083.29,0,988478.44,0,3204418.77,0,0,0,34570980.66,14783639.91,29144068.52,16981288.41,0.0
6,销售费用,0,0,0,0,0,0.00,0,1050.00,1050.00,1050.00,1050.00,5927.00,5927.00,5927.00,3703.00,676815.83,0,0,0,4330507.43,4330507.43,2874728.40,1407931.48,5711507.65,3988867.36,2607478.21,1112098.31,5796140.72,3977598.95,2442608.05,1250444.30,5579670.17,4191441.32,2805600.99,1398723.40,5723421.48,3886673.23,2744079.78,1509181.26,4725413.43,3276208.79,2141254.35,1056768.48,7569063.89,5957579.98,4258970.65,2088799.12,9607928.36,9089992.87,6118127.54,2685997.16,11691681.76,8635076.64,5892825.12,2896031.13,12853202.06,9418852.20,6060502.27,2816566.94,13701803.23,9031816.60,6257576.73,3198240.76,14497914.35,15024561.91,7402464.01,3396141.06,22947493.09,15999953.73,10139424.50,4119883.37,19007934.72,13745031.13,9553464.15,19268350.12,7756472.82,16125499.12,4684761.37,9681080.14,4646605.67,12342698.73,0,7787612.46,0,2502105.13,0,0,0,2955587.72,880634.17,802553.59,0,0.0
7,管理费用,879339.80,642929.66,224812.90,8303621.16,7627164.59,7230482.63,1758150.58,202928567.63,29062439.91,21966406.32,9615789.47,32147226.84,21461181.60,14617172.25,5048880.28,34633683.73,16850512.11,9844425.52,5760001.09,35481218.38,36230317.77,20888743.83,12186685.39,30030267.42,20542327.73,13113851.20,5804768.87,23522622.84,11517048.15,8179389.55,4209992.00,25422329.41,18090134.71,11522301.33,6364247.76,30965813.40,14854547.75,8237845.39,6610082.95,22341524.81,15804972.86,13262191.99,7349994.81,44902729.66,30235865.65,19435026.33,9277893.67,60267617.04,34963287.93,24479566.80,10044347.07,113310792.74,34854516.41,19824914.67,13696209.03,130653438.54,38460955.11,24098449.05,10813627.27,62545641.22,38388874.97,24189854.10,14611561.33,66458198.97,38620371.26,21181707.83,14311062.67,44394182.56,33417399.48,20452537.28,8558387.87,72051319.39,32786450.92,21529922.87,54307357.79,22322978.01,131343025.63,22981976.02,97390970.91,19886111.29,51436688.39,0,48371113.45,0,44166775.38,0,0,0,30187308.25,10101462.35,15711181.20,0,0.0
8,财务费用,5866749.24,5737604.49,3033487.56,11371249.33,12874941.12,10374941.13,1046475.71,13855810.43,5611088.65,4804762.58,918615.64,2304245.74,1816714.06,1287854.95,787496.73,1334123.90,643493.54,545358.66,211682.15,6156556.27,5310706.47,3288741.31,1568806.57,5737489.42,4097420.26,2762614.07,1639000.44,2518142.45,1203010.32,787257.17,407084.22,1647747.21,1329893.52,751154.93,434755.63,1020159.77,664440.35,441230.18,270207.70,1298012.84,1242127.15,941424.13,514108.61,3077714.86,2664544.66,1619747.47,601732.26,8826005.03,7761257.98,6856320.87,3464955.03,12694305.38,9821210.26,6312869.76,3116863.65,10962467.75,8791457.52,5541877.08,3063746.57,10232043.76,8016661.16,5379807.71,2463888.12,6909378.16,8113261.10,4235021.05,2183804.64,12733127.20,16139309.06,11617668.82,5277465.28,22868326.73,19935956.38,14445248.64,28729634.65,14872558.95,36825992.54,20070003.04,51816542.17,9285287.66,52724345.07,0,8889246.20,0,26618313.40,0,0,0,-56460359.19,-9426950.74,-19291918.56,0,0.0
