,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,210383455.05,154915613.22,93506690.58,44482375.26,177279579.06,136275542.55,96350354.64,48506773.50,232126182.22,168149275.68,99773839.71,48667338.36,257167035.31,193405898.27,124242057.46,50539972.04,337794088.56,268437983.91,179534650.48,82908145.45,309474323.81,229388262.96,146840185.71,62217039.63,244347046.18,197060350.41,137932315.62,67486791.98,285873441.90,202608984.79,130457592.90,52319119.96,252115032.59,170630655.76,111460212.31,46123413.85,305986832.52,251929658.42,168238585.97,73452364.95,247989978.06,165950868.04,98267779.06,35368863.13,193279455.22,150388451.50,95373711.20,43509546.61,192438559.48,135786711.04,85701192.47,39693663.89,158334046.82,110531983.79,122620510.11,108821605.03,0.0
2,营业收入,210383455.05,154915613.22,93506690.58,44482375.26,177279579.06,136275542.55,96350354.64,48506773.50,232126182.22,168149275.68,99773839.71,48667338.36,257167035.31,193405898.27,124242057.46,50539972.04,337794088.56,268437983.91,179534650.48,82908145.45,309474323.81,229388262.96,146840185.71,62217039.63,244347046.18,197060350.41,137932315.62,67486791.98,285873441.90,202608984.79,130457592.90,52319119.96,252115032.59,170630655.76,111460212.31,46123413.85,305986832.52,251929658.42,168238585.97,73452364.95,247989978.06,165950868.04,98267779.06,35368863.13,193279455.22,150388451.50,95373711.20,43509546.61,192438559.48,135786711.04,85701192.47,39693663.89,158334046.82,110531983.79,122620510.11,108821605.03,0.0
3,二、营业总成本,219644353.90,160378994.08,102361004.54,50936348.36,257818912.67,153272403.82,107902586.55,55417782.22,245220257.47,177828809.40,102289696.51,47985313.76,388315162.87,297231544.63,196800726.58,74502919.06,668396853.72,357565521.10,246415444.82,106075304.01,483786984.86,316070388.98,198623983.80,95808199.53,310081725.09,205512243.96,141183546.87,68228767.17,282712851.80,199102489.57,129362391.65,51016622.16,260704372.39,164346813.39,105400744.35,41075040.15,283475478.42,230510955.59,153405848.33,67158240.67,229425957.64,154265239.29,89803886.85,32523398.69,176820110.96,131491830.40,83070836.63,38383454.79,168518741.11,119931633.67,75044601.74,34674079.15,135113665.26,98155046.85,104200230.73,98522974.50,0.0
4,营业成本,182096441.95,133064464.48,82757686.37,41694024.81,160920503.06,121431301.23,85380769.96,42790806.54,203450531.18,148165355.15,85972440.15,42178219.70,252448530.15,191964195.31,115618869.58,48423826.99,335407856.77,250964545.03,164102362.33,76280754.54,309199779.66,230736565.31,140744621.11,69457750.52,233144313.28,170713952.91,119624138.87,58227355.70,243673956.47,172459503.46,110177406.37,43230821.04,218796217.18,145086035.38,95810534.51,39320162.84,242809155.79,198196182.87,133637065.49,58926349.96,203849787.76,138204485.96,79074162.15,28320331.09,151122423.98,117328901.47,74198094.23,34071587.03,144257626.43,101238402.90,62079358.64,28725708.93,116210385.26,83943561.86,91181022.09,83945539.08,0.0
5,营业税金及附加,2146106.18,1911959.64,1355449.08,683778.56,2985617.20,2262719.21,1559647.01,865147.19,4855002.46,2713624.35,1771529.18,592526.55,5138150.46,942384.80,835709.66,381080.27,1613303.39,1343873.47,866346.95,421500.76,1367121.23,1146566.12,503574.20,328265.43,1920287.08,1574683.77,872892.00,376065.08,3908.20,3002.21,1797.84,579.66,5433.22,4686.04,2660.38,1028.45,806489.98,616013.82,409534.30,202507.20,406288.41,386780.90,386244.29,201458.65,1480145.83,948113.08,720663.51,573330.39,1349678.63,972842.89,634970.58,429608.19,783628.21,450359.92,722136.73,0,0.0
6,销售费用,2392274.98,1793456.96,1195076.09,520239.75,2467181.30,1686340.16,1177723.71,598986.79,2566080.06,1599335.80,1034529.36,246577.73,4716965.85,3393181.66,2091758.52,949796.05,7499473.63,5797145.01,3986100.50,2012693.27,6937418.53,4565755.36,2651209.86,954869.38,3682478.72,3178767.23,1889422.74,932192.97,4720175.15,3201408.29,2036648.12,1104522.49,4690633.71,3548597.75,1901119.60,894298.53,5825964.23,4567714.14,2713248.23,1066326.69,4857310.98,3357143.46,2059553.08,766230.22,4624597.13,3412239.00,2031281.55,1052083.93,4563114.79,3520403.84,2405300.91,1265239.53,4247889.94,2822271.53,3382114.93,3164979.66,0.0
7,管理费用,23117709.98,15886786.35,11080248.14,4949067.69,22689814.32,18084416.26,18732964.45,8436148.66,28605394.29,21965901.84,11809621.63,3827484.57,62711970.92,47189060.90,28047266.00,14125604.20,70033517.28,47469485.34,36518180.73,17027564.45,64733598.95,44222155.37,29694385.57,13591783.90,39252306.66,21730676.47,16136723.92,6888974.74,24879082.85,15472556.51,11618582.63,5219350.82,27805226.97,14379546.41,9824416.06,4731118.31,19951573.27,13626860.74,9089792.52,4599247.08,15158808.72,10236306.84,7278006.19,3172938.44,13488987.85,7924612.83,5782138.86,2327025.60,9978708.61,7525177.09,5202365.63,2358497.31,8073817.28,6008169.72,7368863.43,6934485.63,0.0
8,财务费用,-2195267.38,-1261279.07,-278423.25,321336.18,-122105.88,226841.36,903681.22,2528286.54,2937104.87,2629889.57,1637427.09,737225.01,47761637.84,30566924.75,24785602.62,9525388.37,53672954.89,34720045.20,23504326.36,9638989.60,40361669.86,33690338.97,22343968.18,10670357.59,18003831.39,8454670.69,2800876.45,1804178.68,7535324.73,7149719.10,4527956.69,1461348.15,8052644.69,333804.71,-2137986.20,-3871567.98,14875451.32,11943856.06,5995879.83,2363809.74,3986596.10,2080522.13,1005921.14,62440.29,5511064.66,1092220.90,338658.48,359427.84,7956425.74,5717965.89,3765764.92,1895025.19,6288700.62,4930683.82,2394752.88,3984599.71,0.0
