,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4098855380.70,2790612160.54,1754825241.13,803373078.44,3406697494.04,2548329298.79,1541841686.71,685531346.70,2682568363.85,1975745563.85,1202518237.80,530532207.83,1827102640.20,1285217657.16,737495351.41,297949858.32,1445954085.12,1018503554.20,623914785.52,270219288.13,1115444660.53,782825164.75,505185756.65,203454419.39,999159790.42,697722746.97,442202650.33,182664493.10,959816099.02,678953061.44,438598259.08,204872510.25,970984233.19,668279131.30,408296087.67,195709159.15,891188503.17,619077820.10,401001936.93,170072898.36,552760007.61,365891554.26,217474263.27,99486708.31,603878342.93,457088109.37,287322346.65,138365134.48,467596475.54,291106481.22,178508104.98,67688948.61,421369427.02,298931062.18,202892079.29,94643547.65,423025692.48,334276562.20,0.0
2,营业收入,4098855380.70,2790612160.54,1754825241.13,803373078.44,3406697494.04,2548329298.79,1541841686.71,685531346.70,2682568363.85,1975745563.85,1202518237.80,530532207.83,1827102640.20,1285217657.16,737495351.41,297949858.32,1445954085.12,1018503554.20,623914785.52,270219288.13,1115444660.53,782825164.75,505185756.65,203454419.39,999159790.42,697722746.97,442202650.33,182664493.10,959816099.02,678953061.44,438598259.08,204872510.25,970984233.19,668279131.30,408296087.67,195709159.15,891188503.17,619077820.10,401001936.93,170072898.36,552760007.61,365891554.26,217474263.27,99486708.31,603878342.93,457088109.37,287322346.65,138365134.48,467596475.54,291106481.22,178508104.98,67688948.61,421369427.02,298931062.18,202892079.29,94643547.65,422022796.27,333709377.36,0.0
3,二、营业总成本,3797327579.71,2559319921.84,1614289169.25,756731183.05,3164106040.16,2322943478.75,1416953852.87,645546260.13,2456826952.15,1783807629.96,1098735908.96,487248387.71,1669739211.50,1166481705.42,680283793.77,280748208.03,1360358536.58,955542373.95,586599874.85,255051774.56,1041565475.07,728957879.66,479944550.59,194977564.24,950126051.57,660394888.93,423260793.27,176219815.67,916976206.82,643482733.98,410595579.36,192435452.81,888037016.98,615386090.46,375725696.78,180945433.78,809812594.99,555803281.09,357576067.66,157948862.84,508277603.74,326972602.94,198066366.22,95108890.54,567105205.08,434561139.19,272606939.95,135902201.06,449272009.47,285788081.88,174439068.92,66966499.74,405885141.93,294956813.01,199147679.13,97022810.12,406239157.80,315871381.97,0.0
4,营业成本,3197501735.13,2191917324.56,1361981698.48,626130725.21,2727022279.78,2046736164.95,1229639523.23,537220653.45,2039689248.44,1495293723.72,909157688.21,403931792.24,1423528356.24,1006676704.75,577816224.36,233323761.52,1176548677.86,829609634.89,510391072.24,219377873.47,882070653.70,621873010.99,408370576.45,163654534.12,794949108.34,555110833.57,353563703.96,144161141.72,764104256.40,538363456.19,343321259.67,161399510.46,761323336.07,527768676.75,326563167.42,152977630.46,695934985.80,485616380.59,313215007.68,135042934.13,423930721.93,275548365.42,164201611.33,75837059.75,493651451.42,376102489.19,238015268.30,116152567.42,398696606.23,246118222.86,152865053.71,59653632.03,358638071.39,261397574.08,174601706.34,84144729.88,361710373.26,281154917.78,0.0
5,营业税金及附加,28337443.99,19446785.74,13772432.21,8181399.56,21760338.73,14394778.11,11674958.61,5767712.48,17297315.09,11850066.60,9648841.90,4206395.73,10832564.59,6404110.00,5211823.45,2634504.30,6372380.09,4359351.88,2995262.59,1388454.74,3978611.84,3519241.84,2677046.38,1164770.83,3336822.79,3066125.67,2339534.48,1665954.14,4311646.41,3246542.74,1331227.21,728172.49,3063891.99,2297836.12,1279416.79,995219.07,1471492.31,946019.61,681185.71,382343.81,1177261.80,653805.58,538813.51,234296.30,807595.97,671631.69,435428.36,142073.33,872489.03,403755.81,279790.19,71766.80,650649.40,335631.12,308520.28,111306.64,664066.72,416398.91,0.0
6,销售费用,134890094.70,86604999.23,55617115.18,25901117.23,111683806.85,72425864.54,47441184.37,22642946.50,95919968.92,62954679.94,41265693.41,16510578.75,66421442.71,42413214.04,28438407.30,11427221.19,48139303.30,31659285.45,19384971.06,10029304.30,42961359.83,28889986.25,20236556.17,9540558.40,42941056.09,28861104.20,17877490.58,8891529.66,46180768.49,30832939.87,19682084.77,9175135.79,37829117.03,26543499.84,16615080.81,6923091.78,31672672.05,20532335.58,14151488.39,6888161.23,23815886.02,14579645.12,9387874.90,4214127.16,19771945.51,13297704.63,8867816.54,4750937.78,11930144.99,9068690.00,4904494.07,2512212.67,9433073.19,7199634.43,5043415.93,2697313.34,7458590.44,5966581.02,0.0
7,管理费用,142622745.50,91005198.23,57485160.72,28369033.53,108322448.18,74335231.94,111917436.57,54731004.65,251516917.03,172382109.49,116468204.71,52834824.27,175779681.30,112728463.94,73001856.26,32723596.37,129870899.25,84467503.86,50065282.21,25738435.74,101849358.60,73313632.02,46751651.64,23041512.47,97962786.38,67022304.98,45376336.15,21972598.49,89734738.48,64848126.22,41084639.81,20256741.79,76830834.51,52303379.45,31565564.79,19326114.74,69803843.64,40968602.03,25162524.37,14625186.56,55889856.71,38219473.65,23971044.62,12872601.03,49644366.47,36991391.01,21819827.84,13276970.33,31571903.64,25328479.55,13664394.76,4245964.95,31710665.53,22148188.26,16479819.17,8745764.28,32749308.33,23193683.61,0.0
8,财务费用,36179591.44,8933161.46,22280075.12,23431469.35,-12561737.03,-20927102.41,5519781.78,25033291.49,40342539.92,30798753.88,15617080.39,5774799.21,-22553659.04,-7051061.89,-6069708.98,1631014.87,-18804539.98,-15955017.53,-3278724.39,-3241490.52,361688.12,-912886.31,-1334174.91,-379395.41,9305287.45,7167164.46,5098883.80,2010756.45,5842040.54,1536335.87,1009334.54,1043488.50,6686244.94,6509850.69,2341340.27,1982249.01,4153937.43,1509733.92,441650.41,36341.41,-441215.16,-4479733.10,-307513.26,-362318.36,953993.40,691979.69,1277497.32,640818.93,2682172.60,3304749.26,2585302.46,1228407.22,5441820.10,4237983.88,2980575.49,1323695.98,3656819.05,5139800.65,0.0
