,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1256556102.03,742387914.85,319189901.39,1731630241.08,1266054937.75,816387326.32,342068130.87,1604488619.10,951254497.52,559505502.04,220856281.78,973770007.95,706101889.81,436355034.75,166155046.18,889075633.50,665124021.17,419111411.38,169853427.33,989738179.05,768238954.72,472876064.42,183131486.24,849521030.00,621319367.05,388633004.44,144227871.23,700094360.36,528099370.07,337620150.36,150027188.09,860443580.84,686894954.83,445247557.04,170545798.18,697889993.80,503485080.71,284909134.88,114300618.69,413163663.11,298132461.61,165803477.87,65070078.79,433524903.93,331798856.15,208166195.29,88611924.87,379341309.95,278497799.92,169076712.70,68005191.43,273412152.27,207484761.69,130890601.01,223729754.64,204282765.67,0.0
2,营业收入,1256556102.03,742387914.85,319189901.39,1731630241.08,1266054937.75,816387326.32,342068130.87,1604488619.10,951254497.52,559505502.04,220856281.78,973770007.95,706101889.81,436355034.75,166155046.18,889075633.50,665124021.17,419111411.38,169853427.33,989738179.05,768238954.72,472876064.42,183131486.24,849521030.00,621319367.05,388633004.44,144227871.23,700094360.36,528099370.07,337620150.36,150027188.09,860443580.84,686894954.83,445247557.04,170545798.18,697889993.80,503485080.71,284909134.88,114300618.69,413163663.11,298132461.61,165803477.87,65070078.79,433524903.93,331798856.15,208166195.29,88611924.87,379341309.95,278497799.92,169076712.70,68005191.43,273412152.27,207484761.69,130848598.39,223729754.64,204282765.67,0.0
3,二、营业总成本,1093446234.85,659835370.57,296884486.95,1536098363.97,1096708049.37,711208084.37,313909236.77,1364452939.98,810276953.58,473850362.31,194177058.93,799240432.19,570809242.88,353362682.82,141428921.83,729770463.69,536503233.90,341576260.41,142235640.78,792933744.09,608201627.76,379656541.87,151296160.59,686301907.92,496679851.94,321473788.81,121432276.57,583072338.44,439244249.22,293174506.17,133746983.39,705973389.33,558001631.43,354642343.47,138468093.06,551164361.98,393357774.10,226193916.71,89737346.67,330312930.13,240345969.13,144565570.08,62292346.87,365916501.93,272406022.87,174027219.08,75319771.10,320127185.54,232931422.84,143024399.84,58031656.22,226663125.00,169598608.03,106196422.06,191996670.36,186855612.94,0.0
4,营业成本,823002992.85,491673078.32,219475135.84,1166642564.50,842494460.99,543277259.35,221075129.76,1045709543.73,641759152.36,369693880.34,145563421.87,622011819.52,449913202.79,277697823.04,108317102.85,574947762.59,429392382.24,274675731.54,111675120.64,643533983.01,503678311.32,311514782.37,122087880.68,542716333.95,400051546.00,257949358.76,97544180.89,472670063.09,359744182.48,238246436.70,109920350.58,595310225.66,476660648.20,303662956.25,116615281.79,466155740.33,334106778.77,190909278.71,75570380.72,275625642.41,203000134.91,122735115.81,52565518.14,327104640.03,249273607.71,158330910.27,69198251.59,290633881.89,214593905.43,131441459.21,52202484.74,194488490.58,145143414.64,90509401.06,163803586.96,168761114.58,0.0
5,营业税金及附加,4529659.17,2820291.73,1328604.13,6684933.33,5080007.24,3305214.48,1068469.19,7071642.78,5027647.76,2320306.74,1042984.44,6315515.11,2476439.88,1813307.65,517894.65,3840811.90,2866694.98,1670280.62,571062.47,3675822.78,2891730.33,1675091.15,485236.51,3642496.13,2903743.93,1662535.78,671075.54,2582951.49,1871039.97,779711.63,540422.12,2431753.77,1594117.05,881784.00,97469.32,392447.51,181412.75,102856.26,54312.04,216266.60,159104.06,69611.60,37025.95,132731.00,86869.39,47030.43,16453.32,59816.80,39284.04,17562.73,7080.14,51740.28,41856.82,22291.60,39630.61,22222.52,0.0
6,销售费用,91399784.06,56189302.08,26760141.62,113197334.78,84437668.91,54874181.72,29743552.34,100591766.78,51984479.02,33896949.91,15754531.83,55154690.83,40187182.69,26217993.34,11952319.11,48328903.74,35396915.60,22523765.01,10702103.93,47019628.33,35159157.75,21368140.72,10010488.12,42350272.46,30307148.77,18830678.99,7814245.11,37056472.60,27455251.78,17767084.72,8004439.96,41763553.56,30773737.60,18866454.88,8720496.59,32938102.90,25982660.22,15076737.12,5707646.00,22011824.25,15445076.75,9308607.99,4133718.16,17147058.44,15035174.70,9525204.20,3396911.75,15041507.88,11638677.69,7275682.57,3567854.14,12778305.78,10628062.85,7107623.95,12861446.68,5998875.04,0.0
7,管理费用,78275903.68,50255739.90,22853955.50,98337806.93,68557987.45,101358600.06,50076665.71,207271502.50,110144844.13,71057260.37,33659320.57,124512910.44,86530767.54,54348634.51,24081361.75,102013381.68,73525343.80,48839549.56,21771010.90,90616956.84,62605433.78,38806072.12,18181573.32,84028230.87,56439335.51,37859105.69,15317977.33,65545243.84,46511045.64,32815672.26,15082804.57,68595390.94,51929579.46,33609553.63,15089805.97,52674221.38,35468100.66,20075493.12,9310430.20,36142601.77,25749568.72,15133182.07,7011909.46,33757394.19,17785893.54,9644899.08,4978016.15,14877502.33,7265880.26,4056469.44,2653640.59,18400698.38,12919658.68,7889047.81,14415728.67,10852957.48,0.0
8,财务费用,10278454.43,1474874.56,1951294.50,8144686.63,4199670.35,1095651.84,4218851.46,-4414199.80,-3106448.46,-5459531.61,-2738017.69,-11274223.43,-8983989.91,-7230400.11,-4930740.65,-348547.86,763798.37,-1419769.74,316450.27,563113.65,538623.03,274829.75,534312.98,-92940.49,90530.74,-42906.42,200324.62,1987053.13,2772232.63,1692163.51,345312.10,-5002357.70,-5493938.84,-4023232.86,-2293412.56,-4710979.30,-3321918.68,-1015625.86,-598616.84,-4940148.48,-4127841.97,-2837300.49,-1488199.22,-14613865.19,-9963488.38,-3304295.10,-2459624.78,-1520194.87,-606324.58,233225.89,275749.32,977702.90,865615.04,668057.64,876277.44,1220443.32,0.0
