,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000930,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1210057821.83,725082458.56,366321906.44,1709262283.67,1251768677.88,820064401.42,395844871.38,1634890299.33,1120778221.47,688480428.74,351764935.00,1395863516.46,960591266.33,611129810.54,275687245.59,1300659652.87,926760397.06,548718263.58,247662950.11,1235814183.64,953917585.94,620224788.56,279117406.06,1247865518.16,907637793.32,566310003.43,255903214.15,1055067264.77,798024557.46,545722014.96,247972084.20,1098115639.16,845249837.22,540866783.00,235878735.60,1147963851.09,878132192.93,573131106.18,243238851.44,1080466375.14,817222303.52,535912621.60,194918299.30,1087399332.03,1035019194.02,560861178.80,261789864.59,1151090848.02,758751714.34,450169636.23,228060224.79,904252142.13,601348980.03,361868710.08,160036971.98,619071486.70,448987059.03,288447652.33,133584692.78,436785119.99,312572441.26,187918415.92,91783828.53,375523215.98,261106190.01,151352049.24,72939861.44,287185775.29,205686447.99,131920062.56,64049312.45,234649458.06,108320023.04,183123800.91,126384084.16,161661867.15,120404545.88,84791565.39,0.0
2,营业收入,1210057821.83,725082458.56,366321906.44,1709262283.67,1251768677.88,820064401.42,395844871.38,1634890299.33,1120778221.47,688480428.74,351764935.00,1395863516.46,960591266.33,611129810.54,275687245.59,1300659652.87,926760397.06,548718263.58,247662950.11,1235814183.64,953917585.94,620224788.56,279117406.06,1247865518.16,907637793.32,566310003.43,255903214.15,1055067264.77,798024557.46,545722014.96,247972084.20,1098115639.16,845249837.22,540866783.00,235878735.60,1147963851.09,878132192.93,573131106.18,243238851.44,1080466375.14,817222303.52,535912621.60,194918299.30,1087399332.03,1035019194.02,560861178.80,261789864.59,1151090848.02,758751714.34,450169636.23,228060224.79,892211845.20,593350997.09,356445039.34,157413448.22,612903019.84,444457043.05,285815365.15,132399509.54,432375292.33,309619300.44,186147073.60,91336809.02,371536966.50,258708160.91,149547151.70,71938687.74,284123680.44,203616781.10,130210164.39,63602534.46,232591787.40,106963990.36,180714749.52,124161530.70,159583656.53,119437226.65,83885699.46,0.0
3,二、营业总成本,1158073590.94,691309616.31,352504061.72,1607379660.09,1169267888.39,767502303.07,374718953.42,1546954768.42,1062183636.83,654196794.56,340394118.67,1368036318.19,930900970.82,590977797.72,267796101.83,1272704785.96,905054816.15,534742122.96,244715246.59,1217867911.62,933581877.60,608730858.35,273429692.20,1237333620.30,872575672.95,545454902.37,243861222.81,1041071711.84,782531257.06,530889537.48,239856709.93,1035862178.63,764981896.66,495917057.72,222443494.34,1047894818.10,794126270.76,517818875.05,218786725.93,1082560930.48,851841036.42,584798286.17,232446663.26,1020216659.20,944731050.94,506082170.07,238592464.59,981539607.09,647194618.25,389233672.06,198142585.57,757663855.38,503339983.85,303251732.50,134665912.71,520567669.72,365064435.80,236434937.75,110627217.69,381819193.96,270234721.52,165724067.63,83688093.82,334351234.85,233831631.73,140664456.79,68873221.31,260125136.02,191552882.72,124450877.36,58027501.38,202920882.49,93617882.93,158045847.47,108202294.26,141113282.84,102634000.31,76043251.07,0.0
4,营业成本,955989016.60,567425856.50,287007847.95,1320973899.18,978762425.33,648128204.81,312579445.09,1296499917.05,880440374.51,532062566.16,274781035.71,1122382624.71,761387714.31,465787115.24,206384201.91,1012047471.31,740805892.90,425386539.29,190887188.79,976425162.90,764344138.11,496785849.02,224877029.55,980520618.87,696026614.33,430175762.39,190822023.32,815977531.33,610396297.03,414246069.13,184566104.80,776286122.37,584348488.81,381202952.52,168373340.68,797172567.67,617470395.64,403002337.73,163848024.86,860694858.25,702388860.44,487939663.14,194675120.56,778278129.13,795891744.19,407800987.26,191563424.65,802688708.28,533824942.03,317784344.66,160363358.21,618535775.02,411415281.50,246826920.94,108035453.27,393259238.42,283789084.88,180315116.43,82459198.52,275723405.54,197799368.06,120103060.22,60094305.74,246287506.34,176137892.95,105316356.33,51769576.76,195936023.05,142608827.02,93385054.35,43406175.50,154470856.65,75136087.03,130101541.75,88552415.02,116735218.82,76178043.22,50700232.59,0.0
5,营业税金及附加,14598962.35,9067463.89,4878671.50,22222478.60,17484100.92,11621218.41,5722019.00,22231514.77,17033301.20,10835261.04,4899014.52,23585876.14,7510488.76,5385174.92,971924.71,13814163.98,11211238.62,8144949.52,1020008.65,10761541.39,12885469.26,6355268.56,1353529.29,8270093.48,6259972.37,4254627.57,1631974.07,6859601.46,6267522.51,2892385.25,1625909.03,8643946.72,6187007.97,2519815.56,927146.80,6408804.42,4882371.21,3683263.40,979324.89,5446612.02,3543511.89,2198116.59,1367665.93,5978106.53,4697272.08,3312081.86,436192.12,5259416.61,2666587.34,1031619.26,440829.01,9225822.03,3124807.96,1646310.87,463245.14,3258354.49,2270276.72,1543298.12,572106.11,2745533.74,1812971.42,1101794.55,531232.54,1566114.92,792164.24,156977.89,23415.84,570877.35,512618.43,426801.51,96412.99,1645225.33,601203.94,986134.88,986134.88,1489592.57,1012363.03,1446544.76,0.0
6,销售费用,30102657.29,18129803.13,9640742.16,41227799.85,28449982.87,18836577.89,9078603.48,42781721.84,25802847.78,18056262.70,11765511.15,38367368.36,25741171.86,17389567.31,8595157.04,55169152.06,26026260.95,15434233.24,7649717.98,53826298.58,28423596.72,19495657.94,8824256.28,43980626.00,32864483.03,21496615.11,6904055.26,29597119.63,20742588.02,14743923.81,5853718.53,35542744.55,21597894.30,14507206.25,7007563.34,42216045.01,27045923.58,18943212.49,9642445.68,39864520.37,22700069.26,12829807.46,5352596.58,31476837.47,23755575.90,16788460.05,8577242.09,19786783.81,15077036.37,9457796.96,5880384.12,22189480.13,14889456.25,9446141.84,4752774.58,19257705.47,14794060.64,9745592.29,5094885.20,17314624.78,12543682.34,8650431.76,4902974.20,16212642.71,10736701.92,6745823.19,2740310.15,11089427.04,8161065.34,4809461.20,2393266.07,14000954.65,6057352.52,10101618.64,7724197.47,7730794.77,5608095.66,4958440.58,0.0
7,管理费用,79233463.94,45009986.29,23365390.93,131968697.67,83934316.37,66551690.06,30643169.20,122861209.78,94439776.48,63516490.62,33771276.82,129838262.33,105484302.06,80916054.60,42832286.55,158358660.71,109985127.05,74631887.46,37382762.70,133820098.45,106207150.13,68174423.09,33801859.64,143124036.74,103148680.09,66949581.29,34963453.40,132845952.86,102561578.99,69143773.87,34284646.18,146743078.14,106751858.92,69034461.06,34029293.47,135077109.04,99005159.07,62375039.27,32505645.29,118616898.91,83544231.43,52093994.35,23445450.87,116423096.62,80875659.10,52686811.05,25778278.77,98902741.83,60206169.16,37782977.54,20075562.13,72955276.32,49089261.89,29618681.65,13772179.01,76615088.15,45071927.85,31572040.56,16375750.10,63377950.72,41755604.89,25212199.07,13169176.40,53050256.86,33586211.05,20167285.28,9597629.73,37205829.47,28335071.54,18651112.12,8591614.54,24716266.22,8550433.13,12154442.72,7696489.36,12733908.24,15280070.48,14695815.91,0.0
8,财务费用,45140837.03,33311302.05,19459792.62,47397068.81,35116306.54,24813636.98,15685796.05,56236772.73,44146031.40,29894578.23,14528217.18,45493237.12,34650359.24,21927596.03,9596183.51,28719722.18,18446043.36,12045744.53,6988360.69,29700694.95,22334219.28,20225357.63,7693720.94,44901079.53,34170169.51,22202918.83,9730429.80,51506940.34,40390298.76,27512865.08,12122167.38,59805766.58,44379081.53,28245964.07,12318280.83,49858057.78,36161685.89,22197760.25,10798705.56,40875252.98,29224135.69,19595606.74,8054968.42,52307840.99,39263436.05,24716821.31,11751736.43,48147573.16,34528426.57,22002232.43,10502051.94,34757501.88,24821176.25,15713677.20,7642260.71,28177283.19,19139085.71,13258890.35,6125277.76,22657679.18,16323094.81,10656582.03,4990404.94,17234714.02,12578661.57,8278014.10,4742288.83,15322979.11,11935300.39,7178448.18,3540032.28,8087579.64,3272806.31,4702109.48,3243057.53,2423768.44,4555427.92,4242217.23,0.0
