,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,204480296.28,162550063.17,93457299.98,47569099.92,324317943.36,238655968.76,164492209.59,74074889.64,400884702.27,314751355.93,220154165.34,103114283.46,1301227665.93,1027840042.01,683534189.77,312202751.56,3380316297.59,2305708752.39,1486562058.87,528965215.48,2750032730.73,2039432881.91,1482978032.83,518022798.86,1444044594.26,1057499152.15,753030981.07,347885212.52,1007141125.62,585873459.11,388471417.31,167926862.63,849204551.09,551905465.84,370976169.00,177776000.44,744764001.80,514671446.29,329207881.15,139260706.79,531638210.40,398027115.74,260908515.32,97956247.44,480836916.58,375661896.81,310446580.15,159824487.46,0.0
2,营业收入,204480296.28,162550063.17,93457299.98,47569099.92,324317943.36,238655968.76,164492209.59,74074889.64,400884702.27,314751355.93,220154165.34,103114283.46,1301227665.93,1027840042.01,683534189.77,312202751.56,3380316297.59,2305708752.39,1486562058.87,528965215.48,2750032730.73,2039432881.91,1482978032.83,518022798.86,1444044594.26,1057499152.15,753030981.07,347885212.52,1007141125.62,585873459.11,388471417.31,167926862.63,849204551.09,551905465.84,370976169.00,177776000.44,744764001.80,514671446.29,329207881.15,139260706.79,531638210.40,398027115.74,260908515.32,97956247.44,480836916.58,375661896.81,310446580.15,159824487.46,0.0
3,二、营业总成本,273125685.53,218676390.28,137305216.60,70805892.29,477999102.69,307672075.68,197860847.96,85428452.17,529964951.77,401090102.17,267435085.82,128655480.88,1666669223.76,1279776516.23,862389113.19,357198613.58,4471788171.99,2302759701.94,1515647484.60,567412707.23,3070571183.99,2018111413.70,1456517599.73,519742196.10,1449607749.42,1069340243.29,751278858.78,346161491.07,1146217041.52,661378450.91,430822489.75,174880068.21,823749084.76,530332445.89,354430744.74,171595773.51,711299517.88,485311696.19,308806838.97,133264105.31,492426042.59,363014414.16,235286216.75,91799621.30,444042790.41,343487116.87,270503110.56,142954241.01,0.0
4,营业成本,196942765.79,159961987.33,96680247.99,50213523.95,314564769.71,221934087.37,147430409.45,62196063.78,386097894.52,305499811.41,211827073.84,100472557.74,1204986944.94,962248498.99,638162151.26,288509990.19,3061892461.42,2043203635.89,1345900294.26,499511854.46,2425065003.94,1806346719.70,1315626297.26,462699554.34,1256098415.75,930991259.08,662045204.54,304638006.53,930755030.48,536118729.24,350766899.25,144193806.23,720361154.14,467745889.73,312058087.00,154317889.88,640476447.80,439309155.84,281434641.25,121982894.13,443587388.17,330227245.46,213733763.31,83376567.51,389541307.25,301647775.65,241682017.70,129192575.76,0.0
5,营业税金及附加,3446670.78,2861141.81,1940757.61,995619.94,4673382.90,3096147.75,2223729.85,865998.55,5067294.02,3716319.71,2515922.69,1107886.47,5359583.82,2735894.13,1917432.22,852266.86,5809613.84,3629436.09,2140780.37,1087946.88,12366479.07,5539078.32,4869489.47,1557273.81,3888689.62,1774570.40,549592.40,219294.91,1053003.14,406070.34,215229.03,119636.96,2572433.62,2095574.69,1403529.50,764771.59,696175.97,269589.83,92772.33,29524.35,337082.71,304686.03,286561.41,209281.14,281264.04,154958.61,98487.07,72512.80,0.0
6,销售费用,11813762.14,8903004.31,6123326.61,2871048.75,13583543.87,8804705.98,5730680.38,2778634.50,15332052.77,10974452.03,7380599.63,3581600.55,45091857.60,35241080.66,27020414.90,15729578.84,70644210.65,39438953.85,23233767.39,10927289.92,39171034.21,26617704.99,20533205.11,7036221.04,28180486.95,21912956.90,14940825.37,6871204.50,28588345.95,18411922.55,10679849.54,3213742.11,20289455.84,13399375.64,8146947.03,3580521.73,14949711.98,10512025.10,5776688.83,2573353.47,10644350.74,7206527.46,4391236.77,1653317.72,11273103.12,8728871.57,6609995.76,3841197.41,0.0
7,管理费用,38739550.24,28453776.39,19750623.48,9914911.47,48617669.51,34768929.42,32617824.71,14377991.57,75668325.45,45297400.24,29575791.04,16643600.20,153767354.20,107867646.49,72739088.19,38927602.96,212848038.72,132346721.82,82795969.73,35167679.07,186944864.76,117482036.55,69360427.55,36617274.25,99807458.60,73402072.38,47277113.70,21279752.05,109831673.93,73818726.42,48298945.04,19116268.17,58518589.34,36094984.34,21676438.09,10861218.29,44836408.87,29790140.17,16561124.62,8113732.09,31918887.66,21320443.90,13843788.22,6099610.20,30239083.12,23559291.20,18075701.60,9155384.82,0.0
8,财务费用,11458446.84,9262475.03,6442795.98,3722748.10,12572731.55,8360956.47,5684955.91,3457675.83,28625853.53,25631509.65,19471036.91,10556095.33,77616557.07,55129278.15,31789824.54,13179174.73,119768800.61,68080049.24,45515767.80,20717936.90,74457745.55,49855716.72,33858022.92,14316968.88,50712046.37,36676572.21,21346031.28,12959772.22,45426381.29,30194595.25,18433159.78,8236614.74,18422273.59,9613497.10,5709357.69,2071372.02,3604244.25,3099975.65,2610802.34,564601.27,2460743.73,1982847.69,1058203.42,460844.73,5077058.03,4162500.46,2186722.61,511789.78,0.0
9,研发费用,10724489.74,9234005.41,6367464.93,2983930.56,20242021.21,14589343.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,104109.52,63744983.94,16117905.00,4173247.66,1752087.94,19173531.48,9970609.13,-3335338.29,-3706259.41,179846926.13,116554117.81,90760202.08,0,1000825046.75,16060905.05,16060905.05,0,332566056.46,12270157.42,12270157.42,-2485096.22,10920652.13,4582812.32,5120091.49,193460.86,30562606.73,2428407.11,2428407.11,0,3585178.23,1383124.39,5436385.43,0,6736529.01,2330809.60,2330809.60,0,3477589.58,1972663.62,1972663.62,0,7630974.85,5233719.38,1850185.82,180780.44,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,77558568.43,0,0,0,200000.00,200000.00,0,0,-15335149.14,0,0,0,-60923108.36,0,0,0,692958.90,448849.31,420616.44,0,2769437.90,2764556.62,1785806.62,396410.96,1074812.35,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,12774033.46,-51217538.87,-41143057.01,-21659659.32,-152085838.93,-66331618.96,-31711900.41,-10525171.52,-137416221.64,-81189146.24,-44035420.48,-25541197.42,-426364666.19,-251936474.22,-178854923.42,-44995862.02,-1090778915.50,3397899.76,-28664809.29,-38447491.75,-317769015.36,24086024.83,28246239.72,-1322986.28,-4488342.81,-11841091.14,1752122.29,1723721.45,-139075915.90,-75504991.80,-42351072.44,-6953205.58,25455466.33,21573019.95,16545424.26,6180226.93,33464483.92,29359750.10,20401042.18,5996601.48,39212167.81,35012701.58,25622298.57,6156626.14,36794126.17,32174779.94,39943469.59,16870246.45,0.0
16,加:营业外收入,1035294.75,979462.93,343323.85,171298.16,1706282.23,1600172.29,343908.00,42046.83,10249178.69,6688638.52,6679090.35,1796637.50,447971950.37,29516568.65,13692733.04,2733308.80,12912253.88,5275298.54,2878913.75,1746853.21,12151038.15,8313228.88,4525569.83,1591355.36,13153247.82,9479285.87,5092074.48,1863364.75,7457980.00,2322978.56,1071191.26,508280.19,1045682.54,352709.96,66710.00,66700.00,1032980.60,489096.02,470701.02,35966.60,1926821.39,1297457.34,1088743.66,1058219.73,2199564.85,707134.74,378155.39,863020.14,0.0
17,减：营业外支出,459951.77,427251.77,404480.88,4560.79,3680013.78,813163.18,455065.59,0,5722501.44,627463.26,35531.14,13228.89,4500618.82,2204596.89,847478.30,215624.23,17305808.40,2881297.60,736822.28,727844.73,2359323.25,1272288.91,1202351.29,209090.08,186953.65,157934.81,75225.17,39780.17,710231.43,212915.98,131251.01,23444.53,387778.22,282116.37,135738.30,0,1527331.39,75321.38,75321.38,70132.17,269030.35,156851.35,140309.35,0,229192.66,121737.56,69.39,1100.00,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,3781.94,3781.94,3268.49,68103.99,26238.10,25668.10,0,192599.03,51319.91,6640.61,0,1183679.22,120501.18,119835.21,0,72274.53,0,43204.10,0,78798.90,41709.17,15591.10,0,0.00,245025.12,120656.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,13349376.44,-50665327.71,-41204214.04,-21492921.95,-154059570.48,-65544609.85,-31823058.00,-10483124.69,-132889544.39,-75127970.98,-37391861.27,-23757788.81,17106665.36,-224624502.46,-166009668.68,-42478177.45,-1095172470.02,5791900.70,-26522717.82,-37428483.27,-307977300.46,31126964.80,31569458.26,59279.00,8477951.36,-2519740.08,6768971.60,3547306.03,-132328167.33,-73394929.22,-41411132.19,-6468369.92,26113370.65,21643613.54,16476395.96,6246926.93,32970133.13,29773524.74,20796421.82,5962435.91,40869958.85,36153307.57,26570732.88,7214845.87,38764498.36,32760177.12,40321555.59,17732166.59,0.0
