,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2436891703.14,1516415121.61,701308267.40,3097519391.45,1990500687.31,1255712569.12,531076014.16,2961186590.64,1964764595.62,1220175635.63,548509862.13,2662608134.04,1646864347.16,1048801182.58,427214878.01,1986663614.65,1360490511.69,905930150.56,413389543.95,2186072061.03,1498542492.48,1035545954.89,473334817.09,1094586280.70,527785084.06,374793793.05,146720475.16,789986333.21,482733431.78,360634185.44,142364325.06,720871724.09,459764525.26,360471623.54,135649382.34,610247365.99,399146481.53,286033743.34,103102050.14,406620993.67,313518699.72,218129095.76,80051330.45,442732505.08,308771334.31,214172743.33,79329634.07,279475328.60,180836564.84,113154782.61,40650212.58,193108942.34,132151912.35,89083570.96,148410513.35,109076540.40,0.0
2,营业收入,2436891703.14,1516415121.61,701308267.40,3097519391.45,1990500687.31,1255712569.12,531076014.16,2961186590.64,1964764595.62,1220175635.63,548509862.13,2662608134.04,1646864347.16,1048801182.58,427214878.01,1986663614.65,1360490511.69,905930150.56,413389543.95,2186072061.03,1498542492.48,1035545954.89,473334817.09,1094586280.70,527785084.06,374793793.05,146720475.16,789986333.21,482733431.78,360634185.44,142364325.06,720871724.09,459764525.26,360471623.54,135649382.34,610247365.99,399146481.53,286033743.34,103102050.14,406620993.67,313518699.72,218129095.76,80051330.45,442732505.08,308771334.31,214172743.33,79329634.07,279475328.60,180836564.84,113154782.61,40650212.58,193108942.34,132151912.35,89083570.96,148410513.35,109076540.40,0.0
3,二、营业总成本,2061014450.45,1303706179.76,647248542.27,2655233938.61,1708300809.62,1093404911.08,488162663.71,2610379985.76,1718509173.36,1070811982.18,502718154.35,2330820869.49,1364017220.48,878736469.53,375285075.10,1657015592.13,1146997177.13,759620933.11,370973790.80,1820145382.58,1281447348.26,878318994.19,428722564.60,831356782.19,379980599.43,255193670.60,113296829.67,517114402.69,339067236.62,237592956.15,109214196.76,459934504.50,302985073.79,230560298.87,104286202.98,403382123.12,276615217.04,190419355.56,81382177.50,284677632.88,225688890.89,150487463.04,66325730.09,298566599.43,224311144.18,155882385.80,66037714.53,197166934.25,140764614.73,88461445.22,37098492.33,143687528.65,98426124.97,68358601.66,120935900.18,93932571.59,0.0
4,营业成本,1284576343.16,804730550.12,358638121.89,1706536829.15,1072979890.19,654338683.23,264461207.80,1639529519.46,1081632691.89,659255252.85,299537681.09,1585298092.88,899567743.90,575597898.33,220765699.32,1186045015.91,803347294.16,526324052.51,240142650.87,1387923834.44,978942380.07,675154409.89,325831344.40,497660341.42,173477522.02,120305653.33,39709894.91,260271937.44,151565048.63,114193643.17,43194608.89,249352665.79,140586821.91,108949600.14,42967388.04,188026887.02,128801195.14,92115799.93,29648054.28,120671937.89,95690739.28,65224990.71,23717627.55,162763654.52,121431714.42,90145796.81,32735811.71,108332324.11,68530409.71,43720709.61,18947069.80,80100459.44,54750553.89,40394447.39,67812469.35,53530322.20,0.0
5,营业税金及附加,19657052.37,14102021.28,7680236.03,24528142.02,16553824.88,11438509.01,4783356.15,22300529.18,12661385.66,7975540.74,3726878.68,20288667.27,12098734.02,6308118.96,2813025.62,13364821.62,8027473.22,5198039.89,2343586.49,15108787.05,9382175.50,5888667.37,2866845.14,16071664.42,10984702.04,7008496.69,2946242.07,17013558.10,11266104.19,7343194.11,2768405.79,15931730.99,9718500.12,6918763.33,2536282.25,13739588.16,9021419.54,6115201.35,1891097.93,10052362.52,6951374.25,4231289.75,1610486.25,8692030.91,5830348.14,3696470.81,1506735.94,6005036.18,3880533.10,2416891.46,923119.02,4073693.54,2744332.27,1734024.58,3321341.58,2738184.43,0.0
6,销售费用,265680235.18,170643102.77,81398737.07,228948212.59,190433137.05,127678247.98,62935994.39,188605905.77,167816354.62,114713962.79,54269300.11,183966682.23,136464440.90,89833415.49,43489630.55,121545703.17,86696908.96,55894486.93,31213650.64,119093129.54,84430942.47,56073486.16,28708402.27,78155380.13,41583441.80,26647116.33,17777491.34,55603810.25,41316486.01,29138138.99,17219913.17,53248467.78,34243391.00,23455138.43,13576005.86,44703163.94,30450789.45,19923795.97,13813779.61,33812386.43,28550138.25,22499110.75,12381798.86,39009599.38,39006008.13,21767359.00,8213422.39,29027692.20,19920062.62,14086183.02,5587686.70,20751560.37,16122701.94,8860977.56,19619137.35,18982197.07,0.0
7,管理费用,477464571.19,307907992.65,156321174.69,550565348.16,370550468.39,362018834.45,150292417.08,718086379.26,465268880.96,300411790.25,145943284.77,556670439.23,355909810.08,232275909.96,113281114.86,334960981.44,244195611.98,164066818.13,86745238.72,293223121.83,207772322.26,139276446.08,70957177.82,230490737.54,160136733.25,104101557.55,58016843.54,184908880.64,141086439.16,90309179.64,45543454.24,148415751.23,121680642.66,87986775.47,45015577.24,156735409.08,107582360.59,71403867.22,37483287.50,120500673.72,95468398.06,59231339.48,30232278.73,92411682.18,59687282.12,43734280.18,24909620.22,53912174.21,47614687.33,28784430.69,12696435.34,37860767.14,24622484.78,18074090.14,29310943.37,17533458.53,0.0
8,财务费用,-221760824.64,-127507238.80,-35650863.57,-159430270.20,-91378011.29,-79508120.29,-5605619.09,-910076.63,-28819073.52,-17948274.36,-2708389.96,-81529853.82,-59657264.02,-40408758.83,-15161897.40,-11541209.75,-5099894.49,-2689347.64,-882360.91,-3483790.02,-3584835.87,-4515785.60,-4515701.99,-6281866.11,-7063988.90,-6588066.86,-6190533.98,-3863473.81,-6946398.24,-5776441.48,-355625.91,-12406744.27,-8826589.35,-2098235.31,-823996.29,-4182001.24,-2479066.17,-2100916.25,-515219.34,-3684069.26,-1843329.90,-1766255.58,-487610.14,-4811300.88,-1171782.93,-3525193.42,-16860.06,-1578381.24,-461027.02,-125317.27,-66774.93,-810280.93,-548189.25,-51574.38,-572719.44,-78302.72,0.0
