,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,621966992.51,403143829.78,195672408.53,1136003830.25,811703109.13,550743128.22,310016027.68,1190991964.16,748876161.56,550817549.18,282218815.46,1099278292.39,709674671.55,509362351.39,241259282.82,1116593515.00,673345151.69,403032893.53,192900885.42,824207262.64,571366440.96,363134182.39,165960581.93,775914704.97,623953860.31,407352214.14,197661570.44,602283997.35,422945317.35,249223661.45,95430655.18,478435358.16,290073366.19,182683817.48,70169459.86,389358581.04,252641927.80,168191085.67,79489954.67,299319934.49,208599969.28,123985499.76,48046874.68,214619847.84,163062045.01,115670640.35,41927541.54,204121823.03,162106654.84,105706571.77,41767444.82,235716672.56,177737387.46,171633606.63,127719147.45,0.0
2,营业收入,621214162.34,402560810.92,195417691.56,1135917037.80,809597763.22,550743128.22,310016027.68,1190991964.16,748876161.56,550817549.18,282218815.46,1099278292.39,709674671.55,509362351.39,241259282.82,1116593515.00,673345151.69,403032893.53,192900885.42,824207262.64,571366440.96,363134182.39,165960581.93,775914704.97,623953860.31,407352214.14,197661570.44,602283997.35,422945317.35,249223661.45,95430655.18,478435358.16,290073366.19,182683817.48,70169459.86,389358581.04,252641927.80,168191085.67,79489954.67,299319934.49,208599969.28,123985499.76,48046874.68,214619847.84,163062045.01,115670640.35,41927541.54,204121823.03,162106654.84,105706571.77,41767444.82,235716672.56,177737387.46,171633606.63,127719147.45,0.0
3,二、营业总成本,635241432.53,423118991.64,242960341.96,1489136831.88,844678465.20,589275407.61,332166246.42,1224801549.20,818553150.04,605274910.21,314496204.02,1083824866.64,690486381.06,479989138.94,235137364.56,1021106537.55,635277335.20,378100470.51,188191536.45,760211741.40,527827927.34,329575227.77,158958480.74,742774924.85,593728068.40,386891618.75,192594473.68,581707104.94,400378704.19,234024296.19,93211451.68,488465600.57,276274441.72,169776467.16,67440217.92,369645605.61,241709465.96,158365989.37,77377829.03,285797684.76,199349308.55,115912845.16,45635701.71,199992575.23,146450833.76,100909443.63,37781302.37,179191865.85,136526362.33,87267372.89,36801561.04,207948776.14,156805387.06,151835860.18,114265254.30,0.0
4,营业成本,510813963.08,337502749.05,183832573.33,1000406057.83,699503360.94,497594330.49,282908198.73,1048287915.69,697625065.80,526351901.21,273206558.17,911453238.85,569884874.28,405939860.76,193585130.41,861408960.53,528847484.72,315079406.50,154237574.48,636414636.30,436882855.43,276511282.95,133101931.84,628698697.78,510423707.21,324241396.04,159067592.17,488355137.64,339868163.76,196886084.24,73581265.38,397825979.17,232123342.49,143310520.91,53617281.21,320902808.55,208370140.03,136558935.42,65293473.08,244354655.92,174809059.32,99483936.86,38412840.39,168728970.00,126582038.99,86954504.95,31400209.76,150503541.57,117919634.76,75924009.73,30243240.60,173246085.82,130655506.16,122594052.82,92697129.89,0.0
5,营业税金及附加,2654612.53,1920836.68,555153.24,4417288.29,2439348.53,1920363.67,752781.18,5493080.90,3220802.80,2182816.25,765630.31,4455373.12,2497364.42,2361345.41,2310520.82,20570709.95,12331877.10,7971432.06,3752520.09,16342064.88,17490176.05,11089853.42,5058324.86,23066474.60,18329681.02,11553429.75,5606602.33,13542008.24,9560653.26,6133801.15,2127631.94,13460778.30,7294809.26,4604175.59,1504584.47,10751881.49,7128044.35,5010974.15,2409917.28,8502434.35,5644083.77,3670251.58,1261908.74,6322944.40,4629566.20,3479615.63,1205827.69,5494315.64,4777991.82,3184012.38,1146485.93,7881601.87,5937502.91,5922146.32,4314454.24,0.0
6,销售费用,11716841.85,7716732.24,3564569.89,23423889.96,19144941.70,13503064.42,5383071.01,18227924.87,13654895.70,9057524.11,4563098.91,17266439.51,13407151.65,8288919.42,3574938.04,12529760.46,8958538.62,5104944.61,2760438.56,9734676.71,6155958.88,5149308.83,2311742.09,17782917.30,13848120.14,10148422.85,6495567.50,13102019.23,13358166.11,8074276.18,4161650.02,12340535.81,6589492.83,4313558.74,1998660.12,14506873.83,8686072.51,5003623.55,2607192.19,9223437.99,5830394.14,3506773.86,1621315.28,5440486.78,4154923.41,2689360.76,1158292.75,3323704.08,1712112.98,1297772.05,923086.83,3530224.22,2672379.73,2852938.73,2789209.82,0.0
7,管理费用,64229087.35,39144581.03,19429568.70,106555797.60,63854020.65,79111168.35,44903228.54,135191285.41,102744914.11,71083906.31,40159896.30,127983462.98,94827324.29,66051294.01,37428219.02,119055130.08,84826262.69,53839396.46,29410849.60,93220644.52,64725405.72,39682402.15,21039079.80,72185290.43,52136764.64,36126781.17,18291896.32,51859559.64,34828398.37,22626960.16,11419777.13,36154683.73,25839190.19,16450756.22,8919416.51,21564230.47,16677440.47,11788151.94,6740113.32,19273888.35,11657204.92,8529936.36,3775789.29,15885360.13,10264523.27,7124422.77,3893096.90,14147721.50,10225746.59,5600875.28,4189067.32,20313090.43,15205130.91,16907412.95,12379735.42,0.0
8,财务费用,3003983.10,1551999.02,923271.49,5157268.95,4621118.90,2880680.26,1257945.78,3981119.79,3251889.18,2248862.89,633335.38,5024456.54,1401213.39,361557.64,101130.96,-3436312.59,-3248564.51,-3495392.32,-1118390.16,491756.54,-1293132.91,-2671982.27,-1440733.61,12567339.10,10152682.91,6593214.50,3694710.92,12781096.13,10312933.49,6663810.09,2515910.56,8416653.27,5112228.86,2183122.81,1332157.94,2010704.51,1019421.96,420198.30,200422.62,1751302.42,1264622.60,871764.65,554904.73,1440653.24,865822.25,644864.00,395559.67,1937237.21,1584136.62,1103976.43,514319.38,1695884.99,1261913.74,1889757.87,1172041.53,0.0
