,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3164976539.89,2332149314.02,1658249593.03,865712303.73,3188240554.94,2444120747.53,1651380191.89,713317559.98,2999885477.11,2276459140.87,1580633050.84,741871526.67,2704412966.86,1970461360.69,1368586254.53,573089276.16,2548257966.03,1916815422.90,1309506778.48,604484614.13,3501026639.41,2726253809.23,896150307.95,445629648.62,1285382670.32,878674231.31,621121040.28,235601031.09,1191140056.35,909313335.25,669196985.22,276525449.22,1606280350.70,1227309315.39,833610528.59,316196173.68,1432330085.71,988284881.99,667498365.92,284141893.45,1138910927.94,791610435.57,500029177.72,233792604.73,1085294040.69,863623117.71,585932307.25,239403891.74,846396589.95,564485326.47,375551964.64,156194575.81,646591065.16,459728523.48,294777636.08,135742092.30,586349264.84,417742334.41,268666387.34,112848544.45,508363417.18,392501405.90,248321933.58,114694877.98,420037521.99,280692925.34,175938427.31,78586923.22,350738143.08,250121557.43,153607109.33,66963394.55,354649765.99,155603872.29,362427205.84,125686821.54,187501373.28,60843601.28,118820484.78,105161866.64,84172425.76,74337520.99,0.0
2,营业收入,3164976539.89,2332149314.02,1658249593.03,865712303.73,3188240554.94,2444120747.53,1651380191.89,713317559.98,2999885477.11,2276459140.87,1580633050.84,741871526.67,2704412966.86,1970461360.69,1368586254.53,573089276.16,2548257966.03,1916815422.90,1309506778.48,604484614.13,3501026639.41,2726253809.23,896150307.95,445629648.62,1285382670.32,878674231.31,621121040.28,235601031.09,1191140056.35,909313335.25,669196985.22,276525449.22,1606280350.70,1227309315.39,833610528.59,316196173.68,1432330085.71,988284881.99,667498365.92,284141893.45,1138910927.94,791610435.57,500029177.72,233792604.73,1085294040.69,863623117.71,585932307.25,239403891.74,846396589.95,564485326.47,375551964.64,156194575.81,645519353.24,458942832.39,294232887.58,135507043.39,585588659.36,417311064.90,268223151.20,112692476.75,507428913.50,391913883.03,247974911.44,114595870.25,419710703.66,280410418.09,175922215.30,78197772.76,350638964.55,250070335.30,153606030.73,66962514.00,354634122.14,155485005.60,362421937.27,125686821.54,177918034.40,58386601.28,110366996.09,105161866.64,84172425.76,74337520.99,0.0
3,二、营业总成本,3551804513.59,2340514089.14,1657169903.44,866165430.41,3554839589.32,2474581317.92,1654182707.90,718389428.81,3114002403.75,2333414938.69,1623310456.09,761502807.58,2906099286.60,2094884103.74,1447645578.07,623626516.03,2848656781.53,2063436343.20,1393512341.47,643640939.23,3563654847.82,2761274297.38,917485211.10,453857617.46,1342490382.25,911920543.19,633350557.79,240947689.52,1204781963.66,921375769.09,666269287.27,274020747.82,1448808495.47,1097204354.73,740230704.33,291724318.54,1307055807.66,897798393.18,601885694.79,268698214.15,1047756275.48,719126484.41,451616984.91,221029721.74,1007245867.75,767017083.62,515985084.57,223373277.04,767413332.85,500739905.94,330422019.10,143072406.92,596810011.70,410475922.20,264862559.77,126350702.11,532293307.09,370398148.06,239448386.82,103582161.32,456488068.52,348172257.58,221937529.40,106410832.02,384542690.07,257799657.21,160538511.77,73488442.23,328843675.37,235077613.71,143631227.24,62586974.98,321158166.85,146027006.61,323364962.06,115387963.85,157282295.88,49790230.58,88282336.89,87067704.85,66101836.54,55924806.28,0.0
4,营业成本,2689004043.94,1895449575.53,1353795618.74,700758275.48,2686768489.45,2011517801.71,1332369676.40,575692116.41,2481044535.90,1897213751.99,1323239603.46,623646751.97,2322556979.80,1715717417.08,1195479247.73,508009808.59,2278153007.23,1685417871.31,1136504689.76,521912195.37,2995556933.54,2310196811.29,809495681.45,409397936.43,1120938829.79,752577756.23,518295840.95,199821225.25,1003992979.00,773856674.27,570519545.91,226531007.77,1226557493.26,941930178.11,636799699.65,249001452.45,1124354187.06,768112879.31,517121552.33,231632498.17,874709755.10,608193500.09,373990798.73,179813555.41,822002632.29,645942690.69,436474350.66,184005922.55,614648137.55,408286625.36,270482414.98,115164302.78,476996410.94,341029843.16,219001166.46,102980267.50,438573263.64,305497777.35,196669980.01,84022073.33,378615407.57,289377711.67,184034903.85,88445118.08,317765598.43,210746957.02,129228113.78,59557430.99,269796503.67,196336774.00,120453519.35,52500671.67,279665042.05,121456862.74,283838321.13,95669292.45,133576072.43,40231040.51,68510407.12,69763759.38,52743529.19,45931794.90,0.0
5,营业税金及附加,36196578.62,27434991.22,18155908.05,12860680.89,38759255.79,29701257.40,20620876.27,6792647.47,41289062.17,32144870.68,20636687.80,7147466.10,29011110.12,8346711.92,5637002.04,2119908.48,10756931.15,7639796.15,4585305.78,2146020.83,13581166.37,10074265.85,2449703.84,1105358.79,5328630.04,4723508.58,4259555.40,1671450.72,5442552.75,3678312.60,2539426.89,737574.24,5113468.60,3332580.46,2470927.90,607883.10,5658078.25,3212313.15,2549961.53,897285.78,5459311.58,3696258.91,2346103.81,1089334.01,4227711.02,3278836.57,2471990.17,657715.13,4585256.27,2787714.91,2122599.05,725102.65,4343880.33,2592150.73,1570309.11,729716.95,3261904.61,2348878.56,1519639.20,763879.90,3082791.20,2532130.74,1717608.64,782456.59,2415204.92,1469169.85,892337.25,390314.17,1767005.14,1109828.72,712154.52,294123.76,1406720.40,511426.51,1356107.63,364875.93,799214.98,476785.72,881309.80,912256.81,671906.81,479215.03,0.0
6,销售费用,189414871.52,124867913.48,85113033.29,43998172.62,198668007.60,138033025.90,90366200.63,41584601.15,178497124.99,129229757.93,86061341.46,40006242.50,155241029.26,107991988.05,70061443.10,31583017.57,155469164.28,112458069.04,77673161.51,38349582.74,150614222.07,113620123.14,26807623.92,12854694.21,55460588.59,42332029.40,28335522.07,10863162.49,64208368.78,50648987.84,34222151.58,16929255.02,78293381.64,56479068.57,42580147.54,15671052.31,71450352.91,52359003.82,33719853.98,12290891.29,57200040.58,39201929.88,28040725.94,14171051.16,58079710.16,40390990.48,27095536.01,11975465.65,48520615.74,31042832.85,19456963.93,8505138.29,33300220.56,20746389.80,13748205.32,7020364.17,26448507.04,19119151.99,13040466.23,5077299.38,25800506.28,18807426.85,11928036.02,4446431.27,22370843.27,14464456.60,8782850.71,3952003.27,16531977.49,10229220.23,5068629.72,2572837.11,12850945.76,6866018.68,14237901.30,4204018.67,6331391.84,2040649.12,2683746.00,1508320.33,0,0,0.0
7,管理费用,255262121.19,178558238.46,124882656.39,71988320.27,262811870.31,186882738.67,155498510.72,76824960.45,311178594.72,216037998.14,155213617.38,71867576.84,321423516.95,220701119.79,148679055.07,70219656.80,324920642.47,217995663.37,147130495.70,70302853.36,319530857.55,255270346.26,53070229.78,25769287.85,112745522.71,84200754.12,55751336.10,24188899.04,100323906.29,75080188.85,46756660.80,25018572.51,116670344.26,86014066.25,52837660.90,24214621.33,88949455.96,62799127.77,40283725.61,20753016.72,84060694.11,58680495.85,41060644.62,22327345.43,85878531.15,67492590.19,43645936.28,24136970.11,70971294.10,48644065.44,31050973.26,16007742.63,70244837.73,37178518.86,24700451.77,12622110.45,51931678.70,35411817.69,23883565.35,11475886.27,42586416.58,29059997.68,20124724.99,10384665.68,32952379.85,24629468.58,17269698.07,7266793.20,28235305.46,19165333.68,11786428.84,4865871.23,17902601.82,11747225.21,13659276.13,9909938.66,9337088.77,4287277.30,7237501.22,6865848.33,4447867.54,4006596.35,0.0
8,财务费用,93545917.03,59561192.89,38913414.41,19422595.77,79009267.63,60977306.37,38979775.82,17446666.37,75000217.47,56889040.59,36264871.52,18834770.17,58392249.80,40128457.15,25766757.20,12657000.05,47694774.47,37210194.22,25533657.46,10930286.93,76457444.02,67387659.46,20575310.37,4730340.18,34560955.62,18500875.33,17122177.00,4402952.02,23305996.11,16419083.00,10538979.56,4804338.28,15228003.02,9910167.18,5970987.18,2319309.35,12498334.47,9437143.59,6332675.82,3124522.20,11986072.33,8772144.66,5659675.52,3628435.73,11985108.53,8823095.08,5208390.84,2597203.60,10635075.80,7947230.18,5329166.47,2670120.57,11924662.14,8929019.65,5842427.11,2998243.04,12077953.10,8020522.47,4334736.03,2243022.44,6402946.89,8394990.64,4132255.90,2352160.40,9038663.60,6489605.16,4365511.96,2321900.60,12512883.61,8236457.08,5610494.81,2353471.21,9332856.82,5445473.47,10273355.87,5239838.14,7238527.86,2754477.93,8969372.75,8017520.00,8238533.00,5507200.00,0.0
