,报表日期,20191231,20190930,20190630,20181231,20180930,20180630,20171231,20170630,20161231,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2734192645.93,1931948516.63,1312388939.61,2693985489.42,1949512819.73,1286071485.13,2620834739.07,1240700077.73,2475936522.09,2389714480.70,2430101996.08,0.0
2,营业收入,2734192645.93,1931948516.63,1312388939.61,2693985489.42,1949512819.73,1286071485.13,2620834739.07,1240700077.73,2475936522.09,2389714480.70,2430101996.08,0.0
3,二、营业总成本,1952107990.32,1391592430.73,925017917.50,1865641232.56,1211357436.63,810672906.52,1759206141.51,873759250.26,1749712265.55,1447966728.84,1514387581.67,0.0
4,营业成本,1643735837.95,1202862642.30,784877643.37,1509979614.85,1094392784.33,724156090.66,1396169290.24,670796654.26,1383124062.85,1200967899.86,1235167978.57,0.0
5,营业税金及附加,19945121.65,11333351.28,10477124.15,21566987.36,15618927.93,10878968.52,23533275.64,14440131.63,11194145.61,4662547.60,21554165.48,0.0
6,销售费用,52029197.69,38386827.30,25302427.25,51865396.58,32942745.20,20380332.28,42833651.92,15025773.56,32178445.01,35834840.34,35802822.37,0.0
7,管理费用,193255698.15,129548503.36,89347823.14,176784055.71,127786156.76,76835007.45,213630494.56,101061528.84,202013323.73,194283840.59,205813500.90,0.0
8,财务费用,-31390625.49,-23298590.83,-7416591.16,-89521896.08,-88149113.08,-40520271.01,15292573.44,-6077844.15,1304492.43,-14243557.74,17259855.27,0.0
9,研发费用,74532760.37,32759697.32,22429490.75,53294447.45,28765935.49,18942778.62,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,141672626.69,0,0,67746855.71,78513006.12,119897795.92,26461158.19,-1210740.92,0.0
11,公允价值变动收益,-4260818.33,-3096854.37,-3184267.47,1555488.51,-68553102.93,-31922783.17,-14370802.36,-10139940.48,-13442957.16,-4584631.99,-33347435.52,0.0
12,投资收益,-39504918.54,-6557024.56,-2408371.09,-104982497.41,-24897313.59,-7916155.10,-4650144.00,-5201927.04,148340200.43,20619645.64,48364421.07,0.0
13,其中:对联营企业和合营企业的投资收益,-46238918.54,-13291024.56,-9142371.09,-33891277.09,-32177313.59,-15196155.10,-13667977.56,-5201927.04,3004446.40,3208932.94,-6611860.61,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,733418177.85,524015408.96,377002985.97,751550325.95,507325947.79,316750551.02,861372915.14,360487848.83,861121499.81,957782765.51,930731399.96,0.0
16,加:营业外收入,73883085.95,40263202.58,38720701.01,140004829.68,29451543.22,16465485.05,537364.81,31115.88,39485278.26,22557480.23,25063049.42,0.0
17,减：营业外支出,615066.31,414989.42,410502.91,553285.11,329889.72,62193.80,302827.10,161025.36,2876578.83,1145899.83,1920888.86,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,160925.36,2839649.78,338802.57,1915436.48,0.0
19,四、利润总额,806686197.49,563863622.12,415313184.07,891001870.52,536447601.29,333153842.27,861607452.85,360357939.35,897730199.24,979194345.91,953873560.52,0.0
20,减：所得税费用,116846345.90,78713774.40,53172490.24,145530098.58,129232879.49,75425690.84,139801404.73,69968709.72,142468771.14,149529318.13,136177760.36,0.0
21,五、净利润,689839851.59,485149847.72,362140693.83,745471771.94,407214721.80,257728151.43,721806048.12,290389229.63,755261428.10,829665027.78,817695800.16,0.0
22,归属于母公司所有者的净利润,446422541.18,306164675.26,208440488.14,418258688.97,250149832.85,167635139.82,388497622.80,127351546.20,432600646.70,514475885.27,512931214.33,0.0
23,少数股东损益,243417310.41,178985172.46,153700205.69,327213082.97,157064888.95,90093011.61,333308425.32,163037683.43,322660781.40,315189142.51,304764585.83,0.0
24,六、每股收益,,,,,,,,,,,,
25,基本每股收益(元/股),0.117500,0.082000,0.057900,0.116200,0.069500,0.046600,0.107900,0.035400,0.120200,0.142900,0.142500,0.0
26,稀释每股收益(元/股),0.117500,0.082000,0.057900,0.116200,0.069500,0.046600,0.107900,0.035400,0.120200,0.142900,0.142500,0.0
27,七、其他综合收益,117991350.80,196885470.89,75552619.04,230551613.30,257854455.13,42442164.09,-321572945.33,-144341617.37,258970609.61,247273281.14,29814208.27,0.0
28,八、综合收益总额,807831202.39,682035318.61,437693312.87,976023385.24,665069176.93,300170315.52,400233102.79,146047612.26,1014232037.71,1076938308.92,847510008.43,0.0
29,归属于母公司所有者的综合收益总额,481905103.75,382131133.69,233659890.45,480241899.78,333544136.78,181590253.12,280411776.81,77917633.85,493348106.58,598550707.07,535792699.37,0.0
30,归属于少数股东的综合收益总额,325926098.64,299904184.92,204033422.42,495781485.46,331525040.15,118580062.40,119821325.98,68129978.41,520883931.13,478387601.85,311717309.06,0.0
