,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,17323623.13,11272920.58,4637040.32,491244712.92,201612517.50,192617193.07,60000977.32,299176964.83,20857679.06,14703936.14,9703978.68,72988250.84,59651157.47,45782478.77,24005284.42,102291335.87,75771727.47,45506357.60,24514239.11,162991625.58,113339031.24,70774967.08,23175011.33,177034094.26,92031946.63,69026425.57,38516779.87,151082171.86,85264487.68,50204223.30,22506435.16,88960925.64,63548004.09,36940416.72,11693230.76,70279946.79,44822082.15,32267705.84,10576805.89,74227732.46,44730294.21,41517208.41,18856807.94,61997215.21,52562845.26,29336990.91,12639579.41,93789746.31,53397315.84,31184608.85,21879337.27,130038444.02,82287694.36,48104821.93,21543370.91,82304738.80,73215928.96,60637066.29,30842448.11,82556275.36,43247627.79,22819752.14,14429274.23,69541764.85,68031071.25,43082655.46,11966708.72,88253937.93,55105149.00,30092348.83,13546821.49,107383026.54,56846557.71,93970646.27,37290487.70,70478690.95,18136431.02,77145351.62,44446812.98,83680704.48,41058455.58,58707935.43,65956440.96,0.0
2,营业收入,17323623.13,11272920.58,4637040.32,491244712.92,201612517.50,192617193.07,60000977.32,299176964.83,20857679.06,14703936.14,9703978.68,72988250.84,59651157.47,45782478.77,24005284.42,102291335.87,75771727.47,45506357.60,24514239.11,162991625.58,113339031.24,70774967.08,23175011.33,177034094.26,92031946.63,69026425.57,38516779.87,151082171.86,85264487.68,50204223.30,22506435.16,88960925.64,63548004.09,36940416.72,11693230.76,70279946.79,44822082.15,32267705.84,10576805.89,74227732.46,44730294.21,41517208.41,18856807.94,61997215.21,52562845.26,29336990.91,12639579.41,93789746.31,53397315.84,31184608.85,21879337.27,129985803.11,82256784.81,48098014.97,21548785.23,82739021.75,72655879.18,59355155.35,30165990.12,74108679.09,38952740.00,22640176.81,13022684.59,61451613.33,59423582.50,37228474.46,11202826.36,77808819.39,51344701.00,27388028.39,12384407.80,101795490.32,54698589.22,88623346.67,34686594.14,63766314.74,15565543.55,74615998.98,44167381.87,82870262.42,40559464.15,57643482.62,65687000.00,0.0
3,二、营业总成本,63322561.31,44540154.81,28060539.10,689983793.95,214072939.71,191480541.59,67636869.72,258576753.30,57610769.39,39909046.85,23260316.25,133475227.57,93868382.16,67882063.67,31683024.14,126919519.77,84535699.62,51297729.61,24936630.07,158614974.28,107405611.51,68092210.99,26288762.15,167477083.06,112541976.85,82551158.55,41379067.59,142016231.43,94640645.46,59230023.81,26703236.96,103600664.40,73124934.42,43383732.25,15260702.05,68839141.19,44672850.53,30031984.58,10061120.13,69830422.55,45477771.61,39885785.92,17919150.74,57611341.26,41392861.89,27684122.60,12037632.31,86290834.22,57528055.74,35795572.74,21707357.61,124346133.53,83436110.67,51290962.87,22957971.92,131770248.90,73314058.81,55887777.70,28387343.59,76879572.62,50748618.15,30654149.36,16329867.90,67534517.39,65097947.45,39929676.02,11020029.43,84392725.17,62741992.00,34616301.29,16023565.75,102231538.23,48628135.13,88962917.72,42906808.76,68953768.93,23735772.01,72231859.01,38139453.31,73856006.58,35170038.15,56245088.10,65472884.32,0.0
4,营业成本,11418081.56,8030288.54,4518920.25,400249613.55,153958155.03,145639184.01,49506380.60,199780163.99,22796334.58,16496192.06,9797619.83,79582341.12,63119046.37,47620830.05,23962914.04,87179560.02,61833548.47,37353993.24,18656674.97,119103177.66,80430996.65,49794652.43,17048448.26,130328248.40,90971298.03,67613787.32,37054476.89,125547326.00,80758784.86,49692253.73,22657639.88,85722709.30,61386346.78,35749320.75,11927846.89,53016631.93,34768012.06,23282489.07,7650750.83,50518724.75,33151485.34,29927888.90,13763772.06,38951156.01,30055225.05,19742597.68,8554041.29,59096966.99,42774128.08,26462949.81,16567115.74,101984282.79,65548894.90,39507365.66,17022698.76,79290074.11,57875998.63,46477903.72,23696619.88,57183685.59,37300499.51,21569530.92,11848929.89,54705978.40,53341548.34,32005799.26,6852640.20,68580850.66,48215013.00,24439558.71,11333912.48,84656273.28,40152624.89,86658434.13,34480229.97,58550363.05,19764933.73,64948345.60,34275204.69,66846357.04,31954105.53,47622002.84,57162298.23,0.0
5,营业税金及附加,2433466.72,2230738.86,244091.70,6831518.98,1694677.01,2172898.23,206537.00,6669466.03,1131711.82,905683.12,260396.20,976917.27,493714.39,429308.77,345779.30,2833857.36,2371602.23,1303886.12,887540.86,7847248.57,4859409.71,3040424.47,837365.93,8544182.31,320224.31,290389.71,79615.66,2076916.29,113937.68,62836.29,22366.08,434666.46,206245.71,182421.57,65223.02,2554396.32,1231813.63,1171935.75,32853.73,3640460.67,1727971.61,1705350.70,768274.98,3045445.67,1964155.95,1519076.67,666144.04,4734413.50,2064602.65,1069890.72,1038930.47,6458084.04,3559968.12,1990596.14,876133.71,2575650.55,2164366.04,2020508.34,1010904.46,2371870.55,498272.44,359735.58,204125.74,399590.14,243975.08,204907.08,60311.48,338106.43,250596.00,180118.53,105606.54,723770.97,415254.23,291865.51,89757.40,43092.17,130854.13,263543.63,361704.41,445103.84,430691.46,581597.17,495554.74,0.0
6,销售费用,3916503.74,3029815.68,1592337.22,8237628.98,4887924.91,3726242.93,1236451.60,4203918.39,1617708.52,1249777.84,942182.24,2818564.66,2131789.56,1370745.68,876527.45,2636549.28,1851511.12,1184324.84,835427.12,5303479.51,4134823.72,2792438.96,1869787.18,8742077.82,6487460.38,5007418.96,565129.84,3201747.12,1012405.97,740201.22,204289.73,1008236.24,736778.16,371134.26,192361.71,590649.80,410549.50,281029.20,72163.60,406248.14,705453.24,507652.14,316712.82,1353216.69,904033.69,473375.23,188417.42,2716490.27,2908441.36,1824857.77,829781.55,2831506.52,2432104.29,1210991.28,534229.76,2947308.61,1713056.73,1182055.05,498342.93,3322490.70,1351427.41,733004.18,849780.64,2260330.61,1281559.38,732903.74,466465.40,2402844.83,1627981.00,1249869.85,736883.24,2269008.88,1048732.12,1041081.98,508689.73,835456.90,447186.77,825977.68,468605.34,477874.09,285743.62,893251.48,1242289.16,0.0
7,管理费用,32421247.10,21805862.35,12177286.33,46817051.49,30538121.35,20354952.24,9548106.28,23089611.55,12779343.95,7737990.11,4594874.55,13347796.00,7681284.70,4781347.63,1485237.56,10954791.20,6830022.58,4653710.02,2010748.09,9342222.57,6753133.84,4408856.15,2147296.96,11965456.29,8711125.57,6105262.17,2202268.41,12521476.03,10122038.49,6829388.48,2490207.50,10996475.79,7516627.43,4886033.47,2243459.12,9086259.70,6767691.21,4558798.75,1967310.40,12098283.03,9108580.71,7222601.28,2812791.91,11443348.92,7679150.29,5390721.18,2447815.76,11524179.46,8963678.52,5916971.27,3030892.23,6574799.17,6892435.04,4771629.54,2530347.28,32947477.04,6239042.70,3497221.72,1603791.24,7419376.12,6432365.74,4497125.21,1696724.45,3598684.24,4977490.06,3451178.26,1960562.91,6262925.08,7434052.00,5265348.34,2158814.54,7710016.46,4419641.62,-781828.08,8127480.97,7127908.73,2518049.63,3751229.26,1885039.14,4277103.26,1653811.59,2974137.03,3058023.96,0.0
8,财务费用,12342159.99,8681658.18,4850059.99,24006950.50,16717300.88,12151102.40,6016625.48,26978567.78,19341235.17,13665276.88,7689195.73,36757851.54,20442547.14,13679831.54,5012565.79,18995058.44,11649015.22,6801815.39,2546239.03,15722796.51,11227247.59,8055838.98,4385863.82,7406206.44,6051868.56,3534300.39,1477576.79,4837299.77,2683404.09,1905344.09,1328733.77,4760738.80,3278936.34,2194822.20,831811.31,2293635.68,1494784.13,737731.81,338041.57,1103602.40,784280.71,522292.90,257598.97,-238500.83,551096.91,361331.24,170409.10,2614027.13,817205.13,520903.17,240637.62,6497461.01,5002708.32,3810380.25,1994562.41,14009738.59,5321594.71,2710088.87,1577685.08,6582149.66,5166053.05,3494753.47,1730307.18,6569934.00,5253374.59,3534887.68,1680049.44,6807998.17,5214350.00,3481405.86,1688348.95,6872468.64,2591882.27,510588.36,275362.42,1967661.52,874747.75,2442762.84,1148899.73,1809568.35,845685.95,4174099.58,3514718.23,0.0
