,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,469268610.10,349871798.94,151899724.83,559937145.23,439365408.00,260391011.41,110090417.37,538138332.15,409211206.22,282479551.89,122321367.16,465085990.47,379818753.12,296375038.27,109154939.85,536232251.14,396010228.41,274281218.24,147670640.85,571966887.67,405236250.88,310245778.55,213862672.65,1030122353.82,810288852.35,600102442.71,334058483.17,1275383231.83,1011588220.02,732749725.74,408734092.74,1148716574.49,820611854.86,547870091.63,269513261.14,699021459.51,520382689.74,354894114.80,140003449.88,670611624.18,395535022.15,221393435.23,107075004.52,559783809.25,469263948.19,312356698.39,127038881.54,521075203.23,389869244.71,217204830.99,85015000.22,415082109.99,227856674.52,152430301.56,78276403.71,322667711.28,180348949.25,125091052.74,49052142.97,207909302.62,132892314.81,76406486.58,40958767.67,262329192.73,212631809.14,135898945.88,48337286.57,175380798.52,117723632.52,79844061.94,151682927.40,124719870.15,106105179.19,0.0
2,营业收入,469268610.10,349871798.94,151899724.83,559937145.23,439365408.00,260391011.41,110090417.37,538138332.15,409211206.22,282479551.89,122321367.16,465085990.47,379818753.12,296375038.27,109154939.85,536232251.14,396010228.41,274281218.24,147670640.85,571966887.67,405236250.88,310245778.55,213862672.65,1030122353.82,810288852.35,600102442.71,334058483.17,1275383231.83,1011588220.02,732749725.74,408734092.74,1148716574.49,820611854.86,547870091.63,269513261.14,699021459.51,520382689.74,354894114.80,140003449.88,670611624.18,395535022.15,221393435.23,107075004.52,559783809.25,469263948.19,312356698.39,127038881.54,521075203.23,389869244.71,217204830.99,85015000.22,415271048.73,228406662.02,152658098.19,78457002.52,321799834.60,180062997.93,124857335.82,49030741.97,205764018.38,132655312.55,76347360.60,40836106.54,260763427.90,212103781.00,135886056.72,48328465.57,174906545.00,117249379.00,79424938.37,150992922.07,124801607.60,106102559.64,0.0
3,二、营业总成本,441355441.67,325212663.15,144837759.71,545589685.75,423599014.37,250949812.26,103811521.81,524937215.48,397418214.57,274753970.66,115165168.31,452340083.91,367835590.46,283847976.00,100764791.33,531254416.13,379257341.62,261990677.64,138117031.60,562447693.82,374008456.96,290085316.67,200598471.44,976365443.01,760231494.81,557526444.76,307266780.67,1177960964.51,936541256.44,681841203.11,380249708.74,1070773554.26,759991407.24,506463260.73,250036366.65,645035502.04,473165938.57,326958402.91,126198612.13,625075062.26,355423246.49,195019130.73,94824400.06,515332660.61,426584726.14,282126605.18,110585371.99,488372350.09,365368965.94,203610629.35,78412555.66,388896698.79,211989551.08,138049249.74,70096295.79,306463732.42,172090125.99,118806233.46,45533514.03,194929231.33,125431017.71,73416208.46,34706223.46,238483693.54,190981694.89,121266905.12,42982821.67,152629091.17,101510327.29,68537815.73,129827428.31,107483191.80,89537978.78,0.0
4,营业成本,363109703.53,271931512.89,121760414.26,413357797.73,337440660.70,188710414.96,86633472.22,402422716.37,317327289.65,218094934.96,96993454.48,322663088.23,295765663.33,233743744.40,80351806.98,403224341.81,304941347.45,213401274.32,121164576.79,436079363.34,297777930.85,240883173.91,180644072.12,858783165.08,674091024.80,500756112.82,282022176.73,1073866603.80,870975507.91,628820679.04,357510411.45,942962756.24,682907319.77,452281998.18,225481299.56,558753729.45,413688484.74,286213040.54,108890061.69,555832636.74,320044148.94,175191006.73,82641462.50,443981025.75,383575843.72,252021974.08,97261121.12,427894799.73,330815540.42,179528730.14,69451566.35,351736862.15,192605114.05,124522917.21,65077622.55,279565500.59,159539193.87,109529236.81,41984625.89,175140353.94,111775051.96,62902574.50,31696979.24,220737074.67,180956515.40,113085629.10,40546441.03,135395413.00,88099011.76,59018432.05,112259583.36,90409530.07,77247648.60,0.0
5,营业税金及附加,3352113.78,2219599.56,723937.85,5778202.15,3472828.70,2177678.90,667113.44,5690059.96,3546288.48,2411672.91,827282.46,4688228.49,2015538.61,984066.86,514176.79,2717048.03,1713192.22,1016931.57,135716.70,2556640.31,1038108.26,931460.35,446128.74,6225889.10,4045738.07,1713198.83,1431432.56,7870036.06,5722301.29,3940405.77,1421632.09,5775166.65,3241694.24,2841396.84,692826.82,2791940.29,1842669.14,1273304.81,965829.09,3310364.51,1886019.04,982647.40,656462.73,3460906.41,2774891.19,1819944.51,156373.94,2157423.21,1637845.36,592470.16,119707.08,2187501.33,1071425.15,960987.39,75846.77,1735531.25,1053095.49,787580.24,257112.71,2127170.68,1235373.96,427773.90,24750.00,1773260.02,1341726.85,1370969.22,673976.86,2233863.31,1837269.02,1305425.61,1600425.71,670600.89,75960.16,0.0
6,销售费用,16165191.91,9910424.52,5617121.36,24871827.37,15311759.96,9648176.50,4649487.27,22020386.81,12537672.00,8003815.94,4057495.43,21323336.64,13774761.91,8581739.35,3821262.26,18789654.10,12375896.83,8373508.82,4203430.84,20450876.56,15071597.12,9377611.40,4378680.48,24100380.83,15818089.84,10045306.75,4764777.75,21556518.92,13714603.97,8431337.17,3854018.43,20943067.71,14271832.17,8876703.49,3875932.73,16528101.10,10838269.84,7438066.62,3590605.57,14796252.62,9223566.41,6652323.61,3908692.44,16031624.53,13374746.01,9402357.33,5167490.55,13796033.94,9760707.47,6314041.13,3210682.66,7802756.17,5347827.99,3489190.53,1546295.07,3460805.72,1858895.36,1045231.18,563140.99,2600998.65,2160866.32,1807626.93,783613.41,2504955.88,1606500.17,1237538.61,798454.56,2571237.81,1871209.49,1228298.57,3001716.55,3777694.83,1304841.82,0.0
7,管理费用,27228861.38,17679119.34,9511889.00,39425510.63,27718226.87,32392861.19,14341200.33,75113862.95,48890303.64,30325620.55,14168343.72,73793155.94,50375274.38,34224975.39,17491706.93,78083721.37,50835274.35,29940795.30,13127717.84,75551865.59,52926722.21,33650908.61,16647039.70,89050905.37,66132301.85,44343602.00,21376499.98,85863349.68,58032627.05,41258356.50,18506537.48,84156454.43,50888603.91,33161184.57,17154985.41,57764624.37,35697326.69,25960598.53,13428866.19,50431616.68,24719528.97,16055682.79,8450511.15,44084995.84,27891059.80,18963053.05,8743207.53,32313230.43,19565967.32,13180141.42,6375188.28,30504700.40,15499962.46,10815122.13,4062412.86,24590611.64,11749642.04,8605751.54,3187089.92,17995436.51,12576054.33,9912240.62,3140801.67,16496963.11,9380435.88,7470490.95,1717575.12,13192011.23,9315655.20,6720322.82,12759975.02,12719967.72,11020650.75,0.0
8,财务费用,-215171.55,-335498.38,-189697.35,-706808.20,-682856.96,-417783.06,-566256.01,-1633340.64,-782852.45,-277665.81,-6271.42,-2190162.14,-2112339.54,-1763489.05,-1154961.77,-1306892.09,-913467.36,-1046930.50,-514410.57,-4819585.17,-4070655.83,-2874238.78,-1468968.15,-8797997.07,-6715205.96,-4850337.24,-2328106.35,-5509035.17,-3442004.02,-2304915.09,-1042890.71,-3101594.59,-1931603.72,-1311583.22,-594899.38,-2192318.51,-1356805.46,-893067.17,-676750.41,-3092120.67,-2270991.86,-1716502.84,-832728.76,-3788643.95,-2654907.20,-1703816.41,-742821.15,-2477631.52,-1674232.54,-1267891.41,-744588.71,-3335121.26,-2534778.57,-1738967.52,-665881.46,-2888716.78,-2110700.77,-1161566.31,-458455.48,-2934728.45,-2316328.86,-1634007.49,-939920.86,-3028560.14,-2303483.41,-1897722.76,-753625.90,-763434.18,387181.82,265336.68,205727.67,-94601.71,-111122.55,0.0
