,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,883438879.44,665388106.40,388085571.33,1871287489.85,1364510137.42,848000966.63,407659721.06,2537507922.61,1891134515.19,1237071228.70,604797136.55,2158280815.05,1613517624.93,1109375503.97,519708002.10,2098704939.40,1696523396.88,1087646055.56,534710424.91,2175803152.26,1622481967.66,1055676990.85,496569174.52,2031681227.86,1542824200.13,1051812562.72,494892676.32,2504110577.76,1912868049.47,1299942622.99,628327269.32,3098761910.10,2407007732.71,1671955526.57,816022625.39,3582883837.78,2581048160.14,1624697591.14,781802548.29,3261876748.90,2333863881.46,1553342733.43,669687158.62,3175391237.18,2357714851.47,1544543675.43,664734675.93,1337090754.41,963485993.64,602570545.44,238078598.82,1007902676.14,697388305.14,431297410.75,190390164.07,589698601.27,397466077.27,0.0
2,营业收入,883438879.44,665388106.40,388085571.33,1871287489.85,1364510137.42,848000966.63,407659721.06,2537507922.61,1891134515.19,1237071228.70,604797136.55,2158280815.05,1613517624.93,1109375503.97,519708002.10,2098704939.40,1696523396.88,1087646055.56,534710424.91,2175803152.26,1622481967.66,1055676990.85,496569174.52,2031681227.86,1542824200.13,1051812562.72,494892676.32,2504110577.76,1912868049.47,1299942622.99,628327269.32,3098761910.10,2407007732.71,1671955526.57,816022625.39,3582883837.78,2581048160.14,1624697591.14,781802548.29,3261876748.90,2333863881.46,1553342733.43,669687158.62,3175391237.18,2357714851.47,1544543675.43,664734675.93,1337090754.41,963485993.64,602570545.44,238078598.82,1007902676.14,697388305.14,431297410.75,190390164.07,589031978.54,397302244.22,0.0
3,二、营业总成本,1137582289.09,819710338.52,466331417.86,2346427569.20,1657343666.05,1044861553.43,512478817.63,2914740120.54,1922927574.18,1214532942.06,592997023.92,2356422146.54,1632781468.13,1102642652.48,519178379.46,2337895036.07,1707047783.58,1075574956.24,539904834.24,2394176933.06,1679865647.97,1098150651.22,511752410.63,2103050187.37,1582506893.32,1054651407.25,495968172.00,2296175694.85,1720508638.50,1158621113.60,567422020.91,2628869366.74,2003353339.83,1380502205.09,662941727.24,2840216697.25,2060724138.26,1310499901.08,647049347.08,2637741740.71,1881494367.32,1247751800.52,540265627.26,2569703889.57,1955923889.02,1297437789.67,558537596.75,1036572152.61,742424870.89,464476348.86,179022602.57,779805319.41,533436171.99,330397180.47,143911477.38,475434385.05,325762890.59,0.0
4,营业成本,785739670.44,587437185.24,361554260.14,1659205276.27,1240102089.37,770981269.71,379186349.44,2075530010.83,1575269569.71,977971263.88,482491829.95,1653168445.84,1288055565.03,851386800.79,401911511.53,1717967546.34,1382580538.54,875639562.89,444240342.55,1843220516.84,1355665891.34,881573988.74,408818521.08,1578940355.86,1235706329.01,840061031.05,385710522.88,1850385790.69,1397479847.43,932767330.67,452808209.20,2182284053.48,1670066077.63,1154182509.06,547158874.81,2430269937.69,1751192339.73,1106387202.49,541061446.15,2267958547.27,1599405709.88,1057128784.38,451071980.50,2192718387.98,1653174292.49,1074685272.36,445284588.75,890338071.87,630559185.44,396387192.26,150594773.52,686215225.97,464525302.36,285922950.68,122450671.73,405077039.21,280723974.17,0.0
5,营业税金及附加,10620256.60,7796952.12,4302933.42,16852515.55,10773486.40,9275715.59,5942091.51,41049805.78,22339334.32,15917918.78,7603226.26,25260752.13,11213190.35,8123785.32,3511829.69,14575624.70,10144305.35,7394722.93,3570288.38,15346133.68,11345586.06,6424570.34,2583764.88,19747641.93,13717364.46,8844260.39,4210276.32,23145863.83,16521966.92,10708434.52,4756343.02,16967621.56,12190330.78,9119611.97,5054304.70,24021401.84,16030230.94,9137252.18,4264373.32,17592739.97,11431357.45,8001471.95,3865610.56,18598642.35,12719652.30,8661465.19,4190991.11,7453757.24,4989441.15,3050883.39,953267.37,5659759.63,4486379.72,3192739.37,1801370.93,4189155.15,2482045.28,0.0
6,销售费用,50055804.60,37186544.87,22800157.51,72336128.87,80671535.43,65316232.97,17616348.65,104765742.67,69806196.14,48161596.21,20271672.45,88616413.07,61535000.49,43617592.66,22354988.55,94571848.75,69205303.78,47379982.99,24555981.60,95479791.31,71345614.20,46433883.20,23477057.73,88296776.17,68009407.95,43384733.88,19419409.75,102338907.44,75885377.79,50256344.63,28213764.47,124397332.34,93068995.36,64909475.28,30254478.22,138690277.09,102390453.68,71479614.85,35863372.34,107187057.49,78928943.31,50122308.82,23518071.30,103915116.00,85049898.95,59357201.20,26631472.91,42017716.59,33048373.48,19393272.02,7469620.55,23067711.44,16213071.40,9659008.35,4148253.98,14380773.24,10373603.37,0.0
7,管理费用,136254089.85,103900752.38,40229592.95,164943480.56,106535845.16,83414657.68,46283798.91,274906881.20,239844505.79,148347879.09,63901312.22,263249209.02,244034910.45,171047724.13,79201421.27,289030631.04,218956246.68,124844309.93,61209295.10,249845713.40,185486840.65,126019426.50,63420820.99,326280420.42,197185181.48,134680604.32,71401946.29,265191260.76,198412316.88,142565978.38,70358557.89,268222065.67,198264783.25,127952682.07,68560527.16,215792067.02,158833583.93,103911079.12,55986993.55,206963689.69,143921131.38,101186323.57,51217029.79,221371057.39,163872752.07,122531275.56,70006909.83,85103368.30,64037612.98,38717323.09,15756761.36,48172273.43,35134901.15,25054952.80,12851191.72,41047334.07,25134465.07,0.0
8,财务费用,116839395.60,76895832.47,34721279.75,148982276.17,160107496.37,111929979.71,63448814.97,102733025.71,24835484.48,12538996.55,5217530.09,16807635.38,21470949.64,19810876.86,9121712.46,51714303.68,33368989.53,27219442.18,15454048.17,66586768.90,45418894.98,28579029.79,13356306.55,53627636.82,37701767.72,22905986.76,11527468.16,45338516.34,29586850.64,20700345.73,10865274.38,31663355.43,22530607.64,16951488.50,4929659.18,19204004.65,13260482.62,7538590.92,3677588.02,20950962.27,17238959.71,9993801.49,10594024.31,28950409.69,35866986.31,29142410.69,12423634.15,4430677.25,1569270.27,4187342.47,4248179.77,13166985.67,9430154.19,5307776.01,2659989.02,10740083.38,7048802.70,0.0
