,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,10453262017.54,9140846807.25,6772635191.61,19285847784.27,9063506757.88,7667484499.62,1127366353.48,7658970284.82,5149673212.27,4116940916.99,1653163065.65,14196754200.76,10175296740.96,7338225127.93,1166508753.04,4654468864.88,2182859108.40,1272585727.51,459290001.18,4415231580.72,1492672978.34,1113999285.89,676420409.99,6757943092.22,3508613789.09,2356057912.53,1152679854.10,3583397504.12,2043461284.33,1147639122.08,827122596.23,4591713261.44,2382071497.15,814345690.39,639100165.50,3030268837.96,1943636138.93,1022995687.69,589095506.62,4123176110.36,2500679645.45,1679125434.69,903533046.11,3612131335.79,2017914737.03,1448363738.02,709991553.66,2399215385.44,2103088239.41,1680712933.49,708113511.89,1989780459.92,1030380645.54,509974312.01,181320910.75,2351641617.62,1524848706.48,907804454.38,434676890.07,2115163100.89,774814218.09,603292466.35,315488237.31,1892800801.01,465697485.48,302706030.15,99570967.19,2078297409.37,980078619.71,667236738.66,310740806.40,1600600886.16,575351299.57,664724624.99,94710076.96,137712901.47,32101376.22,387289222.73,107200725.16,490085506.28,201391529.20,481265869.72,152666426.47,166797854.36,53904600.00,202901300.00,108381866.08,31385603.67,46869000.00,114150000.00,57648800.00,0.0
2,营业收入,10453262017.54,9140846807.25,6772635191.61,19285847784.27,9063506757.88,7667484499.62,1127366353.48,7658970284.82,5149673212.27,4116940916.99,1653163065.65,14196754200.76,10175296740.96,7338225127.93,1166508753.04,4654468864.88,2182859108.40,1272585727.51,459290001.18,4415231580.72,1492672978.34,1113999285.89,676420409.99,6757943092.22,3508613789.09,2356057912.53,1152679854.10,3583397504.12,2043461284.33,1147639122.08,827122596.23,4591713261.44,2382071497.15,814345690.39,639100165.50,3030268837.96,1943636138.93,1022995687.69,589095506.62,4123176110.36,2500679645.45,1679125434.69,903533046.11,3612131335.79,2017914737.03,1448363738.02,709991553.66,2399215385.44,2103088239.41,1680712933.49,708113511.89,1978339486.07,1023386089.22,504797541.39,178906175.29,2339030365.30,1518193756.01,902683496.71,433699779.51,2110174429.46,772015058.33,600121487.42,315511362.91,1885998935.01,459050118.80,298465201.52,98624931.37,2072065297.68,975954467.61,664178774.35,309829922.11,1595508414.36,573059625.17,662151362.26,94619682.74,123777219.07,32098401.32,386797505.77,105891552.01,488832376.00,196921087.08,481006520.71,152667364.79,167008782.04,53904400.00,202264900.00,108232231.69,31193885.15,46869000.00,114150000.00,57648800.00,0.0
3,二、营业总成本,7276029089.63,6237783981.06,4469329241.05,15115985309.81,7986657776.47,6602309075.75,1110866619.45,7062002955.28,4676941662.22,3583306651.90,1583168952.29,13085290766.69,9119250023.94,6682593541.18,1250537776.14,7797125391.75,4066693891.73,2281817613.74,703895524.20,5867199248.10,1954924565.40,1431384522.50,917055001.37,6050653231.32,3122455026.83,1887026816.36,921351943.84,3336735954.29,2155376938.25,1318291371.47,809201945.16,3735333045.83,2158343770.55,901403329.52,621737214.11,2489631673.52,1794554523.09,975799436.03,505399475.46,3402514850.14,1963913868.75,1321932771.70,707324883.34,3112690595.82,1760002380.32,1204919328.68,529394058.20,1590473526.59,1456088229.24,1136119087.00,472460414.37,1770597280.80,835837144.39,486678018.94,189458140.12,1857324552.01,1156788321.37,748614671.35,365747903.66,1720678400.09,712711077.91,544922786.70,275210352.29,1643740578.32,440003993.24,290848790.51,122045267.92,1760175531.64,897393154.90,589884183.10,247137606.87,1255032688.49,456704249.97,612060157.99,87664094.27,166170332.53,49516099.55,289048168.65,92620585.86,440459249.68,0,441188794.09,0,119605849.77,0,0,0,28787387.09,0,0,0,0.0
4,营业成本,4747010027.35,4019955722.07,2822079894.29,10984009575.19,6237127501.38,5144598589.20,937793047.44,6027386161.58,4068672707.12,3211208779.57,1294586533.49,10056582595.08,6833331674.38,5043398299.08,909441662.72,3659935466.49,1843489382.68,1066998202.76,335554176.71,3436123566.17,919628338.48,697078750.27,446556455.57,3986255953.51,1819391607.46,1059145436.80,537648562.89,1673312653.88,1042681944.28,571373423.67,385477092.26,2177216426.53,1226541683.79,424177315.81,306157752.08,1399149357.39,1042524571.33,555959104.82,301792988.13,2444908058.80,1243104437.72,850830101.59,471897037.42,2381212511.07,1294010588.51,867022305.40,332137997.23,971362702.38,851797566.46,672070972.70,265067470.91,1063801085.96,482685833.08,263291321.13,90354445.56,1373386160.52,801329470.21,503234380.52,247713591.93,1249073510.66,415784403.17,324477678.39,161250665.88,1214458165.41,233214700.10,157858108.80,57930494.00,1347117978.02,666557139.02,424598861.70,153764013.65,860792501.18,359679750.96,413506877.49,80055570.73,102483146.71,18553418.16,215451690.66,68504846.66,307880836.15,0,307624828.60,0,76980545.24,0,0,0,20633601.64,0,0,0,0.0
5,营业税金及附加,1916318380.35,1793226931.14,1459114436.77,2628249319.72,833447941.87,793808060.01,10989421.50,436623742.64,259007085.93,226622483.51,84279384.33,1793629503.02,1543321839.84,1129069667.33,66589957.41,346210738.88,137445012.65,88400336.56,29093876.61,304869657.83,126474846.19,96409548.73,50487456.01,756227719.56,390770947.41,295980424.78,134281789.07,425262696.96,340745199.46,233755555.62,166276712.88,613338791.88,370243116.36,116051590.35,98062862.13,386716789.43,295375101.79,137205584.03,88032400.65,474725316.23,374079677.23,248955969.17,123738696.34,344478946.97,215774705.66,175747957.49,116993890.92,283974964.26,366126676.85,303353888.71,133233556.28,324411348.47,71766474.87,35225689.32,10787028.08,238130292.65,106366858.25,57586090.71,25909935.59,118559464.73,34947402.62,26628694.88,16160152.39,95202123.69,23222677.27,13934158.28,5057118.85,91565676.80,36344356.60,27038157.76,14914087.77,71544869.54,13865746.41,26253864.24,2979223.98,6239186.80,1468347.00,20547326.40,5662587.90,23684788.33,0,23499410.03,0,8686403.97,0,0,0,1708878.35,0,0,0,0.0
6,销售费用,107097590.86,80619164.29,30589281.94,270495673.10,135520387.18,107242621.91,22790261.91,121941887.28,75796097.46,49947140.38,6880970.87,246667593.41,142627040.05,38789290.37,22238649.03,183287835.16,97268517.96,55553739.86,17789099.93,169982131.59,103130330.10,66738486.67,37982661.92,182197548.78,114680667.96,76154193.71,34339209.25,125878318.95,80780518.47,49709139.06,24971630.17,118109258.20,68048466.79,37875649.59,23896963.35,79408756.58,54682943.55,36673019.49,15074966.48,77414566.51,43712022.20,23949817.84,11135220.80,63048689.93,46814888.39,29199844.93,13974727.13,56351808.65,42106076.34,25630223.35,9252868.11,73501550.91,48596853.53,23498391.79,11687775.15,72990051.68,44441971.17,34478120.19,16780926.74,118041051.60,93559385.18,84484347.14,50806057.42,116672762.81,35020400.33,22506854.50,11025962.43,58575183.91,33717973.94,27402503.23,17861262.28,56232276.58,26861335.20,40324856.86,3677848.10,6454048.18,5579076.66,9481757.46,4460070.38,20610103.19,0,8542734.71,0,9123399.61,0,0,0,1569695.78,0,0,0,0.0
7,管理费用,270056278.03,188727179.12,76387700.67,557860895.01,344022687.63,244683662.93,39353796.89,257387214.21,176247635.29,120884749.97,54213039.15,279834899.01,208205034.23,120847352.22,62974473.31,284453780.71,191763616.37,139110773.16,77933887.99,265216371.15,188851511.92,129321110.52,67118049.14,277235710.86,198346138.55,119940159.79,59707379.94,209509009.83,156180584.76,102370114.60,53318043.19,199006898.65,144754581.01,103451135.79,58143176.05,170677794.88,123654540.94,80060473.83,43664619.34,172475242.87,125033956.21,84015664.62,45682017.76,182793742.38,119318288.16,81898216.74,42019094.62,203274610.78,134528281.07,101365967.30,43591850.00,210978259.21,145683412.38,107807693.93,47805690.29,145021103.13,140432874.96,89036168.38,41769393.58,177041411.58,98114299.49,65852275.92,22636940.80,147582491.33,92865234.77,57526434.85,28642615.17,172767494.33,75238026.79,58974875.15,25740784.32,194851084.64,15947780.94,92791515.17,10970711.90,19217344.53,9690110.11,18398708.02,10467435.86,29441860.78,0,22760968.83,0,20560220.29,0,0,0,11168298.87,0,0,0,0.0
8,财务费用,235546813.04,155254984.44,80753952.65,537653870.67,468174197.90,331076296.25,99952356.68,512771877.03,394337271.54,268207492.50,145504611.08,925882510.42,598284950.36,362356867.14,189135286.76,1130268933.51,884109697.56,514955158.39,243059798.39,1041296876.31,619973509.32,446284819.15,319183861.29,732850993.13,600704079.85,336475560.99,152802416.23,651350856.86,537230952.93,363441728.11,179029140.78,622703502.47,345942814.99,217212119.99,133258422.32,449128154.79,281134460.50,160424550.26,53469049.91,233744217.69,183083254.72,109010497.98,51428599.28,143275962.40,95538886.41,61323674.87,34604497.97,97725099.77,76565476.98,45502359.71,23664147.81,97905036.25,87104570.53,56854922.77,28823201.04,27796944.03,64217146.78,64279911.55,33574055.82,57962961.52,70305587.45,43479790.37,24356535.80,69825035.08,55680980.77,39023234.08,19389077.47,90149198.58,85535658.55,51869785.26,34857458.85,71611956.55,40349636.46,61956662.67,14637224.19,22796164.72,13798149.03,25168686.11,3525645.06,58841661.23,0,78760851.92,0,4255280.66,0,0,0,-6293087.55,0,0,0,0.0
