,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2367358161.93,1670626460.87,935604856.84,2174777459.60,1671948094.21,1300216031.64,553365234.79,1602327485.38,1065998297.15,748050476.85,277079699.79,1537488840.77,944739392.57,684197820.95,358426489.51,1531678351.45,1079893215.26,848294539.34,388080710.10,1153597824.53,798087049.89,567432117.24,478706288.49,1279254551.53,541946296.04,433378327.87,221703621.86,1071649556.41,686755788.32,519018321.20,304424522.14,950784516.36,563636614.83,310090183.35,151206224.33,820935369.14,477567409.87,335342531.09,129894674.62,533686683.86,293171855.03,226780872.75,104206224.57,560636041.68,416032365.99,267245521.32,129079442.58,517984967.95,288549874.84,178683218.91,111106743.60,265782959.66,223817388.87,185742772.92,82615577.56,188847393.94,116143001.45,91351830.62,45535755.11,329455177.51,145887832.59,85747531.17,42007335.43,225957660.75,42399889.64,34251033.33,12987012.10,79716045.48,15119614.89,12197423.58,63090441.95,51565502.70,0.0
2,营业收入,2367358161.93,1670626460.87,935604856.84,2174777459.60,1671948094.21,1300216031.64,553365234.79,1602327485.38,1065998297.15,748050476.85,277079699.79,1537488840.77,944739392.57,684197820.95,358426489.51,1531678351.45,1079893215.26,848294539.34,388080710.10,1153597824.53,798087049.89,567432117.24,478706288.49,1279254551.53,541946296.04,433378327.87,221703621.86,1071649556.41,686755788.32,519018321.20,304424522.14,950784516.36,563636614.83,310090183.35,151206224.33,820935369.14,477567409.87,335342531.09,129894674.62,533686683.86,293171855.03,226780872.75,104206224.57,560636041.68,416032365.99,267245521.32,129079442.58,517984967.95,288549874.84,178683218.91,111106743.60,266817410.97,225478841.59,186863750.78,85317505.07,190417763.52,121850825.80,94656065.12,47165308.89,313570715.57,136950033.62,79842474.04,38697455.81,210616661.51,36115281.88,29275095.47,9848402.16,62591579.07,7208072.19,5303879.15,61493902.27,50693007.58,0.0
3,二、营业总成本,2373697136.29,1667157452.81,945451364.92,2364426883.16,1746644591.65,1338841217.73,578929508.81,1681693975.83,1178985354.67,807783631.42,293568642.68,1598238490.55,979384465.75,704200142.59,370435955.01,1601553548.04,1111644766.96,848772440.48,381000177.14,1223743041.16,819753139.77,585913760.37,473257050.80,1392000256.80,614607121.70,481941387.47,238870783.48,1239571239.32,806072432.00,616670413.64,325908621.91,1129987502.36,640922366.24,349400343.72,164145388.64,924040609.89,542984679.10,367721907.95,143526463.57,580854886.09,332775572.60,247394727.15,113162204.12,594489911.43,441373089.69,282268558.07,134207431.80,536971476.43,301898166.78,187796328.57,115779654.64,299732602.37,221489743.98,181384067.22,82127455.57,231187693.38,147773331.79,101012684.54,55491944.39,327438727.81,144297896.98,82886068.96,41905670.40,178316304.40,36293548.29,28966967.43,12528834.78,58546927.56,12596384.10,8495383.02,46124614.76,38447920.99,0.0
4,营业成本,2176954691.41,1531202440.98,875617384.93,1933102569.29,1527329636.27,1201130760.33,513107054.54,1379302193.12,923164232.09,658460964.38,240746665.95,1358906974.85,831457260.75,608322852.44,318661753.46,1341096154.20,963955016.51,750874419.09,336451996.53,1009987066.90,719684436.13,528872406.49,453336647.90,1182130816.92,483331420.60,393627692.98,197780175.47,934575524.35,622435933.47,475699520.01,273168478.94,777428228.88,522655306.93,287374236.69,125603381.24,687774588.69,406483345.07,280222517.22,102911600.05,453963660.89,276566394.43,214772809.32,98479262.37,483112071.55,373150551.09,240605847.38,114886929.36,433411280.11,245696558.76,158388491.92,102121709.31,201083812.97,168304023.19,141366187.84,67415141.04,126041969.96,78334363.22,64465123.31,35522454.55,217042863.67,104617363.40,59336632.11,29056982.80,142495273.29,23329812.06,18995851.27,7364021.31,37591916.16,3767364.80,2296829.32,26200027.25,22099515.57,0.0
5,营业税金及附加,7859292.49,4762553.33,2372678.31,9362537.69,5534760.44,3960463.72,1189138.71,8058812.14,5598373.96,3651891.96,973275.90,7063895.88,1979247.46,1294313.01,576238.13,3341029.38,2059813.50,1453100.83,401829.45,3603792.67,2223939.15,421991.06,116154.94,5827115.31,3655919.45,2262950.33,1118389.66,11164784.93,4543292.30,2330132.29,738825.62,8877009.89,3554516.95,2367902.99,714704.67,8052786.73,2720551.60,1697224.50,259723.99,5286481.20,1756505.11,893027.43,360007.75,1301770.08,467963.00,411575.54,353316.86,2186179.87,1494341.21,289322.04,133727.74,1020915.89,659528.37,461032.70,236660.86,899364.42,549386.78,344901.10,163318.00,1827009.31,591983.46,270298.96,67763.15,1629500.92,54.92,21.38,0,2124104.02,0,0,2089693.09,1975276.40,0.0
6,销售费用,81477172.94,54147609.07,23698990.40,98440014.05,73536413.09,43801824.64,18640284.11,86081484.56,56435250.88,37825317.46,14839207.73,83044398.22,52652589.30,34759897.71,17705096.89,107452596.40,56813428.65,35994967.24,16685116.57,37783056.75,22104237.16,11555669.16,5610751.94,39150458.94,26506490.34,14427690.91,6421892.38,72343611.47,42364023.13,29549765.77,14201890.43,83380057.25,42308818.61,19424520.54,7153956.15,63702197.77,49388625.80,33008804.54,14870763.69,27378832.66,8666131.03,4394061.73,1621283.13,26192738.60,22088633.01,11410338.44,4525418.96,50229791.65,23433460.55,10389736.63,5156050.81,46168800.68,26934177.67,20352164.37,8137354.54,48964908.13,31341020.23,20260334.26,9857491.50,68410539.75,16252680.56,11302588.27,5165977.93,21030760.23,5725409.83,5142445.33,2855837.82,11070312.60,2901375.80,2416836.42,11570531.65,7512204.02,0.0
7,管理费用,66229256.32,42444087.95,21083969.11,100812644.05,69355434.52,44128546.28,22161544.55,110547100.61,70248477.71,47122491.14,24628907.62,106987623.11,73061982.58,49048069.73,22785298.70,111149574.83,69393509.63,45891649.61,18252717.33,89606137.01,52784755.82,29698512.22,13691327.69,92921276.29,63223209.15,45209263.62,20175256.17,105335172.18,73933775.23,52764212.47,18573307.10,82696303.51,52034280.12,32037011.91,17730210.47,74552875.10,45907759.59,29996097.28,15703846.94,51941519.37,27709882.91,16721476.43,7115174.06,40764239.05,25690283.25,15947672.97,6939829.83,33410757.64,20509204.11,11025299.85,5096641.40,38802249.19,21627398.66,15767338.53,6193806.08,46697890.35,29423775.72,11406017.37,7039326.85,30736143.41,17528015.56,9535046.44,6021072.92,12149312.29,6491126.69,3751582.13,1647642.37,4917049.68,4115415.20,2662305.76,4028183.18,4501421.94,0.0
8,财务费用,40611037.34,34131872.86,26460034.18,47261986.73,26104846.72,26228524.55,23831486.90,61486864.46,41098678.39,25932159.36,12450533.88,22226177.72,24644107.91,15577730.59,10707567.83,34747306.44,26889140.43,22024445.47,9208517.26,36392975.76,26593846.05,17765508.53,8448349.24,51723974.42,40437810.83,29239304.26,13375069.80,65318782.62,47587680.01,34935699.02,19226119.82,72296192.03,45670213.46,29568743.83,12943136.11,45152384.57,33356365.17,21889430.05,9780528.90,33130666.51,23941461.02,16271370.81,7409245.29,33437952.21,23200963.42,17118427.82,7402228.16,20466347.07,11474918.99,8442267.36,3271525.38,12656823.64,3964616.09,3437343.78,144493.05,8583560.52,8124785.84,4536308.50,2909353.49,9422171.67,5307854.00,2441503.18,1593873.60,1011457.67,747144.79,1077067.32,661333.28,2843545.10,1812228.30,1119411.52,2236179.59,2359503.06,0.0
