,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,925733272.55,560160721.84,299749354.12,1035797443.12,786687437.60,496138552.37,266898968.94,938412720.82,682381451.50,427500288.52,220692798.66,834650864.45,605639735.35,392205867.41,196675906.06,735734898.34,518604496.30,329452293.91,170704781.60,612738650.77,394423285.69,270111415.09,144277000.37,534713684.74,366979875.66,246418322.37,131579785.26,606627910.15,452199222.53,287432270.95,171283425.80,700370845.06,512271699.51,311543541.14,178192792.87,514503929.32,375336956.76,239709929.96,134254905.04,442181331.61,326148058.54,205951204.65,121754226.41,421886725.14,320798063.61,209628553.72,115359295.53,409232545.34,304364218.76,201760096.20,114905660.50,341482455.97,251881402.02,163605944.02,96582875.15,317645343.74,293595837.88,228577418.74,0.0
2,营业收入,925733272.55,560160721.84,299749354.12,1035797443.12,786687437.60,496138552.37,266898968.94,938412720.82,682381451.50,427500288.52,220692798.66,834650864.45,605639735.35,392205867.41,196675906.06,735734898.34,518604496.30,329452293.91,170704781.60,612738650.77,394423285.69,270111415.09,144277000.37,534713684.74,366979875.66,246418322.37,131579785.26,606627910.15,452199222.53,287432270.95,171283425.80,700370845.06,512271699.51,311543541.14,178192792.87,514503929.32,375336956.76,239709929.96,134254905.04,442181331.61,326148058.54,205951204.65,121754226.41,421886725.14,320798063.61,209628553.72,115359295.53,409232545.34,304364218.76,201760096.20,114905660.50,341482455.97,251881402.02,163605944.02,96582875.15,317645343.74,293595837.88,228577418.74,0.0
3,二、营业总成本,814699564.02,492926361.16,277679767.05,919915960.93,702375066.51,436601321.47,247529638.03,847998597.17,618041392.33,391966362.93,206620932.00,780916789.90,572051116.62,370582879.54,191618909.11,727240780.68,520950121.90,336295907.38,180486519.79,598029151.78,383141080.36,258961036.29,139491670.71,484585300.22,336336048.11,218395609.61,122156487.05,514808874.78,390120088.16,239431232.71,149963873.81,551607531.31,418980830.90,263153838.31,156487447.58,417191104.63,313516739.35,201753306.58,114163833.59,344885231.47,270237180.14,175076420.32,105703270.87,333502599.75,258219011.87,167632150.03,98690538.39,335842639.24,252492063.32,171534330.03,101113798.88,285377804.99,212915816.58,138747051.14,84414299.01,269774069.01,253251344.58,210687870.83,0.0
4,营业成本,431338086.67,248505504.40,147312295.75,415449478.15,293402624.60,176414511.78,105945364.55,377827267.98,261563014.69,158559659.19,92138273.84,330689685.63,228519023.04,143281846.40,80117474.24,283554192.66,190693807.81,119843277.06,72374418.63,294879703.96,186257299.60,129069569.87,73507707.65,227905307.04,149077545.45,97989887.23,60882162.25,253167557.12,199587638.70,118661691.40,88776459.81,317949357.42,251313006.32,145753731.41,94654660.31,253886801.48,197237240.42,122158773.97,76642445.83,218457325.00,170379400.69,107124934.08,72808486.42,199242069.09,160285968.27,103647118.14,66080279.90,202233094.46,156254873.10,106459766.20,68881302.49,156890157.14,115354578.83,72561188.63,53345206.78,141400445.21,126799711.57,94531587.03,0.0
5,营业税金及附加,25679221.84,16857578.73,8127434.19,33951341.97,25300146.21,16717578.24,8750291.42,32649479.69,23151263.53,14811887.52,7434318.68,32303019.30,12958106.36,11819292.93,7340469.55,31344547.66,22269225.27,14252197.03,6698337.49,23221896.37,14685335.84,9646305.58,4516689.98,19865155.66,13484179.54,8622020.21,3934997.48,19536047.61,14710180.43,9246870.55,4541240.74,20996651.15,15599057.72,9761683.30,4919342.30,14973314.65,10898008.49,6870579.34,3381467.42,13092035.68,9599940.75,5906249.37,2884763.68,13361574.93,9855889.47,6330781.02,2945120.51,12952544.40,9463242.97,5965835.58,2821341.16,11892605.01,8888446.07,5785176.21,2730768.18,11468200.55,11008269.17,5166514.57,0.0
6,销售费用,174890172.00,112764510.16,60357107.81,213588234.88,178800362.01,112578679.46,57928506.63,195628722.53,140829136.03,92535382.47,47666282.88,178601164.87,134507820.82,85561632.48,40248894.95,155818464.11,112588463.62,73939537.82,36555275.42,133447707.63,98848290.19,67629643.76,33378623.81,147210848.98,109481259.54,74367832.66,37489393.97,147084910.39,107694103.32,70635930.75,35708451.81,129103720.83,93653711.22,62927153.93,34903336.34,70741165.76,47587608.84,31218194.42,14328906.07,58576319.39,42566342.69,28562634.68,14989774.40,57046270.15,40833693.87,27191373.63,13986267.46,51892016.94,37861215.20,25442566.96,13451580.90,49155008.74,36381746.41,23789560.38,11952885.09,48528789.37,46195479.43,40746087.38,0.0
7,管理费用,176789049.88,111279880.12,59495257.34,234716264.65,193233406.26,124183876.74,71051626.69,223687337.18,176847487.54,117155530.39,55369777.38,215243322.97,177848155.17,114441720.40,55917006.34,223630568.62,171012972.96,113231799.69,58093308.71,142663724.21,83998478.98,52798286.27,27751478.70,96428135.40,66507869.72,39729315.77,20054375.96,91442284.44,62608815.01,39761330.46,21442270.19,86849777.44,61818556.70,43382326.92,21091296.12,79255695.01,58946779.73,40573766.33,19778135.92,59935492.97,49134338.08,34913686.07,16461455.37,70968660.92,52478097.74,35855574.15,20497051.16,70081204.61,50234720.78,33176731.93,15539886.63,65971083.18,50697980.75,35844567.63,16011884.79,66462511.15,68093393.15,68189886.42,0.0
8,财务费用,6003033.63,3518887.75,1175768.38,15396566.90,11551860.24,7450521.79,3227324.98,16384662.76,12096917.29,7577949.19,2828474.25,27819669.68,21524557.09,14930415.36,7678608.56,31530582.81,24014237.34,15246967.83,7454834.53,3798459.66,-2119935.69,-1313310.81,-151643.31,-4131079.81,-1414099.17,-1170582.38,-213128.62,3351735.84,4909628.22,862927.39,-733222.72,-10750732.40,-4504408.61,865517.67,270064.70,-2088785.60,-181542.19,611673.51,-54811.06,-5957943.01,-1658677.16,-1434164.71,-1523055.44,-7001867.76,-5372397.10,-5312982.48,-4738378.08,-1684507.48,-1205190.11,516670.96,419687.70,1389518.55,1153794.76,785564.40,373554.17,1914122.73,1154491.26,2053795.43,0.0
