,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,554345028.66,448563383.90,290733707.49,1283510819.63,781016268.26,617159831.38,348005797.18,1102602781.42,1228597436.51,699690924.54,202216725.30,1050263247.15,524027384.01,180395103.87,69453753.40,1192420710.73,358708686.93,277649670.09,186506033.48,1103264980.96,470273361.70,297456041.16,179631382.48,1361014028.79,441680384.44,322770826.96,170759985.52,2664521364.59,1343150643.41,827877587.32,389448881.89,1826905531.41,841882400.08,372763751.36,271011663.74,1886268818.26,886879174.33,670894657.05,518197513.74,1226901901.34,652007087.12,580602232.38,181635047.94,1343175631.12,780401761.62,581064559.85,349338393.78,727937366.53,488348663.39,433468863.94,247070217.21,553577688.26,319643842.51,266888274.67,164612181.51,754027391.79,493262904.38,452015901.16,265734028.25,257497808.98,182162674.21,169143206.50,127443330.60,457165941.85,162158802.73,147100585.89,94296084.61,424455823.68,336497238.95,360847680.36,0.0
2,营业收入,554345028.66,448563383.90,290733707.49,1283510819.63,781016268.26,617159831.38,348005797.18,1102602781.42,1228597436.51,699690924.54,202216725.30,1050263247.15,524027384.01,180395103.87,69453753.40,1192420710.73,358708686.93,277649670.09,186506033.48,1103264980.96,470273361.70,297456041.16,179631382.48,1361014028.79,441680384.44,322770826.96,170759985.52,2664521364.59,1343150643.41,827877587.32,389448881.89,1826905531.41,841882400.08,372763751.36,271011663.74,1886268818.26,886879174.33,670894657.05,518197513.74,1226901901.34,652007087.12,580602232.38,181635047.94,1343175631.12,780401761.62,581064559.85,349338393.78,727937366.53,488348663.39,433468863.94,247070217.21,556921745.08,313132169.56,265897740.18,161199986.05,763796554.78,484633474.30,451621878.63,261169906.68,255647247.44,168680607.73,160787029.81,123102122.69,446038109.04,147957591.51,140199119.18,90219036.96,415356510.12,326461092.45,348709095.09,0.0
3,二、营业总成本,586096639.70,462987648.61,301718476.93,1316667174.72,785086637.54,609809340.43,340799691.27,1094092789.68,1239057850.59,705705720.79,205051573.06,1777377063.79,548401446.38,202994183.12,81463952.03,1390466247.83,410637034.89,305679211.26,203124092.05,1261061617.37,516244110.59,312410601.72,195012384.78,1457986627.47,488210164.56,344168865.53,173278826.42,2833146514.66,1464878294.10,895622440.00,436036054.24,2166719862.12,968930951.64,433473255.01,270147834.62,1871729095.36,923515311.91,692835578.07,515569659.56,1215839631.77,648589531.93,580640827.36,183883280.92,1326764154.60,756523214.44,559343339.49,327835559.65,706477376.94,453712033.54,402331550.14,226777401.06,536037581.75,304740120.91,251678836.42,148601413.00,730565619.13,477231959.76,437873309.09,256005741.07,245462118.06,172009739.82,159270743.96,113111306.55,414148223.25,153234982.90,139158125.98,84819470.64,381632315.78,295700411.12,309873695.12,0.0
4,营业成本,520112514.69,415400208.60,275400890.88,1194216194.70,726869947.80,569439313.00,322827231.11,994947855.15,1172587139.37,662622311.22,188562525.86,1006686777.06,488861069.74,164368994.40,65186309.12,1235540720.90,356140564.23,263786630.02,182446602.08,1103641548.36,453145716.66,279146750.21,173566362.94,1260755087.56,411996831.95,299877081.72,155834928.23,2603975066.44,1339910789.92,805516314.76,392966556.24,1835080369.75,853020647.47,330374588.21,236852586.78,1679763768.38,823045674.16,613019465.22,488207915.30,1129500924.83,612097406.12,553545166.02,169284418.02,1224277452.01,701353375.62,525580830.57,309919491.22,647242199.00,417438953.64,378776465.66,216018525.23,483386489.18,266540886.22,224995677.43,136914753.63,673916596.71,442024604.59,415031205.28,247273809.91,205754075.70,138123168.92,131818757.59,105812748.90,375113453.98,123618851.35,117739651.44,77739249.81,341827608.03,261130515.34,271056513.76,0.0
5,营业税金及附加,3055309.46,2747087.96,1109011.78,6393974.35,2949638.37,2262656.17,175874.27,3470155.82,1929616.22,1333889.59,138522.66,2661570.98,702874.55,239075.20,204793.26,1090463.92,850479.08,743563.26,276280.87,969709.42,169216.22,88607.28,27795.56,1306914.71,1101053.52,979547.71,578409.58,573498.66,112222.45,106617.57,0,680061.65,517043.78,507500.32,474035.78,2313033.43,1234812.91,337920.86,337560.57,296666.63,205523.41,34888.13,0,218073.14,52430.98,75874.75,60629.50,345322.77,226555.22,286167.92,359.72,411385.35,171035.69,59532.07,17710.12,83297.15,74294.16,19.63,10.83,1322255.11,472185.71,7.01,7.01,1760295.26,0,0,47.71,1740944.50,1799765.34,1756458.66,0.0
6,销售费用,12784536.51,9275566.97,5265795.23,20683188.09,16037156.79,11582027.30,3617264.78,10242151.91,8051144.42,5074725.84,1731835.91,13345019.95,5963939.69,3808709.25,1462322.06,22680578.29,14449813.58,10373575.22,4767622.23,20197267.55,17044264.97,8545534.57,6128305.37,18293465.22,9815186.95,7515192.59,3878918.04,36522671.07,28983171.66,19917873.37,11036526.95,28986895.64,20445863.68,13059401.10,8136103.17,26822996.10,18244720.80,15138970.26,8344613.52,16275440.29,8612801.58,5518749.80,2345457.89,12482433.42,8077466.84,3621285.19,1478324.97,6625000.11,3716831.22,2059081.69,1024546.96,3496173.33,2538398.31,2231317.18,1282698.45,2893681.76,1689395.48,1129916.18,489519.94,525534.44,377734.35,310232.51,152582.38,1059219.14,804143.52,608704.16,238221.77,1574823.20,439861.69,6656263.46,0.0
7,管理费用,23894799.19,17320301.31,9378189.98,48773859.43,26145119.61,16802509.24,8087371.43,53796836.19,30073005.34,19814908.38,8961661.71,68638170.17,32775350.34,20372493.99,7418194.72,63263632.27,30381230.50,21443862.22,9294127.53,72873806.71,31556873.36,21083752.22,10797242.79,68704822.75,45407131.51,27655220.20,11302903.81,84007396.95,47192743.93,34062652.06,17939489.54,69171561.98,43157959.34,28647116.18,12540170.00,58208157.83,37269220.72,23471579.44,10387857.00,47543027.93,27785119.84,20657620.20,8327666.66,48770822.28,31884524.51,20680227.52,9422147.03,38562341.48,22081463.41,12822946.12,7717422.50,47526836.27,36006104.21,24199352.66,10370707.72,50932610.22,31256409.37,19578882.36,6242824.49,39020512.49,34495887.31,26846309.27,7073530.74,32505689.13,26012712.47,19117529.61,6060476.84,31891894.72,28927635.81,25801894.65,0.0
8,财务费用,25621068.79,17741837.08,10232033.97,30571672.79,15438088.08,11243853.89,5832234.17,22691732.13,27912936.85,17635717.02,6686199.28,38558827.39,15782329.57,11269608.48,6999104.09,12206564.40,3034663.53,3551917.04,6967825.02,42324926.88,28211346.92,17762047.81,9525809.23,38347327.61,20697719.17,12779600.99,7651199.64,69013016.83,58982204.28,44430052.88,21939996.63,58793518.67,41172396.60,26071513.63,12968475.70,27699429.08,15390671.71,11345947.42,6674349.40,18950157.96,7677843.31,7268610.77,4271866.22,22698139.47,12987747.88,8982098.29,4278872.61,7449132.84,1317599.25,1038735.71,393096.86,1216697.62,-516303.52,192957.08,15543.08,2739433.29,2187256.16,2133285.64,1999575.90,-1160259.68,-1459236.47,295437.58,72437.52,3709565.74,2799275.56,1692240.77,781474.51,4597045.33,3402632.94,4602564.59,0.0
9,研发费用,628411.06,502646.69,0,397399.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
