,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,734449252.44,585783477.76,324262195.21,1488450311.14,1082129040.57,842830977.18,547961098.45,2933483520.08,2541276841.05,1553211582.96,596360736.11,1352144100.67,865151981.57,560559010.53,157756201.09,839805308.17,507222583.31,373604453.08,104858373.37,723251613.28,491686585.75,366856180.31,121687378.48,583294729.24,363469636.03,271328292.23,81608544.57,446190668.24,240660998.53,129927697.08,45159835.57,211814946.72,147851064.65,100971739.55,34376006.57,205744068.96,135658563.29,92126327.62,26388016.47,148719900.47,91889490.53,82941765.47,29415557.72,0.0
2,营业收入,734449252.44,585783477.76,324262195.21,1488450311.14,1082129040.57,842830977.18,547961098.45,2933483520.08,2541276841.05,1553211582.96,596360736.11,1352144100.67,865151981.57,560559010.53,157756201.09,839805308.17,507222583.31,373604453.08,104858373.37,723251613.28,491686585.75,366856180.31,121687378.48,583294729.24,363469636.03,271328292.23,81608544.57,446190668.24,240660998.53,129927697.08,45159835.57,211814946.72,147851064.65,100971739.55,34376006.57,205744068.96,135658563.29,92126327.62,26388016.47,148719900.47,91889490.53,82941765.47,29415557.72,0.0
3,二、营业总成本,754924063.98,585930504.73,323589112.45,1468070466.02,1061669921.54,801805928.20,544027741.26,3438397567.43,2506622981.28,1536716662.20,603830256.91,1350434860.95,841986704.48,531349555.65,174102766.62,709121285.14,415356036.14,311062564.62,115585021.05,564569103.46,366559157.69,259897850.52,99154707.02,414584375.72,266872960.97,192772751.96,62570833.97,314727461.69,175346011.94,78136126.40,30705531.37,124968533.22,81221514.69,56320009.63,24788762.55,138405147.15,96097953.72,65798056.90,26485950.61,94452159.34,58084424.23,58321667.37,21296417.40,0.0
4,营业成本,558087707.29,457512158.18,260279056.28,1113785015.58,846795461.22,654999171.61,465307405.33,2514707328.85,2232532447.88,1388168173.32,538879432.73,964723789.45,588980792.71,368414935.49,106120056.66,423452924.76,255109501.91,202759868.22,65855153.44,369640106.51,239294051.40,175371184.70,60515955.81,287389999.63,192861492.62,136664903.75,39557249.13,234011071.62,125335753.77,50262152.62,20902607.95,76954857.63,54878369.29,37242807.84,14133502.76,70524751.88,49367649.14,30916555.10,12762881.12,41103336.52,31001016.92,21772896.50,10454559.13,0.0
5,营业税金及附加,7246109.79,4964296.55,3068419.01,16936117.22,10336314.28,7562899.66,4358253.86,14267216.17,8563611.15,4646131.66,1268685.13,12559025.68,4214625.20,2885733.31,711833.89,5764815.19,2465466.81,1334475.24,381688.03,5227963.37,2113078.57,1393421.48,861008.10,4700070.77,1830739.28,1639624.14,470696.40,6913835.58,6076110.83,4797631.75,1820120.60,9125298.27,6485280.80,4035965.53,1387842.83,7560414.66,5769992.02,4619117.45,1006998.59,4062227.16,3418678.82,4057603.51,1351269.56,0.0
6,销售费用,22691161.87,15035840.08,6695185.48,39618307.94,28637387.96,19145581.02,10136143.42,40922702.05,38011915.07,18099451.46,8454954.67,55954321.75,47174548.62,34025211.89,10341801.11,51295822.83,36409262.75,24031615.51,10705032.08,44515997.63,30791266.22,21667170.49,12643028.89,39930195.00,27787076.46,21129284.10,12161175.44,31491373.53,19966353.80,12609401.85,6335119.93,21160156.76,17236215.06,10385278.75,6616310.32,22754073.81,15047628.48,10182663.84,6128861.65,18170346.74,7962987.32,10219548.20,5414217.77,0.0
7,管理费用,111035408.61,70941171.18,33384870.38,139633191.30,100414446.48,84944445.85,37834076.24,155101502.75,109525580.08,65886754.96,30871165.15,179970648.70,124607043.77,82225657.85,33172097.91,133101037.49,86975990.93,59479762.44,29559128.75,119958682.13,82293887.67,54149904.74,23214971.64,82482741.23,43825858.55,32467346.02,15864916.29,56185723.21,33559708.23,17613342.41,9345363.67,40448636.97,19549456.23,12790848.98,5875518.94,30376464.21,22267418.18,17071565.50,5918896.23,30328536.06,14268581.63,18814253.43,3448458.43,0.0
8,财务费用,24103340.71,18609717.12,18005001.82,71440989.72,45348145.13,34291427.83,36499707.31,99999359.94,66893162.02,40483214.47,19934702.00,44890434.81,38518845.21,23098770.42,17954897.48,24517919.37,13781217.71,10080377.86,6131104.14,8010733.87,7761390.58,2370770.42,1762495.60,-7244324.14,-6803078.54,-5831804.95,-4579152.50,-23977732.21,-19341483.28,-10256499.05,-8105845.22,-29990894.70,-20855635.04,-9734553.24,-2931318.25,2565740.27,1750564.98,169023.22,-147067.95,-794536.16,-146798.35,1094664.06,-20316.74,0.0
9,研发费用,31760335.71,18867321.62,7926310.62,37509047.24,25210837.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-5769731.14,49147797.02,4927328.72,862402.23,-10107844.90,613399457.67,51096265.08,19432936.33,4421317.23,92336640.56,38490848.97,20699246.69,5802079.57,70988765.50,20614596.03,13376465.35,2952914.61,17215619.95,4305483.25,4945398.69,157246.98,7325693.23,7370872.60,6703398.90,-904050.79,10103189.96,9749568.59,3110096.82,408164.44,7270478.29,3927828.35,1599661.77,-293094.05,4623702.32,1894700.92,2839131.79,815380.97,1582249.02,1579957.89,2362701.67,648229.25,0.0
11,公允价值变动收益,0,0,0,6256684.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
