,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19970331,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3920344174.46,2790802496.49,1938391482.58,884430831.67,3784764291.20,2435264753.31,1437139239.25,731657064.28,3420865937.60,2246459597.91,1473474595.86,769399605.02,4571426678.25,2797418953.26,1743271215.24,752060002.07,4335548540.72,2997972723.98,2076499410.48,832484325.83,3952851471.75,2658668042.41,1657990865.33,759279737.03,3749558004.83,2628870621.99,1793780156.82,753095724.58,4095420022.65,2780546047.08,1794686906.98,747553302.33,3793891666.35,2688840865.80,1774377341.99,857633293.13,3478498644.34,2395198824.49,1503569382.31,689844978.19,2530725137.69,1706432407.24,1031961415.85,472950734.64,2814964231.35,2078430197.53,1263665777.76,526973616.17,2233950907.62,570367867.16,347544055.88,353951598.47,980665093.49,744817933.51,463142441.48,235202464.92,717457632.59,457089979.59,282401168.47,139406975.55,572103494.80,367443157.52,212703813.27,97417445.72,542659987.01,343202056.35,246777443.13,95073736.85,424539054.07,329016443.21,202395124.95,40107501.42,216609500.01,92154369.68,81873871.45,92959621.63,174970859.89,76050772.01,247069284.16,16804710.01,105747816.27,49884873.34,40675146.86,98171188.54,67350493.35,91546560.07,0.0
2,营业收入,3920344174.46,2790802496.49,1938391482.58,884430831.67,3784764291.20,2435264753.31,1437139239.25,731657064.28,3420865937.60,2246459597.91,1473474595.86,769399605.02,4571426678.25,2797418953.26,1743271215.24,752060002.07,4335548540.72,2997972723.98,2076499410.48,832484325.83,3952851471.75,2658668042.41,1657990865.33,759279737.03,3749558004.83,2628870621.99,1793780156.82,753095724.58,4095420022.65,2780546047.08,1794686906.98,747553302.33,3793891666.35,2688840865.80,1774377341.99,857633293.13,3478498644.34,2395198824.49,1503569382.31,689844978.19,2530725137.69,1706432407.24,1031961415.85,472950734.64,2814964231.35,2078430197.53,1263665777.76,526973616.17,2233950907.62,570367867.16,347544055.88,353951598.47,977714781.86,741669554.81,461618992.15,234555509.98,713540662.74,454641137.28,281092511.42,138769457.46,571008102.49,366974356.26,212178382.68,96802233.51,542371834.70,342899322.83,246516063.71,94959316.97,424099643.07,328162168.39,201342502.56,40200633.92,212360834.96,91262527.51,81913747.39,85021551.09,173306423.95,75774246.53,246639999.92,16757525.80,105760358.64,50326443.71,40642513.11,98187377.21,65771183.85,91294349.62,0.0
3,二、营业总成本,3924398571.93,2898835557.04,2022242448.38,951395652.48,7872824286.30,2584443455.43,1533399071.52,732908799.39,3693401140.04,1972850243.03,1261224067.18,686396701.76,4269562621.96,2524016871.16,1559084328.50,737761447.48,3574303825.22,2487639947.69,1688821377.15,736462610.11,3146668133.13,2083173380.22,1262491663.12,666723533.71,3212636634.25,2235877690.57,1576653554.96,674154727.79,3522420147.12,2371803768.02,1527312986.97,679861543.65,3215823991.12,2201582064.19,1453205714.94,729912296.51,3073810122.25,2061538462.55,1328553759.11,627852310.59,2197884515.19,1440426800.95,893962473.05,421585743.44,2478434709.17,1818457342.15,1100834033.29,489556882.16,2025610346.67,557843561.92,337609605.76,338878700.27,932735187.04,713523888.61,442116630.02,223400631.80,692419501.61,444909000.46,280356204.68,142549752.31,582063858.64,365031538.98,211316672.81,90274775.66,481796798.49,298271711.34,217488864.05,84202228.57,381996573.81,292717825.00,179434861.13,35410996.99,172943483.00,59971680.06,131394414.26,104356418.66,163303331.44,56866105.30,188295012.71,12129859.23,65877892.31,0,30241855.95,73377534.25,47876864.44,63569078.73,0.0
4,营业成本,2956806856.23,2170668241.35,1506697280.52,688144558.30,2848252593.90,1794950271.24,1036539193.12,522458893.82,2025518613.40,1339347114.88,853076631.05,464085351.81,2884665800.33,1710297708.03,1045581696.98,464883490.88,2431540456.93,1750214660.31,1192064653.66,505507292.85,2164040702.30,1476088043.44,865671956.10,468152662.81,2216129989.11,1558859325.51,1112592144.00,458531749.07,2557022137.62,1732775766.40,1124564919.13,486449810.63,2335022040.14,1648571147.85,1123811754.37,573775334.10,2302113735.74,1581796584.61,1011588443.16,472334830.79,1583018022.89,1064452202.72,669739073.28,324255800.44,1951474204.93,1496650729.95,888443270.61,389664277.96,1609147626.32,407840557.18,243658850.36,268748699.65,767259087.83,577820351.72,351310576.04,173625152.43,499387016.49,296831310.10,179004510.48,90709125.27,449814038.52,279647214.68,153517245.52,65896883.96,379153467.83,234849330.54,174986230.07,63462283.82,301087888.87,238220295.70,143159710.36,19445103.53,101155827.49,30632730.29,83816862.97,65103137.10,119757196.76,41462796.10,157427765.89,11493253.30,65806476.73,0,28381251.92,67479624.35,43923977.45,60947313.07,0.0
5,营业税金及附加,23746273.19,16446544.32,9964149.90,4854849.19,31481996.42,19952202.59,13695502.48,4987104.36,29811284.88,14001843.03,12241523.20,5693761.55,35555484.63,22666191.76,16054924.22,7763019.44,65961289.90,37572579.51,26133726.97,3002521.01,57889116.74,31769073.80,25490810.86,11675363.77,91048423.09,72323765.95,51231564.08,21597126.10,142684349.62,100991783.39,63682222.57,23268469.23,138117210.36,97863674.38,60300354.89,25528720.33,115173569.94,77017441.49,45198676.58,18874166.79,90095385.39,59714556.63,33910124.59,13627976.92,85268680.21,57637141.81,36246299.65,13031174.69,56710941.67,11168765.21,7070221.75,5680949.35,12822751.66,7914972.41,5621972.19,2936100.35,11351575.67,8260678.20,5487913.92,2814347.36,5936344.23,3465316.45,1937113.61,641817.26,3986611.53,2648230.37,1902536.26,782838.87,3915961.16,2483546.41,1699814.67,499891.91,4347584.44,2493800.49,440361.94,651814.51,1987362.67,1067638.11,7633267.75,239590.78,2698225.42,0,1033200.47,2310368.92,1348866.50,2411672.15,0.0
6,销售费用,268763521.03,222167727.57,179493413.17,89062569.62,408646650.33,284252750.86,175312424.56,80161349.34,427781843.33,262806966.96,171318541.98,91261346.54,595783869.99,399024097.71,255445953.95,139314080.52,611427867.36,417930511.27,281049105.69,144702443.47,534482195.50,339686112.61,221799150.35,108185637.76,544283238.45,366192279.79,248592108.28,121346869.16,501087451.28,335877940.32,208328930.92,104888155.22,465328568.05,298120878.64,183201067.63,83430435.03,371040914.26,243647795.51,157673960.00,77146746.41,289439375.98,176286024.81,107703290.48,48254801.52,219500337.64,138394458.23,95617658.10,43867151.27,109299999.29,58971107.69,32849042.51,22707335.13,34852335.97,24971589.23,17007685.46,8899154.87,32608867.26,24167698.40,15779900.72,8131401.95,33406931.71,25708914.56,17230470.23,8907236.87,22445085.33,14985090.80,10587921.54,5472087.92,20611280.33,15063625.83,9705396.61,4502718.51,6977913.14,2115858.54,3772970.25,5407998.58,2873678.27,886572.68,874012.07,312869.59,637880.58,0,501840.98,656409.42,689626.14,1503419.93,0.0
7,管理费用,316709882.28,242726658.57,165557120.75,82187468.65,364060119.90,258409961.35,188057895.28,85275408.03,377563547.06,282161548.37,180765990.53,106959002.60,460387949.04,322408642.62,199414580.50,104101305.14,383697881.92,246268284.15,160206809.23,68104528.45,350510560.89,207601381.09,135950847.14,70531032.28,302668766.34,198164205.69,133124300.22,57542893.71,269946387.82,167461367.92,109433492.72,54833048.37,254729726.39,153799447.42,93492817.48,44360867.85,236906306.17,147782142.77,104548859.78,56259813.79,199715862.48,136707901.98,83967827.27,38105684.59,167620012.60,97196762.76,56591502.80,31607568.82,154343479.72,48031708.73,33788488.43,31715133.74,57696403.90,34414843.79,22318310.34,16189831.10,50671788.24,40495656.62,29002199.14,14374088.51,46947520.28,23418251.35,16780946.37,8366567.41,37940390.91,18010994.14,13401676.67,8358217.71,28974457.71,17524457.34,11322612.97,6048839.90,43361825.06,16390780.30,30851450.59,24824772.90,26956097.69,11235160.65,17531190.54,990427.31,798868.52,0,365252.25,1990065.10,1657525.01,2491366.14,0.0
8,财务费用,306886634.98,225068388.38,151192826.90,75957191.89,188862173.99,183662560.07,107469016.07,32626950.09,100118580.15,50712768.42,27359583.55,13196145.02,54567234.96,38698803.98,24654818.73,13210069.14,31896833.56,24451469.12,23072574.31,12313417.70,31950292.54,27226156.25,13579878.08,8308448.24,45963534.47,37914390.11,29715779.92,14917515.67,38553411.26,35948127.62,22855915.87,9941617.39,33095581.06,22751694.24,12452180.57,3487771.32,13922195.86,10051059.71,8842471.88,3483091.11,8275368.80,8582384.82,3958427.44,2691479.97,23712083.87,28470325.95,23975081.95,11255617.97,33762636.02,32731423.11,21156343.27,10026582.40,60104607.68,68402131.46,45858085.99,21750393.05,98400253.95,75153657.14,51081680.42,26520789.22,45959023.90,32791841.94,21850897.08,6462270.16,38271242.89,27778065.49,16610499.51,6126800.25,27406985.74,19425899.72,13547326.52,4914443.14,17100332.87,8338510.44,12397936.67,8368695.57,11491910.71,2213937.76,4828776.46,-906281.75,-4063558.94,0,-39689.67,941066.46,256869.34,-3784692.56,0.0
