,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1674697744.08,1092802270.79,571015768.70,2075793724.30,1541760620.42,984174086.13,442699974.06,1812985804.67,1272582417.88,798389268.81,358847062.02,1410881667.07,986262896.74,627562542.85,264883833.21,1498415958.87,1119941178.90,764429356.83,341441328.32,1848199107.20,1380590826.21,927219524.32,423059469.94,1927976735.64,1414475921.61,949636277.72,449050260.72,1560869157.36,1091806247.76,695953241.89,324091248.43,1485554481.39,1114243395.99,703083371.81,313074773.60,1338908924.71,967029218.57,640918780.97,322685798.21,1198106418.68,889618672.42,583094421.03,272727578.25,1332627581.19,988514738.50,641257261.01,273737397.63,1042599496.78,743040317.70,485823873.32,219099823.29,919328115.67,657965051.16,418250048.84,193416440.21,847906520.62,600797522.33,391331327.87,189424705.39,750550653.90,536077588.50,334803780.16,155410918.52,546425204.67,382304420.38,244672636.45,470111723.35,455144847.22,0.0
2,营业收入,1674697744.08,1092802270.79,571015768.70,2075793724.30,1541760620.42,984174086.13,442699974.06,1812985804.67,1272582417.88,798389268.81,358847062.02,1410881667.07,986262896.74,627562542.85,264883833.21,1498415958.87,1119941178.90,764429356.83,341441328.32,1848199107.20,1380590826.21,927219524.32,423059469.94,1927976735.64,1414475921.61,949636277.72,449050260.72,1560869157.36,1091806247.76,695953241.89,324091248.43,1485554481.39,1114243395.99,703083371.81,313074773.60,1338908924.71,967029218.57,640918780.97,322685798.21,1198106418.68,889618672.42,583094421.03,272727578.25,1332627581.19,988514738.50,641257261.01,273737397.63,1042599496.78,743040317.70,485823873.32,219099823.29,919816439.43,658294989.54,418380398.10,193366266.45,847586058.85,600678211.13,391160698.64,189315313.56,750249695.06,536148741.08,334787526.46,154928893.16,546155259.85,382103209.78,244527907.87,469319183.20,455460340.47,0.0
3,二、营业总成本,1659281321.46,1082428097.66,566427881.77,2061332636.36,1532897310.50,978145379.04,439878039.35,1802723096.99,1255843512.65,786958151.32,353131507.17,1391355909.28,973151599.72,618208750.82,260294225.58,1478256793.50,1109117928.55,755615505.85,337831905.80,1828797080.97,1365178230.73,915159191.64,417903309.55,1909812263.60,1399896101.52,939520863.50,443945872.62,1544535442.89,1080376911.85,687799470.20,320213735.70,1458719997.99,1091897185.66,688164434.24,306782324.57,1308054515.46,940380352.66,624907708.36,315010534.39,1163655679.23,863421301.31,568444663.81,265575998.24,1289774108.91,951870194.13,616700807.91,262596928.10,989237865.49,705948645.08,460276577.35,207389260.45,865689903.72,618608172.15,391091431.74,180927433.87,796754801.87,561461724.76,364942692.54,177228151.21,699017690.65,496093366.04,308626603.75,142096084.33,496271684.51,343781466.17,219979743.53,420726884.31,405912132.63,0.0
4,营业成本,1470650287.18,958731741.73,503464987.26,1782175131.67,1352698915.84,868378120.86,386103767.16,1572595594.62,1109462995.53,693478929.04,307950232.74,1180749575.17,826343459.36,520908904.00,214146028.43,1276293431.37,964744570.83,660699332.92,289600692.87,1605357229.15,1205710640.97,810323654.19,366250453.27,1679248673.58,1229215346.04,823179720.15,387052018.69,1366370492.17,960936277.39,611895310.52,280597153.52,1280939567.67,948901233.53,595682336.66,270117858.36,1140131474.98,824332546.75,546625496.80,277486454.88,1025558796.85,770613542.97,509778308.48,238682729.85,1110940788.68,828515669.70,536126663.53,221534047.22,857915996.25,618288050.91,405253357.33,180399836.20,738652548.59,524600400.09,331487560.67,152494069.90,686243028.42,484280099.00,313979934.66,149938315.34,595748745.17,421004512.74,265086855.25,119007795.37,423460608.77,293735401.93,188247770.64,360318421.34,352577992.02,0.0
5,营业税金及附加,9355912.72,7172562.42,2328417.40,11998154.72,6685657.64,4250177.33,1959333.96,8590772.50,6141496.79,3663417.79,1124780.96,7733573.90,4723335.72,3101911.62,1521019.56,9755936.64,7899295.24,6793123.14,3387684.08,8714148.46,6254117.71,4016921.73,1819103.99,8206529.25,5658054.41,4089844.32,1293880.72,4901079.84,3572916.37,1494272.03,841490.53,5206386.36,3652661.21,2762173.16,1182587.52,6169267.80,4005378.04,2720788.91,1088946.01,5308195.48,4105089.76,2550860.05,1080453.56,9939136.11,7797779.27,4769792.50,1739165.40,6009924.48,4318365.34,2060542.46,515674.60,3642670.06,2561151.42,1752498.11,717275.53,3313663.61,2100321.33,1032443.36,490310.73,2226901.43,1512223.52,879459.07,496923.39,2310782.03,1547439.97,1108563.69,2673170.15,2630491.98,0.0
6,销售费用,141376249.92,90626148.40,42096683.29,183366215.03,133003536.66,81933805.81,37576906.99,165428922.80,113572207.59,72622981.04,34287213.29,161816749.33,112789079.50,73313044.02,34699454.65,153051114.37,103721037.28,65721246.98,31426218.70,166467440.46,118487022.11,76530375.05,32493858.40,165570587.52,120345137.74,82231647.05,35861368.81,135269827.34,88381511.77,54925038.40,30229455.18,123228786.41,93529034.10,58597500.98,26793846.15,122104053.74,88935533.23,57171473.36,28242816.08,106803549.23,76238460.25,46682906.54,20954461.39,114003761.98,80595606.70,54149430.77,27008533.13,96687294.10,65171332.30,43364156.35,20350293.10,88027516.52,62122983.87,40557362.39,19204802.27,74144831.12,52259370.62,34034613.35,17048910.85,64689051.52,46418240.18,27658042.82,12901191.29,46275740.62,31354753.90,19336848.00,37664762.63,30242538.42,0.0
7,管理费用,30380177.72,18868746.06,9119750.90,41731072.48,29848139.96,20317854.91,11362958.27,38385969.78,27380767.81,18255645.17,10196485.62,40549239.60,30481329.20,20305371.30,10156172.89,39241921.10,30077779.78,20172252.46,12117242.86,39888044.05,25994273.03,18628887.26,11198394.18,39845000.80,28117697.77,18817481.80,9184077.55,35219944.88,24207123.68,16268454.00,7920531.18,42584171.91,38492942.23,24645898.63,6505155.72,46681715.41,24759786.21,16506849.52,6943218.54,37157000.48,20659734.44,12029661.25,6125119.57,36871065.30,30321037.94,15878553.95,9517926.71,25060626.84,13913244.81,8112606.46,4361343.05,36498747.06,27861410.27,17279518.67,7196302.89,36610361.76,20913069.25,15215098.44,8610144.57,36252175.18,24043290.65,12630269.48,8406903.19,19738200.15,13873331.72,9168521.32,14850814.02,15194981.77,0.0
8,财务费用,1082333.26,2662281.19,3085369.99,6127628.80,2836692.14,2235157.25,2083141.55,8330772.28,-2996821.62,-2563594.09,-1567073.12,-4419157.99,-3262957.92,-1411231.66,-66460.15,-3599630.25,-429403.58,-541542.35,167346.42,2595721.68,5424360.92,3154340.60,2632369.20,14425046.32,11021797.98,7124181.06,3123421.86,5485449.84,3080684.14,3228377.72,625105.29,4908226.09,341559.29,1223066.38,-353900.05,-1485363.44,-293455.91,1042100.69,522324.63,-5166899.39,-2095963.92,705957.13,640614.41,-4102252.57,1844827.63,3280822.06,1859467.76,-1377963.63,1866427.47,-104794.50,1762113.50,-1131578.51,1462226.50,14491.90,1314983.28,-3557083.04,1908864.56,680602.73,1140469.72,100817.35,3115098.95,2371977.13,1283271.09,4486352.94,3270538.65,2118039.88,5219716.17,5266128.44,0.0
