9,研发费用,175370294.12,123258718.61,82781417.13,33901538.94,140073278.01,86452418.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,8069511.39,49979081.78,11053089.03,8845481.15,7414308.83,6822516.58,3635350.16,2247645.68,5122019.44,221773581.42,4569280.62,-1534175.83,1905100.39,316490022.21,12537434.47,8504100.62,2249831.21,26467663.49,11708459.81,8270115.54,7277925.04,48478365.29,35007869.19,26744769.19,5091104.33,89794922.37,13232189.22,8103199.58,6431630.26,27850405.06,11392677.47,11727802.55,760050.65,17464893.99,18671728.12,8207163.11,3996869.67,46019529.90,74997722.13,74997722.13,-15445480.40,55897141.63,127647.46,-445625.59,1410935.05,7830974.56,65707.72,90529.78,181367.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43413.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,5039049.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1115982.11,-1115982.11,-1115982.11,-1115982.11,188351.34,-1165065.96,-1583728.83,308288.55,10322258.54,-723315.68,438542.35,-2127344.51,-30417782.02,-31643701.28,-25223349.05,-12969010.06,-34363397.58,-18152230.74,-43179738.56,-1717630.88,51416460.24,24613056.85,21319992.81,27953004.10,8274698.96,1215420.09,-1886166.51,-36100.00,0,0,0,5193510.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,11852546.75,10570592.94,9508168.27,1489448.41,41914034.25,38575432.29,33057076.48,26075021.43,53758381.78,40453190.72,31568853.25,17632484.05,679664037.19,101051270.84,52985551.91,30552306.10,94040788.46,50609240.06,24530067.02,8965954.28,50918949.20,18978239.74,11524458.66,5631438.74,14658133.98,14192644.36,7308791.23,1452826.78,-8568523.15,11233969.34,3891665.84,-1275280.91,7919939.53,13294771.06,8308385.90,1367066.07,60852955.25,37079504.84,32140116.96,-97854.97,57869724.77,56313260.51,49301022.24,-470471.06,8806164.76,7213338.89,5897719.46,1370503.81,54209667.47,55201035.29,54962135.60,31335028.88,46220467.57,22458075.99,15260012.81,6388475.72,26609320.25,18723726.18,15114118.46,9208926.84,28508282.23,15699379.82,10351900.96,3008136.60,8870750.23,16169877.08,12274938.74,5462210.58,16550337.95,12845301.52,8446754.41,1377824.72,16611459.68,12458313.60,-3496307.03,2543979.81,1237058.05,1237058.05,6199540.64,6607034.43,6050244.07,6050244.07,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4737627.66,0,-5633386.32,0,-22389816.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,237192674.94,151451812.13,93764766.81,39989807.81,111341994.85,123710198.63,88866826.08,36158092.89,53572728.63,53058207.07,32956695.73,-529808.76,333752379.31,34119634.52,-5085346.46,-10152457.91,-501520383.43,-132868924.14,-102268336.01,-54855603.99,-36937616.02,-34306907.06,-18876434.80,-22546288.89,10586496.17,39102741.72,11123304.05,573019.77,-154838819.56,-56962699.78,-57176980.16,-41883497.50,30661877.68,102019191.42,82806934.39,37468188.56,161461175.44,130851203.65,54280111.14,22512561.48,-88445512.35,-136772096.36,-132270513.33,-59875710.04,-57495333.09,44428670.89,47513119.73,21631351.04,37974459.54,75046329.30,55884129.52,17969684.76,-2427040.49,1003304.74,-2615116.54,-10712894.92,134062499.89,139837278.84,96406667.57,58174936.53,251280724.16,178361736.28,112808487.84,51303148.35,169598730.95,116313262.35,79354145.73,41007191.09,128972369.73,101292889.60,66582459.08,33329020.51,188042435.30,110120566.78,186055268.56,76584944.43,111699868.10,23395349.86,42312531.49,10161789.50,78134538.91,53067243.03,126721658.65,60899245.29,292759237.40,158376338.56,273780000.00,153259149.67,223475151.88,182593469.96,120040000.00,78290000.00,41951000.00,31581000.00,0.0
16,加:营业外收入,5887672.98,4097873.48,2808005.36,594641.51,9115701.01,4997233.54,2547941.66,1618039.17,28898683.40,2541021.18,1055748.80,15557768.38,49271705.67,33408284.89,25776604.79,15884511.35,37195111.83,25683455.31,14650059.78,6272299.50,81006450.48,63451132.00,51063167.20,34102161.70,88907033.35,23657481.33,20744848.10,8407221.36,207163315.23,37746885.70,25332659.39,13174645.83,58886763.12,44502772.47,30576602.55,13958751.03,124322358.09,106197796.86,88910174.63,64980443.63,53806953.27,22844825.49,7487350.50,2544194.34,78286874.10,5210971.89,4389844.25,2883233.78,152051242.31,576835.10,188776.67,17682.38,35156033.09,17214718.67,15558965.39,12271584.16,13048659.25,790394.02,748861.62,40216.61,961557.02,102935.52,2248.36,2048.36,2050679.18,200801.93,150124.03,70.00,1595439.10,157953.83,-168645.53,-2950762.98,2302666.07,-4418840.84,788183.22,20.00,125048.60,115.40,457904.38,20416.26,319350.44,0,1178.03,0,78499.97,0,0,240811.08,87307.51,47541.00,-4749000.00,64000.00,-683000.00,-70000.00,0.0
17,减：营业外支出,9367551.42,740087.58,648656.00,127904.85,975088.59,290331.43,223623.10,187981.69,1632348.22,1165136.93,225380.97,28048.80,612580.90,400362.14,274584.11,251584.12,1291654.19,361874.31,302389.14,94822.70,1092618.43,2776579.29,313400.13,67414.79,1579522.39,587432.54,360601.84,91892.31,681591.49,35400.74,1526.83,925.50,754458.71,336462.42,60675.59,6646.21,41351378.48,40880528.66,39881224.16,39418211.33,158067886.74,998668.76,198638.03,20060.68,3065582.09,2195926.68,1516856.76,58415.40,50408670.81,660949.52,576213.92,576213.92,786703.09,-11125792.18,-11151897.66,-11228131.02,2152713.97,178732.71,62599.20,120215.01,7449969.72,618579.78,625745.14,564334.09,5480664.00,48239.76,43823.78,4168.02,523983.54,34069.22,3023.46,0,2303463.27,300498.43,1581361.14,43052.17,2547062.33,0,997266.42,1250.00,64816.69,0,283394.30,0,887848.00,0,0,665393.80,7261083.01,5009114.51,0,0,0,0,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,81402.08,0,529647.43,0,227111.02,0,1184295.90,0,75421.13,0,956613.29,0,0,0,619280.66,0,168868.15,0,384777.36,0,1526.83,0,713069.65,0,0,0,40239642.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,233712796.50,154809598.03,95924116.17,40456544.47,119482607.27,128417100.74,91191144.64,37588150.37,80839063.81,54434091.32,33787063.56,14999910.82,382411504.08,67127557.27,20416674.22,5480469.32,-465616925.79,-107547343.14,-87920665.37,-48678127.19,42976216.03,26367645.65,31873332.27,11488458.02,97914007.13,62172790.51,31507550.31,8888348.82,51642904.18,-19251214.82,-31845847.60,-28709777.17,88794182.09,146185501.47,113322861.35,51420293.38,244432155.05,196168471.85,103309061.61,48074793.78,-192706445.82,-114925939.63,-124981800.86,-57351576.38,17725958.92,47443716.10,50386107.22,24456169.42,139617031.04,74962214.88,55496692.27,17411153.22,31942289.51,29343815.59,24095746.51,12786820.26,144958445.17,140448940.15,97092929.99,58094938.13,244792311.46,177846092.02,112184991.06,50740862.62,166168746.13,116465824.52,79460445.98,41003093.07,130043825.29,101416774.21,66410790.09,30378257.53,188041638.10,105401227.51,185262090.64,76541912.26,109277854.37,23395465.26,41773169.45,10180955.76,78389072.66,53067243.03,126439442.38,60899245.29,291949889.37,158376338.56,273780000.00,152834566.95,216301376.38,177631896.45,115291000.00,78354000.00,41268000.00,31511000.00,0.0
20,减：所得税费用,11481252.07,13411369.13,10036646.64,4565004.29,12642468.46,13174206.34,9534956.54,2295228.75,9987843.47,12482868.90,8921056.98,4598769.25,171177398.32,18187623.21,12050795.32,5254930.50,23291423.72,8010888.42,4991142.92,1977611.79,29882382.88,24551824.75,16540327.76,8531065.40,-11195983.39,-21593736.54,-32519949.21,6526842.48,12831095.42,4952465.24,3276987.50,-469838.18,2216833.32,19303817.53,13919541.86,7300316.91,10720714.82,22202023.33,5423843.04,1722467.06,26508969.71,-123312.51,-775491.74,0,11344501.74,2656855.65,5723788.08,2246054.12,27429627.38,5025657.33,2730980.97,971229.85,4707984.64,2092502.14,1400830.99,530522.41,19027596.33,14796250.42,9563302.73,6778689.31,32400465.96,24402964.03,15191348.92,4833460.69,21107629.88,13406123.66,8837916.02,4204927.83,16226470.00,13185272.68,8984190.08,4644005.58,26189340.25,12847436.24,30640863.77,11099689.87,15092148.95,3323761.08,7146946.60,536088.20,8444778.07,4701699.90,12876907.04,6089924.53,28757106.21,15837633.86,20576000.00,11462592.52,0,0,0,0,0,0,0.0
21,五、净利润,222231544.43,141398228.90,85887469.53,35891540.18,106840138.81,115242894.40,81656188.10,35292921.62,70851220.34,41951222.42,24866006.58,10401141.57,211234105.76,48939934.06,8365878.90,225538.82,-488908349.51,-115558231.56,-92911808.29,-50655738.98,13093833.15,1815820.90,15333004.51,2957392.62,109109990.52,83766527.05,64027499.52,2361506.34,38811808.76,-24203680.06,-35122835.10,-28239938.99,86577348.77,126881683.94,99403319.49,44119976.47,233711440.23,173966448.52,97885218.57,46352326.72,-219215415.53,-114802627.12,-124206309.12,-57351576.38,6381457.18,44786860.45,44662319.14,22210115.30,122187403.66,69936557.55,52765711.30,16439923.37,27234304.87,27251313.45,22694915.52,12256297.85,125930848.84,125652689.73,87529627.26,51316248.82,212391845.50,153443127.99,96993642.13,45907401.93,145061116.25,103059700.86,70622529.96,36798165.24,113817355.29,88231501.53,57426600.01,25734251.95,161852297.85,92553791.27,154621226.87,65442222.39,94185705.42,20071704.18,34626222.85,9644867.56,69944294.59,48365543.13,113562535.34,54809320.76,263192783.16,142538704.70,253204000.00,141371974.43,35769300.00,177631896.45,108644000.00,72477000.00,41268000.00,31511000.00,0.0
22,归属于母公司所有者的净利润,208497447.62,136241291.71,82614513.89,33942823.79,90681852.23,89921295.20,60973513.51,27949882.21,47947535.21,28471305.58,17177127.92,6292866.99,225774569.68,41771230.03,9712482.20,4483509.01,-364267244.39,-89389132.09,-79538246.63,-42413691.30,53354016.90,35604454.40,30834234.68,11240424.81,119142541.45,91726183.97,65263543.22,4752315.50,57882392.74,-3729177.74,-18720668.22,-18609884.15,77437059.41,110210298.04,85683861.03,37359118.82,194158770.12,144454024.96,71333616.26,32519399.44,-210869909.82,-98059236.11,-99466859.51,-35194946.88,27921457.55,41376498.43,41048957.95,21461925.71,125916107.23,65778919.68,51592706.00,18073295.05,23234428.24,7190397.64,6081571.79,1850664.48,125322884.73,116558402.56,82041203.72,44204223.48,192923280.00,144555929.96,92242351.20,40692329.12,133524457.12,97189420.45,66422082.83,33869800.89,110512406.64,88064087.83,57909241.22,26224153.05,162381850.51,91972485.70,154621226.87,65442222.39,94185705.42,20071704.18,34626222.85,9644867.56,69944294.59,48365543.13,113562535.34,54809320.76,263192783.16,142538704.70,253204000.00,141371974.43,35769300.00,177631896.45,108644000.00,72477000.00,41268000.00,31511000.00,0.0
23,少数股东损益,13734096.81,5156937.19,3272955.64,1948716.39,16158286.58,25321599.20,20682674.59,7343039.41,22903685.13,13479916.84,7688878.66,4108274.58,-14540463.92,7168704.03,-1346603.30,-4257970.19,-124641105.12,-26169099.47,-13373561.66,-8242047.68,-40260183.75,-33788633.50,-15501230.17,-8283032.19,-10032550.93,-7959656.92,-1236043.70,-2390809.16,-19070583.98,-20474502.32,-16402166.88,-9630054.84,9140289.36,16671385.90,13719458.46,6760857.65,39552670.11,29512423.56,26551602.31,13832927.28,-8345505.71,-16743391.01,-24739449.61,-22156629.50,-21540000.37,3410362.02,3613361.19,748189.59,-13728703.57,4157637.87,1173005.31,-1633371.68,3999876.63,20060915.81,16613343.73,10405633.37,607964.11,9094287.17,5488423.54,7112025.34,19468565.50,8887198.03,4751290.93,5215072.81,11536659.13,5870280.41,4200447.13,2928364.35,3304948.65,167413.70,-482641.21,-489901.10,-529552.66,581305.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.220000,0.150000,0.088000,0.040000,0.100000,0.100000,0.065000,0.030000,0.050000,0.030000,0.018000,0.007000,0.240000,0.040000,0.010000,0.005000,-0.390000,-0.100000,-0.090000,-0.050000,0.060000,0.040000,0.030000,0.012000,0.160000,0.130000,0.090000,0.006000,0.080000,-0.010000,-0.030000,-0.025000,0.110000,0.150000,0.117000,0.051000,0.266000,0.198000,0.098000,0.044000,-0.290000,-0.134000,-0.136000,-0.048000,0.038000,0.057000,0.060000,0.029000,0.172300,0.090000,0.070000,0.025000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),0.220000,0.150000,0.088000,0.040000,0.100000,0.100000,0.065000,0.030000,0.050000,0.030000,0.018000,0.007000,0.240000,0.040000,0.010000,0.005000,-0.390000,-0.100000,-0.090000,-0.050000,0.060000,0.040000,0.030000,0.012000,0.160000,0.130000,0.090000,0.006000,0.080000,-0.010000,-0.030000,-0.025000,0.110000,0.150000,0.117000,0.051000,0.266000,0.198000,0.098000,0.044000,-0.290000,-0.134000,-0.136000,-0.048000,0.038000,0.057000,0.060000,0.029000,0.172300,0.090000,0.070000,0.025000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,七、其他综合收益,0,0,0,0,0,-4863268.80,-4277332.80,0,0,-6009551.25,-5937165.87,-2684097.99,-81656447.54,0,-57708453.00,-54662968.29,81656447.54,0,0,0,0,0,0,0,0,0,0,0,1752324.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,222231544.43,141398228.90,85887469.53,35891540.18,106840138.81,110379625.60,77378855.30,35292921.62,70851220.34,35941671.17,18928840.71,7717043.58,129577658.22,0,-49342574.10,-54437429.47,-407251901.97,0,-92911808.29,0,13093833.15,0,15333004.51,2957392.62,109109990.52,83766527.05,64027499.52,2361506.34,40564133.24,-24203680.06,-35122835.10,-28239938.99,86577348.77,126881683.94,99403319.49,44119976.47,233711440.23,173966448.52,97885218.57,46352326.72,-219215415.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,208497447.62,136241291.71,82614513.89,33942823.79,90681852.23,85106659.09,56738954.04,27949882.21,47947535.21,22521849.84,11299333.71,3635609.98,144934686.61,0,-47418886.27,-49632829.60,-283427361.32,0,-79538246.63,0,53354016.90,0,30834234.68,11240424.81,119142541.45,91726183.97,65263543.22,4752315.50,59634717.22,-3729177.74,-18720668.22,-18609884.16,77437059.41,110210298.04,85683861.03,37359118.82,194158770.12,144454024.96,71333616.26,32519399.44,-210869909.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,13734096.81,5156937.19,3272955.64,1948716.39,16158286.58,25272966.51,20639901.26,7343039.41,22903685.13,13419821.33,7629507.00,4081433.60,-15357028.39,0,-1923687.83,-4804599.87,-123824540.65,0,-13373561.66,0,-40260183.75,0,-15501230.17,-8283032.19,-10032550.93,-7959656.92,-1236043.70,-2390809.16,-19070583.98,-20474502.32,-16402166.88,-9630054.83,9140289.36,16671385.90,13719458.46,6760857.65,39552670.11,29512423.56,26551602.31,13832927.28,-8345505.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
