,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,840896784.73,529516662.25,247743867.89,1159474684.94,619271873.43,402018717.20,156781918.32,1808779366.16,976001074.53,770203200.85,195981362.47,1036717894.98,684133409.08,468730093.27,151714962.59,602919766.23,147650739.70,99446736.02,47920922.25,300616854.09,222035436.09,141571522.17,63353123.61,366418749.50,272093187.56,166218176.17,73934426.48,306574860.03,237031579.10,148577643.30,73186273.02,361317323.61,273423911.20,186112245.99,76601592.94,315618928.59,222968962.10,142870417.34,66306675.84,396489320.92,303058944.19,189632832.85,85513194.46,312861192.42,234979764.41,163534177.92,66426899.56,257282171.87,187104778.17,184874243.76,146542774.37,0.0
2,营业收入,840896784.73,529516662.25,247743867.89,1159474684.94,619271873.43,402018717.20,156781918.32,1808779366.16,976001074.53,770203200.85,195981362.47,1036717894.98,684133409.08,468730093.27,151714962.59,602919766.23,147650739.70,99446736.02,47920922.25,300616854.09,222035436.09,141571522.17,63353123.61,366418749.50,272093187.56,166218176.17,73934426.48,306574860.03,237031579.10,148577643.30,73186273.02,361317323.61,273423911.20,186112245.99,76601592.94,315618928.59,222968962.10,142870417.34,66306675.84,396489320.92,303058944.19,189632832.85,85513194.46,312861192.42,234979764.41,163534177.92,66426899.56,257282171.87,187104778.17,184874243.76,146542774.37,0.0
3,二、营业总成本,711159682.83,443467259.93,216239114.03,1021212555.21,572301256.98,375521051.07,136971308.38,1449866935.74,814573400.33,661700562.42,156815792.81,776193590.00,530152131.95,372594612.02,122357709.38,370290313.31,154138103.60,101094923.78,47286048.86,293540844.08,217891693.76,138704287.37,62713850.65,353213204.28,261813055.70,159591196.63,72200029.25,300339431.78,226362145.35,141003584.62,70630187.70,338395456.58,252824273.07,171977236.55,71533741.38,295531066.40,202819654.08,131525866.45,60074457.80,331075412.89,247618407.75,157184394.71,73184149.16,256665304.24,184780056.51,126225311.53,51056132.56,202107539.11,146800091.37,141780700.39,104396349.08,0.0
4,营业成本,414351658.79,260202479.91,118875382.27,654901617.35,324475173.15,214475223.54,68196671.43,1152367171.35,578230056.12,492256147.53,90083804.79,539716430.34,364529419.70,262357299.23,71288399.38,214097445.09,104420452.63,69025136.07,30893878.94,205536200.96,156534182.57,100448495.64,45156906.97,261060228.86,195036998.69,119315749.03,54052312.08,211826528.36,161788698.41,101085036.37,50117378.39,248042589.89,188116510.63,129287129.08,53138034.41,207713195.08,145382889.84,93287428.76,43625503.37,256901242.07,197052742.08,126552329.14,57686996.35,197605196.37,144009944.72,98196411.53,39732736.04,149557774.41,110013175.42,107998654.02,82711039.09,0.0
5,营业税金及附加,8917550.36,6224912.79,3435396.84,13993190.09,8626931.25,6017888.91,2772201.33,15288798.47,9076172.76,5696284.88,2015365.82,12271680.34,5835304.89,3341568.72,1603593.29,6862093.22,1661081.77,1121138.46,688405.35,2731408.45,1759405.94,1252677.76,716929.64,3264883.00,2283477.23,1345372.74,352968.81,2538784.41,1915845.53,1428344.91,1034929.18,680373.52,535006.48,448107.43,308541.44,1376273.62,587050.79,297718.90,240737.05,2315462.37,1563999.10,884308.05,354002.06,2344019.22,1815181.59,1505704.10,474146.05,2155206.25,1407305.82,1254337.03,886727.76,0.0
6,销售费用,137327944.54,83821224.38,39667367.96,122814778.80,87700494.72,56651320.30,28252107.17,118648068.68,79025658.60,53890984.40,29320544.97,99034767.75,67423541.93,41590102.43,23904786.41,80024935.10,20944270.18,13102408.68,6399891.24,38803892.23,27048537.65,17896185.47,8211165.65,41330345.29,30006755.85,18441859.82,8069892.02,39694604.27,28998552.25,17858414.66,8822528.94,43987171.17,31483167.30,20293896.06,9072028.28,41136023.92,27327243.30,16916893.09,8387881.83,40305005.69,28846324.48,16796619.39,8227545.24,29280182.03,17908662.99,11220137.62,4182544.69,23842223.84,17627134.36,15225006.27,9949801.40,0.0
7,管理费用,73999866.81,46574811.89,20812230.42,80153156.27,49887800.42,47182007.72,26241292.11,118606678.46,86139748.79,56496655.80,31425245.76,108587867.60,75168125.07,48258764.52,21183509.02,63444406.23,28061573.07,18909293.79,9943985.75,45350949.64,33578158.49,20007135.90,8926831.64,42785930.19,33842019.78,19995655.79,9496529.17,43145887.00,31918388.05,19965333.15,10211430.92,44139690.01,32562601.31,22768916.10,10159309.95,44096976.36,31872974.24,19820087.97,8193665.94,35572080.94,26919754.70,17540270.63,8465651.86,26222083.08,18409993.55,13487316.83,5700708.64,25078414.16,17408028.97,16667368.02,9384684.85,0.0
8,财务费用,49146027.36,33770517.70,16539960.79,58200154.18,37691016.08,19108937.01,6783468.64,16620560.78,9510622.92,2500619.45,59308.94,-9111469.00,-4689304.51,-2595521.91,-703617.28,888122.34,-1831633.19,-1398549.16,-604809.23,-2950419.91,-2939248.69,-1766148.37,-910528.07,-2879415.46,-2079746.43,-1226757.55,-571690.17,-1722583.39,-956922.17,-343061.39,-322630.93,-1473730.07,-1547225.14,-1974211.64,-1684513.10,-2611110.15,-3751161.31,694033.85,-854942.13,-7734413.37,-8277118.56,-4990264.50,-1564234.55,274978.83,2470661.23,1650129.02,965997.14,2409799.58,1504772.94,-341923.85,207726.78,0.0
