,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1965954096.59,1423640346.90,946089877.38,452137745.56,1685140075.45,1259668463.78,772120089.13,334678783.43,1415941107.75,1060202789.49,726112221.64,327161019.93,1365111066.81,1010090285.48,723966950.80,357947619.23,1334488974.13,1025649295.48,720347337.83,334286246.19,1553656763.68,1088147713.10,736335952.30,323253536.68,1697467734.40,1229140790.23,836983113.23,410625572.70,1653291685.79,1142707450.55,786891068.17,356351935.96,1528361145.53,1125618135.61,760914997.17,340669631.77,1445586300.21,1016384698.28,701877255.07,303898414.19,1336184433.82,976124166.37,687004059.70,300246809.45,1369720800.08,1017799821.26,1160210416.28,742718183.42,0.0
2,营业收入,1965954096.59,1423640346.90,946089877.38,452137745.56,1685140075.45,1259668463.78,772120089.13,334678783.43,1415941107.75,1060202789.49,726112221.64,327161019.93,1365111066.81,1010090285.48,723966950.80,357947619.23,1334488974.13,1025649295.48,720347337.83,334286246.19,1553656763.68,1088147713.10,736335952.30,323253536.68,1697467734.40,1229140790.23,836983113.23,410625572.70,1653291685.79,1142707450.55,786891068.17,356351935.96,1528361145.53,1125618135.61,760914997.17,340669631.77,1445586300.21,1016384698.28,701877255.07,303898414.19,1336184433.82,976124166.37,687004059.70,300246809.45,1369720800.08,1017799821.26,1160210416.28,742718183.42,0.0
3,二、营业总成本,1931845474.79,1403264395.65,929206216.05,442870300.93,1668542140.55,1250212057.60,764624722.36,333595108.01,1463753225.21,1052530545.67,718099566.55,324235350.32,1353225353.06,1004086133.59,713780657.00,351605176.26,1314524242.40,992697966.58,693832626.06,328197652.85,1521102219.59,1038136626.09,698470755.00,316701174.86,1621943430.90,1146723039.07,771388053.16,377224255.93,1527186729.87,1020493364.46,693747054.43,322607558.74,1354906428.35,972152405.17,644389502.95,293542768.98,1234047125.43,859851183.09,585949127.53,258071358.05,1114421446.25,810625741.44,569497972.81,252958552.40,1162900145.25,856993370.73,963502073.39,665605562.65,0.0
4,营业成本,1553488654.65,1135979752.69,763557862.57,364883272.99,1349579288.86,1040923830.43,630638941.84,274637502.94,1129793536.37,847434648.59,580348727.99,264425977.41,1049907758.05,786599218.43,565045721.28,284564964.09,1001828971.01,778027990.23,550422530.65,267654254.13,1200388280.04,829514746.40,557686392.46,253581980.11,1265361595.11,902181105.89,612483666.33,305685376.82,1168941511.93,780240858.74,537431715.74,252592459.23,1052280331.16,767477396.77,501891758.18,228860385.20,956753011.32,668709196.07,455199683.04,196528025.02,840593307.85,603135762.95,428439207.80,182868589.81,866410925.42,636719159.91,758417209.97,517946939.68,0.0
5,营业税金及附加,28354271.44,17438073.62,14043226.92,3971889.92,13914568.69,7560091.03,7018267.88,2408028.59,15433080.94,8741576.65,7809706.27,2365328.17,16684761.58,7020322.73,6286545.07,1817512.29,9801351.12,7394710.50,6402698.83,1352787.29,8299150.01,4054733.46,2984208.46,539506.20,7377880.89,6061953.21,4635650.99,279798.53,7120199.95,5291705.17,3819168.72,146914.14,7692280.39,3713872.80,3283936.12,167283.76,10393776.32,3583777.24,3121115.49,292705.67,6365211.34,4840520.05,4374807.52,1066505.63,7346560.59,4077060.66,4126794.91,2317429.80,0.0
6,销售费用,185593172.65,136501048.01,82163322.14,38879705.99,163339938.76,108510825.90,69662967.04,30042706.65,160333745.88,108590939.93,71590214.68,31204171.45,144789261.45,111143703.19,72630228.12,35578767.91,136215730.94,99761224.45,63674153.10,28768967.22,146713515.73,109914831.58,71201876.66,32685924.85,161200133.97,118976133.11,77894703.88,39618594.51,170276551.87,123824798.05,80246304.08,41861379.20,153089442.65,114126535.69,77124426.50,39351673.21,153889238.24,115590184.29,77599297.73,36256484.34,152730408.40,114740515.57,74043287.20,33547233.18,166790866.35,128922883.78,125664441.98,90920974.45,0.0
7,管理费用,92189886.26,65811641.05,40659762.06,19382738.96,73629855.45,51835757.49,34125810.63,14353167.38,71388964.17,42126292.80,27066090.47,12463259.10,70140495.32,49789012.29,35734511.19,15442293.31,81608080.87,51585456.44,35124334.22,15047889.75,78594267.91,45383611.55,33235128.42,14402770.07,97048265.89,60346287.08,39254664.97,17647984.36,94499210.25,56806759.73,37926881.57,15625710.01,88522094.82,57465384.30,40547094.44,16823135.48,88214540.48,58897897.77,39381744.72,20413580.10,85299859.45,66486051.13,44560876.96,23939566.15,84816448.45,60364494.50,56119884.99,35703226.40,0.0
8,财务费用,61596622.01,43910781.59,27410628.24,13865906.97,53466063.61,36005158.03,24927321.34,11268299.36,57933681.03,36332354.35,22520971.93,10935894.29,56995004.10,38962249.52,26474979.42,12143427.01,71132462.38,48137511.95,34199414.66,14594491.88,79100952.95,46605853.18,31839798.88,15017004.39,82042749.41,56135279.89,35756737.12,13912723.56,68281744.87,49371263.30,30459627.71,11564438.65,51041921.21,27252745.48,19709573.96,7653295.82,23562958.25,10962848.47,8929814.43,3771824.86,24286238.71,18641476.71,15305676.02,8814643.19,36684175.68,26868940.39,13926222.79,15287520.48,0.0
9,研发费用,10622867.78,3623098.69,1371414.12,238535.33,12065922.16,4365307.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,1648250.77,2546503.02,1011087.14,-1748586.37,885403.09,28870216.82,9304733.35,8763855.21,2840719.90,14708072.56,10571627.43,7608671.92,2058211.65,13937646.08,7791073.01,4009494.60,779262.58,8006052.95,2662849.92,1523350.12,473989.24,8912805.63,3022279.89,1362629.87,79778.15,18067511.00,4957979.47,3863356.61,816657.51,2280358.12,2116470.13,1832713.75,686995.51,1233600.82,2107279.25,1717472.12,808738.06,5146420.50,2781415.03,2774117.31,2722014.44,851168.76,40831.49,5247518.75,3429471.84,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,378060.06,-218639.10,106667.14,43554.74,633724.61,51821.51,210221.17,143793.79,412247.27,185895.47,220348.56,222337.56,118548.58,183985.75,64627.53,72404.18,1580309.78,1009641.62,1331521.66,166048.46,729314.78,550850.91,800891.24,11360.39,1032206.27,896567.17,1092118.10,264092.70,782137.16,0,0,0,-2129.46,-2129.46,-2129.46,0,0,0,0,0,0,0,0,0,0,0,-92.40,0,0.0
13,其中:对联营企业和合营企业的投资收益,378060.06,-218639.10,106667.14,43554.74,633724.61,51821.51,210221.17,143793.79,412247.27,185895.47,220348.56,222337.56,118548.58,183985.75,64627.53,72404.18,1580309.78,1009641.62,1331521.66,166048.46,729314.78,550850.91,800891.24,11360.39,1032206.27,896567.17,0,0,782137.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,21649970.31,19503629.56,16614946.80,10405333.69,22461075.91,12458449.62,9120388.93,6145624.80,-23511513.10,7858139.29,8233003.65,3148007.17,12004262.33,6188137.64,10250921.33,6414847.15,21545041.51,33960970.52,27846233.43,6254641.80,33283858.87,50561937.92,38666088.54,6563722.21,76556509.77,83314318.33,66687178.17,33665409.47,126887093.08,122214086.09,93144013.74,33744377.22,173452587.72,153463600.98,116523364.76,47126862.79,211539174.78,156533515.19,115928127.54,45827056.14,221762987.57,165498424.93,117506086.89,47288257.05,206820654.83,160806450.53,196708250.49,77112620.77,0.0
16,加:营业外收入,1037168.13,1094512.47,853779.54,115037.42,1200345.32,8699802.09,7745260.81,3851915.04,6241031.99,17802856.62,14623689.55,13145989.64,16244298.10,17901495.04,12146378.23,6964314.47,10768663.92,7719009.69,6906621.01,4688843.86,5250688.59,3810484.51,3269789.06,2391307.54,5194237.91,4107304.80,2341954.08,1212771.12,12499911.68,4677071.40,5115750.60,2971334.32,24385038.29,21928325.56,20820140.42,1762358.23,14426631.14,7868647.58,2841133.60,417484.32,6489679.97,2123604.42,807543.70,296036.21,7139310.99,5892167.73,6673438.98,3428288.68,0.0
17,减：营业外支出,1366015.26,528260.03,438414.02,59849.55,3256937.26,1814520.52,627423.77,114448.22,1217979.06,1187164.34,652133.05,91067.54,3762095.83,2006466.52,1825356.60,265905.67,1744071.88,1313617.62,656533.43,253791.65,2599782.94,1945194.21,952359.98,147849.41,1067653.13,1043844.22,536533.86,253546.21,1484395.60,1228517.47,813006.53,445304.32,2763873.59,1082911.54,573654.34,316165.21,1262918.90,707423.83,527777.51,180233.11,5058893.96,4227505.07,3741601.44,1700045.06,4772308.22,3636145.75,2002385.56,310375.10,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,652869.54,608945.13,62567.47,2898793.97,1453785.43,1558636.74,92247.71,802645.95,707918.98,376082.79,122296.35,1708226.38,1546471.72,888327.15,110443.13,486560.88,387035.81,258411.27,85725.04,1166658.28,1083551.83,689182.51,324977.73,1509725.20,150354.76,120650.30,0,384663.53,0,0,0,0,0,0,0,0,0,0,0,0.0
