,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,980776297.84,4163842124.04,3024266994.91,2052519274.34,1017783095.28,4027069339.69,2773416559.18,1821616354.13,904849549.85,3083547891.99,1943434093.83,1218885047.41,525513687.60,1982302598.97,1404634846.13,918192147.88,470037658.25,1489071485.32,1096927299.53,808688215.26,321501525.44,1317389551.39,1019033184.28,728491142.80,370100580.20,1440423046.77,1084935335.79,763978984.82,343848150.01,1278092628.17,873691623.30,605685859.68,271538933.42,936008387.76,651188724.99,438114987.00,245765739.33,445312819.33,361653867.25,265679441.21,155296530.80,394209552.11,328232946.75,244215035.32,140025966.81,403999580.83,300810258.67,202092387.30,116737590.16,304019433.87,242445362.61,188334038.40,110176703.23,262803447.43,172574599.98,0.0
2,营业收入,980776297.84,4163842124.04,3024266994.91,2052519274.34,1017783095.28,4027069339.69,2773416559.18,1821616354.13,904849549.85,3083547891.99,1943434093.83,1218885047.41,525513687.60,1982302598.97,1404634846.13,918192147.88,470037658.25,1489071485.32,1096927299.53,808688215.26,321501525.44,1317389551.39,1019033184.28,728491142.80,370100580.20,1440423046.77,1084935335.79,763978984.82,343848150.01,1278092628.17,873691623.30,605685859.68,271538933.42,936008387.76,651188724.99,438114987.00,245765739.33,445312819.33,361653867.25,265679441.21,155296530.80,394209552.11,328232946.75,244215035.32,140025966.81,403999580.83,300810258.67,202092387.30,116737590.16,304019433.87,242445362.61,188334038.40,110176703.23,262803447.43,172574599.98,0.0
3,二、营业总成本,884650825.95,3750618300.21,2688424753.08,1814937120.46,916707634.90,3261390867.34,2217564614.53,1479250826.99,757310915.52,2584632257.74,1662539132.06,1035217231.31,453498221.30,1738662802.93,1232647890.62,796513501.85,422424744.05,1331527785.03,970996776.46,705073989.50,288382662.12,1205204234.13,916121636.74,641665086.42,324396861.31,1292064206.90,948767296.76,666782773.27,303273825.60,1138125537.43,770992545.66,535986086.36,244781018.13,864451887.45,590713839.60,394895669.34,216140336.44,373202611.92,288548811.91,220887627.25,128237848.53,286320867.24,227304848.48,173135607.47,99200595.69,317381105.52,237199413.27,157710832.18,87602781.72,198650902.60,151232025.11,113259776.13,63663403.97,159263645.50,106650175.35,0.0
4,营业成本,725753245.90,3086942057.23,2190069549.23,1452949285.62,714173502.48,2695450965.91,1843887236.95,1237339836.23,628059964.13,2197373420.68,1438694443.14,892613448.49,383350154.74,1502099451.05,1057503252.50,681366927.40,362561602.85,1129811084.40,837356648.53,611449268.39,248119341.35,1027514421.78,800869694.02,570913199.83,291772101.31,1119651005.54,836406706.15,587678688.76,264963459.66,986415615.06,672180729.89,469979946.19,214397486.62,731446446.21,506877278.30,336585891.32,186852007.43,314295483.35,247932141.41,185010047.05,109257367.18,237518665.41,196288604.27,146397142.44,86173151.79,259500526.38,192900575.24,127318110.47,70103064.89,159597604.57,125405547.11,96301243.77,55128859.69,136247547.35,85202788.41,0.0
5,营业税金及附加,2886911.56,19733603.09,11307926.10,8698569.74,2530984.29,15085783.88,10141218.84,7514404.15,1989884.76,9611862.68,5227408.11,4269537.77,678976.05,8169702.25,255736.45,249589.97,21159.15,175601.43,71135.32,58991.77,20792.99,62866.09,45813.77,38404.16,14480.35,327073.95,284191.12,261475.40,18179.79,1152952.10,974295.88,435863.52,19384.63,1041683.17,741169.57,441067.53,72631.18,3509.61,2085.88,1347.34,671.27,3102.35,2315.99,1506.93,516.24,13823.22,6396.55,6044.13,1460.93,2997.43,2951.80,2448.34,0,3629.25,624807.85,0.0
6,销售费用,27190098.61,133327434.71,102921546.40,68890419.45,31842309.24,116685763.03,90972528.02,60844806.38,25111166.86,89207858.46,60133597.00,40487801.62,17126528.85,71326200.56,52137310.05,35355706.27,18485606.26,61981651.24,42805523.95,30529326.18,11667634.79,47133413.43,30869594.51,19792974.67,9726265.95,40112338.76,26996714.19,17726038.53,7180665.10,44296615.14,27043730.53,17646730.59,8705217.42,31554699.23,20080608.98,13912204.17,6401107.08,17003475.00,16604743.92,12304882.55,6932357.56,13511531.01,8746684.21,5261195.97,1697549.34,10227640.04,7442715.68,5196850.01,2919852.35,8210734.48,5952787.97,4925279.83,2026630.67,8510105.68,7953664.54,0.0
7,管理费用,56490765.74,211000065.57,158180368.44,105966966.27,57118569.42,245137532.68,162387142.31,163756716.82,74301633.77,251254197.41,141376539.82,89113905.54,50607143.75,153117022.19,118158316.73,77485174.52,37675759.32,128496965.03,87594151.69,58580065.17,28724922.58,115337571.59,80995170.62,51785898.43,23232882.76,105493743.13,74651924.97,52838497.56,28854396.42,106649222.66,74768976.91,49761438.52,24349484.08,93212093.89,58705520.20,40901545.47,22305963.45,57140993.67,39018282.05,23668592.76,12844987.26,43569358.44,29592968.05,20829132.85,11224212.27,38044838.14,28376713.43,17431975.45,10461678.02,23613140.60,14950243.65,8584761.37,4779822.86,12467094.70,13640337.88,0.0
8,财务费用,14634603.87,78392660.82,52735441.50,50125645.96,38331014.29,16296300.42,-6916866.88,6755888.53,27887723.18,31676774.61,19016166.05,10230804.71,1759413.91,-3854709.16,2381560.80,2057307.70,3885812.65,8102129.91,4682675.42,6083747.44,2785680.02,8603784.78,2997641.28,-104328.37,154315.71,14168543.92,10391988.57,8589956.35,2694464.83,-902387.08,-4665517.56,-2794458.36,-660881.66,2945428.49,2623906.61,1918818.35,324433.82,-15527869.88,-17097367.51,-783640.83,-797534.74,-8266679.29,-7632202.18,-458854.97,-1176732.47,7990604.58,8473012.37,7757852.12,4116725.53,7153045.27,4838540.42,3446042.82,1728090.75,1853667.35,-864109.48,0.0
9,研发费用,57695200.27,221222478.79,173209921.41,128306233.42,72631361.03,165465384.71,112715597.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
