,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3448119850.49,2379233731.09,967790743.64,5225350140.12,3194810442.36,2058995528.73,957042541.12,4199302527.82,2733751930.06,1899789171.51,988468777.63,4472812641.16,3294706407.35,2337035569.73,1164947384.42,4693020847.80,3103935686.68,2170933651.28,1180002478.64,5470188220.96,4038190474.49,2904691204.96,1304830200.18,5758091268.62,4070338474.97,2897739898.22,1339178759.79,5231002470.30,3883633482.84,2600195021.00,1194267277.25,4074067426.19,3170478254.85,1900920133.11,953230531.08,2738802848.82,1855106003.50,1145081307.18,534634479.47,2097172167.09,1658845691.48,957770860.94,434885706.65,1811464191.77,1295539949.09,847158053.41,418542485.11,1364971577.80,861797412.56,510742097.63,40999735.69,799164792.66,516573203.35,345808168.05,164367973.78,615307424.75,512669568.86,408634063.65,0.0
2,营业收入,3448119850.49,2379233731.09,967790743.64,5225350140.12,3194810442.36,2058995528.73,957042541.12,4199302527.82,2733751930.06,1899789171.51,988468777.63,4472812641.16,3294706407.35,2337035569.73,1164947384.42,4693020847.80,3103935686.68,2170933651.28,1180002478.64,5470188220.96,4038190474.49,2904691204.96,1304830200.18,5758091268.62,4070338474.97,2897739898.22,1339178759.79,5231002470.30,3883633482.84,2600195021.00,1194267277.25,4074067426.19,3170478254.85,1900920133.11,953230531.08,2738802848.82,1855106003.50,1145081307.18,534634479.47,2097172167.09,1658845691.48,957770860.94,434885706.65,1811464191.77,1295539949.09,847158053.41,418542485.11,1364971577.80,861797412.56,510742097.63,40999735.69,799164792.66,516573203.35,345808168.05,164367973.78,613766370.87,512102443.19,408368813.94,0.0
3,二、营业总成本,3273677866.38,2281244138.07,939945641.21,5017701888.03,3035709165.15,1953065221.69,913497909.04,4041042636.32,2619672651.07,1823332397.93,954265892.39,4273570245.90,3155307870.77,2238233141.64,1113382267.27,4445943662.32,2918805602.38,2045249538.27,1128703931.71,5245398748.57,3868711281.82,2794885827.39,1260123112.63,5574399866.94,3929726919.98,2809403445.39,1303045337.77,5076511241.53,3761467896.69,2521995671.69,1163384834.67,3952894084.31,3080947296.31,1843541408.65,928362940.58,2648447303.06,1791172602.37,1103739545.58,515472307.72,2026050573.30,1608543007.61,924242750.63,418764280.74,1746059581.00,1246470906.81,812825021.87,402140661.65,1312534353.08,824799248.45,488458443.69,231049258.91,764666477.51,490287254.14,327282016.89,155565487.38,578614349.62,477739982.18,378397636.15,0.0
4,营业成本,3029417996.03,2111989276.03,850995987.55,4624542328.71,2868274941.09,1835719393.75,851835761.98,3726908466.61,2448872114.66,1713476901.95,896783134.22,3998184849.17,2984728601.75,2113251692.10,1049540943.27,4199507792.17,2772513034.87,1942427125.72,1066324819.12,4939167400.98,3677776884.77,2665103247.46,1195428232.20,5230797072.69,3692580450.25,2645891727.99,1223373719.66,4724936607.04,3520597993.42,2366016945.63,1086163116.78,3637035748.53,2876690239.71,1712155957.61,864953170.66,2411938639.73,1636447502.83,1004354125.36,467232028.36,1827012679.72,1468668947.98,830119272.94,373268461.40,1567392781.30,1106323718.45,720832607.28,362131477.59,1159681952.15,708029936.13,412229490.87,196964206.02,637708425.28,390931451.99,257740790.22,127142860.49,468278673.73,372830311.84,282475613.27,0.0
5,营业税金及附加,11903028.41,8450261.35,3176696.04,19027035.25,11614263.86,9024909.16,4152300.13,16889468.88,10447523.83,6835134.21,2652267.73,26373764.47,20924098.01,17744622.12,10621109.65,37830960.76,20966560.28,19378438.60,10828465.03,50974408.69,38210791.93,26186773.34,13698512.62,88828732.50,68368887.15,47768106.26,24384311.66,104207734.56,80138567.23,51964303.73,22254940.60,102512156.85,72853812.68,45607739.30,20126561.72,70991644.52,47738959.79,31008068.60,14178522.38,63367556.23,43569042.12,26517767.11,11865171.02,57508011.83,43743686.55,27964713.95,13232043.73,48761988.23,31515929.50,19527348.22,9523516.87,36892998.96,22961202.79,15768513.92,6111829.45,27391082.43,22489998.10,19513614.97,0.0
6,销售费用,8130617.65,5169291.03,2875592.86,11256682.45,10139052.17,6492300.75,2929450.45,11511981.50,7890505.34,5151346.29,2572434.70,10501890.01,7543399.27,5027533.82,2699816.97,10034400.43,6968771.17,4863666.08,2553004.61,13460114.57,8777699.81,5653988.56,3300131.28,13913874.37,7538518.13,5021362.57,2539498.22,10868322.66,6031377.92,4598052.58,1696160.57,7269354.43,4481500.02,3058169.57,1538493.47,6324972.97,3856249.50,2344110.21,1341733.45,5292181.26,3768174.39,3022237.23,1598611.74,5968674.51,3586157.82,2614390.59,1311719.94,5702749.34,3562649.45,2344507.58,1013814.69,4590349.04,2796334.13,2006419.19,983595.29,6874016.14,8991279.49,11976415.25,0.0
7,管理费用,132189388.43,84605414.08,44625611.38,194348654.87,127187057.17,100259636.01,44956101.63,227139907.83,135343169.06,89467121.63,46302714.88,209056490.08,138861047.57,93416246.21,47111590.35,221260990.74,148530610.07,101956313.33,51402899.67,229017794.15,151701910.72,98549231.41,49266745.22,233197227.38,148953436.33,100802779.23,48141784.43,226894905.35,142179975.63,90982226.34,42571462.61,196309110.22,115978645.55,74501969.31,36774634.92,159351290.20,101233407.64,64550928.44,32799006.22,135368609.15,90206828.03,61357042.11,28908486.79,118803717.22,90981306.87,58527964.13,25061758.09,96584762.40,78755761.03,53221071.60,24212078.86,87067325.16,73133246.67,51805475.32,21701064.75,79135723.22,75333863.37,65861600.71,0.0
8,财务费用,-13452718.95,1207608.92,908567.02,-24715054.90,-18144334.19,-6088490.67,7811074.92,3218565.27,7110459.95,-2747367.01,-1851234.79,-24283320.83,-9059380.04,-7148148.43,-4170228.28,-21430521.24,-11009699.22,-6543004.54,-4248369.56,-11166718.15,-9247426.98,-5118252.77,-1783112.95,-7429376.78,-5948893.42,-5400295.11,-1575969.20,-8820353.30,-5364128.72,-3148437.79,-2247803.50,-10247475.88,-8539198.94,-5366121.45,-3001911.31,-6335844.60,-4430016.55,-3743329.00,-1524083.41,-5094189.13,-3768707.20,-1934073.18,-907084.75,-4958619.89,-4675879.73,-3168969.82,-1944565.55,-4990481.82,-3107336.03,-1864384.98,-844810.05,-2761168.37,-1543610.89,-1074272.80,-388743.44,-3065145.90,-1905470.62,-1429608.05,0.0
