,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20141231,20140630,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,325889703.65,208605024.03,102568930.72,423039858.12,311174323.99,196623125.06,91478147.92,363361457.43,260140839.27,166373910.79,73931251.92,313532834.36,227838919.84,144260498.99,63179523.23,276978370.60,203882866.27,274972345.86,129365099.83,243415339.48,218432948.53,195233302.66,0.0
2,营业收入,325889703.65,208605024.03,102568930.72,423039858.12,311174323.99,196623125.06,91478147.92,363361457.43,260140839.27,166373910.79,73931251.92,313532834.36,227838919.84,144260498.99,63179523.23,276978370.60,203882866.27,274972345.86,129365099.83,243415339.48,218432948.53,195233302.66,0.0
3,二、营业总成本,291705485.35,186056896.73,90380353.59,381325622.45,280371633.28,180063775.56,83372168.05,327820799.34,228138262.16,145273530.49,62956415.45,276021829.73,195756746.50,124405999.16,53966941.01,241747960.22,179723454.50,247469051.28,115214513.44,217893617.03,192027824.71,170505188.09,0.0
4,营业成本,223013721.22,143490351.09,70891776.79,298419304.56,222871715.65,142909271.96,66182824.16,251666827.01,175672879.27,111114975.39,48508920.74,203365662.51,145918443.46,92011790.18,39723493.04,183617523.21,137448635.47,184678043.32,86739122.54,165115057.16,147271973.90,126845396.22,0.0
5,营业税金及附加,1515104.04,1121197.63,735309.32,2851693.89,2035831.91,1330594.59,689576.63,3034984.62,2291214.24,1667108.87,509738.51,2852239.79,1452718.54,964570.03,410066.08,1839491.50,1327409.13,1846967.33,921792.65,1538022.73,1227287.80,1280871.20,0.0
6,销售费用,30598291.65,19862709.47,8851612.01,35662718.26,24367964.26,15912416.30,6895963.91,32351870.19,22801968.04,14525730.29,5666348.61,26594269.35,19060552.20,12544723.46,5508501.05,22271627.93,16605235.10,20741688.53,8629310.98,17316683.25,16792323.04,12870654.79,0.0
7,管理费用,18799977.07,10257022.42,4526382.70,19352263.09,12096304.08,18747580.58,9086818.42,37965995.30,26702640.09,17378426.98,8243848.13,38815214.51,26001146.32,16126956.21,7549364.21,32243650.40,22622191.80,31661134.32,14085779.55,24805680.59,21695388.13,25406813.96,0.0
8,财务费用,1165.97,-157967.31,-166630.40,144866.29,-133273.66,-47502.90,-24808.72,-825986.52,-671765.24,-523686.85,-335595.67,1695006.98,754063.96,528983.67,329951.60,1505476.41,926941.51,1804688.28,900762.85,1412068.54,2159736.10,1506383.15,0.0
9,研发费用,17777225.40,11483583.43,5592155.73,21582171.13,16170835.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-50252.56,3312605.23,2962255.83,1211415.03,541793.65,3627108.74,1341325.76,1110975.81,363155.13,2699436.59,2569822.02,2228975.61,445565.03,270190.77,793041.49,6736529.50,3937744.87,7706104.76,2881115.74,2595068.77,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,23158.44,23158.44,23158.44,2048733.56,1979258.24,1688873.11,1011036.43,2586973.35,1781835.62,866273.98,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,34819149.29,23823645.38,12219235.57,45106913.89,34051431.00,19425222.61,10283516.30,41234631.44,36937912.73,22538654.28,10974836.47,37511004.63,32082173.34,19854499.83,9212582.22,35230410.38,24159411.77,27503294.58,14150586.39,25521722.45,26405123.82,24728114.57,0.0
16,加:营业外收入,338473.05,214724.50,101999.25,4091944.77,4031819.83,3951216.61,184852.34,1063679.93,353833.90,29976.52,533450.52,3112276.02,765652.36,732297.05,11845.90,5563699.99,1934338.44,2099318.15,866033.80,3746140.51,612419.79,1221023.62,0.0
17,减：营业外支出,34827.04,18515.36,7011.11,73764.79,34790.00,45210.11,30626.77,64135.16,51999.53,36805.22,13534.72,128933.44,107713.54,196034.04,34551.55,113223.86,83196.92,132253.94,60300.75,137369.83,137830.82,216941.35,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,2594.50,0,0,61096.61,0,0,0,0,0,22546.28,0,22819.33,78593.82,172995.73,0.0
19,四、利润总额,35122795.30,24019854.52,12314223.71,49125093.87,38048460.83,23331229.11,10437741.87,42234176.21,37239747.10,22531825.58,11494752.27,40494347.21,32740112.16,20390762.84,9189876.57,40680886.51,26010553.29,29470358.79,14956319.44,29130493.13,26879712.79,25732196.84,0.0
20,减：所得税费用,8839747.27,5559667.86,2762292.35,6985363.90,6891822.66,4077452.60,1753277.78,5388346.72,6118810.48,3841796.02,2067763.13,6332248.79,5158850.78,3861367.58,1730800.73,7378057.88,5470271.12,5061479.42,2751709.62,5567860.26,3782342.59,4052208.30,0.0
21,五、净利润,26283048.03,18460186.66,9551931.36,42139729.97,31156638.17,19253776.51,8684464.09,36845829.49,31120936.62,18690029.56,9426989.14,34162098.42,27581261.38,16529395.26,7459075.84,33302828.63,20540282.17,24408879.37,12204609.82,23562632.87,23097370.20,21679988.54,0.0
22,归属于母公司所有者的净利润,26283048.03,18460186.66,9551931.36,42139729.97,31156638.17,19253776.51,8684464.09,36845829.49,31120936.62,18690029.56,9426989.14,34162098.42,27581261.38,16529395.26,7459075.84,33302828.63,20540282.17,24408879.37,12204609.82,23562632.87,23097370.20,21679988.54,0.0
23,少数股东损益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.220000,0.150000,0.080000,0.350000,0.260000,0.160000,0.070000,0.310000,0.260000,0.160000,0.120000,0.570000,0.460000,0.280000,0.120000,0.560000,0.340000,0.410000,0.200000,0.390000,0.380000,0.540000,0.0
26,稀释每股收益(元/股),0.220000,0.150000,0.080000,0.350000,0.260000,0.160000,0.070000,0.310000,0.260000,0.160000,0.120000,0.570000,0.460000,0.280000,0.120000,0.560000,0.340000,0.410000,0.200000,0.390000,0.380000,0.540000,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,26283048.03,18460186.66,9551931.36,42139729.97,31156638.17,19253776.51,8684464.09,36845829.49,31120936.62,18690029.56,9426989.14,34162098.42,27581261.38,16529395.26,7459075.84,33302828.63,20540282.17,24408879.37,12204609.82,23562632.87,23097370.20,21679988.54,0.0
