,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20141231,20140930,20140331,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1569075036.16,1204148512.45,888222150.69,549947693.26,1649849487.54,1179320849.71,796333940.19,415131216.93,1295059730.70,907173650.48,648437827.79,323024218.17,898466527.89,614457283.12,423539243.73,203034419.26,807154523.85,600496523.69,412469233.84,758468088.77,540543600.00,162074459.18,639912916.25,511852776.42,401502700.00,0.0
2,营业收入,1569075036.16,1204148512.45,888222150.69,549947693.26,1649849487.54,1179320849.71,796333940.19,415131216.93,1295059730.70,907173650.48,648437827.79,323024218.17,898466527.89,614457283.12,423539243.73,203034419.26,807154523.85,600496523.69,412469233.84,758468088.77,540543600.00,162074459.18,639912916.25,511852776.42,401502700.00,0.0
3,二、营业总成本,1389158016.66,1062541112.97,774640946.93,460330097.57,1405887496.49,1022572610.58,704006715.14,378380678.19,1161392683.60,811264362.59,572132619.25,277115137.49,807250878.57,547901601.84,373976751.72,175925491.10,697401649.79,518464122.56,349891787.31,665287565.77,475311400.00,137067324.33,562909624.23,447467498.92,352379200.00,0.0
4,营业成本,1199078310.01,930407622.16,682874560.33,405615179.62,1252978698.51,929311974.65,635346714.55,336849539.23,1020208532.03,715977839.11,506570851.55,248202681.42,711848667.25,482882372.19,330818228.68,152242351.76,615831144.02,455606345.76,309873215.70,571704849.63,411898600.00,119803772.65,480378495.60,391514722.81,307916000.00,0.0
5,营业税金及附加,4543003.92,3384200.26,2298482.16,1138786.68,3483205.34,2577788.88,1553864.66,922005.26,3313401.39,2382815.25,1739746.55,716820.81,2972215.33,1407531.54,1278436.91,462957.05,979135.22,31827.68,12702.19,1098283.38,1049700.00,238365.05,1418359.24,1283410.07,348100.00,0.0
6,销售费用,22770916.00,16583593.94,12101473.74,5855344.80,27237665.94,15555736.65,10128469.20,4005221.12,18668513.06,11435178.19,8482171.35,3125811.50,13405450.35,7115961.15,4916476.76,1774137.07,12252164.77,8641874.26,4801191.43,11653266.18,8727000.00,1807687.85,9812420.71,7849927.30,6301700.00,0.0
7,管理费用,105916437.11,68927513.04,45604850.05,23732566.98,83762049.53,55391064.96,45486848.59,21026706.85,98747180.84,64464598.52,41204210.85,17685662.94,77486912.41,53962946.88,34866292.57,16854061.63,67300911.72,47551207.19,29240917.61,70291185.17,49250600.00,13455522.26,55459662.45,38828599.58,27406900.00,0.0
8,财务费用,12657200.87,7929498.69,9857002.00,8054824.40,4663035.37,16847.62,4650976.92,9876504.56,20105050.37,15009702.74,9729704.24,3606129.76,-1967498.93,1435861.64,468261.72,2481767.15,-5141223.96,-3536439.89,-346646.61,4971270.59,3065700.00,749431.55,13128236.00,7942844.86,7262000.00,0.0
