,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,63551357163.66,40174695255.81,18734558248.86,81958875121.33,59137698799.33,39570094605.95,17328781033.62,74085713073.49,51668120856.59,34034297722.44,16523258114.01,50172732851.58,720528095.51,514428760.64,335911747.51,883964497.44,697461377.41,468315689.28,226496122.01,1164932283.83,830330779.21,551898296.84,274156099.87,1150032293.91,886410515.65,628969540.62,293054021.09,1367986192.32,1158284723.30,885148914.95,481134017.93,2135426496.30,1729368902.96,1340070553.39,680644936.41,2089942786.91,1593051964.27,1153658902.38,486759171.94,1470475382.31,1023646817.69,662373950.51,313003343.40,1856790820.14,1565847987.89,1187965628.90,582574516.98,1842351060.02,1432537361.39,1015624482.27,470679307.28,1518498664.36,1172512713.19,838719901.94,396186718.46,1407548328.55,1132650745.02,816133482.54,349455047.38,1581561334.66,1316832932.60,1066146486.05,562866707.19,1503090158.12,1209067528.93,802076529.65,323054205.04,1005443408.07,762129504.88,518519916.97,180841537.83,530964714.58,295188368.21,407192092.11,208322356.79,388224330.22,210564135.06,329298203.42,158391984.35,332243477.78,181067824.40,330132231.34,173102961.66,316202408.07,280430707.00,360229472.00,0.0
2,营业收入,63551357163.66,40174695255.81,18734558248.86,81958875121.33,59137698799.33,39570094605.95,17328781033.62,74085713073.49,51668120856.59,34034297722.44,16523258114.01,50172732851.58,720528095.51,514428760.64,335911747.51,883964497.44,697461377.41,468315689.28,226496122.01,1164932283.83,830330779.21,551898296.84,274156099.87,1150032293.91,886410515.65,628969540.62,293054021.09,1367986192.32,1158284723.30,885148914.95,481134017.93,2135426496.30,1729368902.96,1340070553.39,680644936.41,2089942786.91,1593051964.27,1153658902.38,486759171.94,1470475382.31,1023646817.69,662373950.51,313003343.40,1856790820.14,1565847987.89,1187965628.90,582574516.98,1842351060.02,1432537361.39,1015624482.27,470679307.28,1512953598.85,1169947775.65,837202424.29,396025824.27,1407886500.88,1131581288.94,814708652.58,349440529.32,1581484946.14,1316257929.18,1065928804.40,562635285.32,1502505201.66,1208822532.46,801974449.48,323185985.14,1004496619.73,761051718.97,518174489.71,181005396.22,530639149.84,295451637.77,402953619.53,208466127.02,388275578.96,210048623.37,327658822.40,157253796.38,329428817.94,179485142.47,331232033.57,171593463.20,313623186.81,278427135.00,360229472.00,0.0
3,二、营业总成本,62131882938.98,39464016269.67,18387927485.51,80257743687.59,57892123349.47,38992563988.12,17174685081.40,72873595728.28,50768822046.45,33578442908.09,16328782064.95,48911891430.48,817803357.37,592167122.41,365470626.89,1170803644.16,900070328.27,592091175.53,273410777.97,1350056872.58,962046884.42,637717514.30,321644021.91,1318852916.14,1009673124.72,713107075.30,334545570.65,1432900005.28,1214020548.69,914592570.14,481733444.40,2101557883.70,1714091250.77,1312241100.74,664779861.87,2062759356.91,1569257551.49,1134117909.37,491198971.29,1552197306.47,1093499716.63,715430727.25,343248844.21,1922329438.32,1587367033.00,1185275552.18,577043633.23,1824004245.26,1417867846.64,1005850809.35,465106013.00,1504436108.21,1164103192.75,833393025.23,394203525.15,1416553007.39,1142414657.91,826481088.98,351857902.69,1560809064.49,1276921965.45,1028627875.23,544251479.72,1426220974.82,1140721199.41,748814551.59,313720148.34,982267412.22,742234566.80,511709909.37,179758176.17,537800866.98,294386484.91,408705824.92,206768468.68,389457419.05,206410166.90,331937772.51,154030866.62,301970142.47,0,303928311.06,0,294592525.60,254906061.00,325617220.00,0.0
4,营业成本,59812194420.99,37894653355.77,17592063240.27,76930405830.40,55598034312.55,37528424436.18,16449666371.94,69884046635.19,48727808976.25,32212502814.91,15695966066.54,46576818434.31,665700155.80,470260625.71,283908740.08,859130913.26,668599875.65,443987436.46,216659532.75,1086708376.64,769581870.23,506793752.60,251160431.38,1077944447.16,830724179.15,589433254.02,270002282.22,1221474173.61,1037878405.00,785775151.65,421867396.21,1897992000.15,1540839773.49,1182493018.63,597368051.05,1822860063.24,1393892895.49,1007156981.09,429016904.51,1344647350.73,953637495.54,619530372.59,292915560.02,1703918525.53,1422574756.26,1070356271.96,519498126.24,1628093060.79,1260081061.68,889901296.76,410044967.20,1341706979.50,1031374577.06,743715149.98,349446918.32,1271606862.78,1030307994.24,741513579.67,313150949.63,1388956184.65,1146576372.40,928188922.75,489540230.81,1299080174.75,1033986532.11,675884035.75,273249451.79,843923112.02,645261442.68,441969262.37,155129053.15,457641035.55,255716759.30,344177929.66,172619198.95,320407702.07,171018632.64,265802537.40,128329605.11,254624852.63,0,253634513.08,0,238631073.65,207520824.00,273962714.00,0.0
5,营业税金及附加,78215217.16,63311850.74,13728014.56,71974166.18,50746363.70,26871832.92,10379980.72,93487480.76,52738810.36,29244627.79,14602699.79,71911796.78,4487074.10,4324080.31,2557361.86,3976912.41,4286236.39,2847924.24,210983.03,1828973.19,1079341.79,965367.78,214660.34,4649684.45,3496551.96,1520667.52,294017.79,910028.79,295380.99,333567.78,70396.36,200252.70,102879.86,93067.04,3740.61,3085268.08,2689830.89,2262881.39,817761.44,4534773.55,3480704.72,1633348.20,94530.77,2132672.74,1728259.42,1678406.11,1086066.27,2742383.13,2140103.75,1267094.19,728508.65,3030698.98,2528361.11,1558872.34,242109.58,1204870.54,843052.59,288602.23,210514.50,2187871.10,1656200.29,701829.69,107115.86,3363230.17,3297821.96,2281057.64,1351072.17,3351266.78,2289830.82,2076508.36,125994.47,1534195.36,266397.80,1030412.53,832313.05,1664702.15,655204.43,708158.03,228177.04,1594099.70,0,1770480.62,0,1936823.99,868377.00,12042951.00,0.0
6,销售费用,1009263146.61,618872533.05,299534896.66,1375050374.77,951068989.17,595346265.52,268493049.00,1190673262.37,809936623.03,521280820.64,263667100.74,1056262922.98,55826051.65,42363929.58,24892966.18,79491951.01,61547005.46,39196400.25,18518961.85,95171144.01,74627104.83,50780326.62,25661089.61,97027733.38,65867373.80,44926998.03,22409423.88,91163890.14,77480658.87,56837497.28,25139178.25,110602497.85,84615324.39,61476248.41,29498592.97,111219575.83,83387148.06,55804464.20,23893310.23,85325930.11,57565159.33,37005694.27,18854131.91,107656166.40,76092360.18,49347801.81,23841607.53,101842917.99,79046768.15,54848775.49,23451403.02,73220471.51,60184193.42,39662706.03,20538453.94,65026880.89,42726413.47,31385300.72,13565580.42,85312828.50,61688776.83,48270803.30,22932736.24,51571622.09,40046379.16,26136217.81,11986885.19,51257101.06,32205537.54,21782145.10,8924882.19,26263437.95,14876990.02,17444129.09,8516416.78,21598593.01,12287873.61,21678423.17,6793224.02,6367412.85,0,8172899.78,0,9169576.53,6869082.00,10759517.00,0.0
7,管理费用,656571693.93,431495060.80,214609882.27,896435347.24,612077674.80,506138804.03,250517404.22,1135725478.65,766987209.48,505612073.80,206446546.70,857774366.25,42927467.09,31227532.13,20731657.17,82077451.58,58644138.35,34872828.37,17932632.18,86699009.44,64084813.56,42671105.06,20483860.59,88769463.52,59181110.10,38233153.37,19314589.24,86625376.72,67176467.48,45602331.59,21133187.60,81826141.00,59017026.17,40912415.60,20945194.75,86077386.07,62705209.76,42690221.34,22530889.54,68353862.38,49354132.03,35807786.88,20479843.60,76734516.75,56719284.58,40258963.78,19745811.09,64506615.67,47403399.09,32812207.88,15340070.34,63705956.79,53659304.29,37731377.55,19496361.11,58780894.97,53456388.30,44323278.74,21077377.80,68769093.74,56494502.65,44439341.72,27946502.76,61545429.76,55466857.26,39174423.74,24226026.21,69991060.36,51705655.15,38139457.05,12109473.91,39898946.97,17396665.40,33366899.81,20036025.76,34658573.11,17305344.96,30946992.58,14149053.85,32165129.37,0,30857216.72,0,32632024.93,28439708.00,23613056.00,0.0
8,财务费用,386477469.65,334780578.32,204686189.37,424119934.13,353880924.06,304169499.30,193610281.28,471271048.96,338084226.31,256128985.93,142795733.76,117419236.80,6861396.90,3551320.23,4243809.73,10244596.47,8827651.89,9373151.12,4483466.61,20175316.98,13216420.35,7368705.11,4946809.68,16733277.99,12386119.30,7495382.38,4650692.89,8664946.17,4175489.16,2521633.89,2057230.31,8685128.35,7799727.88,5210711.23,2478206.93,14212720.26,10958271.10,9272526.82,4868026.85,17812389.42,11862299.60,8350553.40,4261974.75,18714882.16,14986824.59,9991111.54,4507017.50,18914075.34,15302779.76,11351823.93,5787369.41,22772001.43,16356756.87,10724919.33,4479682.20,19933498.21,15080809.31,8970327.62,3853480.34,15583086.50,10506113.28,7026977.77,3724894.05,10660518.05,7923608.92,5338816.65,2906712.98,13744872.00,10772100.61,7742536.49,3468772.45,12463251.15,6129672.39,13490545.90,5695407.47,11053078.87,5143111.26,12801661.33,4530806.60,7218647.92,0,9493200.86,0,12223026.50,11208070.00,5238982.00,0.0
9,研发费用,189160990.64,120902890.99,65039756.29,289221010.17,177574279.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-1734493.91,270537024.70,148740805.90,31613150.17,2017994.24,98391822.35,73266201.02,53673585.02,5303917.42,231704673.36,42001211.83,40439634.45,29136091.87,135881819.43,98165420.53,61813435.09,15605201.55,59474052.32,39457333.66,29138257.13,19177170.31,33728309.64,38017790.41,31497619.98,17874564.63,24061589.85,27014147.19,23522387.95,11466055.67,2251863.65,21716518.98,22055639.83,14486075.56,25304343.43,15624196.18,16930834.53,10072078.72,31523000.28,17599925.41,13102971.91,6642803.16,13172674.74,15265547.97,13642996.98,8365004.60,7905192.34,13893734.21,15669611.10,9753694.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-804092.07,-930893.33,74769.84,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,13261648.13,-92760416.38,-70468951.92,36929305.36,30539711.77,-14825752.65,35877310.24,34753854.06,40945097.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,58132126.45,23757019.03,8722454.24,-162393540.81,-56790280.30,110050131.10,51801051.71,-25741874.08,41049091.48,20487584.06,12268606.98,-137620784.86,-13559718.03,-9723392.26,-18160638.59,-247736911.20,-141312266.45,-84200482.21,-22555257.54,-101924608.88,22861259.74,12455971.46,-8284416.43,-38368705.42,-14912570.50,5150688.13,-2910336.14,18809631.31,19116807.07,29368660.78,26640026.63,134918373.95,139697979.21,140646741.76,99702877.60,252785621.46,221824384.48,182768123.55,69402152.83,153951755.67,111421750.08,75108569.42,40563802.94,119164357.49,100896425.77,100248241.59,47829217.25,79182324.72,61849408.70,52460119.30,19520504.76,26903167.82,22224237.52,18104899.90,9640356.92,20851312.06,19121112.99,15556485.77,5620572.47,16738740.64,42227771.26,62373520.59,35430553.54,118634083.04,95871583.30,72853720.81,35944306.54,44515301.31,23079940.77,12703914.86,5217354.26,15246519.55,9807113.35,12500677.40,6330072.09,9362997.92,2784902.45,8170321.46,816601.24,7546742.12,-152515.61,-1852404.82,34800.00,0,474891.00,0,0.0
13,其中:对联营企业和合营企业的投资收益,27666488.58,16907048.47,7028297.24,54465988.84,38381746.67,20133556.11,6607058.60,63244972.17,16685253.40,7057768.27,3015397.12,50003074.64,-13559718.03,-9723392.26,-18160638.59,-249272073.20,-142847428.45,-85735644.21,-22555257.54,-141979479.88,-17193611.26,-7598899.54,-10761050.43,-38368705.42,-14912570.50,5150688.13,-2910336.14,18756864.06,2839909.07,13091762.78,26640026.63,123283982.05,136698099.21,137646861.76,99702877.60,241238039.54,200596316.43,161542259.41,69402152.83,134452072.67,111421750.08,75108569.42,40563802.94,108604949.39,101027766.59,100335802.14,47872997.52,79357445.81,61849408.70,52547679.85,19520504.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,1421601679.66,767682173.59,368993259.66,1639747711.49,1140764672.99,642324105.60,252956958.85,1321532519.54,985217579.93,531035376.02,241498510.10,1164165733.68,-110834979.89,-87461754.03,-47719517.97,-534576057.92,-343921217.31,-207975968.46,-69469913.50,-287049197.63,-108854845.47,-73363246.00,-55772338.47,-207189327.65,-138175179.57,-78986846.55,-44401885.70,-46104181.65,-36619018.32,-74994.41,26040600.16,168786986.55,154975631.40,168476194.41,115567952.14,279969051.46,245618797.26,202309116.56,64962353.48,72229831.51,41568851.14,22051792.68,10318302.13,53625739.31,79377380.66,102938318.31,53360101.00,97529139.48,76518923.45,62233792.22,25093799.04,40965723.97,30633757.96,23431776.61,11623550.23,12676007.75,10186574.63,5208879.33,3217717.16,37926539.11,82340476.39,100093869.39,54048130.49,195794561.08,164217912.82,126115698.87,45278363.24,67691297.16,42974878.85,19513922.46,6300715.92,8410367.15,10608996.65,10182852.52,7913267.61,8129909.09,6938870.61,5530752.37,5177718.97,37820077.43,19917791.40,33407965.46,19381455.63,32485111.93,30493988.00,34612249.00,0.0
16,加:营业外收入,45895226.00,26437776.17,21054479.04,208389921.47,62855378.99,53373839.51,31751615.72,135999400.19,75689816.38,71347778.70,18610965.92,223421561.62,5830154.82,3595861.77,1896737.50,9861726.79,8073990.42,4721470.64,3378551.69,107953102.71,21804511.03,18206061.08,16179213.25,7784518.17,5540065.22,2944029.29,1256012.88,60555034.24,59103535.40,15939707.05,1355131.94,5689310.09,3166108.87,3223217.46,1764912.73,3595584.40,699800.60,197729.25,13948.72,1208745.01,483351.51,482228.01,116082.76,3475393.33,1391204.89,647949.73,214057.64,6869874.38,842628.19,46404.00,28995.00,70678.33,63678.33,47298.80,36298.80,188870.21,22187.98,15139.98,10240.00,47956.12,23054.12,21726.12,8796.95,118994.89,201819.27,126539.56,105085.06,57659.42,58296.00,67669.25,39439.03,47893.80,131628.31,1636796.69,702274.74,1415785.19,717044.15,2052277.74,801532.83,2351823.03,0,6503023.18,0,387192.33,25326.00,80813.00,0.0
